Date,Country,Cumulative number of case(s),Number of deaths,Number recovered
2003-05-19,Taiwan, China,344.0,40.0,50.0
2003-05-19,Colombia,1.0,0.0,1.0
2003-05-19,Finland,1.0,0.0,0.0
2003-05-19,France,7.0,0.0,6.0
2003-05-19,Germany,9.0,0.0,9.0
2003-05-19,India,3.0,0.0,3.0
2003-05-19,Indonesia,2.0,0.0,2.0
2003-05-19,Italy,9.0,0.0,9.0
2003-05-19,Kuwait,1.0,0.0,1.0
2003-05-19,Malaysia,7.0,2.0,5.0
2003-05-19,Mongolia,9.0,0.0,8.0
2003-05-19,New Zealand,1.0,0.0,1.0
2003-05-19,Philippines,12.0,2.0,8.0
2003-05-19,Republic of Ireland,1.0,0.0,1.0
2003-05-19,Republic of Korea,3.0,0.0,1.0
2003-05-19,Romania,1.0,0.0,1.0
2003-05-19,Singapore,206.0,28.0,160.0
2003-05-19,South Africa,1.0,1.0,0.0
2003-05-19,Spain,1.0,0.0,1.0
2003-05-19,Sweden,3.0,0.0,3.0
2003-05-19,Switzerland,1.0,0.0,1.0
2003-05-19,Thailand,8.0,2.0,5.0
2003-05-19,United Kingdom,4.0,0.0,4.0
2003-05-19,United States,67.0,0.0,34.0
2003-05-19,Viet Nam,63.0,5.0,58.0
2003-05-20,Brazil,2.0,0.0,2.0
2003-05-20,Canada,140.0,23.0,106.0
2003-05-20,China,5248.0,294.0,2254.0
2003-05-20,Hong Kong SAR, China,1718.0,253.0,1229.0
2003-05-20,Macao SAR, China,1.0,0.0,0.0
2003-05-20,Taiwan, China,383.0,52.0,63.0
2003-05-20,Colombia,1.0,0.0,1.0
2003-05-20,Finland,1.0,0.0,0.0
2003-05-20,France,7.0,0.0,6.0
2003-05-20,Germany,9.0,0.0,9.0
2003-05-20,India,3.0,0.0,3.0
2003-05-20,Indonesia,2.0,0.0,2.0
2003-05-20,Italy,9.0,0.0,9.0
2003-05-20,Kuwait,1.0,0.0,1.0
2003-05-20,Malaysia,7.0,2.0,5.0
2003-05-20,Mongolia,9.0,0.0,8.0
2003-05-20,New Zealand,1.0,0.0,1.0
2003-05-20,Philippines,12.0,2.0,8.0
2003-05-20,Republic of Ireland,1.0,0.0,1.0
2003-05-20,Republic of Korea,3.0,0.0,2.0
2003-05-20,Romania,1.0,0.0,1.0
2003-05-20,Singapore,206.0,28.0,161.0
2003-05-20,South Africa,1.0,1.0,0.0
2003-05-20,Spain,1.0,0.0,1.0
2003-05-20,Sweden,3.0,0.0,3.0
2003-05-20,Switzerland,1.0,0.0,1.0
2003-05-20,Thailand,8.0,2.0,5.0
2003-05-20,United Kingdom,4.0,0.0,4.0
2003-05-20,United States,67.0,0.0,34.0
2003-05-20,Viet Nam,63.0,5.0,58.0
2003-05-21,Brazil,2.0,0.0,2.0
2003-05-21,Canada,140.0,23.0,108.0
2003-05-21,China,5249.0,296.0,2335.0
2003-05-21,Hong Kong SAR, China,1719.0,255.0,1237.0
2003-05-21,Macao SAR, China,1.0,0.0,0.0
2003-05-21,Taiwan, China,418.0,52.0,71.0
2003-05-21,Colombia,1.0,0.0,1.0
2003-05-21,Finland,1.0,0.0,1.0
2003-05-21,France,7.0,0.0,6.0
2003-05-21,Germany,9.0,0.0,9.0
2003-05-21,India,3.0,0.0,3.0
2003-05-21,Indonesia,2.0,0.0,2.0
2003-05-21,Italy,9.0,0.0,9.0
2003-05-21,Kuwait,1.0,0.0,1.0
2003-05-21,Malaysia,8.0,2.0,5.0
2003-05-21,Mongolia,9.0,0.0,8.0
2003-05-21,New Zealand,1.0,0.0,1.0
2003-05-21,Philippines,12.0,2.0,10.0
2003-05-21,Republic of Ireland,1.0,0.0,1.0
2003-05-21,Republic of Korea,3.0,0.0,2.0
2003-05-21,Romania,1.0,0.0,1.0
2003-05-21,Singapore,206.0,28.0,161.0
2003-05-21,South Africa,1.0,1.0,0.0
2003-05-21,Spain,1.0,0.0,1.0
2003-05-21,Sweden,3.0,0.0,3.0
2003-05-21,Switzerland,1.0,0.0,1.0
2003-05-21,Thailand,8.0,2.0,5.0
2003-05-21,United Kingdom,4.0,0.0,4.0
2003-05-21,United States,66.0,0.0,33.0
2003-05-21,Viet Nam,63.0,5.0,58.0
2003-05-22,Australia,6.0,0.0,6.0
2003-05-22,Brazil,2.0,0.0,2.0
2003-05-22,Canada,140.0,23.0,109.0
2003-05-22,China,5271.0,300.0,2445.0
2003-05-22,Hong Kong SAR, China,1722.0,258.0,1247.0
2003-05-22,Macao SAR, China,2.0,0.0,0.0
2003-05-22,Taiwan, China,483.0,60.0,74.0
2003-05-22,Colombia,1.0,0.0,1.0
2003-05-22,Finland,1.0,0.0,1.0
2003-05-22,France,7.0,0.0,6.0
2003-05-22,Germany,9.0,0.0,9.0
2003-05-22,India,3.0,0.0,3.0
2003-05-22,Indonesia,2.0,0.0,2.0
2003-05-22,Italy,9.0,0.0,9.0
2003-05-22,Kuwait,1.0,0.0,1.0
2003-05-22,Malaysia,8.0,2.0,5.0
2003-05-22,Mongolia,9.0,0.0,8.0
2003-05-22,New Zealand,1.0,0.0,1.0
2003-05-22,Philippines,12.0,2.0,10.0
2003-05-22,Republic of Ireland,1.0,0.0,1.0
2003-05-22,Republic of Korea,3.0,0.0,2.0
2003-05-22,Romania,1.0,0.0,1.0
2003-05-22,Singapore,206.0,29.0,162.0
2003-05-22,South Africa,1.0,1.0,0.0
2003-05-22,Spain,1.0,0.0,1.0
2003-05-22,Sweden,3.0,0.0,3.0
2003-05-22,Switzerland,1.0,0.0,1.0
2003-05-22,Thailand,8.0,2.0,5.0
2003-05-22,United Kingdom,4.0,0.0,4.0
2003-05-22,United States,65.0,0.0,33.0
2003-05-22,Viet Nam,63.0,5.0,58.0
2003-05-23,Brazil,2.0,0.0,2.0
2003-05-23,Canada,140.0,23.0,109.0
2003-05-23,China,5285.0,303.0,2544.0
2003-05-23,Hong Kong SAR, China,1724.0,260.0,1255.0
2003-05-23,Macao SAR, China,2.0,0.0,0.0
2003-05-23,Taiwan, China,538.0,60.0,82.0
2003-05-23,Colombia,1.0,0.0,1.0
2003-05-23,Finland,1.0,0.0,1.0
2003-05-23,France,7.0,0.0,6.0
2003-05-23,Germany,9.0,0.0,9.0
2003-05-23,India,3.0,0.0,3.0
2003-05-23,Indonesia,2.0,0.0,2.0
2003-05-23,Italy,9.0,0.0,9.0
2003-05-23,Kuwait,1.0,0.0,1.0
2003-05-23,Malaysia,8.0,2.0,5.0
2003-05-23,Mongolia,9.0,0.0,8.0
2003-05-23,New Zealand,1.0,0.0,1.0
2003-05-23,Philippines,12.0,2.0,10.0
2003-05-23,Republic of Ireland,1.0,0.0,1.0
2003-05-23,Republic of Korea,3.0,0.0,2.0
2003-05-23,Romania,1.0,0.0,1.0
2003-05-23,Singapore,206.0,31.0,163.0
2003-05-23,South Africa,1.0,1.0,0.0
2003-05-23,Spain,1.0,0.0,1.0
2003-05-23,Sweden,3.0,0.0,3.0
2003-05-23,Switzerland,1.0,0.0,1.0
2003-05-23,Thailand,8.0,2.0,5.0
2003-05-23,United Kingdom,4.0,0.0,4.0
2003-05-23,United States,65.0,0.0,33.0
2003-05-23,Viet Nam,63.0,5.0,58.0
2003-05-24,Brazil,2.0,0.0,2.0
2003-05-24,Canada,140.0,23.0,109.0
2003-05-24,China,5309.0,308.0,2675.0
2003-05-24,Hong Kong SAR, China,1724.0,262.0,1266.0
2003-05-24,Macao SAR, China,2.0,0.0,0.0
2003-05-24,Taiwan, China,538.0,60.0,82.0
2003-05-24,Colombia,1.0,0.0,1.0
2003-05-24,Finland,1.0,0.0,1.0
2003-05-24,France,7.0,0.0,6.0
2003-05-24,Germany,9.0,0.0,9.0
2003-05-24,India,3.0,0.0,3.0
2003-05-24,Indonesia,2.0,0.0,2.0
2003-05-24,Italy,9.0,0.0,9.0
2003-05-24,Kuwait,1.0,0.0,1.0
2003-05-24,Malaysia,8.0,2.0,5.0
2003-05-24,Mongolia,9.0,0.0,8.0
2003-05-24,New Zealand,1.0,0.0,1.0
2003-05-24,Philippines,12.0,2.0,10.0
2003-05-24,Republic of Ireland,1.0,0.0,1.0
2003-05-24,Republic of Korea,3.0,0.0,2.0
2003-05-24,Romania,1.0,0.0,1.0
2003-05-24,Singapore,206.0,31.0,163.0
2003-05-24,South Africa,1.0,1.0,0.0
2003-05-24,Spain,1.0,0.0,1.0
2003-05-24,Sweden,3.0,0.0,3.0
2003-05-24,Switzerland,1.0,0.0,1.0
2003-05-24,Thailand,8.0,2.0,5.0
2003-05-24,United Kingdom,4.0,0.0,4.0
2003-05-24,United States,65.0,0.0,33.0
2003-05-24,Viet Nam,63.0,5.0,58.0
2003-05-26,Brazil,2.0,0.0,2.0
2003-05-26,Canada,148.0,26.0,110.0
2003-05-26,China,5316.0,317.0,2829.0
2003-05-26,Hong Kong SAR, China,1726.0,267.0,1276.0
2003-05-26,Macao SAR, China,2.0,0.0,0.0
2003-05-26,Taiwan, China,585.0,72.0,112.0
2003-05-26,Colombia,1.0,0.0,1.0
2003-05-26,Finland,1.0,0.0,1.0
2003-05-26,France,7.0,0.0,6.0
2003-05-26,Germany,9.0,0.0,9.0
2003-05-26,India,3.0,0.0,3.0
2003-05-26,Indonesia,2.0,0.0,2.0
2003-05-26,Italy,9.0,0.0,9.0
2003-05-26,Kuwait,1.0,0.0,1.0
2003-05-26,Malaysia,5.0,2.0,3.0
2003-05-26,Mongolia,9.0,0.0,8.0
2003-05-26,New Zealand,1.0,0.0,1.0
2003-05-26,Philippines,12.0,2.0,10.0
2003-05-26,Republic of Ireland,1.0,0.0,1.0
2003-05-26,Republic of Korea,3.0,0.0,2.0
2003-05-26,Romania,1.0,0.0,1.0
2003-05-26,Singapore,206.0,31.0,163.0
2003-05-26,South Africa,1.0,1.0,0.0
2003-05-26,Spain,1.0,0.0,1.0
2003-05-26,Sweden,3.0,0.0,3.0
2003-05-26,Switzerland,1.0,0.0,1.0
2003-05-26,Thailand,8.0,2.0,6.0
2003-05-26,United Kingdom,4.0,0.0,4.0
2003-05-26,United States,65.0,0.0,33.0
2003-05-26,Viet Nam,63.0,5.0,58.0
2003-05-27,Brazil,2.0,0.0,2.0
2003-05-27,Canada,148.0,26.0,111.0
2003-05-27,China,5322.0,321.0,2944.0
2003-05-27,Hong Kong SAR, China,1728.0,269.0,1285.0
2003-05-27,Macao SAR, China,2.0,0.0,0.0
2003-05-27,Taiwan, China,596.0,76.0,112.0
2003-05-27,Colombia,1.0,0.0,1.0
2003-05-27,Finland,1.0,0.0,1.0
2003-05-27,France,7.0,0.0,6.0
2003-05-27,Germany,9.0,0.0,9.0
2003-05-27,India,3.0,0.0,3.0
2003-05-27,Indonesia,2.0,0.0,2.0
2003-05-27,Italy,9.0,0.0,9.0
2003-05-27,Kuwait,1.0,0.0,1.0
2003-05-27,Malaysia,5.0,2.0,3.0
2003-05-27,Mongolia,9.0,0.0,9.0
2003-05-27,New Zealand,1.0,0.0,1.0
2003-05-27,Philippines,12.0,2.0,10.0
2003-05-27,Republic of Ireland,1.0,0.0,1.0
2003-05-27,Republic of Korea,3.0,0.0,2.0
2003-05-27,Romania,1.0,0.0,1.0
2003-05-27,Singapore,206.0,31.0,163.0
2003-05-27,South Africa,1.0,1.0,0.0
2003-05-27,Spain,1.0,0.0,1.0
2003-05-27,Sweden,3.0,0.0,3.0
2003-05-27,Switzerland,1.0,0.0,1.0
2003-05-27,Thailand,8.0,2.0,6.0
2003-05-27,United Kingdom,4.0,0.0,4.0
2003-05-27,United States,65.0,0.0,32.0
2003-05-27,Viet Nam,63.0,5.0,58.0
2003-05-28,Australia,6.0,0.0,6.0
2003-05-28,Brazil,2.0,0.0,2.0
2003-05-28,Canada,149.0,26.0,111.0
2003-05-28,China,5323.0,325.0,3036.0
2003-05-28,Hong Kong SAR, China,1730.0,270.0,1295.0
2003-05-28,Macao SAR, China,2.0,0.0,0.0
2003-05-28,Taiwan, China,610.0,81.0,112.0
2003-05-28,Colombia,1.0,0.0,1.0
2003-05-28,Finland,1.0,0.0,1.0
2003-05-28,France,7.0,0.0,6.0
2003-05-28,Germany,9.0,0.0,9.0
2003-05-28,India,3.0,0.0,3.0
2003-05-28,Indonesia,2.0,0.0,2.0
2003-05-28,Italy,9.0,0.0,9.0
2003-05-28,Kuwait,1.0,0.0,1.0
2003-05-28,Malaysia,5.0,2.0,3.0
2003-05-28,Mongolia,9.0,0.0,9.0
2003-05-28,New Zealand,1.0,0.0,1.0
2003-05-28,Philippines,12.0,2.0,10.0
2003-05-28,Republic of Ireland,1.0,0.0,1.0
2003-05-28,Republic of Korea,3.0,0.0,2.0
2003-05-28,Romania,1.0,0.0,1.0
2003-05-28,Singapore,206.0,31.0,165.0
2003-05-28,South Africa,1.0,1.0,0.0
2003-05-28,Spain,1.0,0.0,1.0
2003-05-28,Sweden,3.0,0.0,3.0
2003-05-28,Switzerland,1.0,0.0,1.0
2003-05-28,Thailand,8.0,2.0,6.0
2003-05-28,United Kingdom,4.0,0.0,4.0
2003-05-28,United States,66.0,0.0,32.0
2003-05-28,Viet Nam,63.0,5.0,58.0
2003-05-29,Australia,6.0,0.0,6.0
2003-05-29,Brazil,2.0,0.0,2.0
2003-05-29,Canada,151.0,26.0,112.0
2003-05-29,China,5325.0,327.0,3121.0
2003-05-29,Hong Kong SAR, China,1732.0,273.0,1302.0
2003-05-29,Macao SAR, China,1.0,0.0,0.0
2003-05-29,Taiwan, China,660.0,81.0,122.0
2003-05-29,Colombia,1.0,0.0,1.0
2003-05-29,Finland,1.0,0.0,1.0
2003-05-29,France,7.0,0.0,6.0
2003-05-29,Germany,9.0,0.0,9.0
2003-05-29,India,3.0,0.0,3.0
2003-05-29,Indonesia,2.0,0.0,2.0
2003-05-29,Italy,9.0,0.0,9.0
2003-05-29,Kuwait,1.0,0.0,1.0
2003-05-29,Malaysia,5.0,2.0,3.0
2003-05-29,Mongolia,9.0,0.0,9.0
2003-05-29,New Zealand,1.0,0.0,1.0
2003-05-29,Philippines,12.0,2.0,10.0
2003-05-29,Republic of Ireland,1.0,0.0,1.0
2003-05-29,Republic of Korea,3.0,0.0,2.0
2003-05-29,Romania,1.0,0.0,1.0
2003-05-29,Singapore,206.0,31.0,165.0
2003-05-29,South Africa,1.0,1.0,0.0
2003-05-29,Spain,1.0,0.0,1.0
2003-05-29,Sweden,3.0,0.0,3.0
2003-05-29,Switzerland,1.0,0.0,1.0
2003-05-29,Thailand,8.0,2.0,6.0
2003-05-29,United Kingdom,4.0,0.0,4.0
2003-05-29,United States,66.0,0.0,32.0
2003-05-29,Viet Nam,63.0,5.0,58.0
2003-05-30,Brazil,2.0,0.0,2.0
2003-05-30,Canada,159.0,28.0,112.0
2003-05-30,China,5328.0,328.0,3250.0
2003-05-30,Hong Kong SAR, China,1736.0,274.0,1304.0
2003-05-30,Macao SAR, China,1.0,0.0,0.0
2003-05-30,Taiwan, China,667.0,81.0,125.0
2003-05-30,Colombia,1.0,0.0,1.0
2003-05-30,Finland,1.0,0.0,1.0
2003-05-30,France,7.0,0.0,6.0
2003-05-30,Germany,9.0,0.0,9.0
2003-05-30,India,3.0,0.0,3.0
2003-05-30,Indonesia,2.0,0.0,2.0
2003-05-30,Italy,9.0,0.0,9.0
2003-05-30,Kuwait,1.0,0.0,1.0
2003-05-30,Malaysia,5.0,2.0,3.0
2003-05-30,Mongolia,9.0,0.0,9.0
2003-05-30,New Zealand,1.0,0.0,1.0
2003-05-30,Philippines,12.0,2.0,10.0
2003-05-30,Republic of Ireland,1.0,0.0,1.0
2003-05-30,Republic of Korea,3.0,0.0,3.0
2003-05-30,Romania,1.0,0.0,1.0
2003-05-30,Singapore,206.0,31.0,165.0
2003-05-30,South Africa,1.0,1.0,0.0
2003-05-30,Spain,1.0,0.0,1.0
2003-05-30,Sweden,3.0,0.0,3.0
2003-05-30,Switzerland,1.0,0.0,1.0
2003-05-30,Thailand,8.0,2.0,6.0
2003-05-30,United Kingdom,4.0,0.0,4.0
2003-05-30,United States,66.0,0.0,32.0
2003-05-30,Viet Nam,63.0,5.0,58.0
2003-05-31,Brazil,2.0,0.0,2.0
2003-05-31,Canada,188.0,30.0,116.0
2003-05-31,China,5328.0,332.0,3371.0
2003-05-31,Hong Kong SAR, China,1739.0,278.0,1310.0
2003-05-31,Macao SAR, China,1.0,0.0,0.0
2003-05-31,Taiwan, China,676.0,81.0,129.0
2003-05-31,Colombia,1.0,0.0,1.0
2003-05-31,Finland,1.0,0.0,1.0
2003-05-31,France,7.0,0.0,6.0
2003-05-31,Germany,10.0,0.0,9.0
2003-05-31,India,3.0,0.0,3.0
2003-05-31,Indonesia,2.0,0.0,2.0
2003-05-31,Italy,9.0,0.0,9.0
2003-05-31,Kuwait,1.0,0.0,1.0
2003-05-31,Malaysia,5.0,2.0,3.0
2003-05-31,Mongolia,9.0,0.0,9.0
2003-05-31,New Zealand,1.0,0.0,1.0
2003-05-31,Philippines,12.0,2.0,10.0
2003-05-31,Republic of Ireland,1.0,0.0,1.0
2003-05-31,Republic of Korea,3.0,0.0,3.0
2003-05-31,Romania,1.0,0.0,1.0
2003-05-31,Russian Federation,1.0,0.0,0.0
2003-05-31,Singapore,206.0,31.0,165.0
2003-05-31,South Africa,1.0,1.0,0.0
2003-05-31,Spain,1.0,0.0,1.0
2003-05-31,Sweden,3.0,0.0,3.0
2003-05-31,Switzerland,1.0,0.0,1.0
2003-05-31,Thailand,8.0,2.0,6.0
2003-05-31,United Kingdom,4.0,0.0,4.0
2003-05-31,United States,66.0,0.0,32.0
2003-05-31,Viet Nam,63.0,5.0,58.0
2003-06-02,Brazil,2.0,0.0,2.0
2003-06-02,Canada,198.0,30.0,116.0
2003-06-02,China,5328.0,334.0,3495.0
2003-06-02,Hong Kong SAR, China,1746.0,282.0,1319.0
2003-06-02,Macao SAR, China,1.0,0.0,1.0
2003-06-02,Taiwan, China,684.0,81.0,134.0
2003-06-02,Colombia,1.0,0.0,1.0
2003-06-02,Finland,1.0,0.0,1.0
2003-06-02,France,7.0,0.0,6.0
2003-06-02,Germany,10.0,0.0,9.0
2003-06-02,India,3.0,0.0,3.0
2003-06-02,Indonesia,2.0,0.0,2.0
2003-06-02,Italy,9.0,0.0,9.0
2003-06-02,Kuwait,1.0,0.0,1.0
2003-06-02,Malaysia,5.0,2.0,3.0
2003-06-02,Mongolia,9.0,0.0,9.0
2003-06-02,New Zealand,1.0,0.0,1.0
2003-06-02,Philippines,12.0,2.0,10.0
2003-06-02,Republic of Ireland,1.0,0.0,1.0
2003-06-02,Republic of Korea,3.0,0.0,3.0
2003-06-02,Romania,1.0,0.0,1.0
2003-06-02,Russian Federation,1.0,0.0,0.0
2003-06-02,Singapore,206.0,31.0,165.0
2003-06-02,South Africa,1.0,1.0,0.0
2003-06-02,Spain,1.0,0.0,1.0
2003-06-02,Sweden,3.0,0.0,3.0
2003-06-02,Switzerland,1.0,0.0,1.0
2003-06-02,Thailand,8.0,2.0,6.0
2003-06-02,United Kingdom,4.0,0.0,4.0
2003-06-02,United States,66.0,0.0,32.0
2003-06-02,Viet Nam,63.0,5.0,58.0
2003-06-03,Brazil,2.0,0.0,2.0
2003-06-03,Canada,213.0,31.0,116.0
2003-06-03,China,5329.0,334.0,3558.0
2003-06-03,Hong Kong SAR, China,1747.0,283.0,1326.0
2003-06-03,Macao SAR, China,1.0,0.0,1.0
2003-06-03,Taiwan, China,679.0,81.0,136.0
2003-06-03,Colombia,1.0,0.0,1.0
2003-06-03,Finland,1.0,0.0,1.0
2003-06-03,France,7.0,0.0,6.0
2003-06-03,Germany,10.0,0.0,9.0
2003-06-03,India,3.0,0.0,3.0
2003-06-03,Indonesia,2.0,0.0,2.0
2003-06-03,Italy,9.0,0.0,9.0
2003-06-03,Kuwait,1.0,0.0,1.0
2003-06-03,Malaysia,5.0,2.0,3.0
2003-06-03,Mongolia,9.0,0.0,9.0
2003-06-03,New Zealand,1.0,0.0,1.0
2003-06-03,Philippines,12.0,2.0,10.0
2003-06-03,Republic of Ireland,1.0,0.0,1.0
2003-06-03,Republic of Korea,3.0,0.0,3.0
2003-06-03,Romania,1.0,0.0,1.0
2003-06-03,Russian Federation,1.0,0.0,0.0
2003-06-03,Singapore,206.0,31.0,165.0
2003-06-03,South Africa,1.0,1.0,0.0
2003-06-03,Spain,1.0,0.0,1.0
2003-06-03,Sweden,3.0,0.0,3.0
2003-06-03,Switzerland,1.0,0.0,1.0
2003-06-03,Thailand,8.0,2.0,6.0
2003-06-03,United Kingdom,4.0,0.0,4.0
2003-06-03,United States,68.0,0.0,33.0
2003-06-03,Viet Nam,63.0,5.0,58.0
2003-06-04,Brazil,2.0,0.0,2.0
2003-06-04,Canada,216.0,31.0,121.0
2003-06-04,China,5329.0,334.0,3674.0
2003-06-04,Hong Kong SAR, China,1748.0,283.0,1339.0
2003-06-04,Macao SAR, China,1.0,0.0,1.0
2003-06-04,Taiwan, China,678.0,81.0,272.0
2003-06-04,Colombia,1.0,0.0,1.0
2003-06-04,Finland,1.0,0.0,1.0
2003-06-04,France,7.0,0.0,6.0
2003-06-04,Germany,10.0,0.0,9.0
2003-06-04,India,3.0,0.0,3.0
2003-06-04,Indonesia,2.0,0.0,2.0
2003-06-04,Italy,9.0,0.0,9.0
2003-06-04,Kuwait,1.0,0.0,1.0
2003-06-04,Malaysia,5.0,2.0,3.0
2003-06-04,Mongolia,9.0,0.0,9.0
2003-06-04,New Zealand,1.0,0.0,1.0
2003-06-04,Philippines,12.0,2.0,10.0
2003-06-04,Republic of Ireland,1.0,0.0,1.0
2003-06-04,Republic of Korea,3.0,0.0,3.0
2003-06-04,Romania,1.0,0.0,1.0
2003-06-04,Russian Federation,1.0,0.0,0.0
2003-06-04,Singapore,206.0,31.0,165.0
2003-06-04,South Africa,1.0,1.0,0.0
2003-06-04,Spain,1.0,0.0,1.0
2003-06-04,Sweden,3.0,0.0,3.0
2003-06-04,Switzerland,1.0,0.0,1.0
2003-06-04,Thailand,8.0,2.0,6.0
2003-06-04,United Kingdom,4.0,0.0,4.0
2003-06-04,United States,69.0,0.0,34.0
2003-06-04,Viet Nam,63.0,5.0,58.0
2003-06-05,Brazil,2.0,0.0,2.0
2003-06-05,Canada,218.0,31.0,120.0
2003-06-05,China,5329.0,336.0,3770.0
2003-06-05,Hong Kong SAR, China,1748.0,284.0,1343.0
2003-06-05,Macao SAR, China,1.0,0.0,1.0
2003-06-05,Taiwan, China,677.0,81.0,257.0
2003-06-05,Colombia,1.0,0.0,1.0
2003-06-05,Finland,1.0,0.0,1.0
2003-06-05,France,7.0,0.0,6.0
2003-06-05,Germany,10.0,0.0,9.0
2003-06-05,India,3.0,0.0,3.0
2003-06-05,Indonesia,2.0,0.0,2.0
2003-06-05,Italy,9.0,0.0,9.0
2003-06-05,Kuwait,1.0,0.0,1.0
2003-06-05,Malaysia,5.0,2.0,3.0
2003-06-05,Mongolia,9.0,0.0,9.0
2003-06-05,New Zealand,1.0,0.0,1.0
2003-06-05,Philippines,12.0,2.0,10.0
2003-06-05,Republic of Ireland,1.0,0.0,1.0
2003-06-05,Republic of Korea,3.0,0.0,3.0
2003-06-05,Romania,1.0,0.0,1.0
2003-06-05,Russian Federation,1.0,0.0,0.0
2003-06-05,Singapore,206.0,31.0,165.0
2003-06-05,South Africa,1.0,1.0,0.0
2003-06-05,Spain,1.0,0.0,1.0
2003-06-05,Sweden,3.0,0.0,3.0
2003-06-05,Switzerland,1.0,0.0,1.0
2003-06-05,Thailand,8.0,2.0,6.0
2003-06-05,United Kingdom,4.0,0.0,4.0
2003-06-05,United States,69.0,0.0,34.0
2003-06-05,Viet Nam,63.0,5.0,58.0
2003-06-06,Brazil,2.0,0.0,2.0
2003-06-06,Canada,219.0,31.0,120.0
2003-06-06,China,5329.0,338.0,3869.0
2003-06-06,Hong Kong SAR, China,1750.0,286.0,1350.0
2003-06-06,Macao SAR, China,1.0,0.0,1.0
2003-06-06,Taiwan, China,676.0,81.0,257.0
2003-06-06,Colombia,1.0,0.0,1.0
2003-06-06,Finland,1.0,0.0,1.0
2003-06-06,France,7.0,0.0,6.0
2003-06-06,Germany,10.0,0.0,9.0
2003-06-06,India,3.0,0.0,3.0
2003-06-06,Indonesia,2.0,0.0,2.0
2003-06-06,Italy,9.0,0.0,9.0
2003-06-06,Kuwait,1.0,0.0,1.0
2003-06-06,Malaysia,5.0,2.0,3.0
2003-06-06,Mongolia,9.0,0.0,9.0
2003-06-06,New Zealand,1.0,0.0,1.0
2003-06-06,Philippines,12.0,2.0,10.0
2003-06-06,Republic of Ireland,1.0,0.0,1.0
2003-06-06,Republic of Korea,3.0,0.0,3.0
2003-06-06,Romania,1.0,0.0,1.0
2003-06-06,Russian Federation,1.0,0.0,0.0
2003-06-06,Singapore,206.0,31.0,165.0
2003-06-06,South Africa,1.0,1.0,0.0
2003-06-06,Spain,1.0,0.0,1.0
2003-06-06,Sweden,3.0,0.0,3.0
2003-06-06,Switzerland,1.0,0.0,1.0
2003-06-06,Thailand,8.0,2.0,6.0
2003-06-06,United Kingdom,4.0,0.0,4.0
2003-06-06,United States,68.0,0.0,35.0
2003-06-06,Viet Nam,63.0,5.0,58.0
2003-06-09,Brazil,2.0,0.0,2.0
2003-06-09,Canada,229.0,32.0,128.0
2003-06-09,China,5328.0,340.0,4186.0
2003-06-09,Hong Kong SAR, China,1753.0,288.0,1365.0
2003-06-09,Macao SAR, China,1.0,0.0,1.0
2003-06-09,Taiwan, China,680.0,81.0,257.0
2003-06-09,Colombia,1.0,0.0,1.0
2003-06-09,Finland,1.0,0.0,1.0
2003-06-09,France,7.0,0.0,6.0
2003-06-09,Germany,10.0,0.0,9.0
2003-06-09,India,3.0,0.0,3.0
2003-06-09,Indonesia,2.0,0.0,2.0
2003-06-09,Italy,9.0,0.0,9.0
2003-06-09,Kuwait,1.0,0.0,1.0
2003-06-09,Malaysia,5.0,2.0,3.0
2003-06-09,Mongolia,9.0,0.0,9.0
2003-06-09,New Zealand,1.0,0.0,1.0
2003-06-09,Philippines,12.0,2.0,10.0
2003-06-09,Republic of Ireland,1.0,0.0,1.0
2003-06-09,Republic of Korea,3.0,0.0,3.0
2003-06-09,Romania,1.0,0.0,1.0
2003-06-09,Russian Federation,1.0,0.0,0.0
2003-06-09,Singapore,206.0,31.0,168.0
2003-06-09,South Africa,1.0,1.0,0.0
2003-06-09,Spain,1.0,0.0,1.0
2003-06-09,Sweden,3.0,0.0,3.0
2003-06-09,Switzerland,1.0,0.0,1.0
2003-06-09,Thailand,9.0,2.0,6.0
2003-06-09,United Kingdom,4.0,0.0,4.0
2003-06-09,United States,68.0,0.0,35.0
