location,date,vaccine,total_vaccinations
Czechia,2021-03-27,Moderna,140600.0
Czechia,2021-03-27,Oxford/AstraZeneca,216815.0
Czechia,2021-03-27,Pfizer/BioNTech,1229580.0
Czechia,2021-03-28,Moderna,142158.0
Czechia,2021-03-28,Oxford/AstraZeneca,216942.0
Czechia,2021-03-28,Pfizer/BioNTech,1237555.0
Czechia,2021-03-29,Johnson&Johnson,19.0
Czechia,2021-03-29,Moderna,148159.0
Czechia,2021-03-29,Oxford/AstraZeneca,220715.0
Czechia,2021-03-29,Pfizer/BioNTech,1267443.0
Czechia,2021-03-30,Moderna,157010.0
Czechia,2021-03-30,Oxford/AstraZeneca,226088.0
Czechia,2021-03-30,Pfizer/BioNTech,1299940.0
Czechia,2021-03-31,Johnson&Johnson,22.0
Czechia,2021-03-31,Moderna,168020.0
Czechia,2021-03-31,Oxford/AstraZeneca,231063.0
Czechia,2021-03-31,Pfizer/BioNTech,1333959.0
Czechia,2021-04-01,Johnson&Johnson,26.0
Czechia,2021-04-01,Moderna,178718.0
Czechia,2021-04-01,Oxford/AstraZeneca,235635.0
Czechia,2021-04-01,Pfizer/BioNTech,1376137.0
Czechia,2021-04-02,Johnson&Johnson,38.0
Czechia,2021-04-02,Moderna,181253.0
Czechia,2021-04-02,Oxford/AstraZeneca,236209.0
Czechia,2021-04-02,Pfizer/BioNTech,1392627.0
Czechia,2021-04-03,Johnson&Johnson,39.0
Czechia,2021-04-03,Moderna,182956.0
Czechia,2021-04-03,Oxford/AstraZeneca,236423.0
Czechia,2021-04-03,Pfizer/BioNTech,1405186.0
Czechia,2021-04-04,Moderna,184171.0
Czechia,2021-04-04,Oxford/AstraZeneca,236429.0
Czechia,2021-04-04,Pfizer/BioNTech,1415222.0
Czechia,2021-04-05,Johnson&Johnson,41.0
Czechia,2021-04-05,Moderna,185572.0
Czechia,2021-04-05,Oxford/AstraZeneca,236500.0
Czechia,2021-04-05,Pfizer/BioNTech,1423253.0
Czechia,2021-04-06,Johnson&Johnson,46.0
Czechia,2021-04-06,Moderna,194036.0
Czechia,2021-04-06,Oxford/AstraZeneca,239491.0
Czechia,2021-04-06,Pfizer/BioNTech,1457021.0
Czechia,2021-04-07,Johnson&Johnson,51.0
Czechia,2021-04-07,Moderna,202406.0
Czechia,2021-04-07,Oxford/AstraZeneca,247614.0
Czechia,2021-04-07,Pfizer/BioNTech,1485958.0
Czechia,2021-04-08,Johnson&Johnson,57.0
Czechia,2021-04-08,Moderna,208632.0
Czechia,2021-04-08,Oxford/AstraZeneca,259021.0
Czechia,2021-04-08,Pfizer/BioNTech,1537645.0
Czechia,2021-04-09,Johnson&Johnson,60.0
Czechia,2021-04-09,Moderna,216200.0
Czechia,2021-04-09,Oxford/AstraZeneca,270390.0
Czechia,2021-04-09,Pfizer/BioNTech,1587928.0
Czechia,2021-04-10,Johnson&Johnson,66.0
Czechia,2021-04-10,Moderna,217767.0
Czechia,2021-04-10,Oxford/AstraZeneca,273891.0
Czechia,2021-04-10,Pfizer/BioNTech,1613476.0
Czechia,2021-04-11,Johnson&Johnson,70.0
Czechia,2021-04-11,Moderna,218909.0
Czechia,2021-04-11,Oxford/AstraZeneca,274388.0
Czechia,2021-04-11,Pfizer/BioNTech,1631556.0
Czechia,2021-04-12,Johnson&Johnson,73.0
Czechia,2021-04-12,Moderna,227501.0
Czechia,2021-04-12,Oxford/AstraZeneca,283295.0
Czechia,2021-04-12,Pfizer/BioNTech,1677071.0
Czechia,2021-04-13,Moderna,238065.0
Czechia,2021-04-13,Oxford/AstraZeneca,292812.0
Czechia,2021-04-13,Pfizer/BioNTech,1718971.0
Czechia,2021-04-14,Moderna,248501.0
Czechia,2021-04-14,Oxford/AstraZeneca,302899.0
Czechia,2021-04-14,Pfizer/BioNTech,1764444.0
Czechia,2021-04-15,Moderna,257971.0
Czechia,2021-04-15,Oxford/AstraZeneca,312020.0
Czechia,2021-04-15,Pfizer/BioNTech,1819195.0
Czechia,2021-04-16,Moderna,267976.0
Czechia,2021-04-16,Oxford/AstraZeneca,318770.0
Czechia,2021-04-16,Pfizer/BioNTech,1872520.0
Czechia,2021-04-17,Moderna,270344.0
Czechia,2021-04-17,Oxford/AstraZeneca,319385.0
Czechia,2021-04-17,Pfizer/BioNTech,1895129.0
Czechia,2021-04-18,Moderna,271236.0
Czechia,2021-04-18,Oxford/AstraZeneca,319533.0
Czechia,2021-04-18,Pfizer/BioNTech,1911985.0
Czechia,2021-04-19,Moderna,278193.0
Czechia,2021-04-19,Oxford/AstraZeneca,325147.0
Czechia,2021-04-19,Pfizer/BioNTech,1958671.0
Czechia,2021-04-20,Johnson&Johnson,74.0
Czechia,2021-04-20,Moderna,284871.0
Czechia,2021-04-20,Oxford/AstraZeneca,331909.0
Czechia,2021-04-20,Pfizer/BioNTech,2003122.0
Czechia,2021-04-21,Moderna,290308.0
Czechia,2021-04-21,Oxford/AstraZeneca,339397.0
Czechia,2021-04-21,Pfizer/BioNTech,2052114.0
Czechia,2021-04-22,Johnson&Johnson,103.0
Czechia,2021-04-22,Moderna,296215.0
Czechia,2021-04-22,Oxford/AstraZeneca,347544.0
Czechia,2021-04-22,Pfizer/BioNTech,2109758.0
Czechia,2021-04-23,Johnson&Johnson,323.0
Czechia,2021-04-23,Moderna,300060.0
Czechia,2021-04-23,Oxford/AstraZeneca,353760.0
Czechia,2021-04-23,Pfizer/BioNTech,2161135.0
Czechia,2021-04-24,Johnson&Johnson,335.0
Czechia,2021-04-24,Moderna,300891.0
Czechia,2021-04-24,Oxford/AstraZeneca,354441.0
Czechia,2021-04-24,Pfizer/BioNTech,2182605.0
Czechia,2021-04-25,Johnson&Johnson,351.0
Czechia,2021-04-25,Moderna,302362.0
Czechia,2021-04-25,Oxford/AstraZeneca,354619.0
Czechia,2021-04-25,Pfizer/BioNTech,2199569.0
Czechia,2021-04-26,Johnson&Johnson,893.0
Czechia,2021-04-26,Moderna,306686.0
Czechia,2021-04-26,Oxford/AstraZeneca,360256.0
Czechia,2021-04-26,Pfizer/BioNTech,2245588.0
Czechia,2021-04-27,Johnson&Johnson,1829.0
Czechia,2021-04-27,Moderna,312984.0
Czechia,2021-04-27,Oxford/AstraZeneca,366967.0
Czechia,2021-04-27,Pfizer/BioNTech,2291781.0
Czechia,2021-04-28,Johnson&Johnson,3281.0
Czechia,2021-04-28,Moderna,321413.0
Czechia,2021-04-28,Oxford/AstraZeneca,373662.0
Czechia,2021-04-28,Pfizer/BioNTech,2346391.0
Czechia,2021-04-29,Johnson&Johnson,4890.0
Czechia,2021-04-29,Moderna,329264.0
Czechia,2021-04-29,Oxford/AstraZeneca,380203.0
Czechia,2021-04-29,Pfizer/BioNTech,2410079.0
Czechia,2021-04-30,Johnson&Johnson,6354.0
Czechia,2021-04-30,Moderna,333065.0
Czechia,2021-04-30,Oxford/AstraZeneca,384100.0
Czechia,2021-04-30,Pfizer/BioNTech,2471502.0
Czechia,2021-05-01,Johnson&Johnson,6458.0
Czechia,2021-05-01,Moderna,334260.0
Czechia,2021-05-01,Oxford/AstraZeneca,384319.0
Czechia,2021-05-01,Pfizer/BioNTech,2492565.0
Czechia,2021-05-02,Johnson&Johnson,6487.0
Czechia,2021-05-02,Moderna,334754.0
Czechia,2021-05-02,Oxford/AstraZeneca,384435.0
Czechia,2021-05-02,Pfizer/BioNTech,2513016.0
Czechia,2021-05-03,Johnson&Johnson,7615.0
Czechia,2021-05-03,Moderna,337762.0
Czechia,2021-05-03,Oxford/AstraZeneca,387653.0
Czechia,2021-05-03,Pfizer/BioNTech,2576759.0
Czechia,2021-05-04,Johnson&Johnson,9186.0
Czechia,2021-05-04,Moderna,344852.0
Czechia,2021-05-04,Oxford/AstraZeneca,391962.0
Czechia,2021-05-04,Pfizer/BioNTech,2636889.0
Czechia,2021-05-05,Johnson&Johnson,11157.0
Czechia,2021-05-05,Moderna,350508.0
Czechia,2021-05-05,Oxford/AstraZeneca,398203.0
Czechia,2021-05-05,Pfizer/BioNTech,2703480.0
Czechia,2021-05-06,Johnson&Johnson,13127.0
Czechia,2021-05-06,Moderna,355875.0
Czechia,2021-05-06,Oxford/AstraZeneca,405583.0
Czechia,2021-05-06,Pfizer/BioNTech,2777728.0
Czechia,2021-05-07,Johnson&Johnson,15058.0
Czechia,2021-05-07,Moderna,360721.0
Czechia,2021-05-07,Oxford/AstraZeneca,411361.0
Czechia,2021-05-07,Pfizer/BioNTech,2850457.0
Czechia,2021-05-08,Johnson&Johnson,15207.0
Czechia,2021-05-08,Moderna,361811.0
Czechia,2021-05-08,Oxford/AstraZeneca,411634.0
Czechia,2021-05-08,Pfizer/BioNTech,2879901.0
Czechia,2021-05-09,Johnson&Johnson,15216.0
Czechia,2021-05-09,Moderna,362878.0
Czechia,2021-05-09,Oxford/AstraZeneca,412043.0
Czechia,2021-05-09,Pfizer/BioNTech,2903748.0
Czechia,2021-05-10,Johnson&Johnson,16896.0
Czechia,2021-05-10,Moderna,368519.0
Czechia,2021-05-10,Oxford/AstraZeneca,418011.0
Czechia,2021-05-10,Pfizer/BioNTech,2968597.0
Czechia,2021-05-11,Johnson&Johnson,18714.0
Czechia,2021-05-11,Moderna,374828.0
Czechia,2021-05-11,Oxford/AstraZeneca,425596.0
Czechia,2021-05-11,Pfizer/BioNTech,3035857.0
Czechia,2021-05-12,Johnson&Johnson,20298.0
Czechia,2021-05-12,Moderna,383196.0
Czechia,2021-05-12,Oxford/AstraZeneca,433024.0
Czechia,2021-05-12,Pfizer/BioNTech,3105696.0
Czechia,2021-05-13,Johnson&Johnson,21804.0
Czechia,2021-05-13,Moderna,390584.0
Czechia,2021-05-13,Oxford/AstraZeneca,440024.0
Czechia,2021-05-13,Pfizer/BioNTech,3181359.0
Czechia,2021-05-14,Johnson&Johnson,22900.0
Czechia,2021-05-14,Moderna,396072.0
Czechia,2021-05-14,Oxford/AstraZeneca,445895.0
Czechia,2021-05-14,Pfizer/BioNTech,3254875.0
Czechia,2021-05-15,Johnson&Johnson,22963.0
Czechia,2021-05-15,Moderna,396805.0
Czechia,2021-05-15,Oxford/AstraZeneca,447823.0
Czechia,2021-05-15,Pfizer/BioNTech,3286082.0
Czechia,2021-05-16,Johnson&Johnson,22973.0
Czechia,2021-05-16,Moderna,397506.0
Czechia,2021-05-16,Oxford/AstraZeneca,448591.0
Czechia,2021-05-16,Pfizer/BioNTech,3311538.0
Czechia,2021-05-17,Johnson&Johnson,23853.0
Czechia,2021-05-17,Moderna,402473.0
Czechia,2021-05-17,Oxford/AstraZeneca,453218.0
Czechia,2021-05-17,Pfizer/BioNTech,3379312.0
Czechia,2021-05-18,Johnson&Johnson,24851.0
Czechia,2021-05-18,Moderna,410320.0
Czechia,2021-05-18,Oxford/AstraZeneca,459245.0
Czechia,2021-05-18,Pfizer/BioNTech,3448289.0
Czechia,2021-05-19,Johnson&Johnson,26079.0
Czechia,2021-05-19,Moderna,420673.0
Czechia,2021-05-19,Oxford/AstraZeneca,465778.0
Czechia,2021-05-19,Pfizer/BioNTech,3521397.0
Czechia,2021-05-20,Johnson&Johnson,27704.0
Czechia,2021-05-20,Moderna,431250.0
Czechia,2021-05-20,Oxford/AstraZeneca,472528.0
Czechia,2021-05-20,Pfizer/BioNTech,3603108.0
Czechia,2021-05-21,Johnson&Johnson,29130.0
Czechia,2021-05-21,Moderna,439227.0
Czechia,2021-05-21,Oxford/AstraZeneca,478308.0
Czechia,2021-05-21,Pfizer/BioNTech,3682850.0
Czechia,2021-05-22,Johnson&Johnson,29301.0
Czechia,2021-05-22,Moderna,441088.0
Czechia,2021-05-22,Oxford/AstraZeneca,480181.0
Czechia,2021-05-22,Pfizer/BioNTech,3722159.0
Czechia,2021-05-23,Johnson&Johnson,29308.0
Czechia,2021-05-23,Moderna,441994.0
Czechia,2021-05-23,Oxford/AstraZeneca,481622.0
Czechia,2021-05-23,Pfizer/BioNTech,3751047.0
Czechia,2021-05-24,Johnson&Johnson,30584.0
Czechia,2021-05-24,Moderna,450656.0
Czechia,2021-05-24,Oxford/AstraZeneca,487973.0
Czechia,2021-05-24,Pfizer/BioNTech,3814018.0
Czechia,2021-05-25,Johnson&Johnson,32369.0
Czechia,2021-05-25,Moderna,459434.0
Czechia,2021-05-25,Oxford/AstraZeneca,499093.0
Czechia,2021-05-25,Pfizer/BioNTech,3877988.0
Czechia,2021-05-26,Johnson&Johnson,34279.0
Czechia,2021-05-26,Moderna,469383.0
Czechia,2021-05-26,Oxford/AstraZeneca,510012.0
Czechia,2021-05-26,Pfizer/BioNTech,3958375.0
Czechia,2021-05-27,Johnson&Johnson,36395.0
Czechia,2021-05-27,Moderna,479458.0
Czechia,2021-05-27,Oxford/AstraZeneca,519574.0
Czechia,2021-05-27,Pfizer/BioNTech,4043057.0
Czechia,2021-05-28,Johnson&Johnson,38492.0
Czechia,2021-05-28,Moderna,489369.0
Czechia,2021-05-28,Oxford/AstraZeneca,528838.0
Czechia,2021-05-28,Pfizer/BioNTech,4127737.0
Czechia,2021-05-29,Johnson&Johnson,38629.0
Czechia,2021-05-29,Moderna,491980.0
Czechia,2021-05-29,Oxford/AstraZeneca,531292.0
Czechia,2021-05-29,Pfizer/BioNTech,4168573.0
Czechia,2021-05-30,Johnson&Johnson,38636.0
Czechia,2021-05-30,Moderna,492973.0
Czechia,2021-05-30,Oxford/AstraZeneca,533886.0
Czechia,2021-05-30,Pfizer/BioNTech,4201676.0
Czechia,2021-05-31,Johnson&Johnson,40481.0
Czechia,2021-05-31,Moderna,501304.0
Czechia,2021-05-31,Oxford/AstraZeneca,542164.0
Czechia,2021-05-31,Pfizer/BioNTech,4284424.0
Czechia,2021-06-01,Johnson&Johnson,42756.0
Czechia,2021-06-01,Moderna,511517.0
Czechia,2021-06-01,Oxford/AstraZeneca,553893.0
Czechia,2021-06-01,Pfizer/BioNTech,4365222.0
Czechia,2021-06-02,Johnson&Johnson,45220.0
Czechia,2021-06-02,Moderna,520847.0
Czechia,2021-06-02,Oxford/AstraZeneca,565431.0
Czechia,2021-06-02,Pfizer/BioNTech,4456130.0
Czechia,2021-06-03,Johnson&Johnson,48028.0
Czechia,2021-06-03,Moderna,530425.0
Czechia,2021-06-03,Oxford/AstraZeneca,577337.0
Czechia,2021-06-03,Pfizer/BioNTech,4547322.0
Czechia,2021-06-04,Johnson&Johnson,51278.0
Czechia,2021-06-04,Moderna,539710.0
Czechia,2021-06-04,Oxford/AstraZeneca,587846.0
Czechia,2021-06-04,Pfizer/BioNTech,4641368.0
Czechia,2021-06-05,Johnson&Johnson,51400.0
Czechia,2021-06-05,Moderna,540591.0
Czechia,2021-06-05,Oxford/AstraZeneca,589883.0
Czechia,2021-06-05,Pfizer/BioNTech,4691080.0
Czechia,2021-06-06,Johnson&Johnson,51467.0
Czechia,2021-06-06,Moderna,541123.0
Czechia,2021-06-06,Oxford/AstraZeneca,590807.0
Czechia,2021-06-06,Pfizer/BioNTech,4731445.0
Czechia,2021-06-07,Johnson&Johnson,54594.0
Czechia,2021-06-07,Moderna,548930.0
Czechia,2021-06-07,Oxford/AstraZeneca,599606.0
Czechia,2021-06-07,Pfizer/BioNTech,4827766.0
Czechia,2021-06-08,Johnson&Johnson,57649.0
Czechia,2021-06-08,Moderna,557143.0
Czechia,2021-06-08,Oxford/AstraZeneca,610115.0
Czechia,2021-06-08,Pfizer/BioNTech,4921745.0
Czechia,2021-06-09,Johnson&Johnson,61265.0
Czechia,2021-06-09,Moderna,566568.0
Czechia,2021-06-09,Oxford/AstraZeneca,620654.0
Czechia,2021-06-09,Pfizer/BioNTech,5017954.0
Czechia,2021-06-10,Johnson&Johnson,64376.0
Czechia,2021-06-10,Moderna,576730.0
Czechia,2021-06-10,Oxford/AstraZeneca,631501.0
Czechia,2021-06-10,Pfizer/BioNTech,5115482.0
Czechia,2021-06-11,Johnson&Johnson,67510.0
Czechia,2021-06-11,Moderna,585683.0
Czechia,2021-06-11,Oxford/AstraZeneca,640097.0
Czechia,2021-06-11,Pfizer/BioNTech,5213300.0
Czechia,2021-06-12,Johnson&Johnson,67606.0
Czechia,2021-06-12,Moderna,586627.0
Czechia,2021-06-12,Oxford/AstraZeneca,641461.0
Czechia,2021-06-12,Pfizer/BioNTech,5263463.0
Czechia,2021-06-13,Johnson&Johnson,67659.0
Czechia,2021-06-13,Moderna,587022.0
Czechia,2021-06-13,Oxford/AstraZeneca,641640.0
Czechia,2021-06-13,Pfizer/BioNTech,5305108.0
Czechia,2021-06-14,Johnson&Johnson,70034.0
Czechia,2021-06-14,Moderna,595171.0
Czechia,2021-06-14,Oxford/AstraZeneca,649128.0
Czechia,2021-06-14,Pfizer/BioNTech,5401910.0
Czechia,2021-06-15,Johnson&Johnson,72199.0
Czechia,2021-06-15,Moderna,605707.0
Czechia,2021-06-15,Oxford/AstraZeneca,657962.0
Czechia,2021-06-15,Pfizer/BioNTech,5495012.0
Czechia,2021-06-16,Johnson&Johnson,74719.0
Czechia,2021-06-16,Moderna,615152.0
Czechia,2021-06-16,Oxford/AstraZeneca,666467.0
Czechia,2021-06-16,Pfizer/BioNTech,5592761.0
Czechia,2021-06-17,Johnson&Johnson,76901.0
Czechia,2021-06-17,Moderna,623114.0
Czechia,2021-06-17,Oxford/AstraZeneca,674550.0
Czechia,2021-06-17,Pfizer/BioNTech,5694615.0
Czechia,2021-06-18,Johnson&Johnson,78940.0
Czechia,2021-06-18,Moderna,631082.0
Czechia,2021-06-18,Oxford/AstraZeneca,680308.0
Czechia,2021-06-18,Pfizer/BioNTech,5799496.0
Czechia,2021-06-19,Johnson&Johnson,78962.0
Czechia,2021-06-19,Moderna,632276.0
Czechia,2021-06-19,Oxford/AstraZeneca,680917.0
Czechia,2021-06-19,Pfizer/BioNTech,5848560.0
Czechia,2021-06-20,Johnson&Johnson,79000.0
Czechia,2021-06-20,Moderna,633568.0
Czechia,2021-06-20,Oxford/AstraZeneca,681012.0
Czechia,2021-06-20,Pfizer/BioNTech,5888187.0
Czechia,2021-06-21,Johnson&Johnson,80436.0
Czechia,2021-06-21,Moderna,642814.0
Czechia,2021-06-21,Oxford/AstraZeneca,687428.0
Czechia,2021-06-21,Pfizer/BioNTech,5980547.0
Czechia,2021-06-22,Johnson&Johnson,82050.0
Czechia,2021-06-22,Moderna,652276.0
Czechia,2021-06-22,Oxford/AstraZeneca,695994.0
Czechia,2021-06-22,Pfizer/BioNTech,6074318.0
Czechia,2021-06-23,Johnson&Johnson,83853.0
Czechia,2021-06-23,Moderna,663229.0
Czechia,2021-06-23,Oxford/AstraZeneca,704400.0
Czechia,2021-06-23,Pfizer/BioNTech,6168062.0
Czechia,2021-06-24,Johnson&Johnson,85681.0
Czechia,2021-06-24,Moderna,673086.0
Czechia,2021-06-24,Oxford/AstraZeneca,712551.0
Czechia,2021-06-24,Pfizer/BioNTech,6266100.0
Czechia,2021-06-25,Johnson&Johnson,87390.0
Czechia,2021-06-25,Moderna,682132.0
Czechia,2021-06-25,Oxford/AstraZeneca,718564.0
Czechia,2021-06-25,Pfizer/BioNTech,6364592.0
Czechia,2021-06-26,Johnson&Johnson,87419.0
Czechia,2021-06-26,Moderna,683624.0
Czechia,2021-06-26,Oxford/AstraZeneca,720175.0
Czechia,2021-06-26,Pfizer/BioNTech,6411982.0
Czechia,2021-06-27,Johnson&Johnson,87426.0
Czechia,2021-06-27,Moderna,684716.0
Czechia,2021-06-27,Oxford/AstraZeneca,720314.0
Czechia,2021-06-27,Pfizer/BioNTech,6451232.0
Czechia,2021-06-28,Johnson&Johnson,88680.0
Czechia,2021-06-28,Moderna,693545.0
Czechia,2021-06-28,Oxford/AstraZeneca,727223.0
Czechia,2021-06-28,Pfizer/BioNTech,6546422.0
Czechia,2021-06-29,Johnson&Johnson,90129.0
Czechia,2021-06-29,Moderna,704491.0
Czechia,2021-06-29,Oxford/AstraZeneca,736793.0
Czechia,2021-06-29,Pfizer/BioNTech,6638575.0
Czechia,2021-06-30,Johnson&Johnson,91483.0
Czechia,2021-06-30,Moderna,716786.0
Czechia,2021-06-30,Oxford/AstraZeneca,745833.0
Czechia,2021-06-30,Pfizer/BioNTech,6732797.0
Czechia,2021-07-01,Johnson&Johnson,93254.0
Czechia,2021-07-01,Moderna,727735.0
Czechia,2021-07-01,Oxford/AstraZeneca,755288.0
Czechia,2021-07-01,Pfizer/BioNTech,6822624.0
Czechia,2021-07-02,Johnson&Johnson,94958.0
Czechia,2021-07-02,Moderna,738767.0
Czechia,2021-07-02,Oxford/AstraZeneca,762362.0
Czechia,2021-07-02,Pfizer/BioNTech,6913439.0
Czechia,2021-07-03,Johnson&Johnson,94973.0
Czechia,2021-07-03,Moderna,740046.0
Czechia,2021-07-03,Oxford/AstraZeneca,762995.0
Czechia,2021-07-03,Pfizer/BioNTech,6949984.0
Czechia,2021-07-04,Johnson&Johnson,94981.0
Czechia,2021-07-04,Moderna,740549.0
Czechia,2021-07-04,Oxford/AstraZeneca,763044.0
Czechia,2021-07-04,Pfizer/BioNTech,6978679.0
Czechia,2021-07-05,Johnson&Johnson,94994.0
Czechia,2021-07-05,Moderna,740794.0
Czechia,2021-07-05,Oxford/AstraZeneca,763078.0
Czechia,2021-07-05,Pfizer/BioNTech,7010986.0
Czechia,2021-07-06,Johnson&Johnson,95011.0
Czechia,2021-07-06,Moderna,741485.0
Czechia,2021-07-06,Oxford/AstraZeneca,763281.0
Czechia,2021-07-06,Pfizer/BioNTech,7042973.0
Czechia,2021-07-07,Johnson&Johnson,95988.0
Czechia,2021-07-07,Moderna,750049.0
Czechia,2021-07-07,Oxford/AstraZeneca,769434.0
Czechia,2021-07-07,Pfizer/BioNTech,7130873.0
Czechia,2021-07-08,Johnson&Johnson,97302.0
Czechia,2021-07-08,Moderna,758841.0
Czechia,2021-07-08,Oxford/AstraZeneca,776255.0
Czechia,2021-07-08,Pfizer/BioNTech,7209347.0
Czechia,2021-07-09,Johnson&Johnson,98724.0
Czechia,2021-07-09,Moderna,766909.0
Czechia,2021-07-09,Oxford/AstraZeneca,781523.0
Czechia,2021-07-09,Pfizer/BioNTech,7290106.0
Czechia,2021-07-10,Johnson&Johnson,98742.0
Czechia,2021-07-10,Moderna,767888.0
Czechia,2021-07-10,Oxford/AstraZeneca,781838.0
Czechia,2021-07-10,Pfizer/BioNTech,7326627.0
Czechia,2021-07-11,Johnson&Johnson,98771.0
Czechia,2021-07-11,Moderna,768317.0
Czechia,2021-07-11,Oxford/AstraZeneca,782254.0
Czechia,2021-07-11,Pfizer/BioNTech,7357041.0
Czechia,2021-07-12,Johnson&Johnson,100084.0
Czechia,2021-07-12,Moderna,778532.0
Czechia,2021-07-12,Oxford/AstraZeneca,787675.0
Czechia,2021-07-12,Pfizer/BioNTech,7435255.0
Czechia,2021-07-13,Johnson&Johnson,101926.0
Czechia,2021-07-13,Moderna,787679.0
Czechia,2021-07-13,Oxford/AstraZeneca,794620.0
Czechia,2021-07-13,Pfizer/BioNTech,7511385.0
Czechia,2021-07-14,Johnson&Johnson,103915.0
Czechia,2021-07-14,Moderna,796088.0
Czechia,2021-07-14,Oxford/AstraZeneca,801480.0
Czechia,2021-07-14,Pfizer/BioNTech,7589824.0
Czechia,2021-07-15,Johnson&Johnson,106264.0
Czechia,2021-07-15,Moderna,803655.0
Czechia,2021-07-15,Oxford/AstraZeneca,808560.0
Czechia,2021-07-15,Pfizer/BioNTech,7665530.0
Czechia,2021-07-16,Johnson&Johnson,108733.0
Czechia,2021-07-16,Moderna,811879.0
Czechia,2021-07-16,Oxford/AstraZeneca,813646.0
Czechia,2021-07-16,Pfizer/BioNTech,7747573.0
Czechia,2021-07-17,Johnson&Johnson,109223.0
Czechia,2021-07-17,Moderna,812355.0
Czechia,2021-07-17,Oxford/AstraZeneca,813778.0
Czechia,2021-07-17,Pfizer/BioNTech,7786082.0
Czechia,2021-07-18,Johnson&Johnson,109767.0
Czechia,2021-07-18,Moderna,812910.0
Czechia,2021-07-18,Oxford/AstraZeneca,813789.0
Czechia,2021-07-18,Pfizer/BioNTech,7818781.0
Czechia,2021-07-19,Johnson&Johnson,111234.0
Czechia,2021-07-19,Moderna,819662.0
Czechia,2021-07-19,Oxford/AstraZeneca,817849.0
Czechia,2021-07-19,Pfizer/BioNTech,7895243.0
Czechia,2021-07-20,Johnson&Johnson,113143.0
Czechia,2021-07-20,Moderna,826050.0
Czechia,2021-07-20,Oxford/AstraZeneca,823336.0
Czechia,2021-07-20,Pfizer/BioNTech,7967782.0
Czechia,2021-07-21,Johnson&Johnson,115972.0
Czechia,2021-07-21,Moderna,832176.0
Czechia,2021-07-21,Oxford/AstraZeneca,828587.0
Czechia,2021-07-21,Pfizer/BioNTech,8037370.0
Czechia,2021-07-22,Johnson&Johnson,119009.0
Czechia,2021-07-22,Moderna,837867.0
Czechia,2021-07-22,Oxford/AstraZeneca,833144.0
Czechia,2021-07-22,Pfizer/BioNTech,8101744.0
Czechia,2021-07-23,Johnson&Johnson,122089.0
Czechia,2021-07-23,Moderna,842690.0
Czechia,2021-07-23,Oxford/AstraZeneca,835989.0
Czechia,2021-07-23,Pfizer/BioNTech,8165570.0
Czechia,2021-07-24,Johnson&Johnson,123257.0
Czechia,2021-07-24,Moderna,843136.0
Czechia,2021-07-24,Oxford/AstraZeneca,836094.0
Czechia,2021-07-24,Pfizer/BioNTech,8197520.0
Czechia,2021-07-25,Johnson&Johnson,124382.0
Czechia,2021-07-25,Moderna,843450.0
Czechia,2021-07-25,Oxford/AstraZeneca,836118.0
Czechia,2021-07-25,Pfizer/BioNTech,8223471.0
Czechia,2021-07-26,Johnson&Johnson,127019.0
Czechia,2021-07-26,Moderna,846623.0
Czechia,2021-07-26,Oxford/AstraZeneca,839181.0
Czechia,2021-07-26,Pfizer/BioNTech,8283848.0
Czechia,2021-07-27,Johnson&Johnson,130291.0
Czechia,2021-07-27,Moderna,850166.0
Czechia,2021-07-27,Oxford/AstraZeneca,843386.0
Czechia,2021-07-27,Pfizer/BioNTech,8338626.0
Czechia,2021-07-28,Johnson&Johnson,134032.0
Czechia,2021-07-28,Moderna,853293.0
Czechia,2021-07-28,Oxford/AstraZeneca,847579.0
Czechia,2021-07-28,Pfizer/BioNTech,8390756.0
Czechia,2021-07-29,Johnson&Johnson,137333.0
Czechia,2021-07-29,Moderna,856040.0
Czechia,2021-07-29,Oxford/AstraZeneca,851630.0
Czechia,2021-07-29,Pfizer/BioNTech,8440314.0
Czechia,2021-07-30,Johnson&Johnson,140643.0
Czechia,2021-07-30,Moderna,858306.0
Czechia,2021-07-30,Oxford/AstraZeneca,854358.0
Czechia,2021-07-30,Pfizer/BioNTech,8494277.0
Czechia,2021-07-31,Johnson&Johnson,142197.0
Czechia,2021-07-31,Moderna,858599.0
Czechia,2021-07-31,Oxford/AstraZeneca,854549.0
Czechia,2021-07-31,Pfizer/BioNTech,8519030.0
Czechia,2021-08-01,Johnson&Johnson,143522.0
Czechia,2021-08-01,Moderna,859012.0
Czechia,2021-08-01,Oxford/AstraZeneca,854563.0
Czechia,2021-08-01,Pfizer/BioNTech,8538736.0
Czechia,2021-08-02,Johnson&Johnson,145952.0
Czechia,2021-08-02,Moderna,860929.0
Czechia,2021-08-02,Oxford/AstraZeneca,856713.0
Czechia,2021-08-02,Pfizer/BioNTech,8585711.0
Czechia,2021-08-03,Johnson&Johnson,149168.0
Czechia,2021-08-03,Moderna,862278.0
Czechia,2021-08-03,Oxford/AstraZeneca,859630.0
Czechia,2021-08-03,Pfizer/BioNTech,8630503.0
Czechia,2021-08-04,Johnson&Johnson,152143.0
Czechia,2021-08-04,Moderna,864412.0
Czechia,2021-08-04,Oxford/AstraZeneca,862133.0
Czechia,2021-08-04,Pfizer/BioNTech,8672494.0
Czechia,2021-08-05,Johnson&Johnson,155171.0
