id,composer,composition,movement,ensemble,source,transcriber,catalog_name,seconds
2374.0,Beethoven,Piano Sonata No 19 in G minor,2. Rondo: Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP49NO1,216.0
2376.0,Beethoven,String Quartet No 8 in E minor,1. Allegro,String Quartet,European Archive,suzumedia,OP59NO2,581.0
2377.0,Beethoven,String Quartet No 8 in E minor,2. Molto adagio,String Quartet,European Archive,suzumedia,OP59NO2,767.0
2379.0,Beethoven,String Quartet No 8 in E minor,4. Finale, Presto, alla breve,String Quartet,European Archive,suzumedia,OP59NO2,334.0
2381.0,Beethoven,String Quartet No 13 in B-flat major,1. Adagio, ma non troppo - Allegro,String Quartet,European Archive,suzumedia,OP130,560.0
2382.0,Beethoven,String Quartet No 13 in B-flat major,2. Presto,String Quartet,European Archive,suzumedia,OP130,117.0
2383.0,Beethoven,String Quartet No 13 in B-flat major,3. Andante con moto, ma non troppo. Poco scherzoso,String Quartet,European Archive,suzumedia,OP130,383.0
2384.0,Beethoven,String Quartet No 13 in B-flat major,4. Alla danza tedesca. Allegro assai,String Quartet,European Archive,suzumedia,OP130,212.0
2388.0,Beethoven,Piano Sonata No 17 in D minor,1. Largo - Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP31NO2,473.0
2389.0,Beethoven,Piano Sonata No 17 in D minor,2. Adagio,Solo Piano,Paul Pitman,piano-midi.de,OP31NO2,449.0
2390.0,Beethoven,Piano Sonata No 17 in D minor,3. Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP31NO2,392.0
2391.0,Beethoven,Piano Sonata No 17 in D minor,1. Largo - Allegro,Solo Piano,Stefano Ligoratti,piano-midi.de,OP31NO2,473.0
2392.0,Beethoven,Piano Sonata No 17 in D minor,2. Adagio,Solo Piano,Stefano Ligoratti,piano-midi.de,OP31NO2,437.0
2393.0,Beethoven,Piano Sonata No 17 in D minor,3. Allegretto,Solo Piano,Stefano Ligoratti,piano-midi.de,OP31NO2,383.0
2397.0,Beethoven,Violin Sonata No 9 in A major,1. Adagio sostenuto - Presto,Accompanied Violin,Edward Auer,Darren L. Slider,OP47,623.0
2398.0,Beethoven,Violin Sonata No 9 in A major,2. Andante con variazioni,Accompanied Violin,Edward Auer,Darren L. Slider,OP47,910.0
2403.0,Beethoven,String Quartet No 1 in F Major,4. Allegro,String Quartet,European Archive,suzumedia,OP18NO1,358.0
2404.0,Beethoven,Piano Sonata No 20 in A-flat major,1. Moderato cantabile molto espressivo,Solo Piano,Paul Pitman,piano-midi.de,OP110,399.0
2405.0,Beethoven,Piano Sonata No 20 in A-flat major,2. Allegro molto,Solo Piano,Paul Pitman,piano-midi.de,OP110,137.0
2406.0,Beethoven,Piano Sonata No 20 in A-flat major,3. Adagio ma non troppo,Solo Piano,Paul Pitman,piano-midi.de,OP110,612.0
2410.0,Beethoven,Piano Sonata No 13 in E-flat major,1. Andante - Allegro - Andante,Solo Piano,Paul Pitman,piano-midi.de,OP27NO1,313.0
2411.0,Beethoven,Piano Sonata No 13 in E-flat major,2. Allegro molto e vivace,Solo Piano,Paul Pitman,piano-midi.de,OP27NO1,129.0
2415.0,Beethoven,Sextet in E-flat major for Winds,2. Adagio,Pairs Clarinet-Horn-Bassoon,Skidmore Wind Ensemble,Edgard Bourgevin,OP71,227.0
2416.0,Beethoven,Sextet in E-flat major for Winds,3. Menuetto. Quasi Allegretto - Trio,Pairs Clarinet-Horn-Bassoon,Skidmore Wind Ensemble,Edgard Bourgevin,OP71,139.0
2417.0,Beethoven,Sextet in E-flat major for Winds,4. Rondo. Allegro,Pairs Clarinet-Horn-Bassoon,Skidmore Wind Ensemble,Edgard Bourgevin,OP71,227.0
2420.0,Beethoven,Violin Sonata No 2 in A major,3. Allegro piacevole,Accompanied Violin,European Archive,Darren L. Slider,OP12NO2,236.0
2422.0,Beethoven,Piano Sonata No 1 in F minor,1. Allegro,Solo Piano,Paul Pitman,suzumidi,OP2NO1,241.0
2423.0,Beethoven,Piano Sonata No 1 in F minor,2. Adagio,Solo Piano,Paul Pitman,suzumidi,OP2NO1,297.0
2424.0,Beethoven,Piano Sonata No 1 in F minor,3. Menuetto,Solo Piano,Paul Pitman,suzumidi,OP2NO1,202.0
2431.0,Beethoven,String Quartet No 16 in F major,1. Allegretto,String Quartet,European Archive,suzumedia,OP135,320.0
2432.0,Beethoven,String Quartet No 16 in F major,2. Vivace,String Quartet,European Archive,suzumedia,OP135,193.0
2433.0,Beethoven,String Quartet No 16 in F major,3. Lento assai, cantante e tranquillo,String Quartet,European Archive,suzumedia,OP135,461.0
2436.0,Beethoven,Piano Sonata No 21 in C major,1. Allegro con brio,Solo Piano,Paul Pitman,piano-midi.de,OP53,684.0
2441.0,Beethoven,Piano Sonata No 29 in B-flat major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP106,794.0
2442.0,Beethoven,Piano Sonata No 29 in B-flat major,2. Scherzo: Assai vivace,Solo Piano,Paul Pitman,piano-midi.de,OP106,175.0
2443.0,Beethoven,Piano Sonata No 29 in B-flat major,3. Adagio sostenuto,Solo Piano,Paul Pitman,piano-midi.de,OP106,1035.0
2444.0,Beethoven,Piano Sonata No 29 in B-flat major,4. Introduzione: Largo...Allegro - Fuga: Allegro risoluto,Solo Piano,Paul Pitman,piano-midi.de,OP106,770.0
2451.0,Beethoven,String Quartet No 6 in B-flat major,2. Adagio ma non troppo,String Quartet,Museopen,suzumedia,OP18NO6,421.0
2462.0,Beethoven,Violin Sonata No 4 in A minor,2. Andante scherzoso, piu allegretto,Accompanied Violin,European Archive,Darren L. Slider,OP23,489.0
2463.0,Beethoven,Violin Sonata No 4 in A minor,3. Allegro molto,Accompanied Violin,European Archive,Darren L. Slider,OP23,309.0
2466.0,Beethoven,Violin Sonata No 4 in A minor,3. Allegro molto,Accompanied Violin,European Archive,Darren L. Slider,OP23,305.0
2471.0,Beethoven,Piano Sonata No 3 in C major,2. Adagio,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,453.0
2472.0,Beethoven,Piano Sonata No 3 in C major,3. Scherzo: Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,215.0
2473.0,Beethoven,Piano Sonata No 3 in C major,4. Allegro assai,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,335.0
2476.0,Beethoven,Piano Sonata No 3 in C major,2. Adagio,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,474.0
2477.0,Beethoven,Piano Sonata No 3 in C major,3. Scherzo: Allegro,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,220.0
2478.0,Beethoven,Piano Sonata No 3 in C major,4. Allegro assai,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,319.0
2480.0,Beethoven,String Quartet No 5 in A major,1. Allegro,String Quartet,Pascal String Quartet,suzumedia,OP18NO5,395.0
2481.0,Beethoven,String Quartet No 5 in A major,2. Menuetto,String Quartet,Pascal String Quartet,suzumedia,OP18NO5,354.0
2482.0,Beethoven,String Quartet No 5 in A major,3. Andante cantabile (Theme with variations,String Quartet,Pascal String Quartet,suzumedia,OP18NO5,568.0
2483.0,Beethoven,String Quartet No 5 in A major,4. Allegro,String Quartet,Pascal String Quartet,suzumedia,OP18NO5,367.0
2486.0,Beethoven,Piano Sonata No 4 in E-flat major,2. Largo, con gran espressione,Solo Piano,Paul Pitman,piano-midi.de,OP7,448.0
2487.0,Beethoven,Piano Sonata No 4 in E-flat major,3. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP7,339.0
2488.0,Beethoven,Piano Sonata No 4 in E-flat major,4. Rondo: Poco allegretto e grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP7,441.0
2490.0,Beethoven,Piano Sonata No 4 in E-flat major,2. Largo, con gran espressione,Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,519.0
2491.0,Beethoven,Piano Sonata No 4 in E-flat major,3. Allegro,Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,331.0
2492.0,Beethoven,Piano Sonata No 4 in E-flat major,4. Rondo: Poco allegretto e grazioso,Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,480.0
2494.0,Beethoven,String Quartet No 11 in F minor,1. Allegro con brio,String Quartet,Pascal String Quartet,suzumedia,OP95,297.0
2497.0,Beethoven,String Quartet No 11 in F minor,4. Larghetto espressivo; Allegretto agitato; Allegro,String Quartet,Pascal String Quartet,suzumedia,OP95,294.0
2501.0,Beethoven,Violin Sonata No 3 in E-flat major,2. Adagio con molta espressione,Accompanied Violin,Sayuri Yano,Darren L. Slider,OP12NO3,367.0
2502.0,Beethoven,Violin Sonata No 3 in E-flat major,3. Rondo: Allegro molto,Accompanied Violin,Sayuri Yano,Darren L. Slider,OP12NO3,267.0
2504.0,Beethoven,Octet in E-flat major for Winds,1. Allegro,Wind Octet,Soni Ventorum,Oliver Seely,OP103,460.0
2505.0,Beethoven,Octet in E-flat major for Winds,2. Andante,Wind Octet,Soni Ventorum,Oliver Seely,OP103,489.0
2506.0,Beethoven,Octet in E-flat major for Winds,3. Menuetto,Wind Octet,Soni Ventorum,Oliver Seely,OP103,187.0
2507.0,Beethoven,Octet in E-flat major for Winds,4. Presto,Wind Octet,Soni Ventorum,Oliver Seely,OP103,217.0
2509.0,Beethoven,Piano Sonata No 2 in A major,1. Allegro vivace,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,484.0
2510.0,Beethoven,Piano Sonata No 2 in A major,2. Largo appassionato,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,452.0
2512.0,Beethoven,Piano Sonata No 2 in A major,4. Rondo: Grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,423.0
2514.0,Beethoven,Piano Sonata No 2 in A major,2. Largo appassionato,Solo Piano,Michael Sikich,piano-midi.de,OP2NO2,405.0
2516.0,Beethoven,Piano Sonata No 2 in A major,4. Rondo: Grazioso,Solo Piano,Michael Sikich,piano-midi.de,OP2NO2,387.0
2521.0,Beethoven,Cello Sonata No. 3 in A major,1. Allegro ma non tanto,Accompanied Cello,Hielko Ubels,suzumedia,OP69,751.0
2522.0,Beethoven,Cello Sonata No. 3 in A major,2. Scherzo. Allegro molto,Accompanied Cello,Hielko Ubels,suzumedia,OP69,363.0
2523.0,Beethoven,Cello Sonata No. 3 in A major,3. Adagio cantabile - Allegro vivace,Accompanied Cello,Hielko Ubels,suzumedia,OP69,558.0
2527.0,Beethoven,Piano Sonata No 5 in C minor,1. Allegro molto e con brio,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,386.0
2528.0,Beethoven,Piano Sonata No 5 in C minor,2. Adagio molto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,463.0
2529.0,Beethoven,Piano Sonata No 5 in C minor,3. Finale: Prestissimo,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,275.0
2530.0,Beethoven,Piano Sonata No 20 in C minor,1. Maestoso - Allegro con brio ed appassionato,Solo Piano,Paul Pitman,piano-midi.de,OP111,562.0
2531.0,Beethoven,Piano Sonata No 20 in C minor,2. Arietta: Adagio,Solo Piano,Paul Pitman,piano-midi.de,OP111,992.0
2532.0,Beethoven,Piano Sonata No 20 in C minor,1. Maestoso - Allegro con brio ed appassionato,Solo Piano,Neal O’Doan,piano-midi.de,OP111,548.0
2533.0,Beethoven,Piano Sonata No 20 in C minor,2. Arietta: Adagio,Solo Piano,Neal O’Doan,piano-midi.de,OP111,1067.0
2537.0,Beethoven,Piano Sonata No 20 in G major,1. Allegro ma non troppo,Solo Piano,Paul Pitman,piano-midi.de,OP49NO2,286.0
2538.0,Beethoven,Piano Sonata No 20 in G major,2. Tempo di Menuetto,Solo Piano,Paul Pitman,piano-midi.de,OP49NO2,212.0
2540.0,Beethoven,Piano Sonata No 28 in A major,1. Etwas lebhaft und mit der innigsten Empfindung,Solo Piano,Paul Pitman,piano-midi.de,OP101,263.0
2542.0,Beethoven,Piano Sonata No 28 in A major,3. Langsam und sehnsuchtsvoll,Solo Piano,Paul Pitman,piano-midi.de,OP101,650.0
2550.0,Beethoven,Piano Sonata No 24 in F-sharp major,2. Allegro vivace,Solo Piano,Paul Pitman,piano-midi.de,OP78,180.0
2555.0,Beethoven,Piano Sonata No 30 in E major,1. Vivace ma non troppo / Adagio espresivo,Solo Piano,Paul Pitman,piano-midi.de,OP109,223.0
2556.0,Beethoven,Piano Sonata No 30 in E major,2. Prestissimo,Solo Piano,Paul Pitman,piano-midi.de,OP109,151.0
2557.0,Beethoven,Piano Sonata No 30 in E major,3. Gesangvoll, mit innigster Empfindung,Solo Piano,Paul Pitman,piano-midi.de,OP109,762.0
2560.0,Beethoven,String Quartet No 2 in G major,2. Adagio cantabile - Allegro - Tempo I,String Quartet,Pascal String Quartet,suzumedia,OP18NO2,379.0
2562.0,Beethoven,String Quartet No 2 in G major,4. Allegro molto, quasi presto,String Quartet,Pascal String Quartet,suzumedia,OP18NO2,330.0
2564.0,Beethoven,Piano Sonata No 11 in B-flat major,2. Adagio con molto espressione,Solo Piano,Paul Pitman,piano-midi.de,OP22,553.0
2566.0,Beethoven,Piano Sonata No 11 in B-flat major,4. Rondo: Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP22,405.0
2567.0,Beethoven,Piano Sonata No 27 in E minor,1. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck,Solo Piano,Paul Pitman,piano-midi.de,OP90,387.0
2568.0,Beethoven,Piano Sonata No 27 in E minor,2. Nicht zu geschwind und sehr singbar vorgetragen,Solo Piano,Paul Pitman,piano-midi.de,OP90,478.0
2570.0,Beethoven,Violin Sonata No 7 in C minor,1. Allegro con brio,Accompanied Violin,Chris Borovas,Darren L. Slider,OP30NO2,507.0
2571.0,Beethoven,Violin Sonata No 7 in C minor,2. Adagio cantibile,Accompanied Violin,Chris Borovas,Darren L. Slider,OP30NO2,540.0
2572.0,Beethoven,Violin Sonata No 7 in C minor,3. Scherzo: Allegro,Accompanied Violin,Chris Borovas,Darren L. Slider,OP30NO2,201.0
2573.0,Beethoven,Violin Sonata No 7 in C minor,4. Finale: Allegro; Presto,Accompanied Violin,Chris Borovas,Darren L. Slider,OP30NO2,340.0
2575.0,Beethoven,Piano Sonata No 8 in C minor,2. Adagio cantabile,Solo Piano,Paul Pitman,piano-midi.de,OP13,303.0
2576.0,Beethoven,Piano Sonata No 8 in C minor,3. Rondo: Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP13,279.0
2581.0,Beethoven,Piano Sonata No 22 in F major,1. tempo d un menuetto,Solo Piano,Paul Pitman,piano-midi.de,OP54,345.0
2582.0,Beethoven,Piano Sonata No 22 in F major,2. Allegretto - Piu allegro,Solo Piano,Paul Pitman,piano-midi.de,OP54,398.0
2586.0,Beethoven,Cello Sonata No. 4 in C major,2. Adagio - Tempo d andante - Allegro vivace,Accompanied Cello,John Michel,suzumedia,OP102NO1,429.0
2588.0,Beethoven,Piano Sonata No 12 in A-flat major,1. Andante con variazioni,Solo Piano,Paul Pitman,piano-midi.de,OP26,522.0
2590.0,Beethoven,Piano Sonata No 12 in A-flat major,3. Maestoso andante,Solo Piano,Paul Pitman,piano-midi.de,OP26,390.0
2591.0,Beethoven,Piano Sonata No 12 in A-flat major,4. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP26,179.0
2593.0,Beethoven,Piano Sonata No 18 in E-flat major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,512.0
2594.0,Beethoven,Piano Sonata No 18 in E-flat major,2. Scherzo: Allegretto vivace,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,319.0
2595.0,Beethoven,Piano Sonata No 18 in E-flat major,3. Menuetto. Moderato e grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,307.0
2596.0,Beethoven,Piano Sonata No 18 in E-flat major,4. Presto,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,325.0
2603.0,Beethoven,Piano Sonata No 26 in E-flat major,1. Das Lebewohl,Solo Piano,Shuwen Zhang,piano-midi.de,OP81NO1,418.0
2607.0,Beethoven,Piano Sonata No 16 in G major,2. Adagio grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP31NO1,673.0
2608.0,Beethoven,Piano Sonata No 16 in G major,3. Rondo, allegretto - presto,Solo Piano,Paul Pitman,piano-midi.de,OP31NO1,390.0
2611.0,Beethoven,Piano Sonata No 7 in D major,2. Largo e mesto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO3,563.0
2614.0,Beethoven,Piano Sonata No 7 in D major,2. Largo e mesto,Solo Piano,Peter Bradley-Fulgoni,piano-midi.de,OP10NO3,635.0
2618.0,Beethoven,Piano Sonata No 6 in F major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,364.0
2619.0,Beethoven,Piano Sonata No 6 in F major,2. Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,238.0
2620.0,Beethoven,Piano Sonata No 6 in F major,3. Presto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,159.0
2621.0,Beethoven,String Quartet No 7 in F major,1. Allegro,String Quartet,European Archive,suzumedia,OP59NO1,648.0
2622.0,Beethoven,String Quartet No 7 in F major,2. Allegretto vivace e sempre scherzando,String Quartet,European Archive,suzumedia,OP59NO1,507.0
2626.0,Beethoven,Violin Sonata No 10 in G major,1. Allegro moderato,Accompanied Violin,Irrera Brothers,suzumedia,OP96,593.0
2627.0,Beethoven,Violin Sonata No 10 in G major,2. Adagio espressivo,Accompanied Violin,Irrera Brothers,suzumedia,OP96,323.0
2628.0,Beethoven,Violin Sonata No 10 in G major,3. Scherzo: Allegro - Trio,Accompanied Violin,Irrera Brothers,suzumedia,OP96,124.0
2629.0,Beethoven,Violin Sonata No 10 in G major,4. Poco allegretto,Accompanied Violin,Irrera Brothers,suzumedia,OP96,517.0
2632.0,Beethoven,Piano Sonata No 10 in G major,2. Andante,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,341.0
2633.0,Beethoven,Piano Sonata No 10 in G major,3. Scherzo: Allegro assai,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,227.0
2659.0,Bach,Violin Partita No 1 in B minor,6. Double,Solo Violin,John Garner,suzumidi,BWV1002,108.0
2677.0,Beethoven,Piano Sonata No 9 in E major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP14NO1,445.0
2678.0,Beethoven,Piano Sonata No 10 in G major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,472.0
