name,country,subcountry,geonameid
Bafia,Cameroon,Centre,2235194.0
Bafang,Cameroon,West,2235196.0
Akonolinga,Cameroon,Centre,2235776.0
Idenao,Cameroon,South-West Province,2594800.0
Rikaze,China,Tibet Autonomous Region,1279715.0
Jiuquan,China,Gansu Sheng,1279945.0
Shache,China,Xinjiang Uygur Zizhiqu,1280037.0
Qamdo,China,Tibet Autonomous Region,1280281.0
Nagqu,China,Tibet Autonomous Region,1280517.0
Lhasa,China,Tibet Autonomous Region,1280737.0
Laojunmiao,China,Gansu Sheng,1280757.0
Kashgar,China,Xinjiang Uygur Zizhiqu,1280849.0
Jiayuguan,China,Gansu Sheng,1280957.0
Hotan,China,Xinjiang Uygur Zizhiqu,1281019.0
Dêqên,China,Tibet Autonomous Region,1281368.0
Ürümqi,China,Xinjiang Uygur Zizhiqu,1529102.0
Laochenglu,China,Xinjiang Uygur Zizhiqu,1529114.0
Shihezi,China,Xinjiang Uygur Zizhiqu,1529195.0
Kuche,China,Xinjiang Uygur Zizhiqu,1529363.0
Sayibage,China,Xinjiang Uygur Zizhiqu,1529376.0
Hoxtolgay,China,Xinjiang Uygur Zizhiqu,1529452.0
Hami,China,Xinjiang Uygur Zizhiqu,1529484.0
Changji,China,Xinjiang Uygur Zizhiqu,1529569.0
Baijiantan,China,Xinjiang Uygur Zizhiqu,1529626.0
Aral,China,Xinjiang Uygur Zizhiqu,1529641.0
Altay,China,Xinjiang Uygur Zizhiqu,1529651.0
Yingbazha,China,Xinjiang Uygur Zizhiqu,1529660.0
Zunyi,China,Guizhou Sheng,1783621.0
Zoucheng,China,Shandong Sheng,1783633.0
Yanjiang,China,Sichuan,1783683.0
Zigong,China,Sichuan,1783745.0
Zhuzhou,China,Hunan,1783763.0
Zhumadian,China,Henan Sheng,1783873.0
Zhujiajiao,China,Shanghai Shi,1783920.0
Shangqiu,China,Henan Sheng,1783934.0
Zhuji,China,Zhejiang Sheng,1783940.0
Mizhou,China,Shandong Sheng,1783988.0
Zhuanghe,China,Liaoning,1784055.0
Zhouzhuang,China,Jiangsu,1784074.0
Zhoukou,China,Henan Sheng,1784130.0
Zhoucun,China,Shandong Sheng,1784178.0
Yuxi,China,Yunnan,1784185.0
Zhongxing,China,Jiangsu,1784253.0
Zhongshu,China,Yunnan,1784310.0
Zhicheng,China,Zhejiang Sheng,1784553.0
Zhicheng,China,Hubei,1784554.0
Zhenzhou,China,Jiangsu,1784580.0
Zhenjiang,China,Jiangsu,1784642.0
Zhaobaoshan,China,Zhejiang Sheng,1784647.0
Zhengzhou,China,Henan Sheng,1784658.0
Xinghua,China,Jiangsu,1784820.0
Zhaotong,China,Yunnan,1784841.0
Zhaoqing,China,Guangdong,1784853.0
Zhaogezhuang,China,Hebei,1784929.0
Luofeng,China,Shandong Sheng,1784953.0
Zhanjiang,China,Guangdong,1784990.0
Zhangzhou,China,Fujian,1785018.0
Zhangye,China,Gansu Sheng,1785036.0
Zibo,China,Shandong Sheng,1785286.0
Anyang,China,Henan Sheng,1785294.0
Zaozhuang,China,Shandong Sheng,1785453.0
Zaoyang,China,Hubei,1785462.0
Yuyao,China,Zhejiang Sheng,1785545.0
Yingchuan,China,Henan Sheng,1785566.0
Yuxia,China,Shaanxi,1785572.0
Kunshan,China,Jiangsu,1785623.0
Yunyang,China,Henan Sheng,1785655.0
Yunmeng Chengguanzhen,China,Hubei,1785698.0
Jinghong,China,Yunnan,1785710.0
Pizhou,China,Jiangsu,1785716.0
Yunfu,China,Guangdong,1785725.0
Yuncheng,China,Shanxi Sheng,1785738.0
Yulin,China,Shaanxi,1785777.0
Yulin,China,Guangxi Zhuangzu Zizhiqu,1785781.0
Yudong,China,Chongqing Shi,1785964.0
Yuci,China,Shanxi Sheng,1785974.0
Yucheng,China,Shandong Sheng,1785980.0
Yuanping,China,Shanxi Sheng,1786060.0
Qianjiang,China,Hubei,1786067.0
Heyuan,China,Guangdong,1786112.0
Yongfeng,China,Hunan,1786357.0
Yongchuan,China,Chongqing Shi,1786378.0
Yishui,China,Shandong Sheng,1786455.0
Zhongxiang,China,Hubei,1786546.0
Yingshang Chengguanzhen,China,Anhui Sheng,1786587.0
Chengzhong,China,Hubei,1786640.0
Yinchuan,China,Ningxia Huizu Zizhiqu,1786657.0
Yima,China,Henan Sheng,1786676.0
Yigou,China,Henan Sheng,1786720.0
Qingzhou,China,Shandong Sheng,1786731.0
Yichun,China,Jiangxi Sheng,1786746.0
Yicheng,China,Hubei,1786759.0
Yicheng,China,Jiangsu,1786760.0
Yichang,China,Hubei,1786764.0
Yibin,China,Sichuan,1786770.0
Yatou,China,Shandong Sheng,1786855.0
Yashan,China,Guangxi Zhuangzu Zizhiqu,1786867.0
Yanzhou,China,Shandong Sheng,1787031.0
Yantai,China,Shandong Sheng,1787093.0
Yanliang,China,Shaanxi,1787144.0
Yangzhou,China,Jiangsu,1787227.0
Yangshuo,China,Guangxi Zhuangzu Zizhiqu,1787323.0
Zhangjiagang,China,Jiangsu,1787331.0
Yangquan,China,Shanxi Sheng,1787351.0
Yangliuqing,China,Tianjin Shi,1787437.0
Yanggu,China,Shandong Sheng,1787601.0
Yangcun,China,Tianjin Shi,1787646.0
Yancheng,China,Jiangsu,1787746.0
Tongshan,China,Jiangsu,1787824.0
Xucheng,China,Guangdong,1787837.0
Shangrao,China,Jiangxi Sheng,1787858.0
Xunchang,China,Sichuan,1787901.0
Jiangguanchi,China,Henan Sheng,1788046.0
Xuanzhou,China,Anhui Sheng,1788081.0
Xixiang,China,Henan Sheng,1788206.0
Xiuying,China,Hainan,1788245.0
Xiulin,China,Hubei,1788268.0
Xiongzhou,China,Guangdong,1788402.0
Guixi,China,Jiangxi Sheng,1788406.0
Xinzhou,China,Shanxi Sheng,1788450.0
Xinzhou,China,Hubei,1788452.0
Xinzhi,China,Shanxi Sheng,1788462.0
Xinyu,China,Jiangxi Sheng,1788508.0
Hancheng,China,Henan Sheng,1788522.0
Xinyang,China,Henan Sheng,1788534.0
Nangandao,China,Henan Sheng,1788572.0
Xintai,China,Shandong Sheng,1788618.0
Xinshi,China,Hubei,1788638.0
Xinpu,China,Jiangsu,1788694.0
Xinji,China,Hebei,1788816.0
Xining,China,Qinghai Sheng,1788852.0
Shangmei,China,Hunan,1788869.0
Xingtai,China,Hebei,1788927.0
Ankang,China,Shaanxi,1789065.0
Xindian,China,Shandong Sheng,1789118.0
Xindi,China,Hubei,1789137.0
Feicheng,China,Shandong Sheng,1789176.0
Sanshui,China,Guangdong,1789273.0
Ximei,China,Fujian,1789289.0
Wacheng,China,Henan Sheng,1789427.0
Xihe,China,Hubei,1789462.0
Xichang,China,Sichuan,1789647.0
Xiazhuang,China,Shandong Sheng,1789693.0
Xiazhen,China,Shandong Sheng,1789703.0
Xiashi,China,Zhejiang Sheng,1789799.0
Zijinglu,China,Henan Sheng,1789897.0
Xiaoweizhai,China,Guizhou Sheng,1789945.0
Xiaoshan,China,Zhejiang Sheng,1789998.0
Xiaolingwei,China,Jiangsu,1790100.0
Xiaogan,China,Hubei,1790254.0
Xianyang,China,Shaanxi,1790353.0
Xiantao,China,Hubei,1790371.0
Xianshuigu,China,Tianjin Shi,1790379.0
Xiannü,China,Jiangsu,1790392.0
Xianning,China,Hubei,1790396.0
Xianju,China,Zhejiang Sheng,1790413.0
Zhuhai,China,Guangdong,1790437.0
Wenxing,China,Hunan,1790451.0
Xiangxiang,China,Hunan,1790471.0
Xiangtan,China,Hunan,1790492.0
Xiangyang,China,Hubei,1790587.0
Xiangcheng Chengguanzhen,China,Henan Sheng,1790601.0
Xi’an,China,Shaanxi,1790630.0
Xiamen,China,Fujian,1790645.0
Wuzhou,China,Guangxi Zhuangzu Zizhiqu,1790840.0
Wuyang,China,Anhui Sheng,1790885.0
Wuxue,China,Hubei,1790894.0
Wuxi,China,Jiangsu,1790923.0
Dongyang,China,Zhejiang Sheng,1791056.0
Changde,China,Hunan,1791121.0
Wuhu,China,Anhui Sheng,1791236.0
Wuhan,China,Hubei,1791247.0
Wuhai,China,Inner Mongolia,1791249.0
Wuda,China,Inner Mongolia,1791325.0
Wucheng,China,Anhui Sheng,1791347.0
Wenzhou,China,Zhejiang Sheng,1791388.0
Wenshang,China,Shandong Sheng,1791428.0
Wenling,China,Zhejiang Sheng,1791464.0
Tianfu,China,Shandong Sheng,1791536.0
Weinan,China,Shaanxi,1791636.0
Weihai,China,Shandong Sheng,1791673.0
Weifang,China,Shandong Sheng,1791681.0
Wanxian,China,Chongqing Shi,1791748.0
Wanning,China,Hainan,1791779.0
Yinzhu,China,Shandong Sheng,1792087.0
Wafangdian,China,Liaoning,1792260.0
Huangshan,China,Anhui Sheng,1792359.0
Loushanguan,China,Guizhou Sheng,1792516.0
Tongzhou,China,Beijing,1792520.0
Fuding,China,Fujian,1792585.0
Tongren,China,Guizhou Sheng,1792592.0
Wusong,China,Anhui Sheng,1792621.0
Tongchuan,China,Sichuan,1792692.0
Tianshui,China,Gansu Sheng,1792892.0
Tianpeng,China,Sichuan,1792916.0
Tianjin,China,Tianjin Shi,1792947.0
Tengzhou,China,Shandong Sheng,1793036.0
Taozhuang,China,Shandong Sheng,1793089.0
Tantou,China,Fujian,1793230.0
Tangzhai,China,Anhui Sheng,1793286.0
Tangshan,China,Hebei,1793346.0
Tangping,China,Guangdong,1793364.0
Tangjiazhuang,China,Hebei,1793385.0
Binhe,China,Henan Sheng,1793419.0
Tanggu,China,Tianjin Shi,1793424.0
Taizhou,China,Jiangsu,1793505.0
Taiyuan,China,Shanxi Sheng,1793511.0
Taixing,China,Jiangsu,1793533.0
Taishan,China,Guangdong,1793700.0
Tai’an,China,Shandong Sheng,1793724.0
Suzhou,China,Anhui Sheng,1793743.0
Suozhen,China,Shandong Sheng,1793774.0
Suizhou,China,Hubei,1793879.0
Suixi,China,Anhui Sheng,1793889.0
Suicheng,China,Jiangsu,1793899.0
Suining,China,Sichuan,1793900.0
Songjiang,China,Shanghai Shi,1794035.0
Sishui,China,Shandong Sheng,1794140.0
Laixi,China,Shandong Sheng,1794479.0
Shouguang,China,Shandong Sheng,1794794.0
Shizuishan,China,Ningxia Huizu Zizhiqu,1794806.0
Shizilu,China,Shandong Sheng,1794825.0
Shiyan,China,Hubei,1794903.0
Shiyan,China,Hubei,1794904.0
Shiwan,China,Guangdong,1794947.0
Shitanjing,China,Ningxia Huizu Zizhiqu,1794971.0
Shiqiao,China,Guangdong,1795055.0
Shiqi,China,Guangdong,1795060.0
Shima,China,Fujian,1795166.0
Shilong,China,Guangdong,1795184.0
Tongchuan,China,Shaanxi,1795196.0
Shijiazhuang,China,Hebei,1795270.0
Shenzhen,China,Guangdong,1795565.0
Yanta,China,Shandong Sheng,1795579.0
Shenjiamen,China,Zhejiang Sheng,1795632.0
Shashi,China,Hubei,1795816.0
Shaping,China,Guangdong,1795842.0
Shaoxing,China,Zhejiang Sheng,1795855.0
Shaowu,China,Fujian,1795857.0
Shaoguan,China,Guangdong,1795874.0
Shancheng,China,Shandong Sheng,1795919.0
Shanwei,China,Guangdong,1795928.0
Shantou,China,Guangdong,1795940.0
Shanting,China,Shandong Sheng,1795941.0
Shanghai,China,Shanghai Shi,1796236.0
Shahecheng,China,Hebei,1796421.0
Sanya,China,Hainan,1796556.0
Sanming,China,Fujian,1796663.0
Runing,China,Henan Sheng,1797038.0
Fuqing,China,Fujian,1797120.0
Jieyang,China,Guangdong,1797121.0
Rizhao,China,Shandong Sheng,1797132.0
Renqiu,China,Hebei,1797181.0
Quzhou,China,Zhejiang Sheng,1797264.0
Qujing,China,Yunnan,1797318.0
Qufu,China,Shandong Sheng,1797333.0
Quanzhou,China,Fujian,1797353.0
Wuxi,China,Hunan,1797417.0
Zhuangyuan,China,Shandong Sheng,1797438.0
Qiongshan,China,Hainan,1797535.0
Qionghu,China,Hunan,1797543.0
Qinzhou,China,Guangxi Zhuangzu Zizhiqu,1797551.0
Qinnan,China,Jiangsu,1797575.0
Qinhuangdao,China,Hebei,1797595.0
Jinjiang,China,Fujian,1797658.0
Qingquan,China,Hubei,1797793.0
Huai an,China,Jiangsu,1797873.0
Qingdao,China,Shandong Sheng,1797929.0
Qingyuan,China,Guangdong,1797945.0
Hongqiao,China,Hunan,1798082.0
Puyang Chengguanzhen,China,Henan Sheng,1798422.0
Puyang,China,Zhejiang Sheng,1798425.0
Putian,China,Fujian,1798449.0
Puqi,China,Hubei,1798473.0
Pumiao,China,Guangxi Zhuangzu Zizhiqu,1798480.0
Pulandian,China,Liaoning,1798490.0
Poyang,China,Jiangxi Sheng,1798548.0
Pingyin,China,Shandong Sheng,1798632.0
Pingyi,China,Shandong Sheng,1798634.0
Gutao,China,Shanxi Sheng,1798636.0
Pingxiang,China,Jiangxi Sheng,1798654.0
Pingshan,China,Guangdong,1798713.0
Pingnan,China,Guangxi Zhuangzu Zizhiqu,1798733.0
Pingliang,China,Gansu Sheng,1798760.0
Pingdu,China,Shandong Sheng,1798821.0
Pingdingshan,China,Henan Sheng,1798827.0
Pengcheng,China,Hebei,1798946.0
Dadukou,China,Sichuan,1798998.0
Ningyang,China,Shandong Sheng,1799348.0
Yutan,China,Hunan,1799352.0
Ninghai,China,Shandong Sheng,1799383.0
Ninghai,China,Zhejiang Sheng,1799384.0
Ningbo,China,Zhejiang Sheng,1799397.0
Neijiang,China,Sichuan,1799491.0
Nanzhou,China,Hunan,1799552.0
Nanzhang Chengguanzhen,China,Hubei,1799574.0
Nanyang,China,Henan Sheng,1799629.0
Nantong,China,Jiangsu,1799722.0
Pucheng,China,Fujian,1799832.0
Nanping,China,Fujian,1799846.0
Nanning,China,Guangxi Zhuangzu Zizhiqu,1799869.0
Nanma,China,Shandong Sheng,1799897.0
Nanlong,China,Sichuan,1799908.0
Nanjing,China,Jiangsu,1799962.0
Nangong,China,Hebei,1800065.0
Nanfeng,China,Guangdong,1800088.0
Nandu,China,Guangxi Zhuangzu Zizhiqu,1800101.0
Nanding,China,Shandong Sheng,1800107.0
Nanchong,China,Sichuan,1800146.0
Nanchang,China,Jiangxi Sheng,1800163.0
Miyang,China,Yunnan,1800430.0
Mingshui,China,Shandong Sheng,1800498.0
Mingguang,China,Anhui Sheng,1800519.0
Minggang,China,Henan Sheng,1800521.0
Mianyang,China,Sichuan,1800627.0
Mentougou,China,Beijing,1800657.0
Mengyin,China,Shandong Sheng,1800675.0
Mengcheng Chengguanzhen,China,Anhui Sheng,1800764.0
Meizhou,China,Guangdong,1800779.0
Wuchuan,China,Guangdong,1800829.0
Majie,China,Yunnan,1801401.0
Zhijiang,China,Hubei,1801455.0
Macheng,China,Hubei,1801582.0
Maba,China,Guangdong,1801615.0
Lüshun,China,Liaoning,1801722.0
Luqiao,China,Zhejiang Sheng,1801757.0
Luoyang,China,Henan Sheng,1801792.0
Luoyang,China,Fujian,1801797.0
Luoyang,China,Guangdong,1801799.0
Luorong,China,Guangxi Zhuangzu Zizhiqu,1801850.0
Luohe,China,Henan Sheng,1801934.0
Luocheng,China,Sichuan,1801983.0
Lucheng,China,Anhui Sheng,1802068.0
Kangding,China,Sichuan,1802171.0
Lubu,China,Guangdong,1802177.0
Luancheng,China,Hebei,1802204.0
Loudi,China,Hunan,1802238.0
Longquan,China,Yunnan,1802476.0
Longgang,China,Shandong Sheng,1802550.0
Licheng,China,Jiangsu,1802788.0
Guankou,China,Hunan,1802875.0
Puning,China,Guangdong,1802940.0
Lishui,China,Zhejiang Sheng,1803245.0
Lintong,China,Shaanxi,1803266.0
Linyi,China,Shandong Sheng,1803318.0
Linxia Chengguanzhen,China,Gansu Sheng,1803331.0
Linxi,China,Hebei,1803334.0
Linshui,China,Hebei,1803352.0
Linqu,China,Shandong Sheng,1803364.0
Linqiong,China,Sichuan,1803365.0
Qingnian,China,Shandong Sheng,1803367.0
Linping,China,Zhejiang Sheng,1803374.0
Linhai,China,Zhejiang Sheng,1803422.0
Lingcheng,China,Guangxi Zhuangzu Zizhiqu,1803551.0
Lincheng,China,Hainan,1803560.0
Linfen,China,Shanxi Sheng,1803567.0
Xishan,China,Hunan,1803616.0
Lichuan,China,Hubei,1803782.0
Licheng,China,Guangdong,1803791.0
Liaocheng,China,Shandong Sheng,1803834.0
Lianzhou,China,Guangdong,1803841.0
Lianzhou,China,Guangxi Zhuangzu Zizhiqu,1803842.0
Lianran,China,Yunnan,1803886.0
Wuwei,China,Gansu Sheng,1803936.0
Liangxiang,China,Beijing,1803948.0
Lianjiang,China,Guangdong,1804120.0
Leshan,China,Sichuan,1804153.0
Lengshuitan,China,Hunan,1804162.0
Lengshuijiang,China,Hunan,1804169.0
Leiyang,China,Hunan,1804208.0
Lecheng,China,Guangdong,1804252.0
Laohekou,China,Hubei,1804386.0
Lanzhou,China,Gansu Sheng,1804430.0
Lanxi,China,Zhejiang Sheng,1804442.0
Lianyuan,China,Hunan,1804451.0
Langfang,China,Hebei,1804540.0
Weichanglu,China,Shandong Sheng,1804578.0
Laiyang,China,Shandong Sheng,1804586.0
Laiwu,China,Shandong Sheng,1804591.0
Laibin,China,Guangxi Zhuangzu Zizhiqu,1804609.0
Kunyang,China,Zhejiang Sheng,1804645.0
Kunming,China,Yunnan,1804651.0
Kaiyuan,China,Yunnan,1804850.0
Kaihua,China,Yunnan,1804874.0
Kaifeng,China,Henan Sheng,1804879.0
Juye,China,Shandong Sheng,1804892.0
Juegang,China,Jiangsu,1804979.0
Jiujiang,China,Jiangxi Sheng,1805179.0
Jishui,China,Henan Sheng,1805267.0
Qianzhou,China,Hunan,1805270.0
Jinzhou,China,Liaoning,1805298.0
Jinxiang,China,Zhejiang Sheng,1805334.0
Jinshi,China,Hunan,1805379.0
Jinsha,China,Jiangsu,1805408.0
Jinjiang,China,Hainan,1805505.0
Jinji,China,Guangxi Zhuangzu Zizhiqu,1805515.0
Jining,China,Shandong Sheng,1805518.0
Jinhua,China,Zhejiang Sheng,1805528.0
Jingzhou,China,Hubei,1805540.0
Tianchang,China,Hebei,1805563.0
Jingmen,China,Hubei,1805611.0
Jingling,China,Hubei,1805618.0
Jingdezhen,China,Jiangxi Sheng,1805680.0
Jinchang,China,Gansu Sheng,1805733.0
Jincheng,China,Shanxi Sheng,1805741.0
Jinan,China,Shandong Sheng,1805753.0
Jimo,China,Shandong Sheng,1805757.0
Jijiang,China,Chongqing Shi,1805798.0
Jiexiu,China,Shanxi Sheng,1805833.0
Jieshou,China,Anhui Sheng,1805844.0
Jieshi,China,Guangdong,1805857.0
Jiehu,China,Shandong Sheng,1805884.0
Jiazi,China,Guangdong,1805935.0
Jiaxing,China,Zhejiang Sheng,1805953.0
Jiaozuo,China,Henan Sheng,1805987.0
Jiaozhou,China,Shandong Sheng,1806096.0
Ningde,China,Fujian,1806097.0
Jian’ou,China,Fujian,1806167.0
Jiangyan,China,Jiangsu,1806218.0
Jianguang,China,Jiangxi Sheng,1806248.0
Jiangmen,China,Guangdong,1806299.0
Jiangkou,China,Fujian,1806327.0
Yangjiang,China,Guangdong,1806408.0
Ji’an,China,Jiangxi Sheng,1806445.0
Guangyuan,China,Sichuan,1806466.0
Huzhou,China,Zhejiang Sheng,1806535.0
Hutang,China,Jiangsu,1806591.0
Huoqiu Chengguanzhen,China,Anhui Sheng,1806651.0
Humen,China,Guangdong,1806696.0
Huizhou,China,Guangdong,1806776.0
Huilong,China,Jiangsu,1806840.0
Huicheng,China,Guangdong,1806881.0
Xinhui,China,Guangdong,1806882.0
Huazhou,China,Guangdong,1806960.0
Huangzhou,China,Hubei,1807112.0
Huangyan,China,Zhejiang Sheng,1807143.0
Huangshi,China,Hubei,1807234.0
Dasha,China,Guangdong,1807301.0
Huangpi,China,Hubei,1807308.0
Huangmei,China,Hubei,1807339.0
Huanggang,China,Guangdong,1807508.0
Daxing,China,Beijing,1807544.0
Dingcheng,China,Henan Sheng,1807553.0
Huaiyuan Chengguanzhen,China,Anhui Sheng,1807645.0
Huainan,China,Anhui Sheng,1807681.0
Huaicheng,China,Guangdong,1807687.0
Huaihua,China,Hunan,1807689.0
Huaidian,China,Henan Sheng,1807695.0
Huaibei,China,Anhui Sheng,1807700.0
Hongjiang,China,Hunan,1808106.0
Heze,China,Shandong Sheng,1808198.0
Hechuan,China,Chongqing Shi,1808212.0
Yiyang,China,Hunan,1808316.0
Hepo,China,Guangdong,1808336.0
Hengyang,China,Hunan,1808370.0
Hengshui,China,Hebei,1808392.0
Hefei,China,Anhui Sheng,1808722.0
Hede,China,Jiangsu,1808744.0
Hecun,China,Hebei,1808747.0
Hebi,China,Henan Sheng,1808770.0
Hanzhong,China,Shaanxi,1808857.0
Chengyang,China,Fujian,1808872.0
Hanting,China,Shandong Sheng,1808879.0
Hangzhou,China,Zhejiang Sheng,1808926.0
Hangu,China,Tianjin Shi,1808931.0
Handan,China,Hebei,1808963.0
Hanchuan,China,Hubei,1808977.0
Hancheng,China,Shaanxi,1808981.0
Haizhou,China,Jiangsu,1809003.0
Jiaojiang,China,Zhejiang Sheng,1809061.0
Haimen,China,Guangdong,1809062.0
Haikou,China,Yunnan,1809077.0
Haikou,China,Hainan,1809078.0
Guye,China,Hebei,1809159.0
Guozhen,China,Shaanxi,1809263.0
Guli,China,Zhejiang Sheng,1809412.0
Guiyang,China,Guizhou Sheng,1809461.0
Guiren,China,Jiangsu,1809483.0
Guiping,China,Guangxi Zhuangzu Zizhiqu,1809486.0
Guilin,China,Guangxi Zhuangzu Zizhiqu,1809498.0
Guigang,China,Guangxi Zhuangzu Zizhiqu,1809532.0
Gucheng Chengguanzhen,China,Hubei,1809610.0
Guangzhou,China,Guangdong,1809858.0
Guangshui,China,Hubei,1809879.0
Gejiu,China,Yunnan,1810240.0
Gaozhou,China,Guangdong,1810295.0
Gaoyou,China,Jiangsu,1810309.0
Gaoping,China,Sichuan,1810437.0
Gaomi,China,Shandong Sheng,1810458.0
Gaogou,China,Jiangsu,1810553.0
Fuzhou,China,Fujian,1810821.0
Fuyang,China,Anhui Sheng,1810845.0
Fuyang,China,Zhejiang Sheng,1810846.0
Qingyang,China,Shandong Sheng,1810920.0
Fuling,China,Chongqing Shi,1810979.0
Foshan,China,Guangdong,1811103.0
Fenyi,China,Jiangxi Sheng,1811114.0
Fengxian,China,Jiangsu,1811200.0
Fengrun,China,Hebei,1811260.0
Fengkou,China,Hubei,1811305.0
Feicheng,China,Shandong Sheng,1811440.0
Fangshan,China,Beijing,1811542.0
Ezhou,China,Hubei,1811619.0
Enshi,China,Hubei,1811720.0
Encheng,China,Guangdong,1811729.0
Duyun,China,Guizhou Sheng,1811764.0
Duobao,China,Hubei,1811829.0
Ducheng,China,Guangdong,1811929.0
Xinyi,China,Guangdong,1812057.0
Shengli,China,Shandong Sheng,1812101.0
Dongtai,China,Jiangsu,1812228.0
Dongsheng,China,Inner Mongolia,1812256.0
Dongkan,China,Jiangsu,1812427.0
Donghai,China,Guangdong,1812521.0
Dongguan,China,Guangdong,1812545.0
Dongdu,China,Shandong Sheng,1812597.0
Dongcun,China,Shandong Sheng,1812621.0
Dingzhou,China,Hebei,1812728.0
Dingtao,China,Shandong Sheng,1812754.0
Dezhou,China,Shandong Sheng,1812955.0
Deyang,China,Sichuan,1812961.0
Deqing,China,Zhejiang Sheng,1812981.0
Dengzhou,China,Shandong Sheng,1812988.0
Huazhou,China,Henan Sheng,1812990.0
Songyang,China,Henan Sheng,1813016.0
Dazhong,China,Jiangsu,1813088.0
Zhangjiajie,China,Hunan,1813171.0
Daye,China,Hubei,1813206.0
Lijiang,China,Yunnan,1813253.0
Dazhou,China,Sichuan,1813325.0
Dawukou,China,Ningxia Huizu Zizhiqu,1813344.0
Datong,China,Anhui Sheng,1813451.0
Fenghua,China,Zhejiang Sheng,1813658.0
Daokou,China,Henan Sheng,1813775.0
Danshui,China,Guangdong,1813812.0
Danjiangkou,China,Hubei,1813828.0
Gushu,China,Anhui Sheng,1813851.0
Xincheng,China,Henan Sheng,1813892.0
Daliang,China,Guangdong,1814082.0
Dalian,China,Liaoning,1814087.0
Dali,China,Yunnan,1814093.0
Chuzhou,China,Anhui Sheng,1814757.0
Yangchun,China,Guangdong,1814786.0
Yiwu,China,Zhejiang Sheng,1814870.0
Chongqing,China,Chongqing Shi,1814906.0
Chonglong,China,Sichuan,1814919.0
Chizhou,China,Anhui Sheng,1814934.0
Chenzhou,China,Hunan,1815059.0
Chengyang,China,Shandong Sheng,1815184.0
Jiangyin,China,Jiangsu,1815251.0
Chengdu,China,Sichuan,1815286.0
Chenghua,China,Guangdong,1815302.0
Chaozhou,China,Guangdong,1815395.0
Chaohu,China,Anhui Sheng,1815427.0
Changzhou,China,Jiangsu,1815456.0
Changzhi,China,Shanxi Sheng,1815463.0
Changsha,China,Hunan,1815577.0
Changqing,China,Shandong Sheng,1815585.0
Changli,China,Hebei,1815656.0
Changleng,China,Jiangxi Sheng,1815667.0
Caohe,China,Hubei,1816026.0
Weining,China,Guizhou Sheng,1816028.0
Cangzhou,China,Hebei,1816080.0
Caidian,China,Hubei,1816176.0
Buhe,China,Hubei,1816221.0
Bozhou,China,Anhui Sheng,1816234.0
Botou,China,Hebei,1816256.0
Boshan,China,Shandong Sheng,1816265.0
Baise City,China,Guangxi Zhuangzu Zizhiqu,1816269.0
Binzhou,China,Shandong Sheng,1816336.0
Luxu,China,Guangxi Zhuangzu Zizhiqu,1816338.0
Bijie,China,Guizhou Sheng,1816373.0
Bianzhuang,China,Shandong Sheng,1816406.0
Bengbu,China,Anhui Sheng,1816440.0
Beijing,China,Beijing,1816670.0
Beihai,China,Guangxi Zhuangzu Zizhiqu,1816705.0
Beidao,China,Gansu Sheng,1816751.0
Beidaihehaibin,China,Hebei,1816753.0
Beibei,China,Chongqing Shi,1816790.0
Baoying,China,Jiangsu,1816890.0
Langzhong,China,Sichuan,1816924.0
Baoding,China,Hebei,1816971.0
Baiyin,China,Gansu Sheng,1817240.0
Baihe,China,Guangxi Zhuangzu Zizhiqu,1817701.0
Shangyu,China,Zhejiang Sheng,1817720.0
Babu,China,Guangxi Zhuangzu Zizhiqu,1817858.0
Anxiang,China,Hunan,1817952.0
Anshun,China,Guizhou Sheng,1817968.0
Anqiu,China,Shandong Sheng,1817990.0
Anqing,China,Anhui Sheng,1817993.0
Mabai,China,Yunnan,1818004.0
Anlu,China,Hubei,1818016.0
Anjiang,China,Hunan,1818051.0
Anbu,China,Guangdong,1818116.0
Jiangyou,China,Sichuan,1885823.0
Suzhou,China,Jiangsu,1886760.0
Zhoushan,China,Zhejiang Sheng,1886762.0
Mudu,China,Jiangsu,1898359.0
Songling,China,Jiangsu,1898494.0
Zhongshan,China,Guangdong,1915223.0
Lianghu,China,Zhejiang Sheng,1919014.0
Zhoucheng,China,Shandong Sheng,1920772.0
Dalianwan,China,Liaoning,1921372.0
Yueyang,China,Hunan,1927639.0
Bojia,China,Hunan,1929434.0
Zhenlai,China,Jilin Sheng,2033128.0
Zhengjiatun,China,Jilin Sheng,2033135.0
Zhaozhou,China,Heilongjiang Sheng,2033147.0
Zhaoyuan,China,Heilongjiang Sheng,2033149.0
Zhaodong,China,Heilongjiang Sheng,2033168.0
Zhangjiakou,China,Hebei,2033196.0
Zalantun,China,Inner Mongolia,2033225.0
Yushu,China,Jilin Sheng,2033242.0
Youhao,China,Heilongjiang Sheng,2033301.0
Yingkou,China,Liaoning,2033370.0
Yilan,China,Heilongjiang Sheng,2033403.0
Yichun,China,Heilongjiang Sheng,2033413.0
Yebaishou,China,Liaoning,2033423.0
Yantongshan,China,Jilin Sheng,2033449.0
Yanji,China,Jilin Sheng,2033467.0
Yakeshi,China,Inner Mongolia,2033536.0
Zhangjiakou Shi Xuanhua Qu,China,Hebei,2033574.0
Xiuyan,China,Liaoning,2033602.0
Xinqing,China,Heilongjiang Sheng,2033667.0
Xinmin,China,Liaoning,2033675.0
