Unnamed: 0,abv,ibu,id,name,style,brewery_id,ounces
315.0,NaN,NaN,2490.0,Professor Black,American Stout,77.0,12.0
316.0,NaN,NaN,2489.0,Little Boss,American Pale Wheat Ale,77.0,12.0
317.0,NaN,NaN,2488.0,Van Dayum!,American Amber / Red Ale,77.0,12.0
318.0,NaN,NaN,2487.0,Spirit Animal,American Pale Ale (APA),77.0,12.0
319.0,0.07,NaN,939.0,Toxic Sludge,American Black Ale,489.0,16.0
320.0,0.06,40.0,692.0,Blue Point White IPA,American White IPA,489.0,12.0
321.0,0.044,16.0,667.0,Blue Point Summer Ale,American Blonde Ale,489.0,12.0
322.0,0.055,28.0,665.0,Toasted Lager,Vienna Lager,489.0,12.0
323.0,0.06,NaN,1607.0,Bohemian Export Lager,Dortmunder / Export Lager,364.0,12.0
324.0,0.053,NaN,1597.0,Altus Bohemes Altbier,Altbier,364.0,12.0
325.0,0.04,NaN,344.0,Cherny Bock,Schwarzbier,364.0,12.0
326.0,0.05,NaN,89.0,Czech Pilsner,Czech Pilsener,364.0,12.0
327.0,0.05,NaN,88.0,Viennese Lager,Vienna Lager,364.0,12.0
328.0,0.065,NaN,1569.0,Mad Manatee IPA,American IPA,378.0,12.0
329.0,0.055,NaN,1568.0,Killer Whale Cream Ale,Cream Ale,378.0,12.0
330.0,0.06,NaN,1188.0,Duke s Cold Nose Brown Ale,American Brown Ale,378.0,12.0
331.0,0.042,30.0,1891.0,Longhop IPA,American IPA,281.0,16.0
332.0,0.04,34.0,1890.0,Lucky Buck,Irish Dry Stout,281.0,16.0
333.0,0.051,NaN,577.0,Bomb Lager (New Recipe),Munich Helles Lager,525.0,12.0
334.0,0.045,27.0,513.0,Bomb Lager (Old Recipe),Munich Helles Lager,525.0,12.0
335.0,0.066,72.0,2422.0,Firestarter India Pale Ale,American IPA,107.0,12.0
336.0,0.075,22.0,1727.0,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,107.0,16.0
337.0,0.048,30.0,1614.0,Wood Splitter Pilsner,Czech Pilsener,107.0,16.0
338.0,0.0559999999999999,26.0,1613.0,Gyptoberfest,Märzen / Oktoberfest,107.0,12.0
339.0,0.07,94.0,1549.0,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107.0,16.0
340.0,0.047,NaN,1548.0,Slow & Steady Golden Ale,American Blonde Ale,107.0,12.0
341.0,0.068,NaN,1517.0,Pink-I Raspberry IPA,American IPA,107.0,16.0
342.0,0.047,NaN,1500.0,Moe s Original Bar B Que  Bama Brew Golden Ale,American Blonde Ale,107.0,12.0
343.0,0.047,NaN,1421.0,Live Local Golden Ale,American Blonde Ale,107.0,12.0
344.0,0.048,38.0,1360.0,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),107.0,12.0
345.0,0.049,NaN,1184.0,Dirtbag Dunkel,Munich Dunkel Lager,107.0,16.0
346.0,0.053,45.0,1183.0,Kindler Pale Ale,American Pale Ale (APA),107.0,12.0
347.0,0.064,NaN,1023.0,Mistress Winter Wheat,Winter Warmer,107.0,12.0
348.0,0.061,NaN,998.0,Tent Pole Vanilla Porter,American Porter,107.0,16.0
349.0,0.0579999999999999,NaN,997.0,Awry Rye Pale Ale,American Pale Ale (APA),107.0,12.0
350.0,0.0579999999999999,NaN,996.0,Demshitz Brown Ale,American Brown Ale,107.0,12.0
351.0,0.048,NaN,931.0,Wood Splitter Pilsner (2012),Czech Pilsener,107.0,12.0
352.0,0.048,NaN,798.0,Brush Creek Blonde,American Blonde Ale,107.0,16.0
353.0,0.066,72.0,633.0,Firestarter India Pale Ale,American IPA,107.0,16.0
354.0,0.071,16.0,2062.0,Noche Dulce,American Porter,231.0,16.0
355.0,0.045,8.0,1830.0,Porch Rocker,Radler,300.0,12.0
356.0,0.065,45.0,1629.0,Rebel IPA,American IPA,300.0,16.0
357.0,0.055,NaN,1601.0,Cold Snap,Witbier,300.0,12.0
358.0,0.0559999999999999,NaN,1427.0,Samuel Adams Winter Lager,Bock,300.0,12.0
359.0,0.049,30.0,1349.0,Boston Lager,Vienna Lager,300.0,16.0
360.0,0.049,30.0,1310.0,Boston Lager,Vienna Lager,300.0,12.0
361.0,0.053,15.0,1281.0,Samuel Adams Octoberfest,Märzen / Oktoberfest,300.0,12.0
362.0,0.053,7.0,1144.0,Samuel Adams Summer Ale,American Pale Wheat Ale,300.0,12.0
363.0,0.049,30.0,1143.0,Boston Lager,Vienna Lager,300.0,12.0
364.0,0.049,35.0,1395.0,Hazed & Infused,American Pale Ale (APA),417.0,12.0
365.0,0.057,35.0,808.0,Hoopla Pale Ale,American Pale Ale (APA),417.0,12.0
366.0,0.049,35.0,81.0,Hazed & Infused (2010),American Pale Ale (APA),417.0,12.0
367.0,0.062,80.0,2596.0,Heavy Lifting,American IPA,31.0,12.0
368.0,0.065,NaN,2300.0,1492,American Pale Ale (APA),167.0,12.0
369.0,0.0579999999999999,NaN,2299.0,Mango Ginger,American IPA,167.0,12.0
370.0,0.047,NaN,2298.0,Passenger,English Dark Mild Ale,167.0,12.0
371.0,0.06,52.0,2107.0,Plum St. Porter,American Porter,219.0,12.0
372.0,0.057,52.0,1573.0,Plum St. Porter,American Porter,219.0,12.0
373.0,0.07,80.0,1289.0,Bozone HopZone IPA,American IPA,219.0,12.0
374.0,0.06,25.0,1288.0,Bozone Hefe Weizen,Hefeweizen,219.0,12.0
375.0,0.055,NaN,470.0,Bozone Select Amber Ale,American Amber / Red Ale,219.0,12.0
376.0,0.052,40.0,2167.0,Evil Owl,American Amber / Red Ale,207.0,12.0
377.0,0.05,NaN,2204.0,Post Time Kölsch,Kölsch,195.0,16.0
378.0,0.042,9.0,1522.0,Agave Wheat,American Pale Wheat Ale,391.0,12.0
379.0,0.045,15.0,397.0,SummerBright Ale,American Pale Wheat Ale,391.0,12.0
380.0,0.062,68.0,193.0,Lucky U IPA,American IPA,391.0,12.0
381.0,0.054,19.0,83.0,Avalanche Ale,American Amber / Red Ale,391.0,12.0
382.0,0.05,NaN,1802.0,You re My Boy, Blue,Fruit / Vegetable Beer,308.0,12.0
383.0,0.072,60.0,1801.0,Last Stop IPA,American IPA,308.0,12.0
384.0,0.05,21.0,1800.0,Rollin Dirty Red Ale,Irish Red Ale,308.0,12.0
385.0,0.055,28.0,1799.0,Are Wheat There Yet?,American Pale Wheat Ale,308.0,12.0
386.0,0.0579999999999999,NaN,2619.0,Insert Hop Reference,American Pale Ale (APA),19.0,16.0
387.0,0.053,NaN,2468.0,Manitou Amber,American Amber / Red Ale,85.0,16.0
388.0,0.067,NaN,2637.0,Belfort,Saison / Farmhouse Ale,10.0,16.0
389.0,0.06,NaN,2636.0,Star Runner,Belgian Pale Ale,10.0,16.0
390.0,0.098,NaN,2598.0,Tart Side of the Barrel,American Double / Imperial Stout,10.0,16.0
391.0,0.06,NaN,2597.0,Linnaeus Mango IPA,American IPA,10.0,16.0
392.0,0.07,NaN,2548.0,Beasts A Burnin ,Rauchbier,10.0,16.0
393.0,0.077,NaN,2542.0,Verdun,Bière de Garde,10.0,16.0
394.0,0.065,NaN,2541.0,Barrel Aged Triomphe,Belgian IPA,10.0,16.0
395.0,0.065,NaN,2504.0,Cherry Doppelbock,Doppelbock,10.0,16.0
396.0,0.065,NaN,2500.0,Tropical Saison,Saison / Farmhouse Ale,10.0,16.0
397.0,0.065,NaN,2499.0,Beach Patrol,Witbier,10.0,16.0
398.0,0.05,NaN,2498.0,Nuit Serpent,Belgian IPA,10.0,16.0
399.0,0.09,NaN,2481.0,Paris,Saison / Farmhouse Ale,10.0,16.0
400.0,0.055,NaN,2476.0,The Grand Army,Belgian IPA,10.0,16.0
401.0,0.059,NaN,2467.0,Acidulated Trip,Saison / Farmhouse Ale,10.0,16.0
402.0,0.066,NaN,2466.0,Root Stock,Rye Beer,10.0,16.0
403.0,0.0409999999999999,NaN,2465.0,Mind Games,Dunkelweizen,10.0,16.0
404.0,0.0819999999999999,NaN,2433.0,Sous Chef,Belgian Strong Pale Ale,10.0,16.0
405.0,0.065,NaN,2418.0,Dubbelicious,Dubbel,10.0,16.0
406.0,0.062,NaN,2416.0,Psychopomp,Belgian Dark Ale,10.0,16.0
407.0,NaN,NaN,2382.0,Fat Paczki,Belgian Dark Ale,10.0,16.0
408.0,NaN,NaN,2381.0,Earth-Like Planets,Belgian Pale Ale,10.0,16.0
409.0,0.061,NaN,2290.0,Ski Patrol,Witbier,10.0,16.0
410.0,0.063,NaN,2241.0,Viking Ice Hole,Oatmeal Stout,10.0,16.0
411.0,0.0559999999999999,NaN,2240.0,Rye Porter,American Porter,10.0,16.0
412.0,0.099,NaN,2137.0,Wizard Burial Ground,Quadrupel (Quad),10.0,16.0
413.0,0.051,NaN,2101.0,Smoky Wheat,Rauchbier,10.0,16.0
414.0,0.062,NaN,2092.0,BRIPA,Belgian IPA,10.0,16.0
415.0,0.062,NaN,2091.0,Mela,Belgian Dark Ale,10.0,16.0
416.0,0.053,NaN,2086.0,W.I.P.A Snappa,Belgian IPA,10.0,16.0
417.0,0.063,NaN,2023.0,Pepper in the Rye,Rye Beer,10.0,16.0
418.0,0.064,NaN,2006.0,Moe Lasses ,American Stout,10.0,16.0
419.0,0.07,NaN,1997.0,Pumpkin Tart,Fruit / Vegetable Beer,10.0,16.0
420.0,0.067,NaN,1977.0,Undertaker,Belgian Dark Ale,10.0,16.0
421.0,0.067,NaN,1976.0,Undertaker (2014),Belgian Dark Ale,10.0,16.0
422.0,0.05,NaN,1974.0,Coq D Or,Belgian Pale Ale,10.0,16.0
423.0,0.06,NaN,1973.0,North French,Bière de Garde,10.0,16.0
424.0,0.065,NaN,1959.0,Agent a Deux,Belgian Dark Ale,10.0,16.0
425.0,0.045,NaN,1958.0,Belgian Wit,Witbier,10.0,16.0
426.0,0.063,NaN,1949.0,Pothole Stout,American Stout,10.0,16.0
427.0,0.093,NaN,1947.0,Tree Bucket,Belgian IPA,10.0,16.0
428.0,0.073,NaN,1785.0,Le Flaneur Ale,American Wild Ale,10.0,16.0
429.0,0.0559999999999999,NaN,1651.0,Maize & Blueberry,Fruit / Vegetable Beer,10.0,16.0
430.0,0.093,NaN,1443.0,Trebuchet Double IPA,American Double / Imperial IPA,10.0,16.0
431.0,0.065,NaN,1352.0,Contemplation,Bière de Garde,10.0,16.0
432.0,0.05,NaN,1267.0,Black Rabbit,American Black Ale,10.0,16.0
433.0,0.09,NaN,1266.0,Zaison,Saison / Farmhouse Ale,10.0,16.0
434.0,0.0819999999999999,NaN,1178.0,Vivant Tripel,Tripel,10.0,16.0
435.0,0.098,NaN,1136.0,Tart Side of the Moon,Belgian Dark Ale,10.0,16.0
436.0,0.06,NaN,1044.0,Big Red Coq,American Amber / Red Ale,10.0,16.0
437.0,0.099,NaN,1033.0,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),10.0,16.0
438.0,0.095,NaN,1031.0,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,10.0,16.0
439.0,0.092,NaN,909.0,Escoffier Bretta Ale,American Wild Ale,10.0,16.0
440.0,0.065,NaN,873.0,Contemplation (2012),Bière de Garde,10.0,16.0
441.0,0.099,NaN,860.0,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,10.0,16.0
442.0,0.062,NaN,677.0,Big Red Coq (2012),American Amber / Red Ale,10.0,16.0
443.0,0.09,NaN,671.0,Zaison (2012),Saison / Farmhouse Ale,10.0,16.0
444.0,0.092,NaN,670.0,Vivant Tripel (2012),Tripel,10.0,16.0
445.0,0.0969999999999999,NaN,669.0,Trebuchet Double IPA (2012),Belgian IPA,10.0,16.0
446.0,0.085,NaN,627.0,Kludde,Belgian Strong Dark Ale,10.0,16.0
447.0,0.055,NaN,387.0,Farm Hand,Saison / Farmhouse Ale,10.0,16.0
448.0,0.06,NaN,385.0,Solitude,Belgian Pale Ale,10.0,16.0
449.0,0.065,NaN,384.0,Triomphe,Belgian IPA,10.0,16.0
450.0,NaN,NaN,1096.0,Tampa Pale Ale,American Pale Ale (APA),467.0,12.0
451.0,NaN,NaN,1095.0,Orange Grove Wheat Ale,American Pale Wheat Ale,467.0,12.0
452.0,0.061,NaN,2456.0,Broad Brook Ale,American Amber / Red Ale,89.0,16.0
453.0,0.05,15.0,921.0,Northern Lights Amber Ale,American Amber / Red Ale,493.0,12.0
454.0,0.052,17.0,920.0,Polar Pale Ale,American Pale Ale (APA),493.0,12.0
455.0,0.048,NaN,919.0,Chugach Session Ale,Cream Ale,493.0,12.0
456.0,0.061,64.0,648.0,Fairweather IPA,American IPA,493.0,12.0
457.0,0.068,47.0,1279.0,East India Pale Ale,English India Pale Ale (IPA),437.0,16.0
458.0,0.045,NaN,756.0,Brooklyn Summer Ale,English Pale Mild Ale,437.0,12.0
459.0,0.068,47.0,566.0,East India Pale Ale,English India Pale Ale (IPA),437.0,12.0
460.0,0.045,NaN,328.0,Brooklyn Summer Ale (2011),English Pale Mild Ale,437.0,12.0
461.0,0.052,NaN,66.0,Brooklyn Lager (16 oz.),American Amber / Red Lager,437.0,16.0
462.0,0.052,NaN,65.0,Brooklyn Lager (12 oz.),American Amber / Red Lager,437.0,12.0
463.0,0.08,NaN,538.0,Tour de Nez Belgian IPA (Current),Belgian IPA,530.0,16.0
464.0,NaN,NaN,504.0,Roler Bock (Current),Maibock / Helles Bock,530.0,16.0
465.0,0.073,85.0,383.0,Black Adder IBA (Current),American Black Ale,530.0,16.0
466.0,0.099,NaN,29.0,Very Noddy Lager (Current),Schwarzbier,530.0,16.0
467.0,0.062,42.0,28.0,Tule Duck Red Ale (Current),American Amber / Red Ale,530.0,16.0
468.0,0.0579999999999999,35.0,27.0,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530.0,16.0
469.0,0.052,40.0,26.0,Black Noddy Lager (Current),Schwarzbier,530.0,16.0
470.0,0.053,NaN,1627.0,Cleveland Beer Week 2013,Munich Helles Lager,357.0,16.0
471.0,0.045,NaN,2552.0,Painted Turtle,American Pale Ale (APA),56.0,12.0
472.0,0.06,40.0,2125.0,1836,American Blonde Ale,214.0,12.0
473.0,0.06,20.0,2124.0,Summer s Wit,Witbier,214.0,12.0
474.0,0.09,118.0,2123.0,More Cowbell,American Double / Imperial IPA,214.0,16.0
475.0,0.065,NaN,2608.0,Wrath of Pele,American Brown Ale,24.0,16.0
476.0,0.068,NaN,2607.0,Black Beer d,American Black Ale,24.0,16.0
477.0,0.078,NaN,2606.0,Mr. Tea,Fruit / Vegetable Beer,24.0,24.0
478.0,0.055,40.0,2478.0,Pale Alement,American Pale Ale (APA),24.0,12.0
479.0,0.099,115.0,2471.0,Hopkick Dropkick,American Double / Imperial IPA,24.0,12.0
480.0,0.06,NaN,2470.0,Kreamed Corn,Cream Ale,24.0,12.0
481.0,0.065,NaN,2464.0,Coconoats,American Pale Wheat Ale,24.0,16.0
482.0,0.068,16.0,2160.0,Joey Wheat,American Pale Wheat Ale,24.0,16.0
483.0,0.072,86.0,2158.0,3:33 Black IPA,American IPA,24.0,16.0
484.0,0.068,NaN,2072.0,MCA,American IPA,24.0,16.0
485.0,0.055,40.0,2054.0,Pale Alement,American Pale Ale (APA),24.0,16.0
486.0,0.05,14.0,2196.0,Couch Select Lager,American Pale Lager,197.0,12.0
487.0,0.0559999999999999,36.0,668.0,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517.0,12.0
488.0,0.049,NaN,52.0,Heinnieweisse Weissebier,Hefeweizen,556.0,12.0
489.0,0.068,NaN,51.0,Snapperhead IPA,American IPA,556.0,12.0
490.0,0.049,NaN,50.0,Moo Thunder Stout,Milk / Sweet Stout,556.0,12.0
491.0,0.043,NaN,49.0,Porkslap Pale Ale,American Pale Ale (APA),556.0,12.0
492.0,0.093,NaN,2657.0,Blackbeard,American Double / Imperial Stout,5.0,12.0
493.0,0.062,NaN,2656.0,Rye Knot,American Brown Ale,5.0,12.0
494.0,0.06,NaN,2655.0,Dead Arm,American Pale Ale (APA),5.0,12.0
495.0,0.048,NaN,2654.0,32°/50° Kölsch ,Kölsch,5.0,16.0
496.0,0.077,NaN,2653.0,HopArt,American IPA,5.0,16.0
497.0,0.0969999999999999,NaN,2652.0,Boy King,American Double / Imperial IPA,5.0,16.0
498.0,0.052,NaN,2252.0,Gran Sport,American Porter,182.0,16.0
499.0,0.053,25.0,2214.0,Horny Toad Cerveza,American Blonde Ale,182.0,16.0
500.0,0.063,35.0,2213.0,Native Amber,American Amber / Red Ale,182.0,16.0
501.0,0.068,100.0,1442.0,F5 IPA,American IPA,182.0,16.0
502.0,0.063,35.0,170.0,Native Amber (2013),American Amber / Red Ale,182.0,16.0
503.0,0.053,25.0,169.0,Horny Toad Cerveza (2013),American Blonde Ale,182.0,16.0
504.0,0.068,100.0,2315.0,Hopportunity Knocks IPA,American IPA,155.0,12.0
505.0,0.06,NaN,1808.0,Pilot Rock Porter,American Porter,155.0,12.0
506.0,0.0559999999999999,55.0,1419.0,Caldera Pale Ale,American Pale Ale (APA),155.0,12.0
507.0,0.039,16.0,878.0,Lawnmower Lager,American Adjunct Lager,155.0,12.0
508.0,0.054,24.0,794.0,Ashland Amber Ale (2009),American Amber / Red Ale,155.0,12.0
509.0,0.061,94.0,793.0,Caldera IPA (2009),American IPA,155.0,12.0
510.0,0.061,94.0,792.0,Caldera IPA (2007),American IPA,155.0,12.0
511.0,0.0559999999999999,55.0,791.0,Caldera Pale Ale (2010),American Pale Ale (APA),155.0,12.0
512.0,0.0559999999999999,55.0,790.0,Caldera Pale Ale (2009),American Pale Ale (APA),155.0,12.0
513.0,0.0559999999999999,55.0,789.0,Caldera Pale Ale (2005),American Pale Ale (APA),155.0,12.0
514.0,0.0559999999999999,55.0,788.0,Caldera Pale Ale (2007),American Pale Ale (APA),155.0,12.0
515.0,0.0559999999999999,55.0,38.0,Caldera Pale Ale (2011),American Pale Ale (APA),155.0,12.0
516.0,0.054,24.0,37.0,Ashland Amber Ale,American Amber / Red Ale,155.0,12.0
517.0,0.061,94.0,36.0,Caldera IPA,American IPA,155.0,12.0
518.0,0.05,NaN,2257.0,Remain in Light,American Pilsner,178.0,12.0
519.0,0.065,NaN,2256.0,Flower Child (2014),American IPA,178.0,12.0
520.0,NaN,NaN,870.0,THP White (2006),Witbier,497.0,12.0
521.0,NaN,NaN,869.0,THP Amber (2006),American Amber / Red Ale,497.0,12.0
522.0,NaN,NaN,868.0,THP Light (2006),American Blonde Ale,497.0,12.0
523.0,NaN,NaN,867.0,THP Dark (2006),English Dark Mild Ale,497.0,12.0
524.0,0.099,43.0,2068.0,Imperial Pumpkin Stout,Pumpkin Ale,230.0,16.0
525.0,0.09,130.0,2067.0,Dead-Eye DIPA,American Double / Imperial IPA,230.0,16.0
526.0,0.055,64.0,2066.0,Fisherman s IPA,American IPA,230.0,12.0
527.0,0.054,35.0,2065.0,Fisherman s Pils,German Pilsener,230.0,12.0
528.0,0.055,30.0,2064.0,Fisherman s Brew,American Amber / Red Ale,230.0,12.0
529.0,0.055,35.0,1928.0,Cape Cod Red,American Amber / Red Ale,267.0,16.0
530.0,0.049,10.0,1927.0,Beach Blonde,American Blonde Ale,267.0,16.0
531.0,0.065,80.0,2227.0,Dark Voyage Black IPA (2013),American Black Ale,192.0,12.0
532.0,0.052,28.0,2226.0,Wisconsin Amber,Vienna Lager,192.0,12.0
533.0,0.046,18.0,2225.0,Lake House,Munich Helles Lager,192.0,12.0
534.0,0.0559999999999999,55.0,1954.0,Ghost Ship White IPA,American IPA,192.0,12.0
535.0,0.046,18.0,1910.0,Lake House,Munich Helles Lager,192.0,16.0
536.0,0.062,70.0,1177.0,Mutiny IPA,American IPA,192.0,12.0
537.0,0.052,NaN,840.0,Wisconsin Amber (1998),Vienna Lager,192.0,12.0
538.0,0.042,NaN,180.0,Island Wheat,American Pale Wheat Ale,192.0,12.0
539.0,0.052,NaN,63.0,Wisconsin Amber (2013),Vienna Lager,192.0,12.0
540.0,0.05,NaN,62.0,U.S. Pale Ale,American Pale Ale (APA),192.0,12.0
541.0,NaN,NaN,61.0,Supper Club Lager,American Pale Lager,192.0,12.0
542.0,0.04,NaN,784.0,Carolina Lighthouse (2007),American Blonde Ale,504.0,12.0
543.0,0.05,NaN,783.0,Carolina Blonde (2006),American Blonde Ale,504.0,12.0
544.0,0.035,NaN,782.0,Carolina Blonde Light (2005),American Blonde Ale,504.0,12.0
545.0,0.059,22.0,2255.0,Santa s Secret,Winter Warmer,179.0,16.0
546.0,0.057,NaN,530.0,Flagship IPA,English India Pale Ale (IPA),179.0,12.0
547.0,0.051,NaN,427.0,Sky Blue Golden Ale,Kölsch,179.0,12.0
548.0,0.099,100.0,2094.0,Epitome,American Black Ale,222.0,16.0
549.0,0.039,9.0,1941.0,Monkey Chased the Weasel,Berliner Weissbier,222.0,16.0
550.0,0.078,80.0,1940.0,077XX,American Double / Imperial IPA,222.0,16.0
551.0,0.042,35.0,1439.0,Boat Beer,American IPA,222.0,12.0
552.0,0.069,NaN,1465.0,Granny Smith Hard Apple Cider,Cider,404.0,16.0
553.0,0.069,NaN,1464.0,Dry Hard Apple Cider,Cider,404.0,16.0
554.0,0.0559999999999999,NaN,1744.0,Farmer Ted s Cream Ale,Cream Ale,331.0,12.0
555.0,0.052,NaN,1743.0,Firewater India Pale Ale,American IPA,331.0,12.0
556.0,0.047,NaN,1742.0,White Zombie Ale,Witbier,331.0,12.0
557.0,0.07,NaN,1719.0,King Winterbolt Winter Ale,Winter Warmer,331.0,12.0
558.0,0.047,NaN,638.0,White Zombie Ale,Witbier,331.0,12.0
559.0,0.052,NaN,507.0,Firewater India Pale Ale,American IPA,331.0,12.0
560.0,0.0559999999999999,NaN,480.0,Farmer Ted s Farmhouse Cream Ale,Cream Ale,331.0,12.0
561.0,0.048,16.0,1882.0,Whitecap Wit,Witbier,285.0,16.0
562.0,0.078,16.0,1881.0,Seiche Scottish Ale,Scottish Ale,285.0,16.0
563.0,0.0579999999999999,NaN,2446.0,Peanut Butter Jelly Time,American Brown Ale,96.0,12.0
564.0,0.054,NaN,2106.0,King Coconut,American Porter,96.0,12.0
565.0,0.085,90.0,2600.0,Gone A-Rye,American Double / Imperial IPA,29.0,16.0
566.0,NaN,NaN,2210.0,Special Release,?,29.0,16.0
567.0,0.068,70.0,2052.0,Dankosaurus,American IPA,29.0,16.0
568.0,0.051,35.0,1584.0,Scruffy s Smoked Alt,Smoked Beer,29.0,16.0
569.0,0.051,36.0,1182.0,Elliott s Phoned Home Pale Ale,American Pale Ale (APA),29.0,16.0
570.0,0.05,18.0,1050.0,The Lawn Ranger,Cream Ale,29.0,16.0
571.0,0.05,NaN,1219.0,All American Blonde Ale,American Blonde Ale,452.0,12.0
572.0,0.05,NaN,1218.0,All American Red Ale,American Amber / Red Ale,452.0,12.0
573.0,0.05,40.0,2377.0,Main St. Virginia Ale,Altbier,122.0,12.0
574.0,0.045,24.0,1839.0,Chin Music Amber Lager,American Amber / Red Lager,122.0,12.0
575.0,0.05,40.0,1248.0,Main St. Virginia Ale,Altbier,122.0,12.0
576.0,0.052,42.0,1247.0,Ray Ray’s Pale Ale,American Pale Ale (APA),122.0,12.0
577.0,0.051,15.0,1649.0,Chai Ale,Herbed / Spiced Beer,350.0,16.0
578.0,0.072,85.0,1648.0,Lucky Day IPA,American IPA,350.0,16.0
579.0,0.095,99.0,1647.0,Terrace Hill Double IPA,American Double / Imperial IPA,350.0,16.0
580.0,0.075,77.0,1646.0,Catch 23,American Black Ale,350.0,16.0
581.0,0.07,NaN,2057.0,Stickin  In My Rye,Rye Beer,236.0,24.0
582.0,0.06,45.0,2056.0,Black Me Stout,American Stout,236.0,12.0
583.0,0.05,22.0,2055.0,Killer Kolsch,Kölsch,236.0,12.0
584.0,0.07,65.0,1933.0,Missile IPA,American IPA,236.0,12.0
585.0,0.045,NaN,2019.0,Enlighten,Kölsch,250.0,16.0
586.0,0.065,8.0,2018.0,Ale Cider,Fruit / Vegetable Beer,250.0,16.0
587.0,0.055,30.0,2017.0,Pail Ale,American Pale Ale (APA),250.0,16.0
588.0,0.045,NaN,2016.0,Englishman,English Brown Ale,250.0,16.0
589.0,0.08,69.0,2080.0,8 Barrel,American Strong Ale,226.0,16.0
590.0,0.055,40.0,2079.0,Oktoberfest,Märzen / Oktoberfest,226.0,16.0
591.0,0.057,58.0,2380.0,IPA #11,American IPA,121.0,16.0
592.0,0.057,10.0,2379.0,Blood Orange Honey,Fruit / Vegetable Beer,121.0,16.0
593.0,0.052,NaN,2354.0,Lighthouse Amber,Altbier,121.0,16.0
594.0,0.089,126.0,2440.0,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99.0,12.0
595.0,0.049,29.0,567.0,Churchkey Pilsner Style Beer,American Pilsner,526.0,12.0
596.0,0.05,NaN,1342.0,First Press,Cider,425.0,12.0
597.0,0.05,NaN,1341.0,Magic Apple,Cider,425.0,12.0
598.0,0.055,25.0,2349.0,Cubano Espresso,Bock,141.0,12.0
599.0,0.062,65.0,2014.0,Operation Homefront,American IPA,141.0,12.0
600.0,0.0819999999999999,65.0,2013.0,Wandering Pelican,American Black Ale,141.0,12.0
601.0,0.055,NaN,2012.0,Sugar Plum,American Brown Ale,141.0,12.0
602.0,0.055,NaN,2011.0,Oktoberfest,Märzen / Oktoberfest,141.0,12.0
603.0,0.06,NaN,2010.0,Puppy s Breath Porter,American Porter,141.0,12.0
604.0,0.045,NaN,2009.0,Happening Now,American IPA,141.0,12.0
605.0,0.07,60.0,1726.0,Hopped on the High Seas (Hop #529),American IPA,141.0,12.0
606.0,0.07,60.0,1725.0,Hopped on the High Seas (Calypso),American IPA,141.0,12.0
607.0,0.063,NaN,1695.0,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141.0,12.0
608.0,0.07,60.0,1694.0,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141.0,12.0
609.0,0.07,60.0,1693.0,Hopped on the High Seas (Citra),American IPA,141.0,12.0
610.0,0.07,60.0,1692.0,Hopped on the High Seas (Ahtanum),American IPA,141.0,12.0
611.0,0.055,NaN,1369.0,Gwar Beer,American Pale Ale (APA),141.0,12.0
612.0,0.052,NaN,1243.0,Tropical Heatwave,American Pale Wheat Ale,141.0,16.0
613.0,0.075,70.0,1142.0,Humidor Series India Pale Ale,American IPA,141.0,12.0
614.0,0.075,70.0,1141.0,Jai Alai IPA Aged on White Oak,American IPA,141.0,12.0
615.0,0.08,65.0,1140.0,José Martí American Porter,American Porter,141.0,12.0
616.0,0.05,NaN,1139.0,Invasion Pale Ale,American Pale Ale (APA),141.0,12.0
617.0,0.055,25.0,1138.0,Maduro Brown Ale,English Brown Ale,141.0,12.0
618.0,0.055,25.0,571.0,Maduro Brown Ale,American Brown Ale,141.0,12.0
619.0,0.05,NaN,570.0,Hotter Than Helles Lager,Munich Helles Lager,141.0,12.0
620.0,0.072,75.0,569.0,Tocobaga Red Ale,American Amber / Red Ale,141.0,12.0
621.0,0.075,70.0,546.0,Jai Alai IPA,American IPA,141.0,12.0
622.0,0.05,18.0,545.0,Florida Cracker Belgian Wit,Witbier,141.0,12.0
623.0,0.048,NaN,2338.0,Shark Tracker Light lager,Light Lager,145.0,12.0
624.0,0.06,NaN,1365.0,Pumple Drumkin,Pumpkin Ale,145.0,12.0
625.0,0.045,NaN,1094.0,Grey Lady,Witbier,145.0,12.0
626.0,0.062,NaN,657.0,Summer of Lager,Munich Helles Lager,145.0,12.0
627.0,0.065,NaN,656.0,Indie Pale Ale,American IPA,145.0,12.0
628.0,0.038,NaN,359.0,Sankaty Light Lager,Light Lager,145.0,12.0
629.0,0.0559999999999999,NaN,56.0,Whale s Tale Pale Ale,English Pale Ale,145.0,12.0
630.0,0.067,60.0,1772.0,Jacaranada Rye IPA,American IPA,320.0,16.0
