REG_ADM,ANNEE,MOIS,TYPE,NOMBRE
05-ESTRIE,2021.0,5.0,02 - Nombre d'avis de non-conformité,19
05-ESTRIE,2021.0,5.0,03 - Nombre d'infractions constatées,23
05-ESTRIE,2021.0,5.0,07 - Montant des amendes imposées,1500
05-ESTRIE,2021.0,5.0,08 - Nombre d'échantillons prélevés,28
05-ESTRIE,2021.0,5.0,09 - Nombre d'analyses,53
05-ESTRIE,2021.0,5.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),5
05-ESTRIE,2021.0,6.0,01 - Nombre d'inspections,162
05-ESTRIE,2021.0,6.0,02 - Nombre d'avis de non-conformité,28
05-ESTRIE,2021.0,6.0,03 - Nombre d'infractions constatées,33
05-ESTRIE,2021.0,6.0,07 - Montant des amendes imposées,1250
05-ESTRIE,2021.0,6.0,08 - Nombre d'échantillons prélevés,12
05-ESTRIE,2021.0,6.0,09 - Nombre d'analyses,49
05-ESTRIE,2021.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),7
05-ESTRIE,2021.0,6.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),6
05-ESTRIE,2021.0,7.0,01 - Nombre d'inspections,203
05-ESTRIE,2021.0,7.0,02 - Nombre d'avis de non-conformité,18
05-ESTRIE,2021.0,7.0,03 - Nombre d'infractions constatées,26
05-ESTRIE,2021.0,7.0,07 - Montant des amendes imposées,1750
05-ESTRIE,2021.0,7.0,08 - Nombre d'échantillons prélevés,20
05-ESTRIE,2021.0,7.0,09 - Nombre d'analyses,76
05-ESTRIE,2021.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),5
05-ESTRIE,2021.0,8.0,01 - Nombre d'inspections,237
05-ESTRIE,2021.0,8.0,02 - Nombre d'avis de non-conformité,33
05-ESTRIE,2021.0,8.0,03 - Nombre d'infractions constatées,41
05-ESTRIE,2021.0,8.0,07 - Montant des amendes imposées,2000
05-ESTRIE,2021.0,8.0,08 - Nombre d'échantillons prélevés,40
05-ESTRIE,2021.0,8.0,09 - Nombre d'analyses,120
05-ESTRIE,2021.0,8.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),1
05-ESTRIE,2021.0,8.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),8
05-ESTRIE,2021.0,9.0,01 - Nombre d'inspections,198
05-ESTRIE,2021.0,9.0,02 - Nombre d'avis de non-conformité,26
06-MONTREAL,2021.0,3.0,12 - Nombre de plaintes enregistrées,1
06-MONTREAL,2021.0,9.0,12 - Nombre de plaintes enregistrées,1
07-OUTAOUAIS,2021.0,1.0,01 - Nombre d'inspections,105
07-OUTAOUAIS,2021.0,1.0,02 - Nombre d'avis de non-conformité,15
07-OUTAOUAIS,2021.0,1.0,03 - Nombre d'infractions constatées,20
07-OUTAOUAIS,2021.0,1.0,07 - Montant des amendes imposées,4500
07-OUTAOUAIS,2021.0,1.0,08 - Nombre d'échantillons prélevés,2
07-OUTAOUAIS,2021.0,1.0,09 - Nombre d'analyses,12
07-OUTAOUAIS,2021.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),22
07-OUTAOUAIS,2021.0,1.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),45
07-OUTAOUAIS,2021.0,1.0,15 - Nombre d'ordonnances de restreindre les opérations,1
07-OUTAOUAIS,2021.0,2.0,01 - Nombre d'inspections,154
07-OUTAOUAIS,2021.0,2.0,02 - Nombre d'avis de non-conformité,26
07-OUTAOUAIS,2021.0,2.0,03 - Nombre d'infractions constatées,40
07-OUTAOUAIS,2021.0,2.0,07 - Montant des amendes imposées,7750
07-OUTAOUAIS,2021.0,2.0,08 - Nombre d'échantillons prélevés,38
04-MAURICIE,2021.0,7.0,01 - Nombre d'inspections,99
04-MAURICIE,2021.0,7.0,02 - Nombre d'avis de non-conformité,15
04-MAURICIE,2021.0,7.0,03 - Nombre d'infractions constatées,18
04-MAURICIE,2021.0,7.0,08 - Nombre d'échantillons prélevés,10
04-MAURICIE,2021.0,7.0,09 - Nombre d'analyses,33
04-MAURICIE,2021.0,8.0,01 - Nombre d'inspections,82
04-MAURICIE,2021.0,8.0,02 - Nombre d'avis de non-conformité,11
04-MAURICIE,2021.0,8.0,03 - Nombre d'infractions constatées,13
04-MAURICIE,2021.0,8.0,08 - Nombre d'échantillons prélevés,14
04-MAURICIE,2021.0,8.0,09 - Nombre d'analyses,43
04-MAURICIE,2021.0,9.0,01 - Nombre d'inspections,115
04-MAURICIE,2021.0,9.0,02 - Nombre d'avis de non-conformité,10
04-MAURICIE,2021.0,9.0,03 - Nombre d'infractions constatées,19
04-MAURICIE,2021.0,9.0,07 - Montant des amendes imposées,4250
04-MAURICIE,2021.0,9.0,08 - Nombre d'échantillons prélevés,44
04-MAURICIE,2021.0,9.0,09 - Nombre d'analyses,108
04-MAURICIE,2021.0,9.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),5
04-MAURICIE,2021.0,9.0,16 - Nombre d'ordonnances de cesser les opérations,1
05-ESTRIE,2021.0,1.0,03 - Nombre d'infractions constatées,21
05-ESTRIE,2021.0,1.0,07 - Montant des amendes imposées,750
05-ESTRIE,2021.0,1.0,08 - Nombre d'échantillons prélevés,8
05-ESTRIE,2021.0,1.0,09 - Nombre d'analyses,42
05-ESTRIE,2021.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),10227
05-ESTRIE,2021.0,1.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),5
05-ESTRIE,2021.0,1.0,12 - Nombre de plaintes enregistrées,8
05-ESTRIE,2021.0,2.0,12 - Nombre de plaintes enregistrées,15
05-ESTRIE,2021.0,3.0,12 - Nombre de plaintes enregistrées,22
05-ESTRIE,2021.0,4.0,12 - Nombre de plaintes enregistrées,18
05-ESTRIE,2021.0,5.0,12 - Nombre de plaintes enregistrées,31
05-ESTRIE,2021.0,6.0,12 - Nombre de plaintes enregistrées,22
05-ESTRIE,2021.0,7.0,12 - Nombre de plaintes enregistrées,18
05-ESTRIE,2021.0,8.0,12 - Nombre de plaintes enregistrées,19
05-ESTRIE,2021.0,9.0,12 - Nombre de plaintes enregistrées,21
04-MAURICIE,2021.0,1.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),1
04-MAURICIE,2021.0,1.0,23 - Nombre d'avis administratifs émis par la direction,1
04-MAURICIE,2021.0,2.0,01 - Nombre d'inspections,64
04-MAURICIE,2021.0,2.0,02 - Nombre d'avis de non-conformité,5
04-MAURICIE,2021.0,2.0,03 - Nombre d'infractions constatées,7
04-MAURICIE,2021.0,2.0,07 - Montant des amendes imposées,250
04-MAURICIE,2021.0,2.0,08 - Nombre d'échantillons prélevés,14
05-ESTRIE,2021.0,9.0,03 - Nombre d'infractions constatées,30
05-ESTRIE,2021.0,9.0,07 - Montant des amendes imposées,1000
05-ESTRIE,2021.0,9.0,08 - Nombre d'échantillons prélevés,32
05-ESTRIE,2021.0,9.0,09 - Nombre d'analyses,72
05-ESTRIE,2021.0,9.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),1
05-ESTRIE,2021.0,9.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),27
05-ESTRIE,2021.0,1.0,01 - Nombre d'inspections,117
05-ESTRIE,2021.0,1.0,02 - Nombre d'avis de non-conformité,17
07-OUTAOUAIS,2021.0,1.0,12 - Nombre de plaintes enregistrées,16
07-OUTAOUAIS,2021.0,2.0,12 - Nombre de plaintes enregistrées,14
07-OUTAOUAIS,2021.0,3.0,12 - Nombre de plaintes enregistrées,15
07-OUTAOUAIS,2021.0,4.0,12 - Nombre de plaintes enregistrées,19
07-OUTAOUAIS,2021.0,5.0,12 - Nombre de plaintes enregistrées,11
07-OUTAOUAIS,2021.0,6.0,12 - Nombre de plaintes enregistrées,14
07-OUTAOUAIS,2021.0,7.0,12 - Nombre de plaintes enregistrées,12
07-OUTAOUAIS,2021.0,8.0,12 - Nombre de plaintes enregistrées,17
07-OUTAOUAIS,2021.0,9.0,12 - Nombre de plaintes enregistrées,12
07-OUTAOUAIS,2021.0,10.0,12 - Nombre de plaintes enregistrées,1
05-ESTRIE,2021.0,2.0,01 - Nombre d'inspections,192
05-ESTRIE,2021.0,2.0,02 - Nombre d'avis de non-conformité,25
05-ESTRIE,2021.0,2.0,03 - Nombre d'infractions constatées,29
05-ESTRIE,2021.0,2.0,07 - Montant des amendes imposées,3000
05-ESTRIE,2021.0,2.0,08 - Nombre d'échantillons prélevés,43
05-ESTRIE,2021.0,2.0,09 - Nombre d'analyses,82
03-CAPITALE-NATIONALE,2021.0,6.0,02 - Nombre d'avis de non-conformité,42
03-CAPITALE-NATIONALE,2021.0,6.0,03 - Nombre d'infractions constatées,59
03-CAPITALE-NATIONALE,2021.0,6.0,07 - Montant des amendes imposées,1500
03-CAPITALE-NATIONALE,2021.0,6.0,08 - Nombre d'échantillons prélevés,65
03-CAPITALE-NATIONALE,2021.0,6.0,09 - Nombre d'analyses,165
03-CAPITALE-NATIONALE,2021.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),254
03-CAPITALE-NATIONALE,2021.0,6.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),10
03-CAPITALE-NATIONALE,2021.0,7.0,01 - Nombre d'inspections,226
03-CAPITALE-NATIONALE,2021.0,7.0,02 - Nombre d'avis de non-conformité,37
03-CAPITALE-NATIONALE,2021.0,7.0,03 - Nombre d'infractions constatées,53
03-CAPITALE-NATIONALE,2021.0,7.0,07 - Montant des amendes imposées,5250
03-CAPITALE-NATIONALE,2021.0,7.0,08 - Nombre d'échantillons prélevés,79
03-CAPITALE-NATIONALE,2021.0,7.0,09 - Nombre d'analyses,254
03-CAPITALE-NATIONALE,2021.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),7
03-CAPITALE-NATIONALE,2021.0,7.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),82
03-CAPITALE-NATIONALE,2021.0,8.0,01 - Nombre d'inspections,211
03-CAPITALE-NATIONALE,2021.0,8.0,02 - Nombre d'avis de non-conformité,40
03-CAPITALE-NATIONALE,2021.0,8.0,03 - Nombre d'infractions constatées,55
03-CAPITALE-NATIONALE,2021.0,8.0,07 - Montant des amendes imposées,1250
03-CAPITALE-NATIONALE,2021.0,8.0,08 - Nombre d'échantillons prélevés,74
03-CAPITALE-NATIONALE,2021.0,8.0,09 - Nombre d'analyses,236
03-CAPITALE-NATIONALE,2021.0,8.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),75
03-CAPITALE-NATIONALE,2021.0,8.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),16
03-CAPITALE-NATIONALE,2021.0,9.0,01 - Nombre d'inspections,292
03-CAPITALE-NATIONALE,2021.0,9.0,02 - Nombre d'avis de non-conformité,46
03-CAPITALE-NATIONALE,2021.0,9.0,03 - Nombre d'infractions constatées,77
03-CAPITALE-NATIONALE,2021.0,9.0,07 - Montant des amendes imposées,2498
03-CAPITALE-NATIONALE,2021.0,9.0,08 - Nombre d'échantillons prélevés,78
03-CAPITALE-NATIONALE,2021.0,9.0,09 - Nombre d'analyses,147
03-CAPITALE-NATIONALE,2021.0,9.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),2
03-CAPITALE-NATIONALE,2021.0,9.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),24
04-MAURICIE,2021.0,1.0,01 - Nombre d'inspections,126
04-MAURICIE,2021.0,1.0,02 - Nombre d'avis de non-conformité,7
04-MAURICIE,2021.0,1.0,03 - Nombre d'infractions constatées,10
04-MAURICIE,2021.0,1.0,07 - Montant des amendes imposées,3000
04-MAURICIE,2021.0,1.0,08 - Nombre d'échantillons prélevés,7
04-MAURICIE,2021.0,1.0,09 - Nombre d'analyses,35
04-MAURICIE,2021.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),22
04-MAURICIE,2021.0,1.0,12 - Nombre de plaintes enregistrées,11
04-MAURICIE,2021.0,2.0,09 - Nombre d'analyses,49
04-MAURICIE,2021.0,3.0,01 - Nombre d'inspections,65
04-MAURICIE,2021.0,3.0,02 - Nombre d'avis de non-conformité,6
04-MAURICIE,2021.0,3.0,03 - Nombre d'infractions constatées,11
04-MAURICIE,2021.0,3.0,07 - Montant des amendes imposées,4500
04-MAURICIE,2021.0,3.0,08 - Nombre d'échantillons prélevés,10
04-MAURICIE,2021.0,3.0,09 - Nombre d'analyses,49
04-MAURICIE,2021.0,3.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),3
04-MAURICIE,2021.0,4.0,01 - Nombre d'inspections,93
04-MAURICIE,2021.0,4.0,02 - Nombre d'avis de non-conformité,10
04-MAURICIE,2021.0,4.0,03 - Nombre d'infractions constatées,17
04-MAURICIE,2021.0,4.0,07 - Montant des amendes imposées,750
04-MAURICIE,2021.0,4.0,08 - Nombre d'échantillons prélevés,6
04-MAURICIE,2021.0,4.0,09 - Nombre d'analyses,25
04-MAURICIE,2021.0,4.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),95
04-MAURICIE,2021.0,5.0,01 - Nombre d'inspections,103
04-MAURICIE,2021.0,5.0,02 - Nombre d'avis de non-conformité,13
04-MAURICIE,2021.0,5.0,03 - Nombre d'infractions constatées,20
04-MAURICIE,2021.0,5.0,08 - Nombre d'échantillons prélevés,27
04-MAURICIE,2021.0,5.0,09 - Nombre d'analyses,68
04-MAURICIE,2021.0,6.0,01 - Nombre d'inspections,89
04-MAURICIE,2021.0,6.0,02 - Nombre d'avis de non-conformité,10
04-MAURICIE,2021.0,6.0,03 - Nombre d'infractions constatées,15
04-MAURICIE,2021.0,6.0,07 - Montant des amendes imposées,250
04-MAURICIE,2021.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),12
03-CAPITALE-NATIONALE,2021.0,8.0,12 - Nombre de plaintes enregistrées,43
03-CAPITALE-NATIONALE,2021.0,9.0,12 - Nombre de plaintes enregistrées,50
03-CAPITALE-NATIONALE,2021.0,10.0,12 - Nombre de plaintes enregistrées,4
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,5.0,02 - Nombre d'avis de non-conformité,9
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,5.0,03 - Nombre d'infractions constatées,11
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,5.0,07 - Montant des amendes imposées,1250
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,5.0,08 - Nombre d'échantillons prélevés,18
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,5.0,09 - Nombre d'analyses,42
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,5.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),8
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,5.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),7
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,6.0,01 - Nombre d'inspections,22
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,6.0,02 - Nombre d'avis de non-conformité,4
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,6.0,03 - Nombre d'infractions constatées,6
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,6.0,08 - Nombre d'échantillons prélevés,7
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,6.0,09 - Nombre d'analyses,20
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,7.0,01 - Nombre d'inspections,68
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,7.0,02 - Nombre d'avis de non-conformité,15
03-CAPITALE-NATIONALE,2021.0,1.0,01 - Nombre d'inspections,236
03-CAPITALE-NATIONALE,2021.0,1.0,02 - Nombre d'avis de non-conformité,39
03-CAPITALE-NATIONALE,2021.0,1.0,03 - Nombre d'infractions constatées,51
03-CAPITALE-NATIONALE,2021.0,1.0,07 - Montant des amendes imposées,1750
03-CAPITALE-NATIONALE,2021.0,1.0,08 - Nombre d'échantillons prélevés,78
03-CAPITALE-NATIONALE,2021.0,1.0,09 - Nombre d'analyses,220
03-CAPITALE-NATIONALE,2021.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),27
03-CAPITALE-NATIONALE,2021.0,1.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),25
03-CAPITALE-NATIONALE,2021.0,2.0,01 - Nombre d'inspections,258
03-CAPITALE-NATIONALE,2021.0,2.0,02 - Nombre d'avis de non-conformité,29
03-CAPITALE-NATIONALE,2021.0,2.0,03 - Nombre d'infractions constatées,41
03-CAPITALE-NATIONALE,2021.0,2.0,07 - Montant des amendes imposées,5000
03-CAPITALE-NATIONALE,2021.0,2.0,08 - Nombre d'échantillons prélevés,63
03-CAPITALE-NATIONALE,2021.0,2.0,09 - Nombre d'analyses,167
03-CAPITALE-NATIONALE,2021.0,2.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),47
03-CAPITALE-NATIONALE,2021.0,3.0,01 - Nombre d'inspections,279
03-CAPITALE-NATIONALE,2021.0,3.0,02 - Nombre d'avis de non-conformité,44
03-CAPITALE-NATIONALE,2021.0,3.0,03 - Nombre d'infractions constatées,59
03-CAPITALE-NATIONALE,2021.0,3.0,07 - Montant des amendes imposées,2500
03-CAPITALE-NATIONALE,2021.0,3.0,08 - Nombre d'échantillons prélevés,63
03-CAPITALE-NATIONALE,2021.0,3.0,09 - Nombre d'analyses,215
03-CAPITALE-NATIONALE,2021.0,3.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),26
03-CAPITALE-NATIONALE,2021.0,3.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),2
03-CAPITALE-NATIONALE,2021.0,4.0,01 - Nombre d'inspections,191
03-CAPITALE-NATIONALE,2021.0,4.0,02 - Nombre d'avis de non-conformité,39
03-CAPITALE-NATIONALE,2021.0,4.0,03 - Nombre d'infractions constatées,48
03-CAPITALE-NATIONALE,2021.0,4.0,07 - Montant des amendes imposées,3000
03-CAPITALE-NATIONALE,2021.0,4.0,08 - Nombre d'échantillons prélevés,49
03-CAPITALE-NATIONALE,2021.0,4.0,09 - Nombre d'analyses,183
03-CAPITALE-NATIONALE,2021.0,4.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),77
03-CAPITALE-NATIONALE,2021.0,4.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),48
03-CAPITALE-NATIONALE,2021.0,5.0,01 - Nombre d'inspections,171
03-CAPITALE-NATIONALE,2021.0,5.0,02 - Nombre d'avis de non-conformité,31
04-MAURICIE,2021.0,2.0,12 - Nombre de plaintes enregistrées,12
04-MAURICIE,2021.0,3.0,12 - Nombre de plaintes enregistrées,11
04-MAURICIE,2021.0,4.0,12 - Nombre de plaintes enregistrées,14
04-MAURICIE,2021.0,5.0,12 - Nombre de plaintes enregistrées,14
04-MAURICIE,2021.0,6.0,12 - Nombre de plaintes enregistrées,11
04-MAURICIE,2021.0,7.0,12 - Nombre de plaintes enregistrées,14
04-MAURICIE,2021.0,8.0,12 - Nombre de plaintes enregistrées,17
04-MAURICIE,2021.0,9.0,12 - Nombre de plaintes enregistrées,9
03-CAPITALE-NATIONALE,2021.0,5.0,03 - Nombre d'infractions constatées,46
03-CAPITALE-NATIONALE,2021.0,5.0,07 - Montant des amendes imposées,2000
03-CAPITALE-NATIONALE,2021.0,5.0,08 - Nombre d'échantillons prélevés,58
03-CAPITALE-NATIONALE,2021.0,5.0,09 - Nombre d'analyses,190
03-CAPITALE-NATIONALE,2021.0,5.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),3
03-CAPITALE-NATIONALE,2021.0,6.0,01 - Nombre d'inspections,236
01-BAS-SAINT-LAURENT,2021.0,5.0,01 - Nombre d'inspections,68
01-BAS-SAINT-LAURENT,2021.0,5.0,02 - Nombre d'avis de non-conformité,4
01-BAS-SAINT-LAURENT,2021.0,5.0,03 - Nombre d'infractions constatées,5
01-BAS-SAINT-LAURENT,2021.0,5.0,07 - Montant des amendes imposées,500
01-BAS-SAINT-LAURENT,2021.0,5.0,08 - Nombre d'échantillons prélevés,9
01-BAS-SAINT-LAURENT,2021.0,5.0,09 - Nombre d'analyses,37
01-BAS-SAINT-LAURENT,2021.0,6.0,01 - Nombre d'inspections,74
01-BAS-SAINT-LAURENT,2021.0,6.0,02 - Nombre d'avis de non-conformité,6
01-BAS-SAINT-LAURENT,2021.0,6.0,03 - Nombre d'infractions constatées,8
01-BAS-SAINT-LAURENT,2021.0,6.0,07 - Montant des amendes imposées,2000
01-BAS-SAINT-LAURENT,2021.0,6.0,08 - Nombre d'échantillons prélevés,9
01-BAS-SAINT-LAURENT,2021.0,6.0,09 - Nombre d'analyses,45
01-BAS-SAINT-LAURENT,2021.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),2
01-BAS-SAINT-LAURENT,2021.0,7.0,01 - Nombre d'inspections,99
01-BAS-SAINT-LAURENT,2021.0,7.0,02 - Nombre d'avis de non-conformité,16
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,1.0,07 - Montant des amendes imposées,2250
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,1.0,08 - Nombre d'échantillons prélevés,9
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,1.0,09 - Nombre d'analyses,48
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,2.0,01 - Nombre d'inspections,10
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,2.0,02 - Nombre d'avis de non-conformité,2
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,2.0,03 - Nombre d'infractions constatées,3
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,2.0,07 - Montant des amendes imposées,250
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,2.0,08 - Nombre d'échantillons prélevés,4
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,2.0,09 - Nombre d'analyses,4
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,2.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),19
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,3.0,01 - Nombre d'inspections,53
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,3.0,02 - Nombre d'avis de non-conformité,18
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,3.0,03 - Nombre d'infractions constatées,24
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,3.0,07 - Montant des amendes imposées,500
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,3.0,08 - Nombre d'échantillons prélevés,26
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,3.0,09 - Nombre d'analyses,47
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,3.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),11
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,3.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),18
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,4.0,01 - Nombre d'inspections,26
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,4.0,02 - Nombre d'avis de non-conformité,6
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,4.0,03 - Nombre d'infractions constatées,6
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,4.0,07 - Montant des amendes imposées,1000
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,4.0,08 - Nombre d'échantillons prélevés,20
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,4.0,09 - Nombre d'analyses,31
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,4.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),1
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,5.0,01 - Nombre d'inspections,47
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,7.0,03 - Nombre d'infractions constatées,17
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,7.0,07 - Montant des amendes imposées,750
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,7.0,08 - Nombre d'échantillons prélevés,9
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,7.0,09 - Nombre d'analyses,24
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),2
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,8.0,01 - Nombre d'inspections,33
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,8.0,02 - Nombre d'avis de non-conformité,16
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,8.0,03 - Nombre d'infractions constatées,23
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,8.0,08 - Nombre d'échantillons prélevés,1
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,8.0,09 - Nombre d'analyses,4
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,9.0,01 - Nombre d'inspections,58
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,9.0,02 - Nombre d'avis de non-conformité,8
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,9.0,03 - Nombre d'infractions constatées,9
03-CAPITALE-NATIONALE,2021.0,1.0,12 - Nombre de plaintes enregistrées,29
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,1.0,01 - Nombre d'inspections,21
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,1.0,02 - Nombre d'avis de non-conformité,3
02-SAGUENAY--LAC-SAINT-JEAN,2021.0,1.0,03 - Nombre d'infractions constatées,4
03-CAPITALE-NATIONALE,2021.0,2.0,12 - Nombre de plaintes enregistrées,28
03-CAPITALE-NATIONALE,2021.0,3.0,12 - Nombre de plaintes enregistrées,46
03-CAPITALE-NATIONALE,2021.0,4.0,12 - Nombre de plaintes enregistrées,36
03-CAPITALE-NATIONALE,2021.0,5.0,12 - Nombre de plaintes enregistrées,41
03-CAPITALE-NATIONALE,2021.0,6.0,12 - Nombre de plaintes enregistrées,32
03-CAPITALE-NATIONALE,2021.0,7.0,12 - Nombre de plaintes enregistrées,46
01-BAS-SAINT-LAURENT,2021.0,1.0,12 - Nombre de plaintes enregistrées,4
01-BAS-SAINT-LAURENT,2021.0,2.0,12 - Nombre de plaintes enregistrées,3
01-BAS-SAINT-LAURENT,2021.0,3.0,12 - Nombre de plaintes enregistrées,9
01-BAS-SAINT-LAURENT,2021.0,4.0,12 - Nombre de plaintes enregistrées,11
01-BAS-SAINT-LAURENT,2021.0,5.0,12 - Nombre de plaintes enregistrées,10
01-BAS-SAINT-LAURENT,2021.0,6.0,12 - Nombre de plaintes enregistrées,8
01-BAS-SAINT-LAURENT,2021.0,7.0,12 - Nombre de plaintes enregistrées,10
01-BAS-SAINT-LAURENT,2021.0,8.0,12 - Nombre de plaintes enregistrées,12
01-BAS-SAINT-LAURENT,2021.0,9.0,12 - Nombre de plaintes enregistrées,5
00-HORS QUÉBEC,2021.0,1.0,07 - Montant des amendes imposées,2000
00-HORS QUÉBEC,2021.0,2.0,12 - Nombre de plaintes enregistrées,1
00-HORS QUÉBEC,2021.0,3.0,07 - Montant des amendes imposées,2000
00-HORS QUÉBEC,2021.0,4.0,12 - Nombre de plaintes enregistrées,1
00-HORS QUÉBEC,2021.0,6.0,01 - Nombre d'inspections,3
00-HORS QUÉBEC,2021.0,8.0,01 - Nombre d'inspections,1
01-BAS-SAINT-LAURENT,2021.0,7.0,03 - Nombre d'infractions constatées,24
01-BAS-SAINT-LAURENT,2021.0,7.0,08 - Nombre d'échantillons prélevés,31
01-BAS-SAINT-LAURENT,2021.0,7.0,09 - Nombre d'analyses,67
01-BAS-SAINT-LAURENT,2021.0,8.0,01 - Nombre d'inspections,78
01-BAS-SAINT-LAURENT,2021.0,8.0,02 - Nombre d'avis de non-conformité,12
01-BAS-SAINT-LAURENT,2021.0,8.0,03 - Nombre d'infractions constatées,18
01-BAS-SAINT-LAURENT,2021.0,8.0,08 - Nombre d'échantillons prélevés,16
01-BAS-SAINT-LAURENT,2021.0,8.0,09 - Nombre d'analyses,43
