CARUID,CROP,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,LATITUDE,LONGITUDE
1205,lentils,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.1509018,-60.6903
1205,oats,51.9,60.6,58.8,55.0,41.7,90.0,60.9,54.2,66.1,66.7,52.0,56.2,57.7,65.6,58.0,74.0,63.0,66.0,74.0,54.0,58.0,60.0,66.0,60.0,67.0,62.0,57.3,63.7,66.5,73.8,60.0,72.6,46.1509018,-60.6903
1205,peas,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.1509018,-60.6903
1205,soybeans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,44.0,40.0,41.1,44.0,45.4,42.7,42.7,45.6,50.8,46.1509018,-60.6903
1205,spring_wheat,53.3,48.6,56.7,40.0,29.8,60.0,45.5,47.7,44.0,45.3,36.0,41.3,34.8,52.9,35.0,55.0,45.0,51.0,50.0,50.0,32.0,35.0,46.0,47.0,59.0,42.0,45.0,-999.0,-999.0,-999.0,-999.0,56.5,46.1509018,-60.6903
1205,winter_wheat,65.0,62.3,66.7,51.2,33.3,75.0,65.2,51.6,55.0,59.5,51.4,47.9,49.1,55.9,54.0,68.0,50.0,61.0,57.0,51.1,62.0,68.0,56.0,48.0,70.0,65.1,61.8,61.5,74.7,73.1,74.6,72.9,46.1509018,-60.6903
1301,barley,61.5,56.2,65.0,56.3,50.0,67.5,53.3,47.1,49.6,63.0,62.0,52.0,62.5,65.0,60.0,69.0,61.0,58.0,60.0,42.0,64.0,53.0,57.0,58.0,39.0,57.0,53.8,54.4,66.7,65.0,69.3,53.1,46.6025009,-67.3740997
1301,canola,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34.5,46.6025009,-67.3740997
1301,corn,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,106.0,116.0,115.0,110.0,112.0,81.0,105.0,110.0,106.7,118.4,121.7,134.2,121.2,46.6025009,-67.3740997
1301,durum_wheat,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.6025009,-67.3740997
1301,flaxseed,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.6025009,-67.3740997
1301,lentils,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.6025009,-67.3740997
1301,oats,56.0,56.7,60.6,55.0,50.0,70.6,58.7,52.9,53.9,75.0,66.0,73.0,64.0,75.0,62.0,73.0,65.0,66.0,72.0,63.0,74.0,60.0,61.0,71.0,48.0,67.0,67.9,67.6,77.2,74.1,77.6,61.9,46.6025009,-67.3740997
1301,peas,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.6025009,-67.3740997
1301,soybeans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35.0,31.0,34.0,30.3,34.5,34.6,36.0,28.3,41.7,46.6025009,-67.3740997
1301,spring_wheat,49.2,52.2,50.0,50.0,50.1,60.0,49.5,31.4,36.5,55.1,50.0,60.0,58.6,50.0,43.0,59.0,39.0,45.1,48.0,28.2,42.0,40.0,30.0,49.0,49.0,45.0,47.0,42.0,51.0,49.4,54.3,50.5,46.6025009,-67.3740997
1301,winter_wheat,46.7,40.0,50.0,40.0,35.0,25.0,53.3,34.0,45.0,51.7,47.0,41.0,54.3,65.0,47.0,55.0,47.0,48.0,42.0,41.0,56.0,32.0,49.0,48.0,55.0,50.0,52.7,-999.0,-999.0,-999.0,-999.0,51.1,46.6025009,-67.3740997
1302,barley,61.5,56.2,65.0,56.3,50.0,67.5,53.3,47.1,49.6,63.0,62.0,52.0,62.5,65.0,60.0,69.0,61.0,58.0,60.0,42.0,64.0,53.0,57.0,58.0,39.0,57.0,53.8,54.4,66.7,65.0,69.3,53.1,45.5779991,-66.2139969
1302,canola,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34.5,45.5779991,-66.2139969
1302,corn,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,106.0,116.0,115.0,110.0,112.0,81.0,105.0,110.0,106.7,118.4,121.7,134.2,121.2,45.5779991,-66.2139969
1302,durum_wheat,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,45.5779991,-66.2139969
1302,flaxseed,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,45.5779991,-66.2139969
1302,lentils,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,45.5779991,-66.2139969
1302,oats,56.0,56.7,60.6,55.0,50.0,70.6,58.7,52.9,53.9,75.0,66.0,73.0,64.0,75.0,62.0,73.0,65.0,66.0,72.0,63.0,74.0,60.0,61.0,71.0,48.0,67.0,67.9,67.6,77.2,74.1,77.6,61.9,45.5779991,-66.2139969
1302,peas,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,45.5779991,-66.2139969
1302,soybeans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35.0,31.0,34.0,30.3,34.5,34.6,36.0,28.3,41.7,45.5779991,-66.2139969
1302,spring_wheat,49.2,52.2,50.0,50.0,50.1,60.0,49.5,31.4,36.5,55.1,50.0,60.0,58.6,50.0,43.0,59.0,39.0,45.1,48.0,28.2,42.0,40.0,30.0,49.0,49.0,45.0,47.0,42.0,51.0,49.4,54.3,50.5,45.5779991,-66.2139969
1302,winter_wheat,46.7,40.0,50.0,40.0,35.0,25.0,53.3,34.0,45.0,51.7,47.0,41.0,54.3,65.0,47.0,55.0,47.0,48.0,42.0,41.0,56.0,32.0,49.0,48.0,55.0,50.0,52.7,-999.0,-999.0,-999.0,-999.0,51.1,45.5779991,-66.2139969
1303,barley,61.5,56.2,65.0,56.3,50.0,67.5,53.3,47.1,49.6,63.0,62.0,52.0,62.5,65.0,60.0,69.0,61.0,58.0,60.0,42.0,64.0,53.0,57.0,58.0,39.0,57.0,53.8,54.4,66.7,65.0,69.3,53.1,46.2284012,-64.8695984
1303,canola,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34.5,46.2284012,-64.8695984
1303,corn,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,106.0,116.0,115.0,110.0,112.0,81.0,105.0,110.0,106.7,118.4,121.7,134.2,121.2,46.2284012,-64.8695984
1303,durum_wheat,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.2284012,-64.8695984
1303,flaxseed,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.2284012,-64.8695984
1303,lentils,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.2284012,-64.8695984
1303,oats,56.0,56.7,60.6,55.0,50.0,70.6,58.7,52.9,53.9,75.0,66.0,73.0,64.0,75.0,62.0,73.0,65.0,66.0,72.0,63.0,74.0,60.0,61.0,71.0,48.0,67.0,67.9,67.6,77.2,74.1,77.6,61.9,46.2284012,-64.8695984
1303,peas,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.2284012,-64.8695984
1303,soybeans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35.0,31.0,34.0,30.3,34.5,34.6,36.0,28.3,41.7,46.2284012,-64.8695984
1303,spring_wheat,49.2,52.2,50.0,50.0,50.1,60.0,49.5,31.4,36.5,55.1,50.0,60.0,58.6,50.0,43.0,59.0,39.0,45.1,48.0,28.2,42.0,40.0,30.0,49.0,49.0,45.0,47.0,42.0,51.0,49.4,54.3,50.5,46.2284012,-64.8695984
1303,winter_wheat,46.7,40.0,50.0,40.0,35.0,25.0,53.3,34.0,45.0,51.7,47.0,41.0,54.3,65.0,47.0,55.0,47.0,48.0,42.0,41.0,56.0,32.0,49.0,48.0,55.0,50.0,52.7,-999.0,-999.0,-999.0,-999.0,51.1,46.2284012,-64.8695984
1304,barley,61.5,56.2,65.0,56.3,50.0,67.5,53.3,47.1,49.6,63.0,62.0,52.0,62.5,65.0,60.0,69.0,61.0,58.0,60.0,42.0,64.0,53.0,57.0,58.0,39.0,57.0,53.8,54.4,66.7,65.0,69.3,53.1,47.3476982,-66.1897964
1304,canola,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34.5,47.3476982,-66.1897964
1304,corn,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,106.0,116.0,115.0,110.0,112.0,81.0,105.0,110.0,106.7,118.4,121.7,134.2,121.2,47.3476982,-66.1897964
1304,durum_wheat,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.3476982,-66.1897964
1304,flaxseed,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.3476982,-66.1897964
1304,lentils,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.3476982,-66.1897964
1304,oats,56.0,56.7,60.6,55.0,50.0,70.6,58.7,52.9,53.9,75.0,66.0,73.0,64.0,75.0,62.0,73.0,65.0,66.0,72.0,63.0,74.0,60.0,61.0,71.0,48.0,67.0,67.9,67.6,77.2,74.1,77.6,61.9,47.3476982,-66.1897964
1304,peas,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.3476982,-66.1897964
1304,soybeans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35.0,31.0,34.0,30.3,34.5,34.6,36.0,28.3,41.7,47.3476982,-66.1897964
1304,spring_wheat,49.2,52.2,50.0,50.0,50.1,60.0,49.5,31.4,36.5,55.1,50.0,60.0,58.6,50.0,43.0,59.0,39.0,45.1,48.0,28.2,42.0,40.0,30.0,49.0,49.0,45.0,47.0,42.0,51.0,49.4,54.3,50.5,47.3476982,-66.1897964
1304,winter_wheat,46.7,40.0,50.0,40.0,35.0,25.0,53.3,34.0,45.0,51.7,47.0,41.0,54.3,65.0,47.0,55.0,47.0,48.0,42.0,41.0,56.0,32.0,49.0,48.0,55.0,50.0,52.7,-999.0,-999.0,-999.0,-999.0,51.1,47.3476982,-66.1897964
2401,barley,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,62.7,46.8,54.6,56.6,48.9,57.4,54.9,51.7,63.2,59.6,56.2,49.7,48.2313004,-68.1911011
2401,canola,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35.8,37.7,41.3,40.1,37.5,39.9,38.7,38.9,39.5,33.1,37.6,38.8,32.9,34.9,35.7,38.9,35.7,39.3,37.7,39.7,41.2,44.3,43.8,48.2313004,-68.1911011
2401,corn,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.2313004,-68.1911011
2401,durum_wheat,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.2313004,-68.1911011
2401,flaxseed,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.2313004,-68.1911011
2401,lentils,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.2313004,-68.1911011
2401,oats,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,74.3,60.5,59.9,64.5,52.7,62.7,61.5,56.6,63.9,62.6,67.2,45.9,48.2313004,-68.1911011
2401,peas,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.2313004,-68.1911011
2401,soybeans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.2313004,-68.1911011
2401,spring_wheat,40.9,37.4,47.4,47.9,43.9,49.7,44.2,37.8,40.9,40.9,46.6,42.8,44.6,48.8,47.4,48.8,46.3,49.1,43.8,43.3,45.9,42.0,39.8,44.6,41.0,49.6,47.3,47.6,51.0,51.6,46.6,44.5,48.2313004,-68.1911011
2401,winter_wheat,47.9,45.4,41.7,36.5,35.7,36.7,47.7,38.5,46.3,44.6,39.7,37.2,44.6,44.6,39.7,44.6,45.3,42.0,43.1,52.0,47.9,41.3,47.8,48.3,48.0,53.1,51.2,50.8,57.1,60.6,54.7,55.8,48.2313004,-68.1911011
2402,barley,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,64.8,51.5,59.1,60.9,65.4,73.4,80.8,69.8,72.5,72.1,71.7,53.3,50.9267006,-66.9628983
2402,canola,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35.8,37.7,41.3,40.1,37.5,39.9,38.7,38.9,39.5,33.1,37.6,38.8,32.9,34.9,35.7,38.9,35.7,39.3,37.7,39.7,41.2,44.3,43.8,50.9267006,-66.9628983
2402,corn,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,126.0,141.4,-999.0,137.8,-999.0,123.9,50.9267006,-66.9628983
2402,durum_wheat,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,50.9267006,-66.9628983
2402,flaxseed,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,50.9267006,-66.9628983
2402,lentils,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,50.9267006,-66.9628983
2402,oats,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.8,68.2,67.1,66.0,67.8,66.5,81.6,70.4,73.3,67.2,60.2,45.2,50.9267006,-66.9628983
2402,peas,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,50.9267006,-66.9628983
2402,soybeans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,32.7,29.9,-999.0,35.2,33.4,41.7,50.9267006,-66.9628983
2402,spring_wheat,40.9,37.4,47.4,47.9,43.9,49.7,44.2,37.8,40.9,40.9,46.6,42.8,44.6,48.8,47.4,48.8,46.3,49.1,43.8,43.3,45.9,42.0,39.8,44.6,41.0,49.6,47.3,47.6,51.0,51.6,46.6,44.5,50.9267006,-66.9628983
2402,winter_wheat,47.9,45.4,41.7,36.5,35.7,36.7,47.7,38.5,46.3,44.6,39.7,37.2,44.6,44.6,39.7,44.6,45.3,42.0,43.1,52.0,47.9,41.3,47.8,48.3,48.0,53.1,51.2,50.8,57.1,60.6,54.7,55.8,50.9267006,-66.9628983
2403,barley,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,59.1,49.8,49.5,56.8,43.4,54.9,56.6,59.6,64.5,72.0,54.2,60.9,47.4211006,-71.1968002
2403,canola,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35.8,37.7,41.3,40.1,37.5,39.9,38.7,38.9,39.5,33.1,37.6,38.8,32.9,34.9,35.7,38.9,35.7,39.3,37.7,39.7,41.2,44.3,43.8,47.4211006,-71.1968002
2403,corn,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,130.9,104.6,103.3,139.1,109.2,134.0,133.1,130.1,153.8,154.7,138.9,130.7,47.4211006,-71.1968002
2403,durum_wheat,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.4211006,-71.1968002
2403,flaxseed,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.4211006,-71.1968002
2403,lentils,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.4211006,-71.1968002
2403,oats,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,69.5,56.2,54.5,75.0,61.3,69.9,58.6,76.8,75.9,70.2,64.4,128.8,47.4211006,-71.1968002
2403,peas,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.4211006,-71.1968002
2403,soybeans,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35.5,33.3,27.7,43.1,36.9,42.7,36.7,39.6,41.9,43.9,37.5,42.9,47.4211006,-71.1968002
2403,spring_wheat,40.9,37.4,47.4,47.9,43.9,49.7,44.2,37.8,40.9,40.9,46.6,42.8,44.6,48.8,47.4,48.8,46.3,49.1,43.8,43.3,45.9,42.0,39.8,44.6,41.0,49.6,47.3,47.6,51.0,51.6,46.6,44.5,47.4211006,-71.1968002
