reporting_period,line_number,member_name,province,role,meeting_hours,other_hours,remuneration,travel_expenses,notes_en,notes_fr,owner_org,owner_org_title
2020-2021-Q4,2,Robert Hanlon,ON,M-M,2.0,4.75,"$1,080.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps consacré aux réunions et le temps de préparation.,csc-scc,Correctional Service of Canada | Service correctionnel du Canada
2020-2021-Q4,3,Mindy Smith,BC,M-M,2.5,10.5,"$2,080.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps consacré aux réunions et le temps de préparation.,csc-scc,Correctional Service of Canada | Service correctionnel du Canada
2020-2021-Q4,4,Deborah Newman,ON,M-M,15.0,13.0,"$4,480.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps consacré aux réunions et le temps de préparation.,csc-scc,Correctional Service of Canada | Service correctionnel du Canada
2021-2022-Q1,1,Robert Hanlon,ON,C-P,7.5,8.0,"$3,100.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps consacré aux réunions et le temps de préparation.,csc-scc,Correctional Service of Canada | Service correctionnel du Canada
2021-2022-Q1,2,Mindy Smith,BC,M-M,10.5,28.0,"$6,160.00",$70.66,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps consacré aux réunions et le temps de préparation.,csc-scc,Correctional Service of Canada | Service correctionnel du Canada
2021-2022-Q1,3,Deborah Newman,ON,M-M,8.0,9.5,"$2,800.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps consacré aux réunions et le temps de préparation.,csc-scc,Correctional Service of Canada | Service correctionnel du Canada
2018-2019-Q2,1,James Wright,ON,M-M,7.0,15.5,"$3,600.00",$0.00,The total number of hours spent on preparation include time spent on preparing the DAC annual report,le nombre total des heures de preparation inclut le temps de preparation du rapport annual du CMV ,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2018-2019-Q2,2,Doris Larrivée,QC,M-M,5.5,13.25,"$3,000.00",$165.88,The total number of hours spent on preparation include time spent on preparing the DAC annual report,le nombre total des heures de preparation inclut le temps de preparation du rapport annual du CMV,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2018-2019-Q3,1,James Wright,ON,M-M,6.0,25.0,"$4,960.00",$913.35,The total number of hours spent on preparation include time spent attending the annual DAC Symposium and meeting with a CAS regional office managemen team,Le nombre total des heures de préparation inclut la présence au Symposium annuelle des CMV ainsi que le temps pour rencontrer l'équipe de gestion d'un bureau régional du SATJ,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2018-2019-Q3,2,Doris Larrivée,QC,M-M,6.0,37.5,"$6,960.00","$1,378.55",The total number of hours spent on preparation include time spent attending the annual DAC Symposium and meeting with a CAS regional office managemen team,Le nombre total des heures de préparation inclut la présence au Symposium annuelle des CMV ainsi que le temps pour rencontrer l'équipe de gestion d'un bureau régional du SATJ,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2018-2019-Q4,1,James Wright,ON,M-M,7.5,4.5,"$1,920.00",$0.00,The total remuneration includes time spent at meeting and preparation time.,La rémunération totale comprend le temps passé en réunion et le temps de préparation,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2018-2019-Q4,2,Doris Larrivée,QC,M-M,7.5,9.5,"$2,720.00",$138.18,"The total remuneration includes time spent at meeting, preparation time and  travel time from and to Montreal","La rémunération totale comprend le temps passé en réunion, le temps de préparation et le temps de déplacement entre Montréal et Ottawa",cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q1,1,John Hanna,ON,M-M,0.0,21.3,"$3,408.00",$25.59,"The total remuneration includes the June 13, 2019 intial meeting with the Chief Administrator and the preparation time for the AC meeting held on July 3, 2019.",La rémunération totale comprend le temps de la rencontre initiale avec l'Administrateur en chef du 13 juin 2019 et de la préparation préalable à la rencontre du CV tenue le 3  juillet 2019.,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q1,2,Doris Larrivée,QC,M-M,0.0,17.375,"$2,780.00",$0.00,"The total remuneration includes preparation time for the AC meeting held on July 3, 2019.",La rémunération totale comprend le temps de préparation préalable à la rencontre du CV tenue le 3 juillet 2019.,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q1,3,Micheline Van Erum,QC,M-M,0.0,10.45,"$1,672.00",$170.56,"The total remuneration includes the June 13, 2019 intial meeting with the Chief Administrator and the associated travel time, and the preparation time for the AC meeting held on July 3, 2019.",La rémunération totale comprend le temps de la rencontre initiale avec l'Administrateur en chef du 13 juin 2019 ainsi que le temps de déplacement y afférents et le temps de la préparation préalable à la rencontre du CV tenue le 3  juillet 2019.,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q2,1,John Hanna,ON,M-M,21.5,41.8,"$10,128.00",$77.19,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q2,2,Micheline Van Erum,QC,M-M,16.8,31.95,"$8,440.00","$1,308.29",,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q2,3,Doris Larrivee,QC,C-P,18.5,31.0,"$9,020.80",$632.51,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q3,1,John Hanna,ON,M-M,0.0,14.25,"$2,280.00",$27.98,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q3,3,Doris Larrivee,QC,C-P,7.5,28.75,"$7,250.00",$371.46,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q3,2,Micheline Van-Erum,QC,M-M,7.5,27.5,"$5,600.00",$955.94,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q4,1,John Hanna,ON,M-M,0.0,8.25,"$1,320.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q4,2,Micheline Van-Erum,QC,M-M,0.0,0.75,$120.00,$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2019-2020-Q4,3,Doris Larrivée,QC,C-P,0.0,1.0,$200.00,$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q1,1,Doris Larrivée,QC,C-P,8.25,14.0,"$4,450.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q1,2,Micheline Van-Erum,QC,M-M,8.25,12.5,"$3,320.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q1,3,John Hanna,ON,M-M,8.0,22.75,"$4,680.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q2,1,Doris Larrivée,QC,C-P,9.25,13.5,"$4,550.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q2,2,Micheline Van-Erum,QC,M-M,9.25,28.5,"$6,040.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q2,3,John Hanna,ON,M-M,9.0,16.75,"$4,120.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q3,1,Doris Larrivée,QC,C-P,22.75,12.75,"$4,550.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q3,2,Micheline Van-Erum,QC,M-M,26.75,16.75,"$4,280.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q3,3,John Hanna,ON,M-M,32.0,22.5,"$5,120.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2021-2022-Q1,1,Micheline Van-Erum,QC,C-P,10.0,22.0,"$6,400.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2021-2022-Q1,2,John Hanna,ON,M-M,10.0,23.5,"$5,360.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2021-2022-Q1,3,Patrick Finn,ON,M-M,9.0,15.0,"$3,840.00",$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q4,1,Micheline Van-Erum,QC,C-P,0.0,1.75,$350.00,$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q4,2,Micheline Van-Erum,QC,M-M,3.25,1.75,$800.00,$0.00,,,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2020-2021-Q4,3,John Hanna,QC,M-M,3.0,3.5,"$1,040.00",$0.00,"An adjustment was made on August 27, 2021 as an additional 1 hour was claimed on May 27, 2021 for work completed in February and March 2021.",Un ajustement a été effectué le 27 août 2021 car une heure supplémentaire a été réclamée le 27 mai 2021 pour des travaux effectués en février et mars 2021.,cas-satj,Courts Administration Service | Service administratif des tribunaux judiciaires
2018-2019-Q2,1,Howard Windsor,NS,C-P,1.92,9.6,"$2,304.00",$450.31,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q2,2,Glenda Yeates,ON,M-M,1.92,5.76,"$1,228.80",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q2,3,Lori Ell,AB,M-M,1.68,4.08,$921.60,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q2,4,Mike Joyce,ON,M-M,3.0,6.75,"$1,560.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q3,1,Howard Windsor,NS,C-P,4.5,18.0,"$4,500.00","$1,086.15",The total remuneration includes training.,La rémunération totale comprend la formation.,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q3,2,Glenda Yeates,ON,M-M,4.5,9.9,"$2,304.00",$0.00,The total remuneration includes training.,La rémunération totale comprend la formation.,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q3,3,Lori Ell,AB,M-M,4.2,19.8,"$3,840.00","$1,548.59",The total remuneration includes training.,La rémunération totale comprend la formation.,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q3,4,Michael Joyce,ON,M-M,6.0,17.5,"$3,760.00",$0.00,The total remuneration includes training.,La rémunération totale comprend la formation.,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q3,5,Mike DeGagné,ON,M-M,4.5,5.1,"$1,536.00",$666.56,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q4,1,Howard Windsor,NS,C-P,3.25,9.0,"$2,450.00",$488.11,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q4,2,Glenda Yeates,ON,M-M,3.25,7.25,"$1,680.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q4,3,Lori Ell,AB,M-M,3.25,12.0,"$2,440.00",$784.27,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q4,4,Michael Joyce,ON,M-M,5.0,12.0,"$2,720.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q4,5,Mike DeGagné,ON,M-M,3.25,3.75,"$1,120.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q1,1,Howard Windsor,NS,C-P,3.75,12.19,"$3,187.50",$565.91,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q1,2,Glenda Yeates,ON,M-M,3.75,6.25,"$1,600.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q1,3,Lori Ell,AB,M-M,3.75,15.0,"$3,000.00",$654.37,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q1,4,Mike DeGagné,ON,M-M,3.75,8.13,"$1,900.00",$622.87,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q2,1,Howard Windsor,NS,C-P,1.0,6.0,"$1,500.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q2,2,Glenda Yeates,ON,M-M,1.0,0.5,$240.00,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q2,3,Lori Ell,AB,M-M,1.0,0.5,$240.00,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q2,4,Mike DeGagné,ON,M-M,1.0,0.0,$160.00,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q3,1,Howard Windsor,NS,C-P,2.75,9.9,"$3,263.63","$1,078.19",,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q3,2,Glenda Yeates,ON,M-M,2.75,4.68,"$1,364.12",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q3,3,Lori Ell,AB,M-M,2.75,14.85,"$2,992.27","$1,284.08",,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q3,4,Mike DeGagné,ON,M-M,2.75,4.22,"$1,173.44",$452.63,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q4,4,Mike DeGagné,ON,M-M,3.8,2.1,$942.86,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q4,1,Howard Windsor,NS,C-P,0.0,0.0,$0.00,$0.00,"Mr. Windsor's term ended on June 2, 2020",Le terme de M. Windsor s'est terminé le 2 juin 2020,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q4,2,Glenda Yeates,ON,M-M,3.8,4.0,"$1,467.86",$0.00,"Mrs. Yeates became Chair on June 17, 2020",M. Yeates est devenue présidente le 17 juin 2020,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2019-2020-Q4,3,Lori Ell,AB,M-M,3.8,1.6,$857.14,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q1,1,Howard Windsor,NS,C-P,0.0,0.0,$0.00,$0.00,"Mr. Windsor's term ended on June 2, 2020",Le terme de M. Windsor s'est terminé le 2 juin 2020,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q1,2,Glenda Yeates,ON,M-M,3.8,4.0,"$1,467.86",$0.00,"Mrs. Yeates became Chair on June 17, 2020",M. Yeates est devenue présidente le 17 juin 2020,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q1,3,Lori Ell,AB,M-M,3.8,1.6,$857.14,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q1,4,Mike DeGagné,ON,M-M,3.8,2.1,$942.86,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q2,1,Glenda Yeates,ON,C-P,4.0,5.25,"$1,850.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q2,2,Lori Ell,AB,M-M,4.0,3.25,"$1,160.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q2,3,Mike DeGagné,ON,M-M,4.0,2.25,"$1,000.00",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q3,1,Glenda Yeates,ON,C-P,3.0,7.29,"$2,057.14",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q3,2,Lori Ell,AB,M-M,3.0,5.79,"$1,405.71",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q4,3,Glenda Yeates,ON,C-P,2.3,5.11,"$1,472.73",$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q4,4,Lori Ell,AB,M-M,2.3,3.07,$850.91,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2020-2021-Q4,5,Clifford Fregin,ON,M-M,2.3,2.86,$818.18,$0.00,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
2018-2019-Q2,1,Kevin Dancey,ON,C-P,9.0,23.5,"$6,500.00","$1,064.50","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q2,2,Glenda Yeates,QC,M-M,9.0,8.5,"$3,120.00",$0.00,The total remuneration includes time spent at meetings and preparation time. No travel expenses as Glenda has a second residence in Ottawa.,La rémunération totale comprend le temps passé en réunions et le temps de préparation. Il n'y a de dépenses de voyage puisque Glenda a une seconde résidence à Ottawa. ,fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q3,1,Kevin Dancey,ON,C-P,7.0,13.75,"$4,150.00","$1,396.60","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q3,2,Glenda Yeates,QC,M-M,7.0,10.5,"$2,800.00",$0.00,"The total remuneration includes time spent at meetings, DAC Symposium and preparation time. No travel expenses as Glenda has a second residence in Ottawa.",La rémunération totale comprend le temps passé en réunions et le temps de préparation. Il n'y a de dépenses de voyage puisque Glenda a une seconde résidence à Ottawa. ,fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q3,3,Loraine Oxley,AB,M-M,7.0,12.0,"$3,040.00","$1,659.79","The total remuneration includes time spent at meetings, DAC Symposim, preparation time and travel time.","La rémunération totale comprend le temps passé en réunion, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q4,1,Kevin Dancey,ON,C-P,0.0,0.0,$0.00,$0.00,No remuneration as there was no DAC meeting during period Q4,Aucune  rémunération parce qu'il n'y a pas eu de CMA pendant la période Q4,fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q4,2,Glenda Yeates,QC,M-M,0.0,0.0,$0.00,$0.00,No remuneration as there was no DAC meeting during period Q4,Aucune  rémunération parce qu'il n'y a pas eu de CMA pendant la période Q4,fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q4,3,Loraine Oxley,AB,M-M,0.0,0.0,$0.00,$0.00,No remuneration as there was no DAC meeting during period Q4,Aucune  rémunération parce qu'il n'y a pas eu de CMA pendant la période Q4,fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q1,1,Kevin Dancey,OTHER,C-P,7.0,24.5,"$6,300.00","$1,155.88","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q1,2,Glenda Yeates,QC,M-M,7.0,8.0,"$2,400.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q1,3,Loraine Oxley,AB,M-M,7.0,19.25,"$4,200.00","$1,243.71","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q2,1,Kevin Dancey,OTHER,C-P,1.5,5.5,"$1,400.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q2,2,Glenda Yeates,QC,M-M,0.0,0.0,$0.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q2,3,Loraine Oxley,AB,M-M,1.5,6.0,"$1,200.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q3,1,Kevin Dancey,OTHER,C-P,6.0,13.75,"$3,950.00",$952.56,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q3,2,Glenda Yeates,QC,M-M,6.0,12.75,"$3,000.00",$0.00,"The total remuneration includes time spent at meetings, preparation time, training and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation, lle temps de formation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q3,3,Loraine Oxley,AB,M-M,6.0,24.75,"$4,920.00","$2,134.72","The total remuneration includes time spent at meetings, preparation time, training and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation, lle temps de formation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q4,1,Kevin Dancey,OTHER,C-P,0.0,0.0,$0.00,$0.00,,,fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q4,2,Glenda Yeates,QC,M-M,0.0,0.0,$0.00,$0.00,,,fin,Department of Finance Canada | Ministère des Finances Canada
2019-2020-Q4,3,Loraine Oxley,AB,M-M,0.0,0.0,$0.00,$0.00,,,fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q1,1,Kevin Dancey,OTHER,C-P,0.5,0.0,$100.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q1,2,Glenda Yeates,QC,M-M,0.0,2.0,$320.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q1,3,Loraine Oxley,AB,M-M,0.0,6.5,"$1,040.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q2,1,Kevin Dancey,OTHER,C-P,4.5,4.0,"$1,700.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q2,2,Loraine Oxley,AB,M-M,3.5,9.75,"$2,120.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q2,3,Glenda Yeates,ON,M-M,0.0,0.0,$0.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q3,1,Kevin Dancey,OTHER,C-P,0.0,0.0,$0.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q3,2,Daphne Meredith,BC,M-M,0.0,3.0,$480.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q3,3,Linda Lizotte-MacPherson,ON,M-M,0.0,3.0,$480.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q4,1,Kevin Dancey,OTHER,C-P,1.0,12.0,"$2,600.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q4,2,Daphne Meredith,BC,M-M,1.0,9.35,"$1,656.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2020-2021-Q4,3,Linda Lizotte-MacPherson,ON,M-M,1.0,6.5,"$1,200.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",fin,Department of Finance Canada | Ministère des Finances Canada
2021-2022-Q1,1,Kevin Dancey,OTHER,C-P,3.5,3.5,"$1,400.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,fin,Department of Finance Canada | Ministère des Finances Canada
2021-2022-Q1,2,Daphne Meredith,BC,M-M,3.5,3.5,"$1,120.00",$0.00,The total remuneration includes time spent at meetings and  preparation time .,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,fin,Department of Finance Canada | Ministère des Finances Canada
