Region,Year,StatisticalArea,Section,LocationCode,LocationName,SpawnNumber,StartDate,EndDate,Longitude,Latitude,Length,Width,Method,Surface,Macrocystis,Understory
A2W,1986,0,5,80,Inskip Chnl,6,1986-04-15,1986-04-16,-132.278333,53.0075,800.0,10.0,Surface,32.675904,,
A2W,1987,0,2,60,Port Louis,1,1987-03-18,1987-03-21,-132.950833,53.698889,3500.0,15.0,Surface,545.6239949999999,,
A2W,1987,0,2,60,Port Louis,2,1987-03-18,1987-03-21,-132.950833,53.698889,1400.0,15.0,Surface,112.77725200000002,,
A2W,1987,0,2,60,Port Louis,3,1987-03-18,1987-03-21,-132.950833,53.698889,100.0,6.0,Surface,4.2886485,,
A2W,1987,0,2,60,Port Louis,4,1987-03-18,1987-03-21,-132.950833,53.698889,1400.0,6.0,Surface,112.77725200000002,,
A2W,1987,0,2,60,Port Louis,5,1987-03-18,1987-03-21,-132.950833,53.698889,400.0,300.0,Surface,17.154594,,
A2W,1987,0,2,60,Port Louis,6,1987-03-18,1987-03-21,-132.950833,53.698889,400.0,6.0,Surface,62.35702799999999,,
A2W,1987,0,5,80,Inskip Chnl,1,1987-04-08,1987-04-08,-132.278333,53.0075,450.0,6.0,Surface,18.380196,,
A2W,1987,0,5,80,Inskip Chnl,2,1987-04-08,1987-04-08,-132.278333,53.0075,1250.0,7.0,Surface,51.0561,,
A2W,1987,0,5,80,Inskip Chnl,3,1987-04-08,1987-04-08,-132.278333,53.0075,1100.0,4.0,Surface,44.929368,,
A2W,1987,0,5,80,Inskip Chnl,4,1987-04-08,1987-04-08,-132.278333,53.0075,900.0,2.0,Surface,19.570734,,
A2W,1988,0,1,64,Newcombe Inlt,1,1988-04-18,1988-04-20,-132.061389,52.820833,1000.0,6.0,Surface,10.21122,,
A2W,1988,0,1,64,Newcombe Inlt,2,1988-04-18,1988-04-20,-132.061389,52.820833,500.0,8.0,Surface,5.10561,,
A2W,1988,0,1,64,Newcombe Inlt,3,1988-04-18,1988-04-20,-132.061389,52.820833,200.0,10.0,Surface,2.042244,,
A2W,1988,0,1,64,Newcombe Inlt,4,1988-04-18,1988-04-20,-132.061389,52.820833,400.0,6.0,Surface,4.084488,,
A2W,1988,0,1,64,Newcombe Inlt,5,1988-04-18,1988-04-20,-132.061389,52.820833,400.0,12.0,Surface,4.084488,,
A2W,1988,0,1,64,Newcombe Inlt,6,1988-04-18,1988-04-20,-132.061389,52.820833,800.0,6.0,Surface,8.168976,,
A2W,1988,0,2,60,Port Louis,1,1988-04-02,1988-04-07,-132.950833,53.698889,1200.0,15.0,Surface,180.74274323999995,,
A2W,1988,0,2,60,Port Louis,2,1988-03-30,1988-04-07,-132.950833,53.698889,1800.0,15.0,Surface,425.70643914,,
A2W,1988,0,2,60,Port Louis,3,1988-03-31,1988-04-07,-132.950833,53.698889,900.0,35.0,Surface,98.94308589,,
A2W,1988,0,2,60,Port Louis,4,1988-03-31,1988-04-07,-132.950833,53.698889,3600.0,16.0,Surface,485.2731628799999,,
A2W,1988,0,2,60,Port Louis,5,1988-03-31,1988-04-07,-132.950833,53.698889,1000.0,12.0,Surface,155.89256999999998,,
A2W,1988,0,2,60,Port Louis,6,1988-03-31,1988-04-07,-132.950833,53.698889,1400.0,12.0,Surface,186.6078942,,
A2W,1988,0,2,60,Port Louis,7,1988-03-31,1988-04-07,-132.950833,53.698889,1000.0,25.0,Surface,134.04472689999997,,
A2W,1988,0,2,62,Port Chanal,1,1988-04-21,1988-04-23,-132.882778,53.596944,1400.0,15.0,Surface,31.76824,,
A2W,1988,0,2,62,Port Chanal,2,1988-04-21,1988-04-23,-132.882778,53.596944,300.0,10.0,Surface,6.80748,,
A2W,1988,0,2,62,Port Chanal,3,1988-04-21,1988-04-23,-132.882778,53.596944,450.0,15.0,Surface,10.21122,,
A2W,1988,0,2,62,Port Chanal,4,1988-04-21,1988-04-23,-132.882778,53.596944,800.0,5.0,Surface,18.15328,,
A2W,1988,0,2,62,Port Chanal,5,1988-04-21,1988-04-23,-132.882778,53.596944,150.0,5.0,Surface,3.40374,,
A2W,1988,0,2,62,Port Chanal,6,1988-04-21,1988-04-23,-132.882778,53.596944,500.0,6.0,Surface,11.3458,,
A2W,1988,0,2,1669,Otard Bay,1,1988-04-04,1988-04-07,-133.013333,53.759722,700.0,40.0,Surface,73.13463499999999,,
A2W,1988,0,3,92,Shields Bay,1,1988-04-13,1988-04-13,-132.472778,53.344167,200.0,5.0,Surface,18.15328,,
A2W,1988,0,3,92,Shields Bay,2,1988-04-13,1988-04-13,-132.472778,53.344167,400.0,6.0,Surface,70.26144,,
A2W,1988,0,3,95,Clonard Bay,1,1988-04-13,1988-04-13,-132.511944,53.344722,1200.0,8.0,Surface,210.78431999999995,,
A2W,1988,0,3,95,Clonard Bay,2,1988-04-13,1988-04-13,-132.511944,53.344722,500.0,10.0,Surface,45.3832,,
A2W,1988,0,3,95,Clonard Bay,3,1988-04-13,1988-04-13,-132.511944,53.344722,1600.0,6.0,Surface,281.04576,,
A2W,1988,0,3,1818,McKenzie Pass,1,1988-04-13,1988-04-13,-132.423496,53.31733,300.0,6.0,Surface,27.22992,,
A2W,1988,0,3,1818,McKenzie Pass,2,1988-04-13,1988-04-13,-132.423496,53.31733,1200.0,6.0,Surface,210.78431999999995,,
A2W,1988,0,4,67,Downie Is,1,1988-04-12,1988-04-12,-132.359722,53.146389,1200.0,10.0,Surface,95.30472,,
A2W,1988,0,4,67,Downie Is,2,1988-04-12,1988-04-12,-132.359722,53.146389,400.0,8.0,Surface,31.76824,,
A2W,1988,0,5,80,Inskip Chnl,1,1988-04-19,1988-04-21,-132.278333,53.0075,800.0,3.0,Surface,32.675904,,
A2W,1988,0,5,80,Inskip Chnl,2,1988-04-19,1988-04-21,-132.278333,53.0075,500.0,2.0,Surface,10.872629999999996,,
A2W,1988,0,5,80,Inskip Chnl,3,1988-04-19,1988-04-21,-132.278333,53.0075,1800.0,12.0,Surface,107.9001,,
A2W,1988,0,5,80,Inskip Chnl,4,1988-04-19,1988-04-21,-132.278333,53.0075,3300.0,10.0,Surface,260.84559599999994,,
A2W,1988,0,5,80,Inskip Chnl,5,1988-04-19,1988-04-21,-132.278333,53.0075,700.0,1.0,Surface,15.221682,,
A2W,1988,0,5,86,Peel Inlt,1,1988-04-19,1988-04-21,-132.104167,52.981667,2200.0,6.0,Surface,89.858736,,
A2W,1988,0,5,86,Peel Inlt,2,1988-04-19,1988-04-21,-132.104167,52.981667,400.0,6.0,Surface,16.337952,,
A2W,1989,0,2,60,Port Louis,1,1989-04-18,1989-04-18,-132.950833,53.698889,500.0,5.0,Surface,13.909503949045837,,
A2W,1989,0,2,60,Port Louis,2,1989-04-18,1989-04-18,-132.950833,53.698889,400.0,200.0,Surface,14.713662862166434,,
A2W,1989,0,2,60,Port Louis,3,1989-04-18,1989-04-18,-132.950833,53.698889,850.0,5.0,Surface,23.646156713377923,,
A2W,1989,0,2,60,Port Louis,4,1989-04-18,1989-04-18,-132.950833,53.698889,10.0,5.0,Surface,0.2781900789809167,,
A2W,1989,0,2,60,Port Louis,5,1989-04-18,1989-04-18,-132.950833,53.698889,500.0,10.0,Surface,16.809993414650794,,
A2W,1989,0,2,60,Port Louis,6,1989-04-18,1989-04-18,-132.950833,53.698889,450.0,10.0,Surface,16.078245090191814,,
A2W,1989,0,2,60,Port Louis,7,1989-04-18,1989-04-18,-132.950833,53.698889,200.0,100.0,Surface,6.106230645270806,,
A2W,1989,0,2,60,Port Louis,8,1989-04-18,1989-04-18,-132.950833,53.698889,800.0,7.0,Surface,22.25520631847333,,
A2W,1989,0,2,62,Port Chanal,1,1989-04-12,1989-04-12,-132.882778,53.596944,450.0,10.0,Surface,19.76103,,
A2W,1989,0,2,62,Port Chanal,2,1989-04-12,1989-04-12,-132.882778,53.596944,250.0,10.0,Surface,10.182532499999995,,
A2W,1989,0,2,1620,Kiokathli Inlt,1,1989-03-29,1989-03-29,-132.993611,53.6825,50.0,3.0,Surface,1.3909503949045834,,
A2W,1989,0,2,1669,Otard Bay,1,1989-03-29,1989-03-29,-133.013333,53.759722,300.0,100.0,Surface,56.80957499999999,,
A2W,1989,0,2,1669,Otard Bay,2,1989-03-29,1989-03-29,-133.013333,53.759722,300.0,400.0,Surface,59.99284499999999,,
A2W,1989,0,2,1669,Otard Bay,3,1989-03-29,1989-03-29,-133.013333,53.759722,300.0,200.0,Surface,55.21793999999999,,
A2W,1989,0,2,1669,Otard Bay,4,1989-03-29,1989-03-29,-133.013333,53.759722,300.0,200.0,Surface,24.97687499999999,,
A2W,1989,0,2,1669,Otard Bay,5,1989-03-29,1989-03-29,-133.013333,53.759722,300.0,50.0,Surface,59.99284499999999,,
A2W,1989,0,2,1669,Otard Bay,6,1989-03-29,1989-03-29,-133.013333,53.759722,200.0,15.0,Surface,21.956699999999994,,
A2W,1989,0,3,91,Rennell Snd,1,1989-03-18,1989-03-19,-132.654167,53.402778,500.0,15.0,Surface,240.62376,,
A2W,1989,0,3,91,Rennell Snd,2,1989-03-18,1989-03-19,-132.654167,53.402778,700.0,20.0,Surface,271.51012,,
A2W,1989,0,3,91,Rennell Snd,3,1989-03-18,1989-03-19,-132.654167,53.402778,600.0,10.0,Surface,242.909424,,
A2W,1989,0,3,91,Rennell Snd,4,1989-03-18,1989-03-19,-132.654167,53.402778,800.0,15.0,Surface,194.850688,,
A2W,1989,0,3,91,Rennell Snd,5,1989-03-18,1989-03-19,-132.654167,53.402778,600.0,7.0,Surface,135.951552,,
A2W,1989,0,3,91,Rennell Snd,6,1989-03-18,1989-03-19,-132.654167,53.402778,400.0,8.0,Surface,131.380224,,
A2W,1989,0,3,97,Seal Inlt,1,1989-04-18,1989-04-18,-132.748611,53.4875,1200.0,10.0,Surface,41.878623360000006,,
A2W,1989,0,3,98,Tartu Inlt,1,1989-04-04,1989-04-04,-132.673889,53.458333,300.0,2.0,Surface,4.765236000000001,,
A2W,1989,0,3,98,Tartu Inlt,2,1989-04-04,1989-04-04,-132.673889,53.458333,300.0,300.0,Surface,9.221813999999998,,
A2W,1989,0,3,98,Tartu Inlt,3,1989-04-04,1989-04-04,-132.673889,53.458333,200.0,4.0,Surface,2.8202977635417708,,
A2W,1989,0,3,98,Tartu Inlt,4,1989-04-04,1989-04-04,-132.673889,53.458333,200.0,5.0,Surface,10.604454,,
A2W,1989,0,3,98,Tartu Inlt,5,1989-04-04,1989-04-04,-132.673889,53.458333,200.0,10.0,Surface,6.147875999999999,,
A2W,1989,0,3,98,Tartu Inlt,6,1989-04-04,1989-04-04,-132.673889,53.458333,300.0,5.0,Surface,13.678392,,
A2W,1989,0,3,98,Tartu Inlt,7,1989-04-04,1989-04-04,-132.673889,53.458333,15.0,4.0,Surface,0.2137506211328163,,
A2W,1989,0,3,98,Tartu Inlt,8,1989-04-04,1989-04-04,-132.673889,53.458333,400.0,10.0,Surface,3.382596,,
A2W,1989,0,3,98,Tartu Inlt,9,1989-04-04,1989-04-04,-132.673889,53.458333,300.0,5.0,Surface,12.787076399999998,,
A2W,1989,0,3,98,Tartu Inlt,10,1989-04-04,1989-04-04,-132.673889,53.458333,230.0,5.0,Surface,7.0700574,,
A2W,1989,0,3,98,Tartu Inlt,11,1989-04-04,1989-04-04,-132.673889,53.458333,300.0,2.0,Surface,9.221813999999998,,
A2W,1989,0,3,98,Tartu Inlt,12,1989-04-04,1989-04-04,-132.673889,53.458333,200.0,30.0,Surface,6.147875999999999,,
A2W,1989,0,3,98,Tartu Inlt,13,1989-04-04,1989-04-04,-132.673889,53.458333,80.0,2.0,Surface,1.140003312708354,,
A2W,1989,0,3,98,Tartu Inlt,14,1989-04-04,1989-04-04,-132.673889,53.458333,400.0,5.0,Surface,11.879804727083538,,
A2W,1989,0,5,80,Inskip Chnl,1,1989-04-21,1989-04-21,-132.278333,53.0075,270.0,12.0,Surface,17.835222167999998,,
A2W,1989,0,5,80,Inskip Chnl,2,1989-04-21,1989-04-21,-132.278333,53.0075,1620.0,10.0,Surface,115.67492064,,
A2W,1989,0,5,80,Inskip Chnl,3,1989-04-21,1989-04-21,-132.278333,53.0075,1530.0,20.0,Surface,120.9375036,,
A2W,1989,0,5,80,Inskip Chnl,4,1989-04-21,1989-04-21,-132.278333,53.0075,900.0,30.0,Surface,56.35660211999999,,
A2W,1989,0,5,80,Inskip Chnl,5,1989-04-21,1989-04-21,-132.278333,53.0075,3240.0,10.0,Surface,214.022666016,,
A2W,1989,0,5,80,Inskip Chnl,6,1989-04-21,1989-04-21,-132.278333,53.0075,1170.0,3.0,Surface,25.441954199999994,,
A2W,1989,0,5,80,Inskip Chnl,7,1989-04-21,1989-04-21,-132.278333,53.0075,1260.0,3.0,Surface,95.263797384,,
A2W,1989,0,5,80,Inskip Chnl,8,1989-04-21,1989-04-21,-132.278333,53.0075,1800.0,5.0,Surface,136.77872544000002,,
A2W,1989,0,5,80,Inskip Chnl,9,1989-04-21,1989-04-21,-132.278333,53.0075,180.0,15.0,Surface,11.615113584,,
A2W,1989,0,5,86,Peel Inlt,1,1989-04-21,1989-04-21,-132.104167,52.981667,2100.0,20.0,Surface,142.72931484,,
A2W,1990,0,2,60,Port Louis,1,1990-03-19,1990-03-25,-132.950833,53.698889,4340.0,26.0,Dive,,,737.081620868155
A2W,1990,0,2,1620,Kiokathli Inlt,1,1990-03-19,1990-03-25,-132.993611,53.6825,2930.0,59.0,Dive,,,2638.5164234721724
A2W,1990,0,2,1856,Tingley Cv,1,1990-03-19,1990-03-25,-132.955278,53.688333,500.0,3.0,Surface,6.37576455613073,,
A2W,1990,0,2,1856,Tingley Cv,2,1990-03-19,1990-03-25,-132.955278,53.688333,3120.0,16.0,Dive,,,403.52754930264257
A2W,1990,0,2,1865,Ogilvie Is,2,1990-03-19,1990-03-25,-132.988056,53.690556,2460.0,83.0,Dive,,,1849.0723573260464
A2W,1990,0,2,1866,Alured Pt,1,1990-03-19,1990-03-25,-132.956667,53.692222,1310.0,6.0,Surface,253.56525715,,
A2W,1990,0,2,1866,Alured Pt,2,1990-03-19,1990-03-25,-132.956667,53.692222,1180.0,26.0,Dive,,,290.7649408192654
A2W,1990,0,2,1867,Queen Is,1,1990-03-19,1990-03-25,-132.960556,53.701111,1610.0,25.0,Dive,,,183.24107566261813
A2W,1990,0,3,92,Shields Bay,1,1990-03-25,1990-03-30,-132.472778,53.344167,6140.0,48.0,Dive,,,1787.9719324019782
A2W,1990,0,3,1868,Shields Is,1,1990-03-23,1990-03-30,-132.455,53.330833,500.0,50.0,Surface,80.39916919045258,,
A2W,1990,0,3,1868,Shields Is,2,1990-03-25,1990-03-30,-132.455,53.330833,2930.0,17.0,Dive,,,267.7790020719337
A2W,1990,0,5,80,Inskip Chnl,1,1990-04-05,1990-04-07,-132.278333,53.0075,1450.0,8.0,Surface,59.22507600000001,,
A2W,1990,0,5,80,Inskip Chnl,2,1990-04-05,1990-04-07,-132.278333,53.0075,1900.0,11.0,Surface,135.66811679999995,,
A2W,1990,0,5,80,Inskip Chnl,3,1990-04-05,1990-04-07,-132.278333,53.0075,2700.0,3.0,Surface,154.63049364,,
A2W,1990,0,5,80,Inskip Chnl,4,1990-04-05,1990-04-07,-132.278333,53.0075,450.0,9.0,Surface,18.466144290000003,,
A2W,1990,0,5,80,Inskip Chnl,5,1990-04-05,1990-04-07,-132.278333,53.0075,1260.0,7.0,Surface,51.4645488,,
A2W,1990,0,5,80,Inskip Chnl,6,1990-04-05,1990-04-07,-132.278333,53.0075,1080.0,6.0,Surface,57.93295543199999,,
A2W,1990,0,5,80,Inskip Chnl,7,1990-04-05,1990-04-07,-132.278333,53.0075,590.0,10.0,Surface,24.0984792,,
A2W,1990,0,5,80,Inskip Chnl,8,1990-04-05,1990-04-07,-132.278333,53.0075,2160.0,7.0,Surface,57.2835564,,
A2W,1991,0,2,1669,Otard Bay,1,1991-03-21,1991-03-25,-133.013333,53.759722,3900.0,66.0,Dive,,,1947.447319175737
A2W,1991,0,3,95,Clonard Bay,1,1991-04-04,1991-04-06,-132.511944,53.344722,3600.0,38.0,Dive,,170.7362259270521,511.6934265688401
A2W,1991,0,5,80,Inskip Chnl,1,1991-04-25,1991-04-27,-132.278333,53.0075,900.0,5.0,Surface,40.1983236,,
A2W,1991,0,5,80,Inskip Chnl,2,1991-04-25,1991-04-27,-132.278333,53.0075,100.0,20.0,Surface,7.7134158,,
A2W,1991,0,5,80,Inskip Chnl,3,1991-04-25,1991-04-27,-132.278333,53.0075,550.0,12.0,Surface,35.0704332,,
A2W,1991,0,5,80,Inskip Chnl,4,1991-04-25,1991-04-27,-132.278333,53.0075,800.0,15.0,Surface,60.1793568,,
A2W,1991,0,5,80,Inskip Chnl,5,1991-04-25,1991-04-27,-132.278333,53.0075,300.0,3.0,Surface,17.98335,,
A2W,1991,0,5,80,Inskip Chnl,6,1991-04-25,1991-04-27,-132.278333,53.0075,200.0,5.0,Surface,18.864763199999995,,
A2W,1991,0,5,80,Inskip Chnl,7,1991-04-25,1991-04-27,-132.278333,53.0075,200.0,5.0,Surface,16.5728088,,
A2W,1991,0,5,80,Inskip Chnl,8,1991-04-25,1991-04-27,-132.278333,53.0075,225.0,25.0,Surface,23.801307299999998,,
A2W,1991,0,5,80,Inskip Chnl,9,1991-04-25,1991-04-27,-132.278333,53.0075,700.0,11.0,Surface,55.33088399999998,,
A2W,1991,0,5,80,Inskip Chnl,10,1991-04-25,1991-04-27,-132.278333,53.0075,625.0,8.0,Surface,44.62767,,
A2W,1991,0,5,80,Inskip Chnl,11,1991-04-25,1991-04-27,-132.278333,53.0075,400.0,8.0,Surface,31.235655599999998,,
A2W,1991,0,5,80,Inskip Chnl,12,1991-04-25,1991-04-27,-132.278333,53.0075,50.0,50.0,Surface,3.952206,,
A2W,1992,0,1,64,Newcombe Inlt,1,1992-04-12,1992-04-12,-132.061389,52.820833,900.0,14.0,Dive,,,60.49163834007862
A2W,1992,0,2,60,Port Louis,1,1992-03-31,1992-03-31,-132.950833,53.698889,200.0,14.0,Dive,,,10.929823023680871
A2W,1992,0,2,1669,Otard Bay,1,1992-03-26,1992-03-29,-133.013333,53.759722,1750.0,27.0,Dive,,0.4635371978166417,265.2964494030284
A2W,1992,0,2,1669,Otard Bay,2,1992-03-26,1992-03-28,-133.013333,53.759722,2050.0,27.0,Dive,,0.7403109742439914,810.1184910004159
A2W,1992,0,3,95,Clonard Bay,1,1992-04-05,1992-04-06,-132.511944,53.344722,6300.0,59.0,Dive,,167.94089163359044,1990.8859761975875
A2W,1992,0,5,80,Inskip Chnl,1,1992-04-06,1992-04-07,-132.278333,53.0075,3190.0,14.0,Dive,,,385.507920064
A2W,1992,0,5,80,Inskip Chnl,2,1992-04-06,1992-04-06,-132.278333,53.0075,830.0,67.0,Dive,,,216.90423252413208
A2W,1993,0,1,64,Newcombe Inlt,1,1993-04-02,1993-04-02,-132.061389,52.820833,500.0,7.0,Dive,,,0.7431766813213725
A2W,1993,0,1,64,Newcombe Inlt,2,1993-04-02,1993-04-02,-132.061389,52.820833,1500.0,3.0,Dive,,,22.943141910098717
A2W,1993,0,2,62,Port Chanal,1,1993-03-28,1993-03-28,-132.882778,53.596944,900.0,11.0,Dive,,,21.9068929557389
A2W,1993,0,2,1669,Otard Bay,1,1993-03-17,1993-03-17,-133.013333,53.759722,3350.0,2.0,Dive,,,27.91602384665518
A2W,1993,0,3,95,Clonard Bay,1,1993-03-28,1993-03-28,-132.511944,53.344722,400.0,83.0,Dive,,12.544877806250446,2.265293030414262
A2W,1993,0,5,80,Inskip Chnl,1,1993-04-02,1993-04-02,-132.278333,53.0075,15.0,5.0,Surface,0.6126731999999999,,
A2W,1994,0,2,62,Port Chanal,1,1994-04-06,1994-04-08,-132.882778,53.596944,1110.0,12.0,Dive,,,21.173785701323656
A2W,1994,0,2,1856,Tingley Cv,1,1994-04-10,1994-04-12,-132.955278,53.688333,1910.0,29.0,Dive,,,152.60649706542603
A2W,1994,0,3,95,Clonard Bay,1,1994-04-03,1994-04-04,-132.511944,53.344722,1260.0,,Dive,,16.578963270548904,
A2W,1994,0,5,80,Inskip Chnl,1,1994-04-10,1994-04-12,-132.278333,53.0075,1170.0,20.0,Dive,,0.5543988833208542,57.32331697073665
A2W,1996,0,2,60,Port Louis,1,1996-03-30,1996-03-30,-132.950833,53.698889,400.0,50.0,Incomplete,,,
A2W,1996,0,3,92,Shields Bay,1,1996-04-03,,-132.472778,53.344167,,,Incomplete,,,
A2W,1996,0,5,82,Englefield Bay,1,1996-04-09,,-132.355556,52.975,,,Incomplete,,,
A2W,1997,0,3,91,Rennell Snd,1,,,-132.654167,53.402778,6400.0,,Incomplete,,,
A2W,1998,0,2,60,Port Louis,1,1998-03-31,1998-04-01,-132.950833,53.698889,1400.0,36.0,Dive,,,130.3665714675698
A2W,1998,0,2,1867,Queen Is,1,1998-03-31,1998-04-01,-132.960556,53.701111,700.0,24.0,Dive,,,20.345419328691296
A2W,1998,0,3,97,Seal Inlt,1,1998-04-03,1998-04-04,-132.748611,53.4875,1750.0,8.0,Dive,,,69.01940101660176
A2W,1998,0,5,80,Inskip Chnl,1,1998-04-04,1998-04-07,-132.278333,53.0075,3150.0,22.0,Dive,,13.699300981018526,168.41270115696875
A2W,1998,0,5,1961,Hastings Pt,1,1998-04-04,1998-04-07,-132.251944,53.01,1400.0,15.0,Dive,,,67.06537679258946
A2W,1999,0,3,93,Clapp Basin,101,,,-132.4325,53.301944,1400.0,,Incomplete,,,
A2W,2000,0,3,92,Shields Bay,1,2000-04-02,2000-04-03,-132.472778,53.344167,2000.0,18.0,Dive,,0.8452303423345567,90.65458431030324
A2W,2000,0,3,96,Kano Inlt,1,2000-03-29,2000-03-30,-132.676944,53.306667,1400.0,65.0,Dive,,144.7538138174298,52.133488398080885
A2W,2001,0,2,60,Port Louis,1,2001-03-21,2001-03-21,-132.950833,53.698889,700.0,10.0,Dive,,,34.578687395026776
A2W,2001,0,2,62,Port Chanal,1,2001-03-21,2001-03-21,-132.882778,53.596944,200.0,,Dive,,,
A2W,2001,0,3,97,Seal Inlt,1,2001-03-21,2001-03-21,-132.748611,53.4875,800.0,,Dive,,,
A2W,2002,0,3,96,Kano Inlt,1,2002-03-18,2002-03-25,-132.676944,53.306667,1150.0,15.0,Dive,,13.389462380653963,135.88912387435474
A2W,2003,0,2,1669,Otard Bay,105,2003-04-02,2003-04-02,-133.013333,53.759722,1000.0,75.0,Surface,157.53255,,
A2W,2003,0,2,1669,Otard Bay,106,2003-04-02,2003-04-02,-133.013333,53.759722,1000.0,50.0,Surface,125.69985,,
A2W,2003,0,3,95,Clonard Bay,109,2003-04-01,2003-04-01,-132.511944,53.344722,1000.0,5.0,Surface,73.95873439620524,,
A2W,2003,0,3,95,Clonard Bay,110,2003-04-01,2003-04-01,-132.511944,53.344722,1000.0,10.0,Surface,111.98819999999996,,
A2W,2003,0,3,95,Clonard Bay,111,2003-04-01,2003-04-01,-132.511944,53.344722,1000.0,20.0,Surface,262.66297999999995,,
A2W,2003,0,3,95,Clonard Bay,112,2003-04-01,2003-04-01,-132.511944,53.344722,1000.0,20.0,Surface,379.38288,,
A2W,2003,0,3,95,Clonard Bay,113,2003-04-01,2003-04-01,-132.511944,53.344722,1000.0,5.0,Surface,107.91361439620523,,
A2W,2003,0,3,96,Kano Inlt,114,2003-03-20,2003-03-20,-132.676944,53.306667,600.0,15.0,Surface,87.59980620000002,,
A2W,2003,0,3,97,Seal Inlt,107,2003-03-30,2003-03-30,-132.748611,53.4875,1000.0,15.0,Surface,32.224906,,
A2W,2003,0,3,97,Seal Inlt,108,2003-03-30,2003-03-30,-132.748611,53.4875,1000.0,15.0,Surface,22.9403685,,
A2W,2003,0,4,63,Skidegate Chnl W,115,2003-04-17,2003-04-18,-132.567421,53.159226,50.0,4.0,Surface,3.04257625,,
A2W,2003,0,4,63,Skidegate Chnl W,116,2003-04-17,2003-04-18,-132.567421,53.159226,120.0,7.0,Surface,54.096252,,
A2W,2003,0,4,63,Skidegate Chnl W,117,2003-04-17,2003-04-18,-132.567421,53.159226,90.0,5.0,Surface,4.741301883984491,,
A2W,2003,0,4,74,Dawson Hrbr,118,,,-132.461944,53.164167,200.0,9.0,Surface,38.16701,,
A2W,2004,0,2,60,Port Louis,1,2004-03-26,2004-03-29,-132.950833,53.698889,6600.0,31.0,Dive,,3.772510924643041,696.0684839524578
A2W,2004,0,3,92,Shields Bay,1,2004-03-30,2004-03-30,-132.472778,53.344167,5700.0,22.0,Dive,,127.61683511322676,537.2669756963521
A2W,2004,0,3,93,Clapp Basin,1,2004-03-30,2004-03-30,-132.4325,53.301944,900.0,20.0,Dive,,,33.31903633651367
A2W,2004,0,3,95,Clonard Bay,1,2004-03-30,2004-03-30,-132.511944,53.344722,2200.0,48.0,Dive,,73.36197906183861,126.50091760494531
A2W,2004,0,3,96,Kano Inlt,1,2004-03-28,2004-03-28,-132.676944,53.306667,6000.0,29.0,Dive,,36.47087033916347,785.4112121716654
A2W,2004,0,3,97,Seal Inlt,1,2004-03-30,2004-03-30,-132.748611,53.4875,5000.0,20.0,Dive,,103.94048868480404,460.9793072274697
A2W,2004,0,5,94,McKenzie Cv,157,2004-04-01,2004-04-02,-126.588605,50.90154,268.0,1.0,Surface,3.652282962,,
A2W,2004,0,5,94,McKenzie Cv,158,2004-04-01,2004-04-02,-126.588605,50.90154,308.0,2.0,Surface,7.285808376,,
A2W,2005,0,2,62,Port Chanal,4,2005-03-30,2005-04-02,-132.882778,53.596944,420.0,43.0,Dive,,6.081673745543412,15.20134298966465
A2W,2005,0,2,1620,Kiokathli Inlt,3,2005-03-19,2005-03-21,-132.993611,53.6825,600.0,55.0,Dive,,0.1654222641681657,1.173950929468687
A2W,2005,0,3,91,Rennell Snd,7,2005-04-07,2005-04-08,-132.654167,53.402778,500.0,25.0,Dive,,,41.81341829856584
A2W,2005,0,3,92,Shields Bay,5,2005-04-07,2005-04-08,-132.472778,53.344167,500.0,55.0,Dive,,0.1296668653053724,10.805894380925086
A2W,2005,0,3,95,Clonard Bay,6,2005-04-07,2005-04-08,-132.511944,53.344722,2500.0,32.0,Dive,,9.222231750636332,30.245209366422205
A2W,2005,0,3,96,Kano Inlt,111,2005-03-17,2005-03-18,-132.676944,53.306667,200.0,6.0,Surface,10.779413,,
A2W,2005,0,3,96,Kano Inlt,112,2005-03-17,2005-03-18,-132.676944,53.306667,225.0,12.0,Surface,21.7482732,,
A2W,2005,0,3,96,Kano Inlt,113,2005-03-17,2005-03-18,-132.676944,53.306667,300.0,20.0,Surface,58.6021086,,
A2W,2005,0,3,96,Kano Inlt,114,2005-03-17,2005-03-18,-132.676944,53.306667,250.0,40.0,Surface,27.865299375,,
A2W,2005,0,3,96,Kano Inlt,115,2005-03-17,2005-03-18,-132.676944,53.306667,250.0,60.0,Surface,42.25633249999999,,
A2W,2005,0,3,96,Kano Inlt,116,2005-03-17,2005-03-18,-132.676944,53.306667,300.0,10.0,Surface,28.257587325,,
A2W,2005,0,3,96,Kano Inlt,117,2005-03-17,2005-03-18,-132.676944,53.306667,500.0,30.0,Surface,36.8166695,,
A2W,2005,0,3,97,Seal Inlt,9,2005-04-04,2005-04-05,-132.748611,53.4875,750.0,31.0,Dive,,2.477282394094032,229.7626689992281
A2W,2005,0,3,1868,Shields Is,8,2005-04-04,2005-04-05,-132.455,53.330833,900.0,6.0,Dive,,,1.685698477134594
A2W,2006,0,2,60,Port Louis,136,2006-04-02,2006-04-05,-132.950833,53.698889,525.0,7.0,Surface,63.05633761874999,,
A2W,2006,0,2,60,Port Louis,137,2006-04-02,2006-04-05,-132.950833,53.698889,225.0,5.0,Surface,52.026741,,
