CODE_REGION,REGION_ADMIN,VILLE,INTERVENANT_NOM,INTERVENANT_NUMERO,SITE_NOM,SITE_NUMERO,SITE_ADRESSE_COMPLETE,PERMIS_DATE_EMISSION,PERMIS_DATE_EXPIRATION,NO_PERMIS,CAPACITE_AUTORISE,NOMBRE_RESERVOIR_AUTORISE,DATE_PROCHAINE_VERIFICATION
6.0,Montréal,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,5644-2213,Institut de Cardiologie de Montréal - Pavillon central,1-1535-1681097,5000 RUE BÉLANGER MONTRÉAL QC CANADA H1T 1C8,2020-04-01,2022-03-31,1012142,126365,4,2022-03-31
9.0,Côte-Nord,Baie-Comeau,Centre de services scolaire de l'Estuaire,8231-4006,POLYVALENTE DES BAIES,1-1535-60519530,40 AVENUE MICHEL-HÉMON BAIE-COMEAU QC CANADA G4Z 2K4,2021-04-01,2023-03-31,1012860,45000,1,2025-03-31
15.0,Laurentides,Blainville,Autos Plus J.F. Hamel inc.,5650-5571,ACURA PLUS,1-1535-60519573,255 DE LA SEIGNEURI Blainville QC Canada J7C 9Z9,2020-12-24,2022-12-23,1015063,4550,1,2022-12-23
13.0,Laval,Laval,Bell Canada,5780-4247,BELL CANADA,1-1535-1681132,1205 RUE DU PLATEAU-OUIMET LAVAL QC CANADA H7L 2X3,2020-08-21,2022-08-20,1017027,10000,1,2024-08-20
6.0,Montréal,Montréal,Bell Canada,5780-4247,EDIFICE BELL CANADA,1-1535-1681173,6055 AVENUE DE MONKLAND MONTRÉAL QC CANADA H4A 1H3,2021-04-01,2023-03-31,1012775,26307,2,2025-03-31
13.0,Laval,Laval,Ville de Laval,1342-8156,Usine d'épuration D'Auteuil,1-1535-60522230,300 TERRASSE BRISSETTE LAVAL QC CANADA H7J 1A2,2021-06-01,2023-05-31,1012975,25225,2,2023-05-31
6.0,Montréal,Montréal,J & R Auto Service inc.,5779-3333,SONIC - JOE & RALPH,1-1535-1681237,4810 AVENUE WALKLEY MONTRÉAL QC CANADA H4V 2M2,2020-06-01,2022-05-31,1009119,80000,2,2022-06-01
16.0,Montérégie,Saint-Jean-sur-Richelieu,Dépanneur Super Relais Irean inc.,5785-6239,Dépanneur Super Relais Irean inc.,1-1535-60524575,235 BOULEVARD SAINT-LUC SAINT-JEAN-SUR-RICHELIEU QC CANADA J2W 1C6,2020-08-29,2022-08-28,1018140,150000,4,2024-08-28
6.0,Montréal,Montréal,Sobeys Capital inc.,5772-4841,Shell (C03036),1-1535-1681243,390 RUE JEAN-TALON OUEST MONTRÉAL QC CANADA H3N 1P8,2020-11-21,2022-11-20,1008998,115000,2,2022-11-20
9.0,Côte-Nord,Sept-Îles,Centre intégré de santé et de services sociaux de la Côte-Nord,5781-6712,HOPITAL DE SEPT-ILES,1-1535-1682211,45 RUE DU PÈRE-DIVET SEPT-ÎLES QC CANADA G4R 3N7,2021-02-06,2023-02-05,1018111,167498,5,2023-02-05
15.0,Laurentides,Saint-André-d'Argenteuil,FRE Composites inc.,5781-1432,FRE COMPOSITES INC,1-1535-60559780,75 RUE WALES SAINT-ANDRÉ-D'ARGENTEUIL QC CANADA J0V 1X0,2021-07-01,2023-06-30,1019883,13650,1,2025-06-30
3.0,Capitale-Nationale,Québec,Bell Canada,5780-4247,BELL MOBILITE INC,1-1535-60560791,2900 RUE DU GRAND-VOYER QUÉBEC QC CANADA G1W 4Y7,2021-09-14,2023-09-13,1013666,16135,2,2025-09-13
16.0,Montérégie,La Prairie,Centre de services scolaire des Grandes-Seigneuries,8231-2422,ECOLE PRI SEC EMILE GAMELIN,1-1535-60560968,275 BOULEVARD DES MÉSANGES LA PRAIRIE QC CANADA J5R 5Z1,2020-02-01,2022-01-31,1015949,10066,1,2022-01-31
8.0,Abitibi-Témiscamingue,Ville-Marie,9071-9535 Québec inc.,5656-1764,La station Ville-Marie,1-1535-60562117,6 RUE DES OBLATS NORD VILLE-MARIE QC CANADA J9V 1J3,2020-09-05,2022-09-04,1009899,125958,2,2024-09-04
14.0,Lanaudière,Terrebonne,Ville de Terrebonne,8234-5646,TERREBONNE MODULE ENTRETIEN,1-1535-60563593,1051 RUE NATIONALE TERREBONNE QC CANADA J6W 6B5,2020-11-02,2022-11-01,1013527,50000,1,2022-11-01
12.0,Chaudière-Appalaches,Lévis,Machinerie J.P. Plante inc.,5780-8909,MACHINERIE J P PLANTE INC,1-1535-1682354,2868 BOULEVARD GUILLAUME-COUTURE LÉVIS QC CANADA G6W 6P1,2021-07-01,2023-06-30,1013170,4500,1,2025-06-30
15.0,Laurentides,Boisbriand,Centre de Services scolaire des Milles-Îles,8229-8647,ECOLE GABRIELLE ROY,1-1535-60564789,500 RUE MARIE-C.-DAVELUY BOISBRIAND QC CANADA J7G 3G7,2021-04-01,2023-03-31,1012668,15000,1,2025-03-31
16.0,Montérégie,Huntingdon,Autobus Roland Leduc inc.,5780-7786,AUTOBUS ROLAND LEDUC INC,1-1535-60564996,16 RUE CHÂTEAUGUAY HUNTINGDON QC CANADA J0S 1H0,2020-07-01,2022-06-30,1011968,13600,1,2024-06-30
15.0,Laurentides,Blainville,Centre de Services scolaire des Milles-Îles,8229-8647,ECOLE DE LA RENAISSANCE,1-1535-60565971,370 BOULEVARD D'ANNECY BLAINVILLE QC CANADA J7B 1J7,2021-04-01,2023-03-31,1012671,15000,1,2025-03-31
1.0,Bas-Saint-Laurent,Rivière-du-Loup,Centre de services scolaire de Kamouraska-Rivière-du-Loup,8231-4378,École Roy,1-1535-1682394,55 RUE DU ROCHER RIVIÈRE-DU-LOUP QC CANADA G5R 1J8,2019-10-21,2021-10-20,1014075,9711,1,2023-10-20
1.0,Bas-Saint-Laurent,Rivière-du-Loup,Centre de services scolaire de Kamouraska-Rivière-du-Loup,8231-4378,École Roy,1-1535-1682394,55 RUE DU ROCHER RIVIÈRE-DU-LOUP QC CANADA G5R 1J8,2021-10-21,2023-10-20,1014075,9711,1,2023-10-20
3.0,Capitale-Nationale,Sainte-Catherine-de-la-Jacques-Cartier,Centre de services scolaire de la Capitale,5746-4513,ECOLE SAINT-DENYS GARNEAU,1-1535-60566261,10 BOUL DES ETUDIANTS Sainte-Catherine-de-la-Jacques-Cartier QC Canada G0A 3M0,2020-06-01,2022-05-31,1011634,9534,1,2024-05-31
8.0,Abitibi-Témiscamingue,Poularies,9288-8064 Québec inc.,5779-9603,Garage Tony Mercier,1-1535-60567485,958 RUE PRINCIPALE POULARIES QC CANADA J0Z 3E0,2021-02-01,2023-01-31,1010060,31650,2,2025-01-31
4.0,Mauricie,Saint-Roch-de-Mékinac,Municipalité Saint-Roch-de-Mékinac,5781-2828,PISCINE-CAMPING MEKINAC,1-1535-60569928,501 ROUTE DUCHARME SAINT-ROCH-DE-MÉKINAC QC CANADA G0X 2E0,2020-02-01,2022-01-31,1015976,4550,1,2022-01-31
8.0,Abitibi-Témiscamingue,Val-d'Or,Mines d'Or Wesdome ltée,5779-0966,LES MINES D'OR KIENA LTEE,1-1535-60570002,950 CHEMIN KIENAWISIK VAL-D'OR QC CANADA J9P 4N7,2020-07-01,2022-06-30,1018527,42935,6,2022-06-30
12.0,Chaudière-Appalaches,Cap-Saint-Ignace,Centre De Services Scolaire De La Côte-Du-Sud,2803-6036,ECOLE MONSEIGNEUR SIROIS,1-1535-1682501,9 BOULEVARD DU SACRÉ-COEUR CAP-SAINT-IGNACE QC CANADA G0R 1H0,2021-06-01,2023-05-31,1012985,4540,1,2025-05-31
15.0,Laurentides,Sainte-Marthe-sur-le-Lac,Centre de Services scolaire des Milles-Îles,8229-8647,ECOLE DES LUCIOLES,1-1535-60571193,320 RUE DE LA SÈVE SAINTE-MARTHE-SUR-LE-LAC QC CANADA J0N 1P0,2020-06-01,2022-05-31,1011536,10000,1,2024-05-31
15.0,Laurentides,Saint-Eustache,Ville de Saint-Eustache,1138-4443,USINE EPURATION ST-EUSTACHE,1-1535-60571336,50 25E AVENUE Saint-Eustache QC Canada J7P 2T9,2020-07-01,2022-06-30,1012131,11038,2,2024-06-30
14.0,Lanaudière,Notre-Dame-de-la-Merci,Garage Marcel Lamarche inc.,5780-6093,GARAGE MARCEL LAMARCHE INC,1-1535-60571447,1945 ROUTE 125 NOTRE-DAME-DE-LA-MERCI QC CANADA J0T 2A0,2020-06-01,2022-05-31,1016414,90800,4,2022-05-31
15.0,Laurentides,Saint-Eustache,Corporation Parkland,5781-7900,DÉPANNEUR DU COIN #697,1-1535-60606219,491 BOULEVARD ARTHUR-SAUVÉ SAINT-EUSTACHE QC CANADA J7P 4X4,2020-07-19,2022-07-18,1015395,130000,2,2022-07-18
5.0,Estrie,Bromont,Construction DJL inc.,8115-6291,Carrière DJL: bâtiment atelier de mécanique,1-1535-60606288,2 CHEMIN DES CARRIÈRES BROMONT QC CANADA J2L 1S3,2021-06-01,2023-05-31,1013055,72700,2,2025-06-01
13.0,Laval,Laval,Pavage Tu-Val inc.,5780-7398,PEPINIERE ET PAVAGE TU-VAL INC,1-1535-60606291,225 BOULEVARD BELLEROSE OUEST LAVAL QC CANADA H7L 6A1,2020-06-01,2022-05-31,1011566,13600,1,2024-05-31
16.0,Montérégie,Franklin,C K Blair inc.,5779-8639,C. K. BLAIR INC,1-1535-60606332,1500 202 Franklin QC Canada J0S 1E0,2021-05-13,2023-05-12,1012570,13883,1,2025-05-12
11.0,Gaspésie--Îles-de-la-Madeleine,Nouvelle,Garage Elvin McBrearty Inc.,8357-7254,GARAGE ELVIN MCBREARTY INC,1-1535-60606441,70 132 O Nouvelle QC Canada G0C 2E0,2020-06-01,2022-05-31,1016608,20000,2,2022-05-31
6.0,Montréal,Montréal,Hôpital Mont-Sinai - Montréal,5701-1074,CHSLD Juif de Montréal - Pavillon Hope,1-1535-60607479,5725 AVENUE VICTORIA MONTRÉAL QC CANADA H3W 3H6,2019-12-01,2021-11-30,1013397,10220,2,2021-11-30
6.0,Montréal,Dorval,Bombardier Inc.,8281-5010,BOMBARDIER AERONAUTIQUE,1-1535-60608738,400 CHEMIN DE LA CÔTE-VERTU DORVAL QC CANADA H4S 1Y9,2019-12-01,2021-11-30,1013300,19943,3,2021-11-30
15.0,Laurentides,Notre-Dame-de-Pontmain,9099-0482 Québec inc.,5781-1564,MARCHE BONDU ENRG,1-1535-60608810,1017 RUE PRINCIPALE NOTRE-DAME-DE-PONTMAIN QC CANADA J0W 1S0,2020-12-01,2022-11-30,1009859,59098,3,2022-11-30
3.0,Capitale-Nationale,Pont-Rouge,Sable Marco Inc.,8347-1219,SABLE MARCO INC,1-1535-60608884,26 CHEMIN DE LA PÊCHE PONT-ROUGE QC CANADA G3H 1C3,2019-11-18,2021-11-17,1015127,49949,1,2023-11-17
3.0,Capitale-Nationale,Pont-Rouge,Sable Marco Inc.,8347-1219,SABLE MARCO INC,1-1535-60608884,26 CHEMIN DE LA PÊCHE PONT-ROUGE QC CANADA G3H 1C3,2021-11-18,2023-11-17,1015127,49949,1,2023-11-17
12.0,Chaudière-Appalaches,Saint-Prosper,Commission Scolaire de la Beauce-Etchemin,8229-7482,ECOLE TRAIT D'UNION,1-1535-60608960,2880 18E AVENUE SAINT-PROSPER QC CANADA G0M 1Y0,2020-06-01,2022-05-31,1011719,5000,1,2024-05-31
6.0,Montréal,Montréal,Groupe Ciment Québec inc.,5639-5130,"UNIBETON,DIV CIMENT QUEBEC INC",1-1535-60609031,10705 BOULEVARD HENRI-BOURASSA EST MONTRÉAL QC CANADA H1C 1G7,2021-09-14,2023-09-13,1012673,25000,1,2025-09-13
1.0,Bas-Saint-Laurent,Rivière-du-Loup,Centre de services scolaire de Kamouraska-Rivière-du-Loup,8231-4378,École secondaire de Rivière-du-Loup,1-1535-1683616,320 RUE SAINT-PIERRE RIVIÈRE-DU-LOUP QC CANADA G5R 3V3,2020-10-01,2022-09-30,1017118,45500,1,2024-09-30
,,Saint-Eustache,9383-6591 Québec inc.,5796-4520,Petro Canada,1-1535-60611371,123 RUE SAINT-LAURENT SAINT-EUSTACHE QC CANADA J7P 3Z5,2020-12-25,2022-12-24,1010940,135000,2,2022-12-24
1.0,Bas-Saint-Laurent,Causapscal,Centre de services scolaire des Monts-et-Marées,8229-8712,Centre de formation professionnelle en foresterie de l'Est-du-Québec,1-1535-60611372,165 RUE SAINT-LUC CAUSAPSCAL QC CANADA G0J 1J0,2020-06-01,2022-05-31,1016871,13638,1,2024-05-31
1.0,Bas-Saint-Laurent,Matane,LES FRUITS DE MER DE L'ESTDU QUÉBEC (1998) LTÉE,5593-2586,FRUITS DE MER DE L'EST DU QUÉBEC,1-1535-60612918,1600 RUE DE MATANE-SUR-MER MATANE QC CANADA G4W 3M6,2020-11-22,2022-11-21,1012633,24000,1,2024-11-22
1.0,Bas-Saint-Laurent,Rimouski,"Société québécoise des infrastructures - Dir. imm. du Bas-St-Laurent, Gaspésie-Iles-de-la-Madeleine",5781-7777,CENTRE DE DETENTION RIMOUSKI,1-1535-60613926,200 RUE DES NÉGOCIANTS RIMOUSKI QC CANADA G5M 1B6,2020-06-01,2022-05-31,1017189,5914,2,2022-05-31
3.0,Capitale-Nationale,Québec,Direction Service Technique,5779-7854,HÔPITAL CHAUVEAU,1-1535-1683724,11999 RUE DE L'HÔPITAL QUÉBEC QC CANADA G2A 2T7,2020-07-01,2022-06-30,1018840,34350,1,2024-06-30
1.0,Bas-Saint-Laurent,Dégelis,GROUPE LEBEL (2004) INC.,5609-7728,GROUPE LEBEL (2004) INC,1-1535-1683727,566 AVENUE GUÉRETTE DÉGELIS QC CANADA G5T 1G5,2020-12-01,2022-11-30,1012385,27275,1,2024-11-30
7.0,Outaouais,Gatineau,Société en commandite ERCO Worldwide,5802-6121,ERCO Mondial,1-1535-60614251,101 CHEMIN DONALDSON GATINEAU QC CANADA J8L 3X3,2020-07-01,2022-06-30,1011859,40000,1,2024-07-01
16.0,Montérégie,Saint-Hyacinthe,Centre de Services Scolaire de Saint-Hyacinthe,8109-8980,ECOLE PROF DE ST HYACINTHE,1-1535-60615396,1455 BOULEVARD CASAVANT EST SAINT-HYACINTHE QC CANADA J2S 8S8,2021-09-14,2023-09-13,1014020,9500,2,2023-09-13
2.0,Saguenay--Lac-Saint-Jean,Saguenay,9328-5898 Québec inc.,5781-4774,SUPER SAGAMIE DU ROYAUME,1-1535-60656948,1285 RUE DES CHAMPS-ÉLYSÉES SAGUENAY QC CANADA G7H 5Y4,2019-12-12,2021-12-11,1010846,72736,3,2021-12-11
1.0,Bas-Saint-Laurent,Albertville,Garage Coop d'Albertville,5779-9348,Garage,1-1535-60657991,1065 RUE PRINCIPALE Albertville QC Canada G0J 1A0,2020-10-18,2022-10-17,1017321,14278,1,2024-10-17
1.0,Bas-Saint-Laurent,Amqui,CISSS du Bas-Saint-Laurent,5781-6837,Hôpital d'Amqui,1-1535-1685016,135 AVENUE GAÉTAN-ARCHAMBAULT AMQUI QC CANADA G5J 2K5,2020-07-01,2022-06-30,1012133,70560,3,2022-07-01
15.0,Laurentides,Mont-Tremblant,Sobeys Capital inc.,5772-4841,Shell (C10214),1-1535-60662023,231 RUE DE SAINT-JOVITE MONT-TREMBLANT QC CANADA J8E 2Z9,2019-12-14,2021-12-13,1010798,145000,4,2023-12-13
1.0,Bas-Saint-Laurent,Lac-au-Saumon,Centre de services scolaire des Monts-et-Marées,8229-8712,ECOLE LAC-AU-SAUMON,1-1535-1685097,81 RUE DU ROSAIRE LAC-AU-SAUMON QC CANADA G0J 1M0,2020-07-01,2022-06-30,1016882,4546,1,2024-06-30
8.0,Abitibi-Témiscamingue,Rouyn-Noranda,9305-5929 Québec Inc.,5712-5940,EPICERIE RIVARD,1-1535-60664464,6796 BOULEVARD TÉMISCAMINGUE ROUYN-NORANDA QC CANADA J9Y 1N1,2020-12-01,2022-11-30,1009931,25347,1,2024-11-30
3.0,Capitale-Nationale,Pont-Rouge,Transport Richard (1983) inc.,5780-8891,TRANSPORT RICHARD INC,1-1535-1685133,278 RUE DUPONT PONT-ROUGE QC CANADA G3H 1P7,2020-10-01,2022-09-30,1012317,22700,1,2024-09-30
9.0,Côte-Nord,Sept-Îles,Centre de services scolaire du Fer,8242-5737,ECOLE BEAULIEU,1-1535-1686100,789 RUE BEAULIEU Sept-Îles QC Canada G4R 1P8,2020-02-01,2022-01-31,1013504,10000,1,2022-01-31
2.0,Saguenay--Lac-Saint-Jean,Albanel,9395-2885 Québec inc.,5781-6357,Dépanneur Gauthier,1-1535-1686102,371 RUE DE L'ÉGLISE ALBANEL QC CANADA G8M 3G6,2020-12-01,2022-11-30,1009973,70468,2,2022-11-30
1.0,Bas-Saint-Laurent,Saint-Narcisse-de-Rimouski,Centre De Services Scolaire Des Phares,8229-7342,École Boijoli,1-1535-1686170,37 RUE DE LA MONTAGNE SAINT-NARCISSE-DE-RIMOUSKI QC CANADA G0K 1S0,2020-07-01,2022-06-30,1011941,4550,1,2024-06-30
12.0,Chaudière-Appalaches,Thetford Mines,Couche-Tard inc.,5615-0667,Couche-Tard #524,1-1535-60702194,505 BOULEVARD FRONTENAC OUEST THETFORD MINES QC CANADA G6G 6X9,2021-07-07,2023-07-06,1019796,100000,2,2025-07-06
15.0,Laurentides,Kiamika,9322-5654 Québec inc,5778-9240,Marché Vallée de la Kiamika,1-1535-60704932,13 RUE PRINCIPALE KIAMIKA QC CANADA J0W 1G0,2020-07-01,2022-06-30,1009441,31600,3,2024-06-30
3.0,Capitale-Nationale,Québec,Bell Canada,5780-4247,BELL CANADA (JURID. FÉDÉRAL),1-1535-1686284,112 AVENUE DES CASCADES QUÉBEC QC CANADA G1E 2L3,2020-02-09,2022-02-08,1012754,10000,1,2022-02-08
1.0,Bas-Saint-Laurent,Saint-Mathieu-de-Rioux,9228-4561 Québec inc.,5665-9279,Domaine du Lac St-Mathieu (Camping Koa Bas St-Laurent),1-1535-60709970,120 CHEMIN DU LAC SUD SAINT-MATHIEU-DE-RIOUX QC CANADA G0L 3T0,2019-12-20,2021-12-19,1008935,4633,1,2025-12-19
12.0,Chaudière-Appalaches,Saint-Henri,9247-3693 Québec inc.,5781-4162,ULTRAMAR,1-1535-60710155,55 ROUTE CAMPAGNA SAINT-HENRI QC CANADA G0R 3E0,2019-12-01,2021-11-30,1011282,118210,4,2021-11-30
1.0,Bas-Saint-Laurent,La Pocatière,Centre de services scolaire de Kamouraska-Rivière-du-Loup,8231-4378,École Sacré-Coeur,1-1535-1686428,1005  6E AVENUE PILOTE LA POCATIÈRE QC CANADA G0R 1Z0,2020-06-01,2022-05-31,1016572,10000,1,2024-05-31
17.0,Centre-du-Québec,Laurierville,Coop de solidarité de Laurierville,5781-4212,Bonisoir Laurierville,1-1535-60711449,156 RUE GRENIER LAURIERVILLE QC CANADA G0S 1P0,2020-09-19,2022-09-18,1016996,60000,1,2022-09-18
12.0,Chaudière-Appalaches,Saint-Gédéon-de-Beauce,Groupe Canam inc.,5740-3636,Les Aciers Canam,1-1535-60746220,115 BOULEVARD CANAM NORD SAINT-GÉDÉON-DE-BEAUCE QC CANADA G0M 1T0,2021-02-01,2023-01-31,1012650,76437,11,2023-01-31
14.0,Lanaudière,Mandeville,9189-0509 Québec inc.,5795-1956,LE RENDEZ-VOUS,1-1535-60747557,400 RANG SAINT-AUGUSTIN MANDEVILLE QC CANADA J0K 1L0,2021-02-01,2023-01-31,1017933,26600,2,2025-01-31
15.0,Laurentides,Ivry-sur-le-Lac,Terry Cunningham,5781-1739,TERRY CUNNINGHAM,1-1535-60747667,85 CHEMIN FYON IVRY-SUR-LE-LAC QC CANADA J8C 2Z8,2019-11-26,2021-11-25,1014733,9000,1,2021-11-25
4.0,Mauricie,Lac-Édouard,9208-1181 Québec inc.,5780-2738,POURVOIRIE DU LAC EDOUARD ENR,1-1535-60748711,340 RUE PRINCIPALE LAC-ÉDOUARD QC CANADA G0X 3N0,2019-12-23,2021-12-22,1011898,13500,1,2023-12-22
1.0,Bas-Saint-Laurent,Saint-Michel-du-Squatec,Belzile Auto Squatec Inc.,8338-2630,BELZILE AUTO SQUATEC INC,1-1535-1687466,168 RUE SAINT-JOSEPH SAINT-MICHEL-DU-SQUATEC QC CANADA G0L 4H0,2020-06-04,2022-06-03,1009102,45740,1,2022-06-03
15.0,Laurentides,Morin-Heights,Dépanneur Lecavalier inc.,5628-1686,PROVI-SOIR DEPANNEUR 364 INC,1-1535-60751303,717 CHEMIN DU VILLAGE MORIN-HEIGHTS QC CANADA J0R 1H0,2020-02-08,2022-02-07,1016142,100000,2,2024-02-07
9.0,Côte-Nord,Godbout,Centre de services scolaire de l'Estuaire,8231-4006,ECOLE MGR-LABRIE,1-1535-1687543,101 RUE LEVACK GODBOUT QC CANADA G0H 1G0,2021-04-01,2023-03-31,1012858,10000,1,2025-03-31
15.0,Laurentides,Mont-Laurier,csss antoine-labelle,5622-4264,Hôpital de Mont-Laurier,1-1535-60752701,2561 CHEMIN DE LA LIÈVRE SUD MONT-LAURIER QC CANADA J9L 3G3,2019-10-25,2021-10-24,1013232,22730,1,2021-10-24
16.0,Montérégie,Delson,Les transports Delson ltée,5779-2277,LES TRANSPORTS DELSON LTEE,1-1535-60752743,121 RUE PRINCIPALE NORD DELSON QC CANADA J5B 1Z2,2020-06-01,2022-05-31,1011680,75000,2,2022-05-31
14.0,Lanaudière,Joliette,Les Automobiles François St-Jean inc.,5779-8035,MAZDA JOLIETTE INC.,1-1535-60752921,560 131 RTE Joliette QC Canada J6E 7Y8,2019-11-11,2021-11-10,1015545,4682,1,2021-11-10
1.0,Bas-Saint-Laurent,Rimouski,Dépanneur 765 inc.,5778-7673,Dépanneur 765,1-1535-1687609,765 BOULEVARD SAINT-GERMAIN RIMOUSKI QC CANADA G5L 3T2,2020-12-01,2022-11-30,1017753,90000,3,2022-11-30
16.0,Montérégie,Saint-Hyacinthe,Nutri-Oeuf St-Hyacinthe inc.,5781-5466,NUTRI-OEUF INC.,1-1535-60755190,6655 RUE PICARD SAINT-HYACINTHE QC CANADA J2S 1H3,2019-10-31,2021-10-30,1015541,23975,1,2021-10-30
12.0,Chaudière-Appalaches,Honfleur,L Bilodeau et fils ltée,5780-1342,GARAGE BILODEAU ET FILS,1-1535-1687686,383 RUE SAINT-JEAN HONFLEUR QC CANADA G0R 1N0,2020-12-01,2022-11-30,1012511,22959,1,2024-11-30
2.0,Saguenay--Lac-Saint-Jean,Dolbeau-Mistassini,Ville de Dolbeau-Mistassini,8240-5804,GARAGE MUNICIPAL (TRAVAUX PUBLiQUES),1-1535-60756813,1030 BOULEVARD VÉZINA DOLBEAU-MISTASSINI QC CANADA G8L 3K9,2020-08-20,2022-08-19,1014654,34125,1,2022-08-19
16.0,Montérégie,Saint-Louis-de-Gonzague,Gérard Maheu inc.,5779-9215,GERARD MAHEU INC,1-1535-60792811,289 5 Saint-Louis-de-Gonzague QC Canada J0S 1T0,2020-07-01,2022-06-30,1019841,17464,2,2024-06-30
11.0,Gaspésie--Îles-de-la-Madeleine,Gaspé,Les breuvages Gaspé inc.,5780-8875,LES BREUVAGES GASPE INC,1-1535-60793064,419 MONTÉE DE SANDY BEACH GASPÉ QC CANADA G4X 2E9,2021-07-01,2023-06-30,1013101,19733,2,2023-06-30
11.0,Gaspésie--Îles-de-la-Madeleine,Marsoui,Bois Marsoui G.D.S. inc.,5779-7755,BOIS MARSOUI G.D.S. INC,1-1535-60794178,2 RUE DE LA MINE Marsoui QC Canada G0E 1S0,2021-05-20,2023-05-19,1015268,22700,1,2027-05-19
12.0,Chaudière-Appalaches,Montmagny,Centre De Services Scolaire De La Côte-Du-Sud,2803-6036,CENTRE D'ÉDUCATION DES ADULTES,1-1535-1688762,111 RUE SAINT-PIERRE MONTMAGNY QC CANADA G5V 2P7,2020-06-01,2022-05-31,1011626,4595,1,2024-05-31
8.0,Abitibi-Témiscamingue,Val-d'Or,L. Fournier Et Fils Inc.,1347-4051,ELDORADO GOLD LAMAQUE USINE SIGMA,1-1535-60795439,300 3e Avenue Val-d'Or QC Canada J9P 4N8,2021-09-27,2023-09-26,1020033,22700,1,2027-09-26
14.0,Lanaudière,Sainte-Marcelline-de-Kildare,Aéroclub de Joliette inc.,5778-8648,AEROPORT JOLIETTE,1-1535-60796692,501 DOUBLE Sainte-Marcelline-de-Kildare QC Canada J0K 2Y0,2019-12-14,2021-12-13,1015986,18200,1,2025-12-13
1.0,Bas-Saint-Laurent,Baie-des-Sables,Donald Santerre,5779-3143,GARAGE SANTERRE B & FILS ENR,1-1535-1688799,188 RUE DE LA MER BAIE-DES-SABLES QC CANADA G0J 1C0,2020-06-01,2022-05-31,1009055,28824,2,2024-05-31
16.0,Montérégie,Salaberry-de-Valleyfield,Groupe CRH Canada inc.,8230-9766,DEMIX BETON,1-1535-60796803,189 RUE DES BÉTONNIÈRES SALABERRY-DE-VALLEYFIELD QC CANADA J6S 0A5,2020-01-23,2022-01-22,1014188,13883,1,2024-01-22
1.0,Bas-Saint-Laurent,Rimouski,Centre De Services Scolaire Des Phares,8229-7342,École de l'Estran,1-1535-1688836,399 RUE LA SALLE RIMOUSKI QC CANADA G5L 3V8,2021-04-01,2023-03-31,1012711,4500,1,2025-03-31
5.0,Estrie,Farnham,7016140 Canada inc.,5781-2976,DEPANNEUR ET STATION SERVICE,1-1535-60798097,130 RUE JACQUES-CARTIER SUD FARNHAM QC CANADA J2N 1Y4,2020-12-02,2022-12-01,1011173,100000,2,2022-12-01
16.0,Montérégie,Saint-Constant,Lafarge Canada inc.,5593-3188,LAFARGE CANADA,1-1535-60798280,436 PETITE COTE Saint-Constant QC Canada J5A 2E8,2020-02-24,2022-02-23,1016001,23261,1,2026-02-23
11.0,Gaspésie--Îles-de-la-Madeleine,Les Îles-de-la-Madeleine,Hydro-Québec (CK9583),5227-7456,HYDRO-QUEBEC CENTRALE THERMIQUE,1-1535-60799289,1034 CHEMIN VERNIÈRE LES ÎLES-DE-LA-MADELEINE QC CANADA G4T 1R3,2020-12-01,2022-11-30,1019293,21419872,31,2024-11-30
6.0,Montréal,Montréal,TATA COMMUNICATIONS (CANADA) LTD.,1418-8726,Tata Communications Canada,1-1535-60799320,1441 RUE CARRIE-DERICK MONTRÉAL QC CANADA H3C 4S9,2020-04-01,2022-03-31,1013697,49630,5,2024-04-01
1.0,Bas-Saint-Laurent,Causapscal,Georges Valois et fils inc.,8260-1022,GARAGE VALOIS & FILS,1-1535-1688911,374 RUE SAINT-JACQUES NORD CAUSAPSCAL QC CANADA G0J 1J0,2020-09-02,2022-09-01,1009318,69827,3,2022-09-01
13.0,Laval,Laval,Ville de Laval,1342-8156,Garage secteur 1,1-1535-60800798,4000 BOULEVARD SAINT-MARTIN EST LAVAL QC CANADA H7E 5B3,2021-01-24,2023-01-23,1012941,42500,3,2023-01-23
6.0,Montréal,Montréal,Société québécoise des infrastructures - Direction immobilière du Nord de Montréal,5781-7850,Établissement de détention Rivière-Des-Prairies,1-1535-60800799,11900 AVENUE ARMAND-CHAPUT MONTRÉAL QC CANADA H1C 1S7,2020-01-01,2021-12-31,1014365,12354,2,2021-12-31
16.0,Montérégie,Salaberry-de-Valleyfield,NATIONAL SILICATES PARTNERSHIP,5614-4546,NATIONAL SILICATES,1-1535-60800836,132 RUE FABRE SALABERRY-DE-VALLEYFIELD QC CANADA J6S 4K9,2019-10-26,2021-10-25,1013047,359000,1,2025-10-25
7.0,Outaouais,Pontiac,Centre de services scolaire Western Québec,8236-6477,ECOLE ONSLOW,1-1535-60800869,850 RUE DE CLARENDON PONTIAC QC CANADA J0X 2V0,2021-06-01,2023-05-31,1013061,4500,1,2025-05-31
7.0,Outaouais,Gatineau,Casiloc Inc.,5672-8108,CASINO DU LAC LEAMY,1-1535-60801990,1 BOULEVARD DU CASINO GATINEAU QC CANADA J8Y 6W3,2020-04-01,2022-03-31,1013668,22190,3,2022-03-31
