Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body
2013,1168,Vale Canada Limited,"Copper Cliff Mining, Smelting and Refining Complex",Copper Cliff,331410,428948.27,0.0,144.543,2083.417,0.0,0.0,0.0,0.0,431177,431177.0,431177.0,Ernst & Young LLP
2013,1170,McMaster University,MCMASTER UNIVERSITY,Hamilton,611310,22118.5,0.0,9.198,130.82,0.0,0.0,0.0,0.0,22259,22259.0,22259.0,Conestoga-Rovers & Associates Limited (CRA)
2013,1201,Soave Hydroponics Company,Great Northern Hydroponics,Kingsville,111419,31781.36,0.0,13.23,182.9,0.0,0.0,0.0,0.0,31978,31978.0,31978.0,GHD
2013,1218,Great Lakes Greenhouses Inc.,Great Lakes Greenhouses Inc.,Leamington,111419,26494.345,0.0,10.941,154.69,0.0,0.0,0.0,0.0,26660,26660.0,26660.0,"Ruby Canyon Engineering, Inc."
2013,1222,Nature Fresh Farms,Nature Fresh Plant 1,Leamington,111419,22441.101,15230.673,111.72,334.49,0.0,0.0,0.0,0.0,38118,22887.0,22887.0,
2013,1225,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,Windsor,332810,28635.0,0.0,11.8474,155.881,0.0,0.0,0.0,0.0,28803,28803.0,28803.0,GHD Limited (formerly CRA)
2014,1001,ADM Agri-Industries Company,ADM AGRI-INDUSTRIES - ADM Windsor,Windsor,311224,63406.7237,0.0,25.7586,342.705,0.0,0.0,0.0,,63776,63776.0,63776.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1002,Air Products Canada Ltd.,Corunna Hydrogen Facility,Corunna,325120,459950.0,0.0,0.0,0.0,0.0,0.0,0.0,,459950,459950.0,459950.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1003,Emerald Energy From Waste Inc.,Emerald Energy from Waste Inc.,Brampton,562210,76465.21,37426.52,644.28,849.4,0.0,0.0,0.0,,115386,77959.0,77959.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1005,ArcelorMittal Dofasco Inc.,Dofasco Hamilton,Hamilton,331110,5095434.499,0.0,19749.807,3141.385,0.0,0.0,0.0,,5118326,5118326.0,5118326.0,PricewaterhouseCoopers LLP
2014,1006,Atlantic Packaging Products Ltd.,111 Progress,Scarborough,322130,36924.0,11547.0,15.2775,201.004,0.0,0.0,0.0,,48688,37141.0,37141.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1007,Atlantic Power LP,Kapuskasing Power Plant,Kapuskasing,221112,117636.0,0.0,644.427,951.39,0.0,0.0,0.0,,119232,119232.0,119232.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1008,Atlantic Power LP,Nipigon Power Plant,Nipigon,221112,92470.0,0.0,506.52,747.1,0.0,0.0,0.0,,93724,93724.0,93724.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1009,Atlantic Power LP,North Bay,North Bay,221112,125782.0,0.0,689.01,1016.8,0.0,0.0,0.0,,127488,127488.0,127488.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1010,Atlantic Power LP,Tunis Power Plant,Tunis,221112,117566.0,0.0,644.028,950.77,0.0,0.0,0.0,,119161,119161.0,119161.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1011,Brampton Brick Limited,Brampton Brick,Brampton,327120,49532.0,0.0,10.92,145.7,0.0,0.0,0.0,,49689,49689.0,49689.0,Stantec Consulting Ltd.
2014,1012,Brighton Beach Power L.P.,Brighton Beach Power,Windsor,221112,95928.26,0.0,524.055,776.55,0.0,0.0,0.0,,97229,97229.0,97229.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1013,Brock University,University/Power Generation Facility,St. Catharines,611310,27613.38,0.0,127.26,213.9,0.0,0.0,0.0,,27955,27955.0,27955.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1014,Lake Superior Power,Lake Superior Power,Sault Ste Marie,221112,49300.05,0.0,270.0684,398.691,0.0,0.0,0.0,,49969,49969.0,49969.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1015,Bruce Power LP,Bruce Power,Tiverton,221113,3512.0,0.0,3.78,164.3,0.0,0.0,0.0,,3681,3681.0,3681.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1016,Bunge Canada Holdings I ULC,Bunge Canada - Hamilton Plant,Hamilton,311224,47543.271,0.0,19.6709,258.8165,0.0,0.0,0.0,,47822,47822.0,47822.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1017,Cabot Canada Limited,Cabot Canada Limited,Sarnia,325189,214875.98,0.0,2.1,27.9,0.0,0.0,0.0,,214906,214906.0,214906.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1018,Canadian Gypsum Company,CGC Hagersville Plant,Hagersville,327420,51020.2043,0.0,21.1092,277.729,0.0,0.0,0.0,,51320,51320.0,51320.0,Stantec Consulting Ltd.
2014,1019,"Cardinal Power of Canada, L.P.",Cardinal Power,Cardinal,221112,415968.15,0.0,2278.3643,3366.6992,0.0,0.0,0.0,,421614,421614.0,421614.0,Stantec Consulting Ltd.
2014,1020,Carmeuse Lime Canada,Beachville Operation,Ingersoll,327410,440764.51,0.0,267.918,1859.69,0.0,0.0,0.0,,442893,442893.0,442893.0,Stantec Consulting Ltd.
2014,1021,Carmeuse Lime Canada,Dundas Operations,Dundas,327410,402195.726,0.0,47.691,931.86,0.0,0.0,0.0,,403176,403176.0,403176.0,Stantec Consulting Ltd.
2014,1022,Carmeuse Lime Canada,Northern Lime Limited,Blind River,327410,130466.0,0.0,109.41,2052.2,0.0,0.0,0.0,,132628,132628.0,132628.0,Stantec Consulting Ltd.
2014,1023,Cascades Canada ULC.,"Norampac Trenton, a Division of Cascades Canada ULC.",Trenton,322130,39081.11,30361.36,220.206,614.11,0.0,0.0,0.0,,70277,39915.0,39915.0,Enviro-Access Inc.
2014,1024,"CertainTeed Gypsum Canada, Inc.",Toronto Board Plant,Mississauga,327420,25916.0,0.0,10.7226,141.112,0.0,0.0,0.0,,26068,26068.0,26068.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1025,FCA Canada Inc.,Brampton Assembly Plant,Brampton,336110,71537.0,0.0,29.589,389.36,0.0,0.0,0.0,,71956,71956.0,71956.0,Ernst & Young LLP
2014,1026,FCA Canada Inc.,Windsor Assembly Plant,Windsor,336110,44643.0,0.0,18.48,242.73,0.0,0.0,0.0,,44905,44905.0,44905.0,Ernst & Young LLP
2014,1027,City of Ottawa,Trail Road Waste Facility,Ottawa,562210,171.562,70738.452,297.8787,443.641,0.0,0.0,0.0,,71652,913.0,913.0,
2014,1028,City of Sault Ste. Marie,East Wastewater Treatment Plant,Sault Ste. Marie,221320,1065.171,0.0,0.4287,1158.7143,0.0,0.0,0.0,,2225,2225.0,2225.0,
2014,1029,"Clean Harbors Canada, Inc.","Clean Harbors Canada, Inc",Corunna,562210,55769.95,0.0,4.4136,74.8526,0.0,0.0,0.0,,55850,55850.0,55850.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1030,Columbian Chemicals Canada Ltd.,Hamilton,Hamilton,325189,261106.8913,0.0,1.7178,22.599,0.0,0.0,0.0,,261132,261132.0,261132.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1031,Descor Industries Inc.,Descor Industries Inc.,Markham,337213,883.9817,0.0,0.3696,4.867,0.0,0.0,0.0,,890,890.0,890.0,
2014,1032,Domtar Inc.,Dryden Mill,Dryden,322112,74008.387,827019.51,5577.579,13550.3387,0.0,0.0,0.0,,920156,93136.0,93136.0,KPMG Performance Registrar Inc.
2014,1033,Anthony Forest Products Company,Espanola Mill,Espanola,322121,159615.0,867134.0,5870.8734,14429.942,0.0,7.215,0.0,,1047058,179924.0,179924.0,KPMG Performance Registrar Inc.
2014,1035,East Windsor Cogeneration LP,East Windsor Cogeneration Centre,Windsor,221112,68855.997,0.0,377.181,556.76,0.0,0.0,0.0,,69790,69790.0,69790.0,NSF International
2014,1037,Eastern Power Ltd.,Keele Valley Landfill Gas Power Plant,Vaughan,221119,36907.311,66725.262,254.1,372.0,0.0,0.0,0.0,,104259,37533.0,37533.0,Stantec Consulting Ltd.
2014,1038,Enbridge Gas Distribution Inc.,Enbridge Gas Distribution Inc.,North York,221210,41949.74,0.0,889.14,347.2,0.0,0.0,0.0,,43187,43187.0,43187.0,Ernst & Young LLP
2014,1039,Enwave Energy Corporation,Pearl Street Steam Plant,Toronto,221330,108770.034,0.0,41.622,574.74,0.0,0.0,0.0,,109387,109387.0,109387.0,Internat Energy Solutions Canada Inc.
2014,1040,Enwave Energy Corporation,Walton Street Steam Plant,Toronto,221330,98035.577,0.0,37.254,516.77,0.0,0.0,0.0,,98590,98590.0,98590.0,Internat Energy Solutions Canada Inc.
2014,1041,Essar Power Canada Ltd.,Essar Power Canada Ltd,Sault Ste. Marie,221119,1367343.02,0.0,10159.086,3491.22,0.0,0.0,0.0,,1380994,1380994.0,1380994.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1042,Essar Steel Algoma Inc.,Essar Steel Algoma Inc,Sault Ste. Marie,331110,2707484.714,0.0,23055.82,2029.4336,0.0,0.0,0.0,,2732570,2732570.0,2732570.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1043,Essroc Canada Inc.,Picton  Plant,Picton,327310,542456.5672,0.0,667.4657,529.7683,0.0,0.0,0.0,,543654,543654.0,543654.0,Ernst & Young LLP
2014,1045,Federal White Cement Ltd.,Woodstock Plant,Woodstock,327310,331603.066,0.0,82.8282,395.436,0.0,0.0,0.0,,332082,332082.0,332082.0,Stantec Consulting Ltd.
2014,1046,Flakeboard Company Limited,Flakeboard Company Limited,Sault Ste Marie,321216,37216.0,54482.0,380.583,921.94,0.0,0.0,0.0,,93001,38519.0,38519.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1047,"Ford Motor Company of Canada, Limited",Oakville Assembly Plant,Oakville,336110,82520.639,0.0,34.419,466.55,0.0,0.0,0.0,,83022,83022.0,83022.0,"Advanced Waste Management System, Inc."
2014,1049,Veresen Energy Infrastructure Inc.,London District Energy,London,221330,45610.156,0.0,249.8559,368.838,0.0,0.0,0.0,,46229,46229.0,46229.0,NSF International
2014,1051,GDF Suez Energy Canada Inc.,West Windsor Power,Windsor,221112,321483.4306,0.0,1761.1083,2599.753,0.0,0.0,0.0,,325845,325845.0,325845.0,RWDI AIR Inc.
2014,1052,General Motors of Canada Limited,CAMI Assembly Plant,Ingersoll,336110,41534.841,0.0,17.178,225.99,0.0,0.0,0.0,,41779,41779.0,41779.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1053,General Motors of Canada Limited,Oshawa Car Assembly Plant,Oshawa,336110,109364.181,0.0,45.255,595.51,0.0,0.0,0.0,,110005,110005.0,110005.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1054,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Cambridge Mill",Cambridge,331110,19602.3167,2750.7154,9.1686,108.252,0.0,0.0,0.0,,22471,19720.0,19720.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1055,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Whitby Mill",Whitby,331110,90924.434,0.0,22.848,423.15,0.0,0.0,0.0,,91371,91371.0,91371.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1056,GOLDCORP CANADA LTD,Musselwhite Mine,Thunder Bay,212220,23513.0,0.0,14.49,750.2,0.0,0.0,0.0,,24278,24278.0,24278.0,Ernst & Young LLP
2014,1057,Goreway Station Partnership,Goreway Power Station,Brampton,221112,400491.039,0.0,2189.355,3236.4,0.0,0.0,0.0,,405917,405917.0,405917.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1058,Greater Toronto Airports Authority,Toronto Pearson International Airport,Mississauga,488190,59652.5,0.0,25.9442,371.0018,0.0,1018.3,0.0,,61068,61068.0,61068.0,
2014,1059,"Greenfield Energy Centre, LP",Greenfield Energy Centre,Courtright,221112,629898.0,0.0,3450.636,5093.889,0.0,0.0,0.0,,638443,638443.0,638443.0,Stantec Consulting Ltd.
2014,1060,GreenField Specialty Alcohols Inc.,Chatham Plant,Chatham,325190,135683.158,532.781,56.1385,738.6333,0.0,0.0,0.0,,137011,136478.0,136478.0,KPMG Performance Registrar Inc.
2014,1061,GreenField Specialty Alcohols Inc.,Johnstown Plant,Prescott,325190,89843.9,231.87,37.1721,489.087,0.0,0.0,0.0,,90603,90371.0,90371.0,KPMG Performance Registrar Inc.
2014,1062,Highbury Canco Corporation,Leamington Facility,Leamington,311420,31215.0,0.0,12.915,169.88,0.0,0.0,0.0,,31398,31398.0,31398.0,Internat Energy Solutions Canada Inc.
2014,1063,Hamilton Health Sciences Corporation,McMaster University Medical Centre Co-generation Plant,Hamiton,622112,33112.0,0.0,13.65,192.2,0.0,0.0,0.0,,33318,33318.0,33318.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1064,Hamilton Specialty Bar Corporation,Hamilton Specialty Bar,Hamilton,331110,33676.0,0.0,9.093,119.66,0.0,0.0,0.0,,33805,33805.0,33805.0,NSF International
2014,1066,Hanson Brick,Hanson Brick - Burlington,Burlington,327990,36694.0,0.0,10.0149,131.781,0.0,0.0,0.0,,36836,36836.0,36836.0,Stantec Consulting Ltd.
2014,1068,Hiram Walker & Sons Ltd.,Walkerville,Windsor,312140,67580.62,0.0,27.93,368.9,0.0,0.0,0.0,,67978,67978.0,67978.0,RWDI AIR Inc.
2014,1069,Holcim (Canada) inc.,Mississauga Cement Plant,Mississauga,327310,982900.0,0.0,1684.977,792.36,0.0,0.0,0.0,,985378,985378.0,985378.0,PricewaterhouseCoopers LLP
2014,1070,Honda Canada Inc.,Alliston,Alliston,336110,58326.421,0.0,24.129,317.44,0.0,0.0,0.0,,58668,58668.0,58668.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1072,Imperial Oil,Nanticoke Refinery,Nanticoke,324110,1146685.3,0.0,6350.6247,4023.8,0.0,0.0,0.0,,1157060,1157060.0,1157060.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1073,Imperial Oil,Sarnia Chemical Plant,Sarnia,325110,275370.472,0.0,28115.556,1628.12,0.0,0.0,0.0,,305115,305115.0,305115.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1074,Imperial Oil,Sarnia Refinery Plant,Sarnia,324110,1847378.004,0.0,13816.047,8777.96,0.0,0.0,0.0,,1869973,1869973.0,1869973.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1075,Ingredion Canada Incorporated,Ingredion Canada Incorporated  - Cardinal Plant,Cardinal,311221,24417.9626,0.0,10.1018,132.9776,0.0,0.0,0.0,,24562,24562.0,24562.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1076,Ingredion Canada Incorporated,Ingredion Canada Incorporated - London Plant,London,311221,118955.6,0.0,49.2177,647.59,0.0,0.0,0.0,,119653,119653.0,119653.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1077,Ingredion Canada Incorporated,Ingredion Canada Incorporated  - Port Colborne Plant,Port Colborne,311221,73612.38,0.0,30.555,401.14,0.0,0.0,0.0,,74045,74045.0,74045.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1078,Innophos Canada Inc.,Port Maitland Plant,Lowbanks,325189,31041.5,0.0,8.4,111.6,0.0,0.0,0.0,,31162,31162.0,31162.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1079,Integrated Grain Processors Co-operative Incorporated,IGPC Ethanol Inc. - Aylmer Plant,Aylmer,325190,61145.3242,358.4334,52.4118,334.335,0.0,0.0,0.0,,61891,61532.0,61532.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1080,Interlake Paper,Interlake Paper,St. Catharines,322121,24597.95,0.0,9.81,131.9903,0.0,0.0,0.0,,24740,24740.0,24740.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1081,INVISTA (Canada) Company,INVISTA (Canada) Company,Kingston,325220,89848.03,0.0,37.1725,489.0932,0.0,0.0,0.0,,90375,90375.0,90375.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1082,INVISTA (Canada) Company,Maitland Site,Maitland,325190,95346.95,0.0,21.42,282.1,0.0,0.0,0.0,,95651,95651.0,95651.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1083,Irving Consumer Products,Irving Tissue,Toronto,322121,59212.4,0.0,25.83,415.4,0.0,0.0,0.0,,59654,59654.0,59654.0,SAI Global
2014,1084,Ivaco Rolling Mills 2004 L. P.,Ivaco Rolling Mills,L'Orignal,331110,79726.659,0.0,22.764,299.46,0.0,0.0,0.0,,80049,80049.0,80049.0,RWDI AIR Inc.
2014,1085,Jungbunzlauer Canada Inc.,Jungbunzlauer Canada Inc.,Port Colborne,325190,70730.4602,0.0,29.2635,385.051,0.0,0.0,0.0,,71145,71145.0,71145.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1086,Labatt Breweries of Canada LP,LABATT BREWERIES ONTARIO - LONDON BREWERY,London,312120,26847.427,0.0,11.109,146.32,0.0,0.0,0.0,,27005,27005.0,27005.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1087,Lafarge Canada Inc.,Bath Cement Plant,Bath,327310,653411.0,0.0,617.379,1351.6,0.0,0.0,0.0,,655380,655380.0,655380.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1090,London Health Sciences Centre,Victoria Hospital,London,622111,47751.818,0.0,189.21,348.44,0.0,0.0,0.0,,48290,48290.0,48290.0,Stantec Consulting Ltd.
2014,1091,"Rothsay, a Division of Darling International Canada Inc.",Moorefield Site,Moorefield,311614,23248.0,0.0,9.66,127.1,0.0,0.0,0.0,,23385,23385.0,23385.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1092,Maple Lodge Farms Ltd.,Maple Lodge Farms Limited - Brampton,Brampton,311615,29519.0,0.0,12.222,160.58,0.0,0.0,0.0,,29692,29692.0,29692.0,Ernst & Young LLP
2014,1093,Nemak of Canada Corp.,WINDSOR ALUMINUM PLANT,Windsor,331529,27961.95,0.0,11.571,152.21,0.0,0.0,0.0,,28126,28126.0,28126.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1094,New Forest Paper Mills LP,New Forest Paper Mills LP,Scarborough,322130,54462.45,2294.0,21.9828,293.601,0.0,0.0,0.0,,57073,54779.0,54779.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1095,Northland Power Inc.,Cochrane Generating Station,Cochrane,221112,103195.793,166734.693,1686.363,3041.1,0.0,0.0,0.0,,274658,107923.0,107923.0,SAI Global
2014,1096,Northland Power Inc.,Iroquois Falls Generating Station,Iroquois Falls,221112,317544.508,0.0,1739.535,2568.04,0.0,0.0,0.0,,321853,321853.0,321853.0,SAI Global
2014,1097,Kingston CoGen Limited Partnership,Kingston CoGen,Bath,221112,308901.02,0.0,1692.1176,2498.5079,0.0,0.0,0.0,,313092,313092.0,313092.0,SAI Global
2014,1098,Northland Power Inc.,Kirkland Lake Generating Station,Kirkland Lake,221112,299983.615,158969.542,2712.171,4529.72,0.0,0.0,0.0,,466196,307226.0,307226.0,SAI Global
2014,1099,Northland Power Inc.,Thorold Cogen Generating Station,Thorold,221112,257487.687,37318.653,1424.892,2103.35,0.0,0.0,0.0,,298335,261016.0,261016.0,SAI Global
2014,1100,NOVA Chemicals (Canada) Ltd.,Corunna Site,Corunna,325110,1216691.173,0.0,5311.425,4152.14,0.0,0.0,0.0,0.0,1226155,1226155.0,1226155.0,GHD Limited
2014,1101,NOVA Chemicals (Canada) Ltd.,Moore Site,Mooretown,325210,45535.931,0.0,32.13,226.61,0.0,0.0,0.0,,45795,45795.0,45795.0,Ernst & Young LLP
2014,1102,NOVA Chemicals Corporation,St. Clair River Site,Corunna,325210,61303.28,0.0,42.735,309.69,0.0,0.0,0.0,,61656,61656.0,61656.0,Ernst & Young LLP
2014,1103,O-I Canada Corp.,Plant #31 Brampton,Brampton,327214,63383.0,0.0,23.1,294.5,0.0,0.0,0.0,,63701,63701.0,63701.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1104,Ontario Power Generation Inc.,Atikokan Generating Station,Atikokan,221119,8924.0,32454.0,273.0,514.6,0.0,0.0,0.0,,42166,9712.0,9712.0,Ernst & Young LLP
2014,1105,Ontario Power Generation Inc.,Lambton Generating Station,Courtright,221112,7740.0,0.0,42.42,62.0,0.0,0.0,0.0,,7845,7845.0,7845.0,Ernst & Young LLP
2014,1106,Ontario Power Generation Inc.,Lennox Generating Station,Greater Napanee,221112,159504.0,0.0,436.59,1109.8,0.0,0.0,0.0,,161051,161051.0,161051.0,Ernst & Young LLP
2014,1107,Ontario Power Generation Inc.,Nanticoke Generating Station,Nanticoke,221112,13780.0,0.0,74.55,114.7,0.0,0.0,0.0,,13970,13970.0,13970.0,Ernst & Young LLP
2014,1108,Ontario Power Generation Inc.,Thunder Bay Generating Station,Thunder Bay,221119,89658.0,3487.0,23.1,471.82,0.0,0.0,0.0,,93640,90153.0,90153.0,Ernst & Young LLP
2014,1109,Oxy Vinyls Canada Co.,Niagara PVC Plant,Thorold,325210,33112.0,0.0,14.7,243.66,0.0,0.0,0.0,,33371,33371.0,33371.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1111,Petro-Canada Lubricants Inc.,Mississauga Lubricants Centre,Mississauga,324190,408414.6917,0.0,707.3556,2298.681,0.0,0.0,0.0,,411421,411421.0,411421.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1113,Plains Midstream Canada,Sarnia Fractionation Plant,Sarnia,211113,144396.0,0.0,232.89,781.634,0.0,0.0,0.0,,145411,145411.0,145411.0,SAI Global
2014,1116,Portlands Energy Centre LP,Portlands Energy Centre,Toronto,221112,366159.0,0.0,1991.85,2954.3,0.0,0.0,0.0,,371106,371106.0,371106.0,SAI Global
2014,1117,Queen's University at Kingston,Main Campus,Kingston,611310,48174.69,0.0,19.3386,274.3466,0.0,0.0,0.0,,48469,48469.0,48469.0,KPMG Performance Registrar Inc.
2014,1118,Redpath Sugar Ltd,Toronto Refinery,Toronto,311310,63747.6,0.0,28.7893,503.8244,0.0,0.0,0.0,,64281,64281.0,64281.0,SAI Global
2014,1119,Produits forestiers Résolu,Fort Frances Division,Fort Frances,322121,29970.0,2947.0,32.34,204.6,0.0,171.6,0.0,,33326,30379.0,30379.0,Enviro-Access Inc.
2014,1120,Produits forestiers Résolu,Thunder Bay Operations,Thunder Bay,322112,196236.0,1204801.0,8181.18,18916.2,0.0,0.0,0.0,,1428135,223334.0,223334.0,Enviro-Access Inc.
2014,1121,ROXUL Inc.,ROXUL Inc.,Milton,327990,88287.3,0.0,18.892,202.3432,0.0,0.0,0.0,,88509,88509.0,88509.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1122,Safety-Kleen Canada Inc.,Oil Recovery Division,Breslau,324190,44570.8144,0.0,154.6196,198.7246,0.0,0.0,0.0,,44925,44925.0,44925.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1123,Sanofi Pasteur Ltd.,Connaught Campus,Toronto,325410,48442.906,0.0,265.3665,391.5455,0.0,0.0,0.0,,49100,49100.0,49100.0,PricewaterhouseCoopers LLP
2014,1124,City of Sault Ste. Marie,West End Water Pollution Control Plant,Sault Ste. Marie,221320,346.33,0.0,0.1393,586.1176,0.0,0.0,0.0,,933,933.0,933.0,
2014,1125,Shell Canada Products,Sarnia Manufacturing Centre,Corunna,324110,750546.1125,0.0,12641.0886,2844.374,0.0,0.0,0.0,,766032,766032.0,766032.0,"LRQA America's Sustainability, Inc."
2014,1127,Sonoco Canada Corporation,Sonoco - Trent Valley Mill,Trenton,322130,40674.7,0.0,16.821,221.34,0.0,0.0,0.0,,40913,40913.0,40913.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1128,"St. Clair Power, LP",St. Clair Energy Center,Corunna,221112,261178.2303,0.0,1430.7531,2112.061,0.0,0.0,0.0,,264722,264722.0,264722.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1129,St. Marys Cement Inc.,Bowmanville Cement Plant,Bowmanville,327310,1332126.727,0.0,167.2491,1207.9423,0.0,0.0,0.0,,1333502,1333502.0,1333502.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1130,St. Marys Cement Inc.,St. Marys Cement Plant,St. Marys,327310,463666.0,0.0,89.88,313.1,0.0,0.0,0.0,,464069,464069.0,464069.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1131,Strathcona Paper GP Inc.,Strathcona Paper LP,Napanee,322130,30308.707,0.0,12.537,164.92,0.0,0.0,0.0,,30487,30487.0,30487.0,RWDI AIR Inc.
2014,1132,Styrolution Canada Ltd.,Sarnia Site,Sarnia,325110,120965.1206,0.0,78.8634,468.844,0.0,0.0,0.0,,121513,121513.0,121513.0,Stantec Consulting Ltd.
2014,1133,Suncor Energy Products Partnership,Sarnia Refinery,Sarnia,324110,641520.2272,0.0,8967.5964,3826.795,0.0,0.0,0.0,,654315,654315.0,654315.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1134,Suncor Energy Products Inc.,St. Clair Ethanol Plant,Mooretown,325190,157573.745,0.0,65.1504,857.212,0.0,0.0,0.0,,158497,158497.0,158497.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1135,Tembec,Kapuskasing Operations,Kapuskasing,322122,32105.461,202877.054,1377.348,2859.75,0.0,0.0,0.0,,239220,36342.0,36342.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1136,Algoma Tubes Inc.,Tenaris Algoma Tubes,Sault Ste. Marie,331210,102185.04,0.0,42.21,554.9,0.0,0.0,0.0,,102783,102783.0,102783.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1137,Terra International (Canada) Inc.,CF Industries Courtright Nitrogen Complex,Courtright,325313,781988.8841,0.0,73.1514,40423.473,0.0,0.0,0.0,,822486,822486.0,822486.0,SAI Global
2014,1138,AV Terrace Bay Inc.,AV Terrace Bay,Terrace Bay,322112,123044.52,768318.0,5233.4195,12895.07,0.0,0.0,0.0,,909492,141174.0,141174.0,SAI Global
2014,1139,The International Group Inc.,Agincourt Plant,Toronto,324190,38606.8985,0.0,17.8731,217.62,0.0,0.0,0.0,,38843,38843.0,38843.0,SAI Global
2014,1140,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada (Cambridge),Cambridge,336110,68973.402,0.0,28.56,376.34,0.0,0.0,0.0,,69379,69379.0,69379.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1141,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada (Woodstock),Woodstock,336110,36795.772,0.0,15.225,200.26,0.0,0.0,0.0,,37012,37012.0,37012.0,Conestoga-Rovers & Associates Limited (CRA)
2014,1142,TransAlta Generation Partnership,Mississauga Cogeneration Plant,Mississauga,221112,340982.552,0.0,460.2801,2624.212,0.0,0.0,0.0,,344068,344068.0,344068.0,Ernst & Young LLP
2014,1143,TransAlta Generation Partnership,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,Ottawa,221112,27914.1989,0.0,19.7064,179.583,0.0,0.0,0.0,,28114,28114.0,28114.0,Ernst & Young LLP
2014,1144,TransAlta Generation Partnership,Sarnia Regional Cogeneration Facility,Sarnia,221112,1119303.828,0.0,1593.5346,8776.286,0.0,0.0,0.0,,1129674,1129674.0,1129674.0,Ernst & Young LLP
