PUBLICATION DATE,FISCAL YEAR,AGENCY CODE,AGENCY NAME,ALL FUNDS,CITY FUND,REMARK
2.017113E7,2008.0,313,Office of Collective Barg.,1861.0,1671.0,?
2.017113E7,2008.0,499,Community Boards (All),13620.0,13601.0,?
2.017113E7,2008.0,781,Department of Probation,81589.0,64131.0,?
2.017113E7,2008.0,801,Dept. Small Business Services,136557.0,75386.0,?
2.017113E7,2008.0,806,Housing Preservation & Dev.,597994.0,75273.0,?
2.017113E7,2008.0,810,Department of Buildings,99410.0,99387.0,?
2.017113E7,2008.0,816,Dept Health & Mental Hygiene,1586921.0,570456.0,?
2.017113E7,2008.0,820,Office of Administrative Trials and Hearings,0.0,0.0,?
2.017113E7,2008.0,826,Dept of Environmental Prot.,919095.0,849897.0,?
2.017113E7,2008.0,827,Department of Sanitation,1244392.0,1206386.0,?
2.017113E7,2008.0,829,Business Integrity Commission,5771.0,5771.0,?
2.017113E7,2008.0,836,Department of Finance,215498.0,210240.0,?
2.017113E7,2008.0,841,Department of Transportation,697786.0,421804.0,?
2.017113E7,2008.0,846,Dept of Parks and Recreation,370648.0,277209.0,?
2.017113E7,2008.0,850,Dept. of Design & Construction,96541.0,7579.0,?
2.017113E7,2008.0,856,Dept of Citywide Admin Srvces,997469.0,195882.0,?
2.017113E7,2008.0,858,D.O.I.T.T.,308265.0,179365.0,?
2.017113E7,2008.0,860,Dept of Records & Info Serv.,5889.0,5178.0,?
2.017113E7,2008.0,866,Department of Consumer Affairs,20513.0,17052.0,?
2.017113E7,2008.0,901,District Attorney - N.Y.,90264.0,74669.0,?
2.017113E7,2008.0,902,District Attorney - Bronx,50762.0,43715.0,?
2.017113E7,2008.0,903,District Attorney - Kings,83584.0,73589.0,?
2.017113E7,2008.0,904,District Attorney - Queens,47033.0,40364.0,?
2.017113E7,2008.0,905,District Attorney - Richmond,8311.0,7231.0,?
2.017113E7,2008.0,906,Off. of Prosec. & Spec. Narc.,17778.0,16105.0,?
2.017113E7,2008.0,941,Public Administrator - N.Y.,1143.0,1143.0,?
2.017113E7,2008.0,942,Public Administrator - Bronx,418.0,418.0,?
2.017113E7,2008.0,943,Public Administrator- Brooklyn,536.0,536.0,?
2.017113E7,2008.0,944,Public Administrator - Queens,421.0,421.0,?
2.017113E7,2008.0,945,Public Administrator -Richmond,362.0,362.0,?
2.017113E7,2008.0,989,Prior Payable Adjustment,-615910.0,-398740.0,?
2.017113E7,2008.0,991,General Reserve,0.0,0.0,?
2.017113E7,2008.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2008.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2008.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2008.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2008.0,ICA,Intra-City Adjustment,-1477192.0,0.0,?
2.017113E7,2008.0,PDA,Prepayment and Defeasance Adjustment,1602961.0,1602961.0,?
2.017113E7,2008.0,TCW,CITYWIDE TOTAL,6.2588853E7,4.393195E7,?
2.017113E7,2009.0,100,M.A.C. Debt Service,0.0,0.0,?
2.017113E7,2009.0,101,Public Advocate,2809.0,2809.0,?
2.017113E7,2009.0,102,City Council,49526.0,49482.0,?
2.017113E7,2009.0,103,City Clerk,4330.0,4330.0,?
2.017113E7,2009.0,125,Department for the Aging,290255.0,166283.0,?
2.017113E7,2009.0,126,Department of Cultural Affairs,151387.0,148586.0,?
2.017113E7,2009.0,127,Financial Info. Serv. Agency,58423.0,44666.0,?
2.017113E7,2009.0,130,Department of Juvenile Justice,134506.0,96496.0,?
2.017113E7,2009.0,131,Office of Payroll Admin.,13439.0,11632.0,?
2.017113E7,2009.0,132,Independent Budget Office,2884.0,2884.0,?
2.017113E7,2009.0,133,Equal Employment Practices Com,766.0,766.0,?
2.017113E7,2009.0,134,Civil Service Commission,607.0,607.0,?
2.017113E7,2009.0,136,Landmarks Preservation Comm.,4599.0,3858.0,?
2.017113E7,2009.0,138,Districting Commission,0.0,0.0,?
2.017113E7,2009.0,156,Taxi & Limousine Commission,28875.0,28875.0,?
2.017113E7,2009.0,226,Commission on Human Rights,7130.0,2496.0,?
2.017113E7,2009.0,260,Youth & Community Development,382705.0,254942.0,?
2.017113E7,2009.0,312,Conflicts of Interest Board,1898.0,1898.0,?
2.017113E7,2009.0,313,Office of Collective Barg.,1882.0,1690.0,?
2.017113E7,2009.0,499,Community Boards (All),13936.0,13882.0,?
2.017113E7,2009.0,781,Department of Probation,82134.0,62980.0,?
2.017113E7,2009.0,801,Dept. Small Business Services,153491.0,75404.0,?
2.017113E7,2009.0,806,Housing Preservation & Dev.,702224.0,74461.0,?
2.017113E7,2009.0,810,Department of Buildings,109678.0,109677.0,?
2.017113E7,2009.0,816,Dept Health & Mental Hygiene,1712205.0,656111.0,?
2.017113E7,2009.0,817,Dept of Mental Health,0.0,0.0,?
2.017113E7,2009.0,819,Health + Hospitals,204573.0,94267.0,?
2.017113E7,2009.0,820,Office of Administrative Trials and Hearings,0.0,0.0,?
2.017113E7,2009.0,826,Dept of Environmental Prot.,1034095.0,907759.0,?
2.017113E7,2009.0,827,Department of Sanitation,1258215.0,1221933.0,?
2.017113E7,2009.0,829,Business Integrity Commission,6272.0,6264.0,?
2.017113E7,2009.0,836,Department of Finance,225096.0,218656.0,?
2.017113E7,2009.0,841,Department of Transportation,787993.0,457419.0,?
2.017113E7,2009.0,846,Dept of Parks and Recreation,379595.0,279250.0,?
2.017113E7,2009.0,850,Dept. of Design & Construction,102107.0,9360.0,?
2.017113E7,2009.0,856,Dept of Citywide Admin Srvces,1092350.0,216716.0,?
2.017113E7,2009.0,858,D.O.I.T.T.,370044.0,220647.0,?
2.017113E7,2009.0,860,Dept of Records & Info Serv.,5933.0,5278.0,?
2.017113E7,2009.0,866,Department of Consumer Affairs,21540.0,18506.0,?
2.017113E7,2009.0,901,District Attorney - N.Y.,96919.0,74574.0,?
2.017113E7,2009.0,902,District Attorney - Bronx,50463.0,43263.0,?
2.017113E7,2009.0,903,District Attorney - Kings,84282.0,73393.0,?
2.017113E7,2009.0,904,District Attorney - Queens,45764.0,40715.0,?
2.017113E7,2009.0,905,District Attorney - Richmond,8305.0,7235.0,?
2.017113E7,2009.0,906,Off. of Prosec. & Spec. Narc.,17679.0,15725.0,?
2.017113E7,2009.0,941,Public Administrator - N.Y.,1148.0,1148.0,?
2.017113E7,2009.0,942,Public Administrator - Bronx,508.0,508.0,?
2.017113E7,2009.0,943,Public Administrator- Brooklyn,493.0,493.0,?
2.017113E7,2009.0,944,Public Administrator - Queens,436.0,436.0,?
2.017113E7,2009.0,945,Public Administrator -Richmond,365.0,365.0,?
2.017113E7,2009.0,989,Prior Payable Adjustment,-576485.0,-452764.0,?
2.017113E7,2009.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2009.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2009.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2009.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2009.0,ICA,Intra-City Adjustment,-1630725.0,0.0,?
2.017113E7,2009.0,PDA,Prepayment and Defeasance Adjustment,-2496716.0,-2496716.0,?
2.017113E7,2009.0,TCW,CITYWIDE TOTAL,6.0779779E7,4.0960287E7,?
2.017113E7,2010.0,100,M.A.C. Debt Service,0.0,0.0,?
2.017113E7,2010.0,101,Public Advocate,2573.0,2573.0,?
2.017113E7,2010.0,102,City Council,51478.0,51478.0,?
2.017113E7,2010.0,103,City Clerk,4221.0,4221.0,?
2.017113E7,2010.0,125,Department for the Aging,281619.0,158078.0,?
2.017113E7,2010.0,126,Department of Cultural Affairs,142906.0,140567.0,?
2.017113E7,2010.0,127,Financial Info. Serv. Agency,60073.0,45885.0,?
2.017113E7,2010.0,130,Department of Juvenile Justice,138353.0,103915.0,?
2.017113E7,2010.0,131,Office of Payroll Admin.,23636.0,22171.0,?
2.017113E7,2010.0,132,Independent Budget Office,3189.0,3189.0,?
2.017113E7,2010.0,133,Equal Employment Practices Com,751.0,751.0,?
2.017113E7,2010.0,134,Civil Service Commission,554.0,554.0,?
2.017113E7,2010.0,136,Landmarks Preservation Comm.,4608.0,4090.0,?
2.017113E7,2010.0,138,Districting Commission,0.0,0.0,?
2.017113E7,2010.0,156,Taxi & Limousine Commission,30098.0,30098.0,?
2.017113E7,2010.0,226,Commission on Human Rights,6899.0,2308.0,?
2.017113E7,2010.0,260,Youth & Community Development,405899.0,220245.0,?
2.017113E7,2010.0,312,Conflicts of Interest Board,1909.0,1909.0,?
2.017113E7,2010.0,313,Office of Collective Barg.,2030.0,1831.0,?
2.017113E7,2010.0,499,Community Boards (All),13980.0,13931.0,?
2.017113E7,2010.0,781,Department of Probation,82973.0,62683.0,?
2.017113E7,2010.0,801,Dept. Small Business Services,159610.0,53278.0,?
2.017113E7,2010.0,806,Housing Preservation & Dev.,727910.0,68171.0,?
2.017113E7,2010.0,810,Department of Buildings,101530.0,101530.0,?
2.017113E7,2010.0,816,Dept Health & Mental Hygiene,1685452.0,641651.0,?
2.017113E7,2010.0,817,Dept of Mental Health,0.0,0.0,?
2.017113E7,2010.0,819,Health + Hospitals,195610.0,88756.0,?
2.017113E7,2010.0,820,Office of Administrative Trials and Hearings,0.0,0.0,?
2.017113E7,2010.0,826,Dept of Environmental Prot.,1470930.0,1138928.0,?
2.017113E7,2010.0,827,Department of Sanitation,1301194.0,1267964.0,?
2.017113E7,2010.0,829,Business Integrity Commission,6930.0,6914.0,?
2.017113E7,2010.0,836,Department of Finance,230898.0,224716.0,?
2.017113E7,2010.0,841,Department of Transportation,800752.0,434353.0,?
2.017113E7,2010.0,846,Dept of Parks and Recreation,382715.0,273753.0,?
2.017113E7,2010.0,850,Dept. of Design & Construction,107463.0,3671.0,?
2.017113E7,2010.0,856,Dept of Citywide Admin Srvces,1077558.0,218360.0,?
2.017113E7,2010.0,858,D.O.I.T.T.,368768.0,219914.0,?
2.017113E7,2010.0,860,Dept of Records & Info Serv.,5207.0,4740.0,?
2.017113E7,2010.0,866,Department of Consumer Affairs,22340.0,17425.0,?
2.017113E7,2010.0,901,District Attorney - N.Y.,102837.0,82882.0,?
2.017113E7,2010.0,902,District Attorney - Bronx,52008.0,45749.0,?
2.017113E7,2010.0,903,District Attorney - Kings,87306.0,78033.0,?
2.017113E7,2010.0,904,District Attorney - Queens,48845.0,43733.0,?
2.017113E7,2010.0,905,District Attorney - Richmond,8599.0,7671.0,?
2.017113E7,2010.0,906,Off. of Prosec. & Spec. Narc.,18507.0,16904.0,?
2.017113E7,2010.0,941,Public Administrator - N.Y.,1168.0,1168.0,?
2.017113E7,2010.0,942,Public Administrator - Bronx,426.0,426.0,?
2.017113E7,2010.0,943,Public Administrator- Brooklyn,549.0,549.0,?
2.017113E7,2010.0,944,Public Administrator - Queens,424.0,424.0,?
2.017113E7,2010.0,945,Public Administrator -Richmond,376.0,376.0,?
2.017113E7,2010.0,989,Prior Payable Adjustment,-941650.0,-854416.0,?
2.017113E7,2010.0,991,General Reserve,0.0,0.0,?
2.017113E7,2010.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2010.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2010.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2010.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2010.0,ICA,Intra-City Adjustment,-1782184.0,0.0,?
2.017113E7,2010.0,PDA,Prepayment and Defeasance Adjustment,-1892941.0,-1892941.0,?
2.017113E7,2010.0,TCW,CITYWIDE TOTAL,6.3390689E7,4.1868262E7,?
2.017113E7,2011.0,100,M.A.C. Debt Service,0.0,0.0,?
2.017113E7,2011.0,101,Public Advocate,2212.0,2212.0,?
2.017113E7,2011.0,102,City Council,52111.0,52111.0,?
2.017113E7,2011.0,103,City Clerk,4445.0,4445.0,?
2.017113E7,2011.0,125,Department for the Aging,263711.0,141246.0,?
2.017113E7,2011.0,126,Department of Cultural Affairs,144050.0,141448.0,?
2.017113E7,2011.0,127,Financial Info. Serv. Agency,61769.0,47080.0,?
2.017113E7,2011.0,130,Department of Juvenile Justice,203357.0,165933.0,?
2.017113E7,2011.0,131,Office of Payroll Admin.,57619.0,56968.0,?
2.017113E7,2011.0,132,Independent Budget Office,3397.0,3397.0,?
2.017113E7,2011.0,133,Equal Employment Practices Com,726.0,726.0,?
2.017113E7,2011.0,134,Civil Service Commission,491.0,491.0,?
2.017113E7,2011.0,136,Landmarks Preservation Comm.,4479.0,3989.0,?
2.017113E7,2011.0,138,Districting Commission,0.0,0.0,?
2.017113E7,2011.0,156,Taxi & Limousine Commission,30177.0,30171.0,?
2.017113E7,2011.0,226,Commission on Human Rights,6136.0,1916.0,?
2.017113E7,2011.0,260,Youth & Community Development,350263.0,223489.0,?
2.017113E7,2011.0,312,Conflicts of Interest Board,1981.0,1981.0,?
2.017113E7,2011.0,313,Office of Collective Barg.,2013.0,1807.0,?
2.017113E7,2011.0,499,Community Boards (All),14020.0,14020.0,?
2.017113E7,2011.0,781,Department of Probation,81890.0,61393.0,?
2.017113E7,2011.0,801,Dept. Small Business Services,148746.0,60588.0,?
2.017113E7,2011.0,806,Housing Preservation & Dev.,705427.0,59108.0,?
2.017113E7,2011.0,810,Department of Buildings,98974.0,98474.0,?
2.017113E7,2011.0,816,Dept Health & Mental Hygiene,1626906.0,606402.0,?
2.017113E7,2011.0,817,Dept of Mental Health,0.0,0.0,?
2.017113E7,2011.0,819,Health + Hospitals,184402.0,83598.0,?
2.017113E7,2011.0,820,Office of Administrative Trials and Hearings,23322.0,23322.0,?
2.017113E7,2011.0,826,Dept of Environmental Prot.,1021577.0,924669.0,?
2.017113E7,2011.0,827,Department of Sanitation,1408383.0,1370065.0,?
2.017113E7,2011.0,829,Business Integrity Commission,6851.0,6843.0,?
2.017113E7,2011.0,836,Department of Finance,219737.0,214418.0,?
2.017113E7,2011.0,841,Department of Transportation,864913.0,421005.0,?
2.017113E7,2011.0,846,Dept of Parks and Recreation,393740.0,267588.0,?
2.017113E7,2011.0,850,Dept. of Design & Construction,111878.0,1128.0,?
2.017113E7,2011.0,856,Dept of Citywide Admin Srvces,1117608.0,210887.0,?
2.017113E7,2011.0,858,D.O.I.T.T.,415382.0,261626.0,?
2.017113E7,2011.0,860,Dept of Records & Info Serv.,5179.0,4802.0,?
2.017113E7,2011.0,866,Department of Consumer Affairs,21828.0,17053.0,?
2.017113E7,2011.0,901,District Attorney - N.Y.,104690.0,77508.0,?
2.017113E7,2011.0,902,District Attorney - Bronx,51068.0,44604.0,?
2.017113E7,2011.0,903,District Attorney - Kings,84987.0,76253.0,?
2.017113E7,2011.0,904,District Attorney - Queens,48036.0,42367.0,?
2.017113E7,2011.0,905,District Attorney - Richmond,8611.0,7517.0,?
2.017113E7,2011.0,906,Off. of Prosec. & Spec. Narc.,17898.0,15977.0,?
2.017113E7,2011.0,941,Public Administrator - N.Y.,1126.0,1126.0,?
2.017113E7,2011.0,942,Public Administrator - Bronx,388.0,388.0,?
2.017113E7,2011.0,943,Public Administrator- Brooklyn,553.0,553.0,?
2.017113E7,2011.0,944,Public Administrator - Queens,425.0,425.0,?
2.017113E7,2011.0,945,Public Administrator -Richmond,375.0,375.0,?
2.017113E7,2011.0,989,Prior Payable Adjustment,-508344.0,-383838.0,?
2.017113E7,2011.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2011.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2011.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2011.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2011.0,ICA,Intra-City Adjustment,-1851036.0,0.0,?
2.017113E7,2011.0,PDA,Prepayment and Defeasance Adjustment,95890.0,95890.0,?
2.017113E7,2011.0,TCW,CITYWIDE TOTAL,6.5876253E7,4.4659685E7,?
2.017113E7,2012.0,100,M.A.C. Debt Service,0.0,0.0,?
2.017113E7,2012.0,101,Public Advocate,2236.0,2236.0,?
2.017113E7,2012.0,102,City Council,51900.0,51900.0,?
2.017113E7,2012.0,103,City Clerk,4410.0,4358.0,?
2.017113E7,2012.0,125,Department for the Aging,257781.0,144643.0,?
2.017113E7,2012.0,126,Department of Cultural Affairs,147749.0,144648.0,?
2.017113E7,2012.0,127,Financial Info. Serv. Agency,83199.0,75704.0,?
2.017113E7,2012.0,130,Department of Juvenile Justice,0.0,0.0,?
2.017113E7,2012.0,131,Office of Payroll Admin.,14227.0,13392.0,?
2.017113E7,2012.0,132,Independent Budget Office,3693.0,3693.0,?
2.017113E7,2012.0,133,Equal Employment Practices Com,627.0,627.0,?
2.017113E7,2012.0,134,Civil Service Commission,651.0,651.0,?
2.017113E7,2012.0,136,Landmarks Preservation Comm.,4273.0,3720.0,?
2.017113E7,2012.0,138,Districting Commission,0.0,0.0,?
2.017113E7,2012.0,156,Taxi & Limousine Commission,31716.0,31716.0,?
2.017113E7,2012.0,226,Commission on Human Rights,6033.0,2054.0,?
2.017113E7,2012.0,260,Youth & Community Development,325034.0,213642.0,?
2.017113E7,2012.0,312,Conflicts of Interest Board,1960.0,1960.0,?
2.017113E7,2012.0,313,Office of Collective Barg.,2113.0,1868.0,?
2.017113E7,2012.0,499,Community Boards (All),14315.0,14315.0,?
2.017113E7,2012.0,781,Department of Probation,79679.0,59492.0,?
2.017113E7,2012.0,801,Dept. Small Business Services,137633.0,73018.0,?
2.017113E7,2012.0,806,Housing Preservation & Dev.,731343.0,35819.0,?
2.017113E7,2012.0,810,Department of Buildings,95062.0,95062.0,?
2.017113E7,2012.0,816,Dept Health & Mental Hygiene,1569569.0,612631.0,?
2.017113E7,2012.0,817,Dept of Mental Health,0.0,0.0,?
2.017113E7,2012.0,819,Health + Hospitals,207544.0,75477.0,?
2.017113E7,2012.0,820,Office of Administrative Trials and Hearings,30465.0,30465.0,?
2.017113E7,2012.0,826,Dept of Environmental Prot.,1059047.0,942522.0,?
2.017113E7,2012.0,827,Department of Sanitation,1281218.0,1241535.0,?
2.017113E7,2012.0,829,Business Integrity Commission,6794.0,6743.0,?
2.017113E7,2012.0,836,Department of Finance,221346.0,216702.0,?
2.017113E7,2012.0,841,Department of Transportation,839795.0,415585.0,?
2.017113E7,2012.0,846,Dept of Parks and Recreation,361329.0,257066.0,?
2.017113E7,2012.0,850,Dept. of Design & Construction,127276.0,1268.0,?
2.017113E7,2012.0,856,Dept of Citywide Admin Srvces,1091245.0,199548.0,?
2.017113E7,2012.0,858,D.O.I.T.T.,452499.0,264529.0,?
2.017113E7,2012.0,860,Dept of Records & Info Serv.,5191.0,4278.0,?
2.017113E7,2012.0,866,Department of Consumer Affairs,26264.0,21104.0,?
2.017113E7,2012.0,901,District Attorney - N.Y.,105205.0,79331.0,?
2.017113E7,2012.0,902,District Attorney - Bronx,50167.0,43767.0,?
2.017113E7,2012.0,903,District Attorney - Kings,87341.0,73329.0,?
2.017113E7,2012.0,904,District Attorney - Queens,49347.0,42670.0,?
2.017113E7,2012.0,905,District Attorney - Richmond,8690.0,7591.0,?
2.017113E7,2012.0,906,Off. of Prosec. & Spec. Narc.,17830.0,15827.0,?
2.017113E7,2012.0,941,Public Administrator - N.Y.,1184.0,1184.0,?
2.017113E7,2012.0,942,Public Administrator - Bronx,481.0,481.0,?
2.017113E7,2012.0,943,Public Administrator- Brooklyn,472.0,472.0,?
2.017113E7,2012.0,944,Public Administrator - Queens,421.0,421.0,?
2.017113E7,2012.0,945,Public Administrator -Richmond,376.0,376.0,?
2.017113E7,2012.0,989,Prior Payable Adjustment,-332715.0,-215463.0,?
2.017113E7,2012.0,991,General Reserve,0.0,0.0,?
2.017113E7,2012.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2012.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2012.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2012.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2012.0,ICA,Intra-City Adjustment,-1743359.0,0.0,?
2.017113E7,2012.0,PDA,Prepayment and Defeasance Adjustment,-1279934.0,-1279934.0,?
2.017113E7,2012.0,TCW,CITYWIDE TOTAL,6.7527971E7,4.7544093E7,?
2.017113E7,2013.0,100,M.A.C. Debt Service,0.0,0.0,?
2.017113E7,2013.0,101,Public Advocate,2243.0,2242.0,?
2.017113E7,2013.0,102,City Council,51591.0,51591.0,?
2.017113E7,2013.0,125,Department for the Aging,262152.0,138276.0,?
2.017113E7,2013.0,126,Department of Cultural Affairs,146482.0,142423.0,?
2.017113E7,2013.0,127,Financial Info. Serv. Agency,83053.0,78060.0,?
2.017113E7,2013.0,130,Department of Juvenile Justice,0.0,0.0,?
2.017113E7,2013.0,131,Office of Payroll Admin.,13223.0,12229.0,?
2.017113E7,2013.0,132,Independent Budget Office,3889.0,3889.0,?
2.017113E7,2013.0,133,Equal Employment Practices Com,421.0,421.0,?
2.017113E7,2013.0,134,Civil Service Commission,767.0,767.0,?
2.017113E7,2013.0,136,Landmarks Preservation Comm.,4452.0,3893.0,?
2.017113E7,2013.0,138,Districting Commission,1381.0,1381.0,?
2.017113E7,2013.0,156,Taxi & Limousine Commission,36743.0,36527.0,?
2.017113E7,2013.0,226,Commission on Human Rights,6131.0,2125.0,?
2.017113E7,2013.0,260,Youth & Community Development,345896.0,241438.0,?
2.017113E7,2013.0,312,Conflicts of Interest Board,2032.0,2032.0,?
2.017113E7,2013.0,313,Office of Collective Barg.,2106.0,1893.0,?
2.017113E7,2013.0,499,Community Boards (All),14387.0,14387.0,?
2.017113E7,2013.0,781,Department of Probation,81697.0,58684.0,?
2.017113E7,2013.0,801,Dept. Small Business Services,150340.0,47081.0,?
2.017113E7,2013.0,806,Housing Preservation & Dev.,675260.0,45884.0,?
2.017113E7,2013.0,810,Department of Buildings,102482.0,97893.0,?
2.017113E7,2013.0,816,Dept Health & Mental Hygiene,1505970.0,616438.0,?
2.017113E7,2013.0,817,Dept of Mental Health,0.0,0.0,?
2.017113E7,2013.0,819,Health + Hospitals,507226.0,70765.0,?
2.017113E7,2013.0,820,Office of Administrative Trials and Hearings,30726.0,30693.0,?
2.017113E7,2013.0,826,Dept of Environmental Prot.,1727259.0,977379.0,?
2.017113E7,2013.0,827,Department of Sanitation,1369768.0,1242560.0,?
2.017113E7,2013.0,829,Business Integrity Commission,6995.0,6769.0,?
2.017113E7,2013.0,836,Department of Finance,222290.0,217216.0,?
2.017113E7,2013.0,841,Department of Transportation,833340.0,413531.0,?
2.017113E7,2013.0,846,Dept of Parks and Recreation,426328.0,262857.0,?
2.017113E7,2013.0,850,Dept. of Design & Construction,138142.0,8545.0,?
2.017113E7,2013.0,856,Dept of Citywide Admin Srvces,1177553.0,201079.0,?
2.017113E7,2013.0,858,D.O.I.T.T.,431624.0,259150.0,?
2.017113E7,2013.0,860,Dept of Records & Info Serv.,5470.0,4667.0,?
2.017113E7,2013.0,866,Department of Consumer Affairs,27286.0,23004.0,?
2.017113E7,2013.0,901,District Attorney - N.Y.,104551.0,85500.0,?
2.017113E7,2013.0,902,District Attorney - Bronx,52873.0,45732.0,?
2.017113E7,2013.0,903,District Attorney - Kings,88348.0,78166.0,?
2.017113E7,2013.0,904,District Attorney - Queens,50497.0,44274.0,?
2.017113E7,2013.0,905,District Attorney - Richmond,8943.0,8027.0,?
2.017113E7,2013.0,906,Off. of Prosec. & Spec. Narc.,18146.0,16218.0,?
2.017113E7,2013.0,941,Public Administrator - N.Y.,1335.0,1335.0,?
2.017113E7,2013.0,942,Public Administrator - Bronx,538.0,538.0,?
2.017113E7,2013.0,943,Public Administrator- Brooklyn,531.0,531.0,?
2.017113E7,2013.0,944,Public Administrator - Queens,449.0,449.0,?
2.017113E7,2013.0,945,Public Administrator -Richmond,441.0,441.0,?
2.017113E7,2013.0,989,Prior Payable Adjustment,-346521.0,-173848.0,?
2.017113E7,2013.0,991,General Reserve,0.0,0.0,?
2.017113E7,2013.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2013.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2013.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2013.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2013.0,ICA,Intra-City Adjustment,-1713507.0,0.0,?
2.017113E7,2013.0,PDA,Prepayment and Defeasance Adjustment,571683.0,571683.0,?
2.017113E7,2013.0,TCW,CITYWIDE TOTAL,7.1562342E7,5.031502E7,?
2.017113E7,2014.0,100,M.A.C. Debt Service,0.0,0.0,?
2.017113E7,2014.0,101,Public Advocate,2322.0,2322.0,?
2.017113E7,2014.0,102,City Council,51541.0,51529.0,?
2.017113E7,2014.0,103,City Clerk,4753.0,4753.0,?
2.017113E7,2014.0,125,Department for the Aging,263876.0,152309.0,?
2.017113E7,2014.0,126,Department of Cultural Affairs,156509.0,149470.0,?
2.017113E7,2014.0,127,Financial Info. Serv. Agency,82449.0,82426.0,?
2.017113E7,2014.0,130,Department of Juvenile Justice,0.0,0.0,?
2.017113E7,2014.0,131,Office of Payroll Admin.,13713.0,12713.0,?
2.017113E7,2014.0,132,Independent Budget Office,3998.0,3998.0,?
2.017113E7,2014.0,133,Equal Employment Practices Com,464.0,464.0,?
2.017113E7,2014.0,134,Civil Service Commission,799.0,799.0,?
2.017113E7,2014.0,136,Landmarks Preservation Comm.,4743.0,4221.0,?
2.017113E7,2014.0,138,Districting Commission,14.0,14.0,?
2.017113E7,2014.0,156,Taxi & Limousine Commission,46394.0,46394.0,?
2.017113E7,2014.0,226,Commission on Human Rights,5582.0,1682.0,?
2.017113E7,2014.0,260,Youth & Community Development,404446.0,296762.0,?
2.017113E7,2014.0,312,Conflicts of Interest Board,2054.0,2054.0,?
2.017113E7,2014.0,313,Office of Collective Barg.,2101.0,1900.0,?
2.017113E7,2014.0,499,Community Boards (All),14536.0,14507.0,?
2.017113E7,2014.0,781,Department of Probation,83181.0,59453.0,?
2.017113E7,2014.0,801,Dept. Small Business Services,202310.0,65592.0,?
2.017113E7,2014.0,806,Housing Preservation & Dev.,689972.0,58802.0,?
2.017113E7,2014.0,810,Department of Buildings,98679.0,98489.0,?
2.017113E7,2014.0,816,Dept Health & Mental Hygiene,1423185.0,641549.0,?
2.017113E7,2014.0,817,Dept of Mental Health,0.0,0.0,?
2.017113E7,2014.0,819,Health + Hospitals,337074.0,129268.0,?
2.017113E7,2014.0,820,Office of Administrative Trials and Hearings,31346.0,31346.0,?
2.017113E7,2014.0,826,Dept of Environmental Prot.,1192581.0,1018639.0,?
2.017113E7,2014.0,827,Department of Sanitation,1414222.0,1385890.0,?
2.017113E7,2014.0,829,Business Integrity Commission,7259.0,6788.0,?
2.017113E7,2014.0,836,Department of Finance,240289.0,235703.0,?
2.017113E7,2014.0,841,Department of Transportation,860606.0,453685.0,?
2.017113E7,2014.0,846,Dept of Parks and Recreation,413278.0,300589.0,?
2.017113E7,2014.0,850,Dept. of Design & Construction,127267.0,2144.0,?
2.017113E7,2014.0,856,Dept of Citywide Admin Srvces,1201704.0,220700.0,?
2.017113E7,2014.0,858,D.O.I.T.T.,467486.0,307286.0,?
2.017113E7,2014.0,860,Dept of Records & Info Serv.,5610.0,4937.0,?
2.017113E7,2014.0,866,Department of Consumer Affairs,32474.0,27852.0,?
2.017113E7,2014.0,901,District Attorney - N.Y.,97595.0,82928.0,?
2.017113E7,2014.0,902,District Attorney - Bronx,55675.0,49060.0,?
2.017113E7,2014.0,903,District Attorney - Kings,87844.0,81324.0,?
2.017113E7,2014.0,904,District Attorney - Queens,53113.0,46932.0,?
2.017113E7,2014.0,905,District Attorney - Richmond,9294.0,8431.0,?
2.017113E7,2014.0,906,Off. of Prosec. & Spec. Narc.,18196.0,16688.0,?
