Year,Processing Snapshot Date,Scholarship Name,Metric Type,Metric Value,Sector Type,TAP Sector Group,TAP College Code,Federal School Code,TAP College Name,College Region Name,Headcount Type,Headcount
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,915.0,2844.0,SUC FREDONIA,Western New York,Eligible Applicant(s),6
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,945.0,2850.0,SUC POTSDAM,North Country,Eligible Applicant(s),4
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,440.0,2765.0,MARIST COLLEGE,Hudson Valley,Eligible Applicant(s),15
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,775.0,2829.0,ST LAWRENCE UNIVERSITY,North Country,Eligible Applicant(s),8
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1413.0,2689.0,CUNY HUNTER COLLEGE,New York City,Eligible Applicant(s),2
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,950.0,2851.0,SUC ENV SCI&FORESTRY,Central New York,Eligible Applicant(s),22
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,3010.0,2855.0,SUNY COLLEGE OF TECH AT CANTON,North Country,Eligible Applicant(s),3
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,174.0,2711.0,CORNELL UNIV STATUTORY COLLEGES,Southern Tier,Eligible Applicant(s),8
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,930.0,2847.0,SUC ONEONTA,Mohawk Valley,Eligible Applicant(s),13
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,910.0,2843.0,SUC CORTLAND (UNDERGRAD),Central New York,Eligible Applicant(s),11
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,751.0,2823.0,ST JOHNS UNIVERSITY,New York City,Eligible Applicant(s),72
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,1-CUNY SR,1413.0,2689.0,CUNY HUNTER COLLEGE,New York City,Eligible Applicant(s),18
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,995.0,2885.0,ALBANY COLLEGE OF PHARMACY,Capital District,Eligible Applicant(s),24
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,575.0,2790.0,NYACK COLLEGE,Hudson Valley,Eligible Applicant(s),3
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1414.0,2693.0,CUNY JOHN JAY COLLEGE,New York City,Eligible Applicant(s),4
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,1022.0,2883.0,SYRACUSE UNIV UTICA COLLEGE,Mohawk Valley,Eligible Applicant(s),3
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,900.0,2841.0,SUC BROCKPORT (UNDERGRAD),Finger Lakes,Eligible Applicant(s),7
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,125.0,2701.0,COLGATE UNIVERSITY,Central New York,Eligible Applicant(s),4
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,950.0,2851.0,SUC ENV SCI&FORESTRY,Central New York,Eligible Applicant(s),11
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2070.0,2866.0,FASHION INST TECH-LOWER DIVISION,New York City,Eligible Applicant(s),2
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,880.0,2836.0,SUNY BINGHAMTON,Southern Tier,Eligible Applicant(s),107
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,2100.0,2772.0,MERCY COLLEGE,Hudson Valley,Eligible Applicant(s),2
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,Capital District,,,,,,,Eligible Applicant(s),99
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,880.0,2836.0,SUNY BINGHAMTON,Southern Tier,Eligible Applicant(s),157
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,3005.0,2854.0,SUNY COLLEGE OF TECH AT ALFRED,Western New York,Eligible Applicant(s),2
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,960.0,2668.0,ALFRED UNIVERSITY,Western New York,Eligible Applicant(s),6
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,285.0,2729.0,HARTWICK COLLEGE,Mohawk Valley,Eligible Applicant(s),15
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,960.0,2668.0,ALFRED UNIVERSITY,Western New York,Eligible Applicant(s),3
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,4975.0,11678.0,SUNY POLYTECHNIC INSTITUTE,Mohawk Valley,Eligible Applicant(s),29
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,1050.0,2901.0,WELLS COLLEGE,Central New York,Eligible Applicant(s),2
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,955.0,2853.0,SUNY MARITIME COLLEGE,New York City,Eligible Applicant(s),3
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,930.0,2847.0,SUC ONEONTA,Mohawk Valley,Eligible Applicant(s),17
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,855.0,2814.0,SKIDMORE COLLEGE,Capital District,Eligible Applicant(s),4
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,920.0,2845.0,SUC GENESEO,Finger Lakes,Eligible Applicant(s),55
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,685.0,2816.0,SIENA COLLEGE,Capital District,Eligible Applicant(s),11
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,345.0,2744.0,KEUKA COLLEGE,Finger Lakes,Eligible Applicant(s),5
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,915.0,2844.0,SUC FREDONIA,Western New York,Eligible Applicant(s),11
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,300.0,2732.0,HOFSTRA UNIVERSITY,Long Island,Eligible Applicant(s),9
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,1-CUNY SR,1409.0,7273.0,CUNY BARUCH COLLEGE,New York City,Eligible Applicant(s),15
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1411.0,2688.0,CUNY CITY COLLEGE,New York City,Eligible Applicant(s),20
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,935.0,2848.0,SUC OSWEGO (UNDERGRAD),Central New York,Eligible Applicant(s),16
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,140.0,2705.0,COLLEGE OF SAINT ROSE,Capital District,Eligible Applicant(s),22
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2220.0,2870.0,JEFFERSON COMMUNITY COLLEGE,North Country,Eligible Applicant(s),4
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,735.0,2821.0,ST JOHN FISHER COLLEGE,Finger Lakes,Eligible Applicant(s),18
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,915.0,2844.0,SUC FREDONIA,Western New York,Eligible Applicant(s),9
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,945.0,2850.0,SUC POTSDAM,North Country,Eligible Applicant(s),3
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,6025.0,2858.0,SUNY COLLEGE OF TECH FARMINGDALE,Long Island,Eligible Applicant(s),2
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,670.0,2808.0,DAEMEN COLLEGE,Western New York,Eligible Applicant(s),26
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,Central New York,,,,,,,Eligible Applicant(s),110
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,Finger Lakes,,,,,,,Eligible Applicant(s),176
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,Hudson Valley,,,,,,,Eligible Applicant(s),167
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,,,,,,,,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Western New York,,,,,,,Eligible Applicant(s),44
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,,,,,,,,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Gender,Female,,,,,,,Eligible Applicant(s),957
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,Female,,,,,,,Eligible Applicant(s),229
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,Male,,,,,,,Eligible Applicant(s),245
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Gender,,,,,,,,Eligible Applicant(s),5
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,Female,,,,,,,Eligible Applicant(s),297
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,Male,,,,,,,Eligible Applicant(s),360
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,,,,,,,,Eligible Applicant(s),5
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Capital District,,,,,,,Eligible Applicant(s),30
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Central New York,,,,,,,Eligible Applicant(s),23
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Finger Lakes,,,,,,,Eligible Applicant(s),33
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Hudson Valley,,,,,,,Eligible Applicant(s),73
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Long Island,,,,,,,Eligible Applicant(s),117
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Mohawk Valley,,,,,,,Eligible Applicant(s),16
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,New York City,,,,,,,Eligible Applicant(s),107
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,North Country,,,,,,,Eligible Applicant(s),10
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Southern Tier,,,,,,,Eligible Applicant(s),21
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,Long Island,,,,,,,Eligible Applicant(s),232
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,Mohawk Valley,,,,,,,Eligible Applicant(s),60
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,New York City,,,,,,,Eligible Applicant(s),368
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,North Country,,,,,,,Eligible Applicant(s),36
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,Southern Tier,,,,,,,Eligible Applicant(s),53
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,Western New York,,,,,,,Eligible Applicant(s),231
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,Region,,,,,,,,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Capital District,,,,,,,Eligible Applicant(s),58
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Central New York,,,,,,,Eligible Applicant(s),49
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Finger Lakes,,,,,,,Eligible Applicant(s),52
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Hudson Valley,,,,,,,Eligible Applicant(s),80
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Long Island,,,,,,,Eligible Applicant(s),157
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Mohawk Valley,,,,,,,Eligible Applicant(s),38
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,New York City,,,,,,,Eligible Applicant(s),89
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,North Country,,,,,,,Eligible Applicant(s),10
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Southern Tier,,,,,,,Eligible Applicant(s),36
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Western New York,,,,,,,Eligible Applicant(s),92
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,,,,,,,,Eligible Applicant(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,$       n/a ( > $80K),,,,,,,Recipient(s),72
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$      0 to $10,000",,,,,,,Recipient(s),4
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 10,001 to $ 20,000",,,,,,,Recipient(s),24
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 20,001 to $ 30,000",,,,,,,Recipient(s),32
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 30,001 to $ 40,000",,,,,,,Recipient(s),33
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 40,001 to $ 50,000",,,,,,,Recipient(s),37
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 50,001 to $ 60,000",,,,,,,Recipient(s),41
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 60,001 to $ 70,000",,,,,,,Recipient(s),40
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 70,001 to $ 80,000",,,,,,,Recipient(s),46
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 80,001 to $ 90,000",,,,,,,Recipient(s),32
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$ 90,001 to $100,000",,,,,,,Recipient(s),32
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$100,001 to $110,000",,,,,,,Recipient(s),31
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$110,001 to $120,000",,,,,,,Recipient(s),19
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$120,001 to $130,000",,,,,,,Recipient(s),21
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$130,001 to $140,000",,,,,,,Recipient(s),19
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$140,001 to $150,000",,,,,,,Recipient(s),12
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$150,001 to $160,000",,,,,,,Recipient(s),12
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$160,001 to $170,000",,,,,,,Recipient(s),10
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$170,001 to $180,000",,,,,,,Recipient(s),10
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$180,001 to $190,000",,,,,,,Recipient(s),7
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$190,001 to $200,000",,,,,,,Recipient(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$200,001 to $210,000",,,,,,,Recipient(s),4
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$210,001 to $220,000",,,,,,,Recipient(s),2
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$220,001 to $230,000",,,,,,,Recipient(s),4
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$230,001 to $240,000",,,,,,,Recipient(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$240,001 to $250,000",,,,,,,Recipient(s),5
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$280,001 to $290,000",,,,,,,Recipient(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$290,001 to $300,000",,,,,,,Recipient(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$300,001 to $310,000",,,,,,,Recipient(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$310,001 to $320,000",,,,,,,Recipient(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$360,001 to $370,000",,,,,,,Recipient(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Income,"$630,001 to $640,000",,,,,,,Recipient(s),1
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,Female,,,,,,,Recipient(s),266
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,Male,,,,,,,Recipient(s),289
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Gender,,,,,,,,Recipient(s),2
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Capital District,,,,,,,Recipient(s),32
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Central New York,,,,,,,Recipient(s),39
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Finger Lakes,,,,,,,Recipient(s),49
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Hudson Valley,,,,,,,Recipient(s),8
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Long Island,,,,,,,Recipient(s),99
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Mohawk Valley,,,,,,,Recipient(s),24
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,New York City,,,,,,,Recipient(s),60
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,North Country,,,,,,,Recipient(s),13
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Southern Tier,,,,,,,Recipient(s),151
2014,,"NYS Science, Technology, Engineering and Mathematics Incentive Program",Region,Western New York,,,,,,,Recipient(s),82
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,999.0,2834.0,EXCELSIOR COLLEGE,Capital District,Eligible Applicant(s),2
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2065.0,10684.0,ERIE COMMUNITY COLL - ALL CAMPUS,Western New York,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,910.0,2843.0,SUC CORTLAND (UNDERGRAD),Central New York,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1417.0,2698.0,CUNY COL STATEN ISLAND,New York City,Eligible Applicant(s),4
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,3015.0,2856.0,SUNY COBLESKILL,Mohawk Valley,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2053.0,2864.0,DUTCHESS COMMUNITY COLLEGE,Hudson Valley,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,11.0,2667.0,DOWLING COLLEGE,Long Island,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,2035.0,2685.0,CAZENOVIA COLLEGE,Central New York,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2042.0,2863.0,CORNING COMMUNITY COLLEGE,Southern Tier,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,6010.0,2855.0,SUNY COLLEGE OF TECH AT CANTON,North Country,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,2-CUNY CC,1404.0,2691.0,CUNY MANHATTAN CC,New York City,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2160.0,2881.0,WESTCHESTER COMMUNITY COLLEGE,Hudson Valley,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2065.0,10684.0,ERIE COMMUNITY COLL - ALL CAMPUS,Western New York,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2160.0,2881.0,WESTCHESTER COMMUNITY COLLEGE,Hudson Valley,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1410.0,2687.0,CUNY BROOKLYN COLLEGE,New York City,Eligible Applicant(s),4
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2005.0,2861.0,CAYUGA COMMUNITY COLLEGE,Central New York,Eligible Applicant(s),2
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,6015.0,2856.0,SUNY COBLESKILL,Mohawk Valley,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2147.0,2877.0,ROCKLAND COMMUNITY COLLEGE,Hudson Valley,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,940.0,2849.0,SUNY PLATTSBURGH,North Country,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,1040.0,2899.0,WAGNER COLLEGE,New York City,Eligible Applicant(s),3
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2080.0,2868.0,HUDSON VALLEY COMMUNITY COLLEGE,Capital District,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,3010.0,2855.0,SUNY COLLEGE OF TECH AT CANTON,North Country,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,6010.0,2855.0,SUNY COLLEGE OF TECH AT CANTON,North Country,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,2045.0,7304.0,CULINARY INSTITUTE OF AMERICA,Hudson Valley,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,1-CUNY SR,1412.0,7022.0,CUNY HERBERT H LEHMAN COLLEGE,New York City,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,960.0,2668.0,ALFRED UNIVERSITY,Western New York,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,758.0,2825.0,ST JOSEPHS COLLEGE,New York City,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2185.0,2875.0,ONONDAGA COMMUNITY COLLEGE,Central New York,Eligible Applicant(s),3
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2113.0,2873.0,NASSAU COMMUNITY COLLEGE,Long Island,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1416.0,2690.0,CUNY QUEENS COLLEGE,New York City,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,845.0,2813.0,SARAH LAWRENCE COLLEGE,Hudson Valley,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2157.0,2878.0,SUFFOLK COMMUNITY COLLEGE,Long Island,Eligible Applicant(s),3
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,830.0,2832.0,ST THOMAS AQUINAS COLLEGE,Hudson Valley,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,535.0,20662.0,THE NEW SCHOOL,New York City,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1417.0,2698.0,CUNY COL STATEN ISLAND,New York City,Eligible Applicant(s),2
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2085.0,2869.0,JAMESTOWN COMMUNITY COLLEGE,Western New York,Eligible Applicant(s),3
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2080.0,2868.0,HUDSON VALLEY COMMUNITY COLLEGE,Capital District,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2252.0,6782.0,GENESEE COMMUNITY COLLEGE,Finger Lakes,Eligible Applicant(s),2
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,2188.0,2896.0,VILLA MARIA COLLEGE OF BUFFALO,Western New York,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,970.0,6791.0,SUC PURCHASE,Hudson Valley,Eligible Applicant(s),1
