INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,Location
NY-2018-WS-160,4,Rescue,07/16/2018,4:00 AM,1,M,59.0,NY,US,Hiking,Injured,42.19177,-74.06614,1926.0,False,Carry out by foot,2,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,07/16/2018,8:00 AM,POINT (-74.06614 42.19177)
NY-2017-WS-141,5,Search,07/04/2017,4:36 AM,1,M,33.0,NY,US,Whitewater,Missing,43.06662,-73.35539,540.0,True,Assist/own power,1,True,Wildlife Management Area,Eldridge Swamp State Forest,WASHINGTON,JACKSON,False,False,07/04/2017,8:30 AM,POINT (-73.35539000000001 43.06662)
NY-2016-WS-276,5,Rescue,09/26/2016,9:11 AM,1,M,71.0,NY,US,Hiking,Injured,43.39738,-74.45484,1496.0,True,Carry out by foot,6,True,Forest Preserve,Silver Lake Wilderness,HAMILTON,LAKE PLEASANT,True,False,09/26/2016,2:10 AM,POINT (-74.45484 43.39738)
NY-2016-WS-353,5,Search,11/26/2016,6:20 AM,1,M,49.0,NY,US,Hunting,Missing,43.74031,-74.21707,1745.0,True,Assist/own power,4,False,State Forests,Siamese Ponds Wilderness,HAMILTON,INDIAN LAKE,True,False,11/26/2016,9:30 AM,POINT (-74.21707 43.74031)
NY-2018-WS-043,5,Rescue,04/16/2018,6:33 AM,1,M,32.0,NY,US,Skiing,Injured,44.36531,-73.8939,3400.0,True,Vehicle/boat evacuation,5,True,Forest Preserve,Whiteface Intensive Use Area,ESSEX,WILMINGTON,True,False,04/16/2018,10:00 AM,POINT (-73.8939 44.36531)
NY-2018-WS-290,8,Search,10/08/2018,9:00 AM,2,M,35.0,NY,US,Hunting,Overdue,42.54587,-77.87664,1900.0,True,Assist/own power,2,True,Wildlife Management Area,Rattlesnake Hill WMA,LIVINGSTON,NUNDA,False,False,10/09/2018,1:00 AM,POINT (-77.87664 42.54587)
NY-2016-WS-323,5,Search,10/27/2016,11:40 AM,1,F,25.0,NY,US,Hiking,Overdue,43.38781,-74.17197,402.0,True,Assist/own power,6,True,Forest Preserve,Wilcox Lake Wild Forest,HAMILTON,WELLS,True,False,10/28/2016,9:30 AM,POINT (-74.17197 43.38781)
NY-2017-WS-172,5,Search,07/20/2017,7:39 AM,1,M,28.0,NY,US,Hiking,Lost,43.48655,-73.6111,1500.0,True,Assist/own power,2,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,07/21/2017,3:00 AM,POINT (-73.6111 43.48655)
NY-2018-WS-076,4,Rescue,05/30/2018,3:30 AM,1,M,42.0,NJ,US,Hiking,Injured,42.17935,-74.26474,2220.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,Hunter-West Kill Wilderness,GREENE,LEXINGTON,False,True,05/30/2018,5:00 AM,POINT (-74.26474 42.17935000000001)
NY-2017-WS-005,6,Rescue,01/09/2017,2:00 AM,2,F,43.0,NY,US,Snowmobile,Injured,43.79069,-75.09721,1690.0,False,Aircraft evacuation; Vehicle/boat evacuation,1,True,Private Land,private,HERKIMER,WEBB,True,False,01/09/2017,9:00 AM,POINT (-75.09721 43.79069)
NY-2016-WS-365,5,Rescue,12/31/2016,8:32 AM,3,M,22.0,NC,US,Camping,Stranded,44.33694,-73.94237,1900.0,False,Vehicle/boat evacuation,2,False,Forest Preserve,McKenzie Wilderness,ESSEX,NORTH ELBA,True,False,12/31/2016,1:25 AM,POINT (-73.94237 44.336940000000006)
NY-2018-WS-179,5,Recovery,07/30/2018,2:59 AM,1,M,43.0,NY,US,Swimming,Missing,43.91488,-74.48391,1657.0,False,Dive Team,2,True,Forest Preserve,Sargent Ponds Wild Forest,HAMILTON,LONG LAKE,True,False,07/30/2018,7:06 AM,POINT (-74.48391 43.91488)
NY-2018-WS-087,5,Search,06/07/2018,10:27 AM,1,M,76.0,SC,US,Hiking,Overdue,44.19118,-73.93954,2000.0,True,Assist/own power,4,False,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,06/07/2018,1:30 AM,POINT (-73.93954 44.19118)
NY-2018-WS-017,3,Search,02/11/2018,10:30 AM,1,M,33.0,RI,US,Hiking,Overdue,42.07782,-74.3196,840.0,False,Assist/own power,7,True,Forest Preserve,Slide WA,ULSTER,SHANDAKEN,False,True,02/12/2018,6:30 AM,POINT (-74.3196 42.07782)
NY-2018-WS-293,5,Search,10/10/2018,7:02 AM,2,F,22.0,NY,US,Hiking,Overdue,43.59981,-73.53665,1750.0,True,Assist/own power,1,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,10/10/2018,10:30 AM,POINT (-73.53665 43.59981)
NY-2017-WS-283,5,Search,10/05/2017,1:26 AM,1,F,64.0,NY,US,Hiking,Lost,44.3841,-74.03919,1600.0,True,Assist/own power,3,True,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,ST ARMAND,True,False,10/05/2017,3:30 AM,POINT (-74.03919 44.3841)
NY-2018-WS-349,3,Search,12/31/2018,12:15 PM,1,M,79.0,NY,US,Walking,Missing,41.61233,-74.30353,345.0,True,Assist/own power,11,True,Private Land,,ORANGE,CRAWFORD,False,False,01/01/2019,11:00 AM,POINT (-74.30353 41.61233)
NY-2016-WS-255,5,Search,09/04/2016,8:00 AM,1,F,23.0,CT,US,Hiking,Overdue,43.5978,-73.69773,1400.0,True,Assist/own power,2,False,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,True,False,09/04/2016,9:55 AM,POINT (-73.69773 43.5978)
NY-2018-WS-173,6,Search,07/27/2018,5:38 AM,11,M,11.0,NY,US,Hiking,Lost,43.66974,-74.99782,1726.0,True,Assist/own power; Carry out by foot,8,True,Forest Preserve,Black River Wild Forest,HERKIMER,WEBB,True,False,07/27/2018,11:37 AM,POINT (-74.99782 43.66974)
NY-2017-WS-171,4,Rescue,07/20/2017,5:41 AM,1,M,18.0,CT,US,Hiking,Illness,42.28893,-74.11508,2190.0,False,Assist/own power,2,True,Forest Preserve,Windham Blackhead Wilderness Range,GREENE,WINDHAM,False,True,07/20/2017,7:15 AM,POINT (-74.11508 42.28893)
NY-2018-WS-123,4,Search,06/25/2018,3:17 AM,1,M,52.0,NY,US,Hiking,Lost,42.01106,-74.85911,2298.0,True,Assist/own power,5,True,Forest Preserve,Delaware Wild Forest,DELAWARE,COLCHESTER,False,True,06/26/2018,1:30 AM,POINT (-74.85911 42.01106)
NY-2017-WS-327,6,Search,11/13/2017,6:09 AM,2,M,21.0,NY,US,Camping,Stranded,44.33648,-75.31394,798.0,True,Assist/own power,2,False,State Forests,Wolf Lake State Forest,ST LAWRENCE,EDWARDS,False,False,11/13/2017,11:17 AM,POINT (-75.31394 44.33648)
NY-2017-WS-081,9,Search,04/25/2017,3:30 AM,1,M,79.0,NY,US,Motor vehicle,Stranded,42.36955,-77.91198,1978.0,True,Vehicle/boat evacuation,1,True,Private Land,,ALLEGANY,BIRDSALL,False,False,04/25/2017,7:30 AM,POINT (-77.91198 42.36955)
NY-2018-WS-321,7,Search,11/12/2018,10:49 AM,1,M,20.0,NY,US,Hunting,Lost,43.50938,-76.06156,536.0,True,Assist/own power,2,False,State Forests,Altmar State Forest,OSWEGO,ALBION,False,False,11/12/2018,12:10 PM,POINT (-76.06156 43.50938)
NY-2017-WS-228,5,Rescue,08/23/2017,4:30 AM,1,F,41.0,NY,US,Hiking,Injured,44.15461,-73.98674,3850.0,True,Aircraft evacuation,2,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,08/23/2017,7:30 AM,POINT (-73.98674 44.15461)
NY-2016-WS-328,4,Search,11/01/2016,7:46 AM,1,F,16.0,NY,US,Runaway,Illness,42.25516,-73.793,91.0,True,Assist/own power,2,True,Private Land,None,COLUMBIA,HUDSON,False,False,11/01/2016,8:00 AM,POINT (-73.793 42.25516)
NY-2018-WS-032,5,Search,03/18/2018,9:42 AM,1,M,20.0,NY,US,Skiing,Overdue,44.43123,-74.33284,1600.0,True,Assist/own power,5,True,Forest Preserve,St. Regis Canoe Area,FRANKLIN,BRIGHTON,True,False,03/18/2018,11:42 AM,POINT (-74.33284 44.43123)
NY-2018-WS-275,9,Search,09/21/2018,6:28 AM,1,F,48.0,NY,US,Hiking,Lost,42.27455,-77.83711,2176.0,True,Assist/own power,1,True,State Forests,Turnpike State Forest,ALLEGANY,WEST ALMOND,False,False,09/21/2018,7:50 AM,POINT (-77.83711000000001 42.27455)
NY-2017-WS-247,5,Search,09/04/2017,8:58 AM,1,F,40.0,NJ,US,Hiking,Lost,44.12699,-73.97329,2830.0,True,Assist/own power,1,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,09/05/2017,12:03 PM,POINT (-73.97329 44.126990000000006)
NY-2018-WS-135,4,Rescue,07/02/2018,3:00 AM,1,M,13.0,NY,US,Hiking,Injured,42.19338,-74.06479,1790.0,False,Carry out by foot,2,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,07/02/2018,4:30 AM,POINT (-74.06479 42.19338)
NY-2016-WS-271,5,Search,09/19/2016,5:49 AM,2,M,21.0,NY,US,Hiking,Lost,43.76948,-74.6449,1917.0,True,Assist/own power,8,True,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,LONG LAKE,True,False,09/20/2016,7:30 AM,POINT (-74.6449 43.76948)
NY-2018-WS-163,5,Rescue,07/20/2018,12:55 PM,1,M,66.0,NY,US,Hiking,Injured,43.29984,-74.56872,1781.0,True,Carry out by foot,1,True,Forest Preserve,Ferris Lake Wild Forest,HAMILTON,ARIETTA,True,False,07/20/2018,3:15 AM,POINT (-74.56872 43.29984)
NY-2018-WS-193,5,Search,08/06/2018,4:30 AM,2,F,64.0,NY,US,Hiking,Lost,43.45044,-74.57064,2407.0,True,Assist/own power,1,True,Forest Preserve,West Canada Lake Wilderness,HAMILTON,ARIETTA,True,False,08/06/2018,8:45 AM,POINT (-74.57064 43.45044000000001)
NY-2017-WS-259,4,Rescue,09/18/2017,2:30 AM,2,F,21.0,NY,US,Hiking,Injured,42.19322,-74.06349,1947.0,False,Assist/own power,2,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,09/18/2017,3:37 AM,POINT (-74.06349 42.19322)
NY-2016-WS-135,6,Search,06/28/2016,4:21 AM,4,M,10.0,NY,US,Boating,Overdue,44.18953,-75.08505,1225.0,True,Assist/own power,2,True,Private Land,Little River,ST LAWRENCE,OSWEGATCHIE,True,False,06/28/2016,10:30 AM,POINT (-75.08505 44.18953)
NY-2017-WS-090,5,Search,05/09/2017,6:50 AM,1,M,27.0,OH,US,Hiking,Lost,44.36923,-73.90592,4197.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,Whiteface Mt Intensive Use,ESSEX,WILMINGTON,True,False,05/09/2017,8:00 AM,POINT (-73.90592 44.36923)
NY-2016-WS-237,6,Rescue,08/22/2016,8:54 AM,1,M,25.0,NY,US,Camping,Injured,43.53412,-75.0548,1769.0,True,Carry out by foot; Vehicle/boat evacuation,3,True,Forest Preserve,Black River Wild Forest,HERKIMER,OHIO,True,False,08/23/2016,12:59 PM,POINT (-75.0548 43.53412)
NY-2017-WS-076,5,Search,04/20/2017,7:59 AM,1,,,NY,US,Hiking,Lost,44.99731,-73.79391,871.0,True,Vehicle/boat evacuation,2,True,State Forests,The Gulf Unique Area,CLINTON,MOOERS,False,False,04/20/2017,9:00 AM,POINT (-73.79391 44.99731)
NY-2017-WS-347,5,Recovery,12/18/2017,3:58 AM,1,M,26.0,NY,US,Fishing,Stranded,43.57684,-73.68958,1030.0,True,Assist/own power; Carry out by foot; Dive Team,2,True,Other Municipal Land,Town Bolton,WARREN,BOLTON,True,False,12/18/2017,8:00 AM,POINT (-73.68958 43.57684)
NY-2017-WS-122,5,Search,06/17/2017,2:00 AM,3,F,21.0,UK,UA,Hiking,Lost,44.41173,-73.50374,1298.0,True,Assist/own power,2,True,Forest Preserve,Taylor Pond Wild Forest,ESSEX,WILLSBORO,True,False,06/17/2017,5:30 AM,POINT (-73.50374 44.41173)
NY-2018-WS-068,5,Search,05/28/2018,1:25 AM,1,F,12.0,NY,US,Hiking,Overdue,43.80858,-74.69598,1786.0,True,Assist/own power,5,True,Forest Preserve,Pigeon Lake Wilderness,HAMILTON,LONG LAKE,True,False,05/28/2018,3:06 AM,POINT (-74.69598 43.80858)
NY-2017-WS-336,9,Search,12/01/2017,6:00 AM,1,F,34.0,NY,US,Walking,Illness,42.38738,-77.99968,1742.0,True,Carry out by foot,2,True,Private Land,None,ALLEGANY,ALLEN,False,False,12/01/2017,9:15 AM,POINT (-77.99968 42.38738)
NY-2016-WS-296,5,Rescue,10/11/2016,3:07 AM,1,M,21.0,MD,US,Hiking,Injured,44.16836,-73.96587,2180.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,10/11/2016,5:00 AM,POINT (-73.96587 44.16836)
NY-2017-WS-236,4,Search,08/28/2017,8:30 AM,1,M,24.0,NY,US,Hiking,Lost,42.20715,-74.03889,2287.0,True,Assist/own power,1,True,DEC Campground,North South Lake Campground,GREENE,HUNTER,False,True,08/28/2017,10:00 AM,POINT (-74.03889 42.20715)
NY-2017-WS-160,5,Search,07/12/2017,7:57 AM,1,M,36.0,NY,US,Hiking,Overdue,44.07667,-74.08682,1954.0,True,Assist/own power,3,False,Forest Preserve,Western High Peaks Wilderness,ESSEX,NEWCOMB,True,False,07/12/2017,10:18 AM,POINT (-74.08682 44.07667)
NY-2016-WS-114,5,Search,06/06/2016,8:05 AM,1,M,58.0,NY,US,Hiking,Lost,44.07322,-73.95564,820.0,True,Assist/own power,6,True,Forest Preserve,Eastern High Peaks Wilderness Area,ESSEX,NEWCOMB,True,False,06/07/2016,11:00 AM,POINT (-73.95564 44.07322)
NY-2018-WS-105,8,Rescue,06/15/2018,11:59 AM,1,M,22.0,NY,US,Hiking,Injured,42.63201,-77.36018,1012.0,True,Assist/own power; Carry out by foot; High Angle; Vehicle/boat evacuation,2,True,Wildlife Management Area,Hi Tor WMA,YATES,ITALY,False,False,06/15/2018,4:30 AM,POINT (-77.36018 42.63201)
NY-2017-WS-092,6,Rescue,05/14/2017,3:25 AM,1,F,75.0,NY,US,Horseback riding,Injured,43.71932,-75.28572,1500.0,True,Vehicle/boat evacuation,3,True,Forest Preserve,Independence River Wild Forest,LEWIS,GREIG,True,False,05/14/2017,6:17 AM,POINT (-75.28572 43.71932)
NY-2018-WS-082,7,Search,06/03/2018,5:55 AM,1,M,37.0,NY,US,Despondent,Missing,42.70527,-76.18834,1240.0,True,Assist/own power,4,True,Private Land,,CORTLAND,SCOTT,False,False,06/03/2018,7:45 AM,POINT (-76.18834 42.70527)
NY-2017-WS-295,5,Search,10/15/2017,8:08 AM,1,M,23.0,NY,US,Hiking,Lost,44.32854,-74.09378,1706.0,True,Assist/own power,1,True,Forest Preserve,McKenzie Mountain Wilderness,FRANKLIN,HARRIETSTOWN,True,False,10/15/2017,9:09 AM,POINT (-74.09378 44.32854)
NY-2017-WS-306,5,Search,10/23/2017,7:41 AM,3,F,27.0,NY,US,Flood Victim,Lost,44.1495,-73.75035,1997.0,True,Assist/own power,1,True,Forest Preserve,Giant Mountain Wilderness Area,ESSEX,KEENE,True,False,10/23/2017,11:07 AM,POINT (-73.75035 44.1495)
NY-2017-WS-120,5,Search,06/16/2017,9:25 AM,1,F,38.0,NY,US,Hiking,Lost,44.31595,-73.69,3236.0,True,Assist/own power,1,True,Forest Preserve,Jay Mountain Wild Forest,ESSEX,JAY,True,False,06/16/2017,11:40 AM,POINT (-73.69 44.31595)
NY-2018-WS-272,5,Search,09/19/2018,5:03 AM,2,F,24.0,NY,US,Hiking,Lost,44.07147,-73.96227,2484.0,True,Assist/own power; Vehicle/boat evacuation,3,True,Forest Preserve,E. High Peaks Wilderness,ESSEX,NEWCOMB,True,False,09/19/2018,2:30 AM,POINT (-73.96227 44.07147)
NY-2017-WS-252,4,Search,09/08/2017,4:30 AM,1,M,51.0,NY,US,Despondent,Missing,42.30513,-73.79008,33.0,True,Carry out by foot; Vehicle/boat evacuation,27,True,Wildlife Management Area,Vosburgh Swamp WMA,GREENE,COXSACKIE,False,False,09/11/2017,3:00 AM,POINT (-73.79008 42.30513)
NY-2018-WS-119,5,Search,06/24/2018,5:37 AM,1,M,42.0,NY,US,Hiking,Overdue,44.08894,-74.05607,1780.0,True,Assist/own power,1,True,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,True,False,06/24/2018,9:00 AM,POINT (-74.05607 44.08894)
NY-2017-WS-263,5,Rescue,09/23/2017,3:10 AM,1,F,18.0,MD,US,Hiking,Injured,44.21333,-73.86968,3450.0,True,Assist/own power; Carry out by foot,1,False,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,09/23/2017,5:30 AM,POINT (-73.86968 44.21333)
NY-2018-WS-245,5,Rescue,09/04/2018,1:30 AM,1,M,29.0,QC,CA,Hiking,Injured,44.15538,-73.98592,3800.0,False,Aircraft evacuation,9,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,09/04/2018,7:45 AM,POINT (-73.98592 44.15538)
NY-2017-WS-128,9,Search,06/20/2017,9:27 AM,1,F,36.0,NY,US,Hiking,Illness,42.95846,-78.60222,756.0,True,Assist/own power,3,True,Wildlife Management Area,Tillman Wildlife Management Area,ERIE,CLARENCE,False,False,06/21/2017,1:30 AM,POINT (-78.60222 42.95846)
NY-2018-WS-195,3,Rescue,08/06/2018,3:00 AM,2,F,64.0,NY,US,Boating,Stranded,41.43049,-74.74493,463.0,False,Swiftwater; Vehicle/boat evacuation,1,True,Federal Land,,ORANGE,DEERPARK,False,False,08/06/2018,4:30 AM,POINT (-74.74493 41.43049)
NY-2016-WS-242,5,Search,08/25/2016,9:42 AM,3,F,11.0,NY,US,Hiking,Lost,44.74044,-73.85791,1934.0,True,Vehicle/boat evacuation,4,True,State Forests,Clinton State Forest,CLINTON,DANNEMORA,True,False,08/26/2016,7:15 AM,POINT (-73.85791 44.74044)
NY-2017-WS-178,5,Rescue,07/23/2017,10:00 AM,1,M,44.0,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700.0,True,Assist/own power,1,False,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,True,False,07/24/2017,7:50 AM,POINT (-73.51512 43.60397)
NY-2017-WS-243,5,Search,09/03/2017,6:41 AM,2,F,51.0,NY,US,Hiking,Lost,44.38248,-73.8297,1300.0,True,Assist/own power,1,True,Forest Preserve,Wilmington Wild Forest,ESSEX,WILMINGTON,True,False,09/03/2017,8:00 AM,POINT (-73.82970000000002 44.38248)
NY-2018-WS-281,6,Search,09/25/2018,4:28 AM,1,M,12.0,NY,US,Despondent,Missing,44.86772,-75.02671,260.0,True,Carry out by foot,7,True,Private Land,Private,ST LAWRENCE,NORFOLK,False,False,09/26/2018,4:30 AM,POINT (-75.02671 44.86772)
NY-2017-WS-345,3,Search,12/11/2017,8:03 AM,1,M,24.0,NJ,US,Hiking,Lost,41.98656,-74.35931,3339.0,True,Assist/own power,10,True,Forest Preserve,Friday Mountain,ULSTER,SHANDAKEN,False,True,12/12/2017,7:45 AM,POINT (-74.35931 41.986560000000004)
NY-2017-WS-101,5,Search,05/29/2017,2:22 AM,1,M,29.0,NY,US,Hiking,Lost,43.20379,-74.65004,1560.0,True,Assist/own power,2,True,Forest Preserve,Ferris Lake Wild Forest,HAMILTON,ARIETTA,True,False,05/29/2017,4:05 AM,POINT (-74.65004 43.20379)
NY-2017-WS-193,5,Rescue,08/01/2017,2:47 AM,1,M,13.0,VT,US,Hiking,Injured,43.5534,-73.6022,350.0,True,Carry out by foot,2,True,Forest Preserve,Lake George Forest,WASHINGTON,FORT ANN,True,False,08/01/2017,4:00 AM,POINT (-73.6022 43.5534)
NY-2017-WS-317,6,Search,11/03/2017,10:15 AM,1,M,33.0,NY,US,Hunting,Lost,44.16182,-75.86573,368.0,True,Assist/own power,3,True,State Forests,Coyote Flats,JEFFERSON,THERESA,False,False,11/03/2017,11:30 AM,POINT (-75.86573 44.16182)
NY-2018-WS-300,5,Search,10/15/2018,6:48 AM,2,M,28.0,NY,US,Hiking,Stranded,43.51487,-73.59979,1894.0,True,Assist/own power,2,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,10/16/2018,12:06 PM,POINT (-73.59979 43.51487)
NY-2018-WS-173,6,Search,07/27/2018,5:38 AM,1,F,42.0,NY,US,Hiking,Lost,43.66974,-74.99782,1726.0,True,Assist/own power; Carry out by foot,8,True,Forest Preserve,Black River Wild Forest,HERKIMER,WEBB,True,False,07/27/2018,11:37 AM,POINT (-74.99782 43.66974)
NY-2018-WS-173,6,Search,07/27/2018,5:38 AM,10,F,13.0,NY,US,Hiking,Lost,43.66974,-74.99782,1726.0,True,Assist/own power; Carry out by foot,8,True,Forest Preserve,Black River Wild Forest,HERKIMER,WEBB,True,False,07/27/2018,11:37 AM,POINT (-74.99782 43.66974)
NY-2016-WS-128,3,Search,06/21/2016,8:00 AM,1,M,39.0,NY,US,Fishing,Missing,41.59902,-73.65796,870.0,True,Carry out by foot; Vehicle/boat evacuation,8,True,Federal Land,,DUTCHESS,PAWLING,False,False,06/22/2016,6:00 AM,POINT (-73.65796 41.59902000000001)
NY-2016-WS-339,4,Recovery,11/14/2016,3:09 AM,1,M,30.0,NY,US,Hiking,Injured,42.19322,-74.06349,1948.0,False,Carry out by foot; Technical Rope,6,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,11/14/2016,5:30 AM,POINT (-74.06349 42.19322)
NY-2017-WS-073,3,Search,04/18/2017,8:47 AM,1,F,,NY,US,Hiking,Missing,40.8502,-73.86674,49.0,False,Assist/own power,2,True,OPRHP State Land,Hudson Highlands State Park,PUTNAM,PHILIPSTOWN,False,False,04/18/2017,10:00 AM,POINT (-73.86674 40.8502)
NY-2016-WS-252,5,Rescue,08/31/2016,9:02 AM,2,M,18.0,NY,US,Climbing:Rock/Ice,Stranded,44.39555,-73.50851,1097.0,False,High Angle,2,True,Forest Preserve,Taylor Pond Wild Forest,ESSEX,CHESTERFIELD,True,False,09/01/2016,1:20 AM,POINT (-73.50851 44.39555)
NY-2017-WS-025,5,Recovery,02/13/2017,10:15 AM,1,M,23.0,VT,US,Snowmobile,Overdue,43.80075,-73.37855,95.0,True,Airboat,7,True,Forest Preserve,Lake Champlain,WASHINGTON,PUTNAM,True,False,02/18/2017,11:50 AM,POINT (-73.37855 43.80075)
NY-2017-WS-239,5,Search,08/31/2017,5:10 AM,1,M,39.0,NY,US,Boating,Lost,43.49552,-74.36233,1762.0,True,Assist/own power,1,False,Forest Preserve,Sargent Ponds Wild Forest,HAMILTON,ARIETTA,True,False,08/31/2017,7:30 AM,POINT (-74.36233000000001 43.49552)
NY-2017-WS-063,5,Rescue,04/10/2017,6:31 AM,1,F,22.0,MA,US,Hiking,Stranded,43.84173,-73.66089,1170.0,True,Vehicle/boat evacuation,2,False,Forest Preserve,Pharaoh Lake Wilderness,ESSEX,SCHROON,True,False,04/10/2017,9:00 AM,POINT (-73.66089 43.84173)
NY-2017-WS-152,4,Search,07/08/2017,11:01 AM,1,F,75.0,NY,US,Walking,Missing,42.8763,-74.34255,712.0,True,Vehicle/boat evacuation,4,True,Private Land,Private Land,MONTGOMERY,GLEN,False,False,07/08/2017,2:10 AM,POINT (-74.34255 42.8763)
NY-2017-WS-038,6,Search,02/27/2017,1:27 AM,3,F,59.0,NY,US,Hiking,Lost,43.78148,-74.82443,1909.0,True,Vehicle/boat evacuation,5,True,Forest Preserve,Pigeon Lake Wilderness,HERKIMER,WEBB,True,False,02/27/2017,3:09 AM,POINT (-74.82443 43.78148)
NY-2016-WS-342,4,Search,11/14/2016,6:00 AM,1,F,26.0,NY,US,Hiking,Lost,42.11978,-74.09293,2475.0,False,Assist/own power,1,False,Forest Preserve,Indian Head Wilderness Area,GREENE,HUNTER,False,True,11/14/2016,8:00 AM,POINT (-74.09293 42.119780000000006)
NY-2016-WS-146,5,Rescue,07/05/2016,3:28 AM,1,M,46.0,NY,US,Hiking,Injured,44.21347,-73.87118,3375.0,True,Aircraft evacuation,8,True,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,True,False,07/05/2016,6:00 AM,POINT (-73.87118 44.21347)
NY-2017-WS-218,5,Search,08/18/2017,2:41 AM,1,F,25.0,NY,US,Hiking,Lost,44.40065,-73.43838,275.0,True,Assist/own power,2,True,Private Land,,ESSEX,WILLSBORO,False,False,08/18/2017,4:42 AM,POINT (-73.43838 44.40065)
NY-2018-WS-237,9,Search,08/27/2018,10:24 AM,2,F,51.0,NY,US,Hiking,Lost,42.49664,-77.9667,1786.0,True,Assist/own power,2,True,Private Land,,ALLEGANY,GRANGER,False,False,08/28/2018,1:01 AM,POINT (-77.9667 42.49664)
NY-2018-WS-201,5,Rescue,08/08/2018,12:55 PM,1,F,60.0,NY,US,Hiking,Illness,44.12483,-73.89706,3524.0,True,Aircraft evacuation,4,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,08/09/2018,12:00 PM,POINT (-73.89706 44.12483)
NY-2016-WS-236,5,Search,08/22/2016,4:41 AM,3,M,18.0,NY,US,Hiking,Lost,43.42571,-73.73464,1270.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,Lake George Wild Forest,WARREN,LAKE GEORGE,True,False,08/22/2016,9:48 AM,POINT (-73.73464 43.42571)
NY-2018-WS-270,5,Search,09/18/2018,8:55 AM,1,M,51.0,NY,US,Hunting,Lost,43.4303,-74.09728,1455.0,True,Assist/own power,3,True,Forest Preserve,Wilcox Lake WF,WARREN,STONY CREEK,True,False,09/19/2018,3:00 AM,POINT (-74.09728 43.4303)
NY-2018-WS-114,4,Search,06/21/2018,3:13 AM,3,M,18.0,NY,US,Hiking,Lost,42.74518,-73.28742,1545.0,True,Assist/own power; Vehicle/boat evacuation,2,True,Private Land,Private Land,RENSSELAER,PETERSBURG,False,False,06/21/2018,8:00 AM,POINT (-73.28742 42.74518)
NY-2018-WS-008,5,Rescue,01/29/2018,3:55 AM,1,F,21.0,NY,US,Hiking,Injured,44.14505,-73.73294,2907.0,True,Carry out by foot,7,True,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,True,False,01/29/2018,8:55 AM,POINT (-73.73294 44.14505)
NY-2017-WS-049,3,Search,03/13/2017,7:08 AM,1,M,47.0,NY,US,Hiking,Lost,41.69875,-74.33042,2100.0,True,Assist/own power,3,True,OPRHP State Land,Minnewaska State Park/Sam's Point Preserve,ULSTER,WAWARSING,False,False,03/13/2017,11:59 AM,POINT (-74.33042 41.69875)
NY-2016-WS-325,6,Search,10/22/2016,4:30 AM,1,M,61.0,NY,US,Hunting,Lost,43.19105,-74.81005,1480.0,True,Assist/own power,3,True,Private Land,Ferris Lake Wild Forest,HERKIMER,SALISBURY,True,False,10/22/2016,6:30 AM,POINT (-74.81005 43.19105)
