Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,39,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2019,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,VETIND,18,VET1,AGEADJPREV,DISTYPE,SELFDIS,,
2019,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,9.3,9.3,,,7.5,11.4,316.0,92665.0,Disability Type,Hearing Disability,,,DISEST,VETIND,53,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,8.9,8.9,,,7.8,10.1,462.0,126990.0,Disability Type,Independent Living Disability,,,DISEST,VETIND,35,VET2,AGEADJPREV,DISTYPE,INDDIS,,
2019,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,13,RACE07,AGEADJPREV,DISTYPE,VISDIS,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,11.5,11.5,,,8.3,15.7,122.0,18504.0,Disability Type,Cognitive Disability,,,DISEST,VETIND,49,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.3,4.3,,,3.8,5.0,339.0,158082.0,Disability Type,Self-care Disability,,,DISEST,VETIND,45,VET2,AGEADJPREV,DISTYPE,SELFDIS,,
2019,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,13,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,66,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2019,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,10.0,10.0,,,6.3,15.4,33.0,12965.0,Disability Type,Self-care Disability,,,DISEST,RACEIND,86,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2019,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,51.3,51.3,,,48.0,54.7,656.0,365173.0,Disability Status,No Disability,,,DISEST,AGEIND,22,AGE03,PREV,DISSTAT,NODIS,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,70.1,70.1,,,67.7,72.3,1449.0,183023.0,Disability Status,No Disability,,,DISEST,AGEIND,30,AGE02,PREV,DISSTAT,NODIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,3.4,3.4,,,2.1,5.4,25.0,42668.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,17,RACE02,AGEADJPREV,DISTYPE,HEARDIS,,
2019,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,12.6,12.6,,,12.3,12.9,14003.0,13882121.0,Disability Type,Cognitive Disability,,,DISEST,AGEIND,59,AGE01,PREV,DISTYPE,COGDIS,,
2019,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6.6,6.6,,,5.0,8.5,92.0,15880.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,10,AGE02,PREV,DISTYPE,INDDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,10.4,10.4,,,7.6,14.0,138.0,72631.0,Disability Type,Hearing Disability,,,DISEST,VETIND,25,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2019,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,68.7,68.7,,,66.4,71.0,4206.0,7093520.0,Disability Status,No Disability,,,DISEST,SEXIND,48,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,10.5,10.5,,,8.1,13.5,211.0,33215.0,Disability Type,Cognitive Disability,,,DISEST,SEXIND,46,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,5.9,5.9,,,4.9,7.0,178.0,63685.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,87,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,10.7,10.7,,,6.1,18.0,17.0,3004.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,49,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.5,2.5,,,1.8,3.4,54.0,29882.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,72,AGE01,PREV,DISTYPE,HEARDIS,,
2019,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,69.8,69.8,,,60.2,77.9,133.0,166518.0,Disability Status,No Disability,,,DISEST,RACEIND,55,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2019,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,2.6,2.6,,,2.3,2.9,382.0,102863.0,Disability Type,Self-care Disability,,,DISEST,VETIND,27,VET2,AGEADJPREV,DISTYPE,SELFDIS,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,VETIND,32,VET1,AGEADJPREV,DISTYPE,VISDIS,,
2019,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,53,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2019,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.5,3.5,,,2.5,5.0,68.0,13407.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,10,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,72,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,15.5,15.5,,,13.7,17.4,291.0,490595.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,17,AGE02,PREV,DISTYPE,MOBDIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,7.5,7.5,,,6.7,8.3,510.0,222107.0,Disability Type,Self-care Disability,,,DISEST,RACEIND,72,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,83,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2019,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,53.7,53.7,,,43.1,63.9,67.0,34290.0,Disability Status,No Disability,,,DISEST,RACEIND,47,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,18.6,18.6,,,16.5,20.9,398.0,239089.0,Disability Type,Cognitive Disability,,,DISEST,SEXIND,72,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,65.0,65.0,,,63.1,66.8,2585.0,1250128.0,Disability Status,No Disability,,,DISEST,VETIND,28,VET2,AGEADJPREV,DISSTAT,NODIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,3.1,3.1,,,2.3,4.0,118.0,201816.0,Disability Type,Vision Disability,,,DISEST,RACEIND,17,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,51,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,7.7,7.7,,,6.5,9.1,297.0,162225.0,Disability Type,Vision Disability,,,DISEST,SEXIND,45,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,53.3,53.3,,,43.4,62.9,82.0,20656.0,Disability Status,No Disability,,,DISEST,RACEIND,5,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.2,4.2,,,3.5,4.9,368.0,159902.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,51,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,7.1,7.1,,,5.8,8.6,193.0,151747.0,Disability Type,Hearing Disability,,,DISEST,VETIND,32,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,25.8,25.8,,,21.1,31.1,247.0,316519.0,Disability Status,Any Disability,,,DISEST,VETIND,42,VET1,AGEADJPREV,DISSTAT,DISABL,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,33,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2019,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,13.8,13.8,,,8.5,21.6,20.0,21648.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,55,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2019,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.2,4.2,,,3.8,4.7,1263.0,271356.0,Disability Type,Vision Disability,,,DISEST,SEXIND,80,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,5.4,5.4,,,4.7,6.1,1072.0,820619.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,85,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,17,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2019,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,67.4,67.4,,,65.0,69.7,1727.0,1127926.0,Disability Status,No Disability,,,DISEST,SEXIND,1,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,73.4,73.4,,,71.9,74.9,3658.0,502414.0,Disability Status,No Disability,,,DISEST,RACEIND,30,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,45,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,10.5,10.5,,,7.6,14.3,93.0,6231.0,Disability Type,Cognitive Disability,,,DISEST,AGEIND,66,AGE01,PREV,DISTYPE,COGDIS,,
2019,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,23,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.5,3.5,,,3.1,3.9,870.0,426919.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,82,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,4.7,4.7,,,3.9,5.7,162.0,62874.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,51,AGE03,PREV,DISTYPE,SELFDIS,,
2019,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,14.1,14.1,,,13.4,14.8,4541.0,868123.0,Disability Type,Mobility Disability,,,DISEST,SEXIND,86,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,31.5,31.5,,,24.9,38.9,281.0,80556.0,Disability Status,Any Disability,,,DISEST,RACEIND,21,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2019,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,9.0,9.0,,,6.2,12.8,39.0,60190.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,6,RACE04,AGEADJPREV,DISTYPE,INDDIS,,
2019,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,73.4,73.4,,,68.6,77.7,479.0,141639.0,Disability Status,No Disability,,,DISEST,RACEIND,27,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,81,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,17.6,17.6,,,16.0,19.3,637.0,375659.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,51,AGE02,PREV,DISTYPE,MOBDIS,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,12.1,12.1,,,9.3,15.7,194.0,17764.0,Disability Type,Cognitive Disability,,,DISEST,VETIND,31,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2019,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,80.4,80.4,,,79.4,81.5,5814.0,3013299.0,Disability Status,No Disability,,,DISEST,VETIND,8,VET2,AGEADJPREV,DISSTAT,NODIS,,
2019,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,69.2,69.2,,,62.2,75.4,295.0,43856.0,Disability Status,No Disability,,,DISEST,RACEIND,10,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2019,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,2,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.1,5.1,,,4.8,5.3,3721.0,1978168.0,Disability Type,Hearing Disability,,,DISEST,VETIND,84,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2019,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,40.1,40.1,,,32.2,48.4,103.0,31145.0,Disability Status,Any Disability,,,DISEST,RACEIND,18,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,8.8,8.8,,,7.5,10.3,199.0,23215.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,30,AGE02,PREV,DISTYPE,HEARDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,15.5,15.5,,,14.7,16.3,5085.0,3960601.0,Disability Type,Cognitive Disability,,,DISEST,SEXIND,83,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,38.9,38.9,,,37.3,40.6,3249.0,2064256.0,Disability Status,Any Disability,,,DISEST,RACEIND,81,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2019,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,6.2,6.2,,,4.8,8.0,124.0,39239.0,Disability Type,Vision Disability,,,DISEST,RACEIND,86,RACE03,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,33.7,33.7,,,30.2,37.4,365.0,110590.0,Disability Status,Any Disability,,,DISEST,RACEIND,89,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2019,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,3.6,3.6,,,2.8,4.7,262.0,39249.0,Disability Type,Self-care Disability,,,DISEST,VETIND,87,VET1,AGEADJPREV,DISTYPE,SELFDIS,,
2019,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,9.6,9.6,,,8.5,10.8,529.0,104011.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,20,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,14.9,14.9,,,12.7,17.5,282.0,159147.0,Disability Type,Cognitive Disability,,,DISEST,SEXIND,28,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,44,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,89,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,13.6,13.6,,,11.9,15.6,271.0,201018.0,Disability Type,Cognitive Disability,,,DISEST,AGEIND,41,AGE01,PREV,DISTYPE,COGDIS,,
2019,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,27.3,27.3,,,22.7,32.4,177.0,106593.0,Disability Status,Any Disability,,,DISEST,RACEIND,24,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,11.6,11.6,,,10.6,12.8,534.0,143364.0,Disability Type,Cognitive Disability,,,DISEST,AGEIND,49,AGE01,PREV,DISTYPE,COGDIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,9.6,9.6,,,6.8,13.4,100.0,127100.0,Disability Type,Hearing Disability,,,DISEST,VETIND,42,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,7.2,7.2,,,6.0,8.6,218.0,370182.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,17,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.4,4.4,,,3.2,6.0,55.0,18399.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,33,AGE01,PREV,DISTYPE,MOBDIS,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6.7,6.7,,,5.6,8.2,137.0,17688.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,30,AGE02,PREV,DISTYPE,INDDIS,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,6.0,6.0,,,5.1,7.1,304.0,159147.0,Disability Type,Vision Disability,,,DISEST,RACEIND,45,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,87,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,30.9,30.9,,,25.6,36.8,148.0,5092.0,Disability Status,Any Disability,,,DISEST,VETIND,66,VET1,AGEADJPREV,DISSTAT,DISABL,,
2019,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,38.8,38.8,,,36.1,41.4,1026.0,285754.0,Disability Status,Any Disability,,,DISEST,SEXIND,54,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2019,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,82,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2019,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,22,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,69.1,69.1,,,63.2,74.4,340.0,13819.0,Disability Status,No Disability,,,DISEST,VETIND,66,VET1,AGEADJPREV,DISSTAT,NODIS,,
2019,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,13.5,13.5,,,8.7,20.3,56.0,11190.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,80,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
