State,Year,Month,Period,Indicator,Data Value
FLORIDA,2020.0,October,Monthly,Number of Deaths,19127.0
GEORGIA,2020.0,October,Monthly,Number of Deaths,8481.0
HAWAII,2020.0,October,Monthly,Number of Deaths,1013.0
IDAHO,2020.0,October,Monthly,Number of Deaths,1470.0
ILLINOIS,2020.0,October,Monthly,Number of Deaths,10571.0
INDIANA,2020.0,October,Monthly,Number of Deaths,6644.0
IOWA,2020.0,October,Monthly,Number of Deaths,3258.0
KANSAS,2020.0,October,Monthly,Number of Deaths,2856.0
KENTUCKY,2020.0,October,Monthly,Number of Deaths,4974.0
LOUISIANA,2020.0,October,Monthly,Number of Deaths,4410.0
MAINE,2020.0,October,Monthly,Number of Deaths,1265.0
MARYLAND,2020.0,October,Monthly,Number of Deaths,4800.0
MASSACHUSETTS,2020.0,October,Monthly,Number of Deaths,4915.0
MICHIGAN,2020.0,October,Monthly,Number of Deaths,9581.0
MINNESOTA,2020.0,October,Monthly,Number of Deaths,4463.0
MISSISSIPPI,2020.0,October,Monthly,Number of Deaths,3280.0
MISSOURI,2020.0,October,Monthly,Number of Deaths,6655.0
MONTANA,2020.0,October,Monthly,Number of Deaths,1286.0
NEBRASKA,2020.0,October,Monthly,Number of Deaths,1809.0
NEVADA,2020.0,October,Monthly,Number of Deaths,2378.0
NEW HAMPSHIRE,2020.0,October,Monthly,Number of Deaths,1100.0
NEW JERSEY,2020.0,October,Monthly,Number of Deaths,6322.0
NEW MEXICO,2020.0,October,Monthly,Number of Deaths,1922.0
NEW YORK,2020.0,October,Monthly,Number of Deaths,13456.0
NORTH CAROLINA,2020.0,October,Monthly,Number of Deaths,9311.0
NORTH DAKOTA,2020.0,October,Monthly,Number of Deaths,910.0
OHIO,2020.0,October,Monthly,Number of Deaths,11869.0
OKLAHOMA,2020.0,October,Monthly,Number of Deaths,4302.0
OREGON,2020.0,October,Monthly,Number of Deaths,3321.0
PENNSYLVANIA,2020.0,October,Monthly,Number of Deaths,11956.0
RHODE ISLAND,2020.0,October,Monthly,Number of Deaths,883.0
SOUTH CAROLINA,2020.0,October,Monthly,Number of Deaths,5170.0
SOUTH DAKOTA,2020.0,October,Monthly,Number of Deaths,990.0
TENNESSEE,2020.0,October,Monthly,Number of Deaths,7553.0
TEXAS,2020.0,October,Monthly,Number of Deaths,20926.0
UTAH,2020.0,October,Monthly,Number of Deaths,1873.0
VERMONT,2020.0,October,Monthly,Number of Deaths,547.0
VIRGINIA,2020.0,October,Monthly,Number of Deaths,6683.0
WASHINGTON,2020.0,October,Monthly,Number of Deaths,5197.0
WEST VIRGINIA,2020.0,October,Monthly,Number of Deaths,2132.0
WISCONSIN,2020.0,October,Monthly,Number of Deaths,5750.0
WYOMING,2020.0,October,Monthly,Number of Deaths,552.0
PUERTO RICO,2020.0,October,Monthly,Number of Deaths,2751.0
ALABAMA,2020.0,November,Monthly,Number of Deaths,5655.0
ALASKA,2020.0,November,Monthly,Number of Deaths,514.0
ARIZONA,2020.0,November,Monthly,Number of Deaths,6066.0
ARKANSAS,2020.0,November,Monthly,Number of Deaths,3793.0
CALIFORNIA,2020.0,November,Monthly,Number of Deaths,26409.0
COLORADO,2020.0,November,Monthly,Number of Deaths,4661.0
CONNECTICUT,2020.0,November,Monthly,Number of Deaths,3151.0
DELAWARE,2020.0,November,Monthly,Number of Deaths,850.0
DISTRICT OF COLUMBIA,2020.0,November,Monthly,Number of Deaths,460.0
FLORIDA,2020.0,November,Monthly,Number of Deaths,19071.0
GEORGIA,2020.0,November,Monthly,Number of Deaths,8611.0
HAWAII,2020.0,November,Monthly,Number of Deaths,968.0
IDAHO,2020.0,November,Monthly,Number of Deaths,1715.0
ILLINOIS,2020.0,November,Monthly,Number of Deaths,13214.0
INDIANA,2020.0,November,Monthly,Number of Deaths,7786.0
IOWA,2020.0,November,Monthly,Number of Deaths,4060.0
KANSAS,2020.0,November,Monthly,Number of Deaths,3345.0
KENTUCKY,2020.0,November,Monthly,Number of Deaths,5377.0
LOUISIANA,2020.0,November,Monthly,Number of Deaths,4535.0
MAINE,2020.0,November,Monthly,Number of Deaths,1419.0
MARYLAND,2020.0,November,Monthly,Number of Deaths,4967.0
MASSACHUSETTS,2020.0,November,Monthly,Number of Deaths,5196.0
MICHIGAN,2020.0,November,Monthly,Number of Deaths,10965.0
MINNESOTA,2020.0,November,Monthly,Number of Deaths,5451.0
MISSISSIPPI,2020.0,November,Monthly,Number of Deaths,3473.0
MISSOURI,2020.0,November,Monthly,Number of Deaths,7662.0
MONTANA,2020.0,November,Monthly,Number of Deaths,1321.0
NEBRASKA,2020.0,November,Monthly,Number of Deaths,2289.0
NEVADA,2020.0,November,Monthly,Number of Deaths,2711.0
NEW HAMPSHIRE,2020.0,November,Monthly,Number of Deaths,1202.0
NEW JERSEY,2020.0,November,Monthly,Number of Deaths,7190.0
NEW MEXICO,2020.0,November,Monthly,Number of Deaths,2545.0
NEW YORK,2020.0,November,Monthly,Number of Deaths,14237.0
NORTH CAROLINA,2020.0,November,Monthly,Number of Deaths,9520.0
NORTH DAKOTA,2020.0,November,Monthly,Number of Deaths,1036.0
OHIO,2020.0,November,Monthly,Number of Deaths,13905.0
OKLAHOMA,2020.0,November,Monthly,Number of Deaths,4920.0
OREGON,2020.0,November,Monthly,Number of Deaths,3646.0
PENNSYLVANIA,2020.0,November,Monthly,Number of Deaths,14061.0
RHODE ISLAND,2020.0,November,Monthly,Number of Deaths,998.0
SOUTH CAROLINA,2020.0,November,Monthly,Number of Deaths,5188.0
SOUTH DAKOTA,2020.0,November,Monthly,Number of Deaths,1434.0
TENNESSEE,2020.0,November,Monthly,Number of Deaths,7848.0
TEXAS,2020.0,November,Monthly,Number of Deaths,23106.0
UTAH,2020.0,November,Monthly,Number of Deaths,2050.0
VERMONT,2020.0,November,Monthly,Number of Deaths,538.0
VIRGINIA,2020.0,November,Monthly,Number of Deaths,6901.0
WASHINGTON,2020.0,November,Monthly,Number of Deaths,5539.0
WEST VIRGINIA,2020.0,November,Monthly,Number of Deaths,2419.0
WISCONSIN,2020.0,November,Monthly,Number of Deaths,7087.0
WYOMING,2020.0,November,Monthly,Number of Deaths,624.0
PUERTO RICO,2020.0,November,Monthly,Number of Deaths,2859.0
ALABAMA,2020.0,December,Monthly,Number of Deaths,7160.0
ALASKA,2020.0,December,Monthly,Number of Deaths,520.0
ARIZONA,2020.0,December,Monthly,Number of Deaths,9109.0
ARKANSAS,2020.0,December,Monthly,Number of Deaths,4214.0
CALIFORNIA,2020.0,December,Monthly,Number of Deaths,40860.0
COLORADO,2020.0,December,Monthly,Number of Deaths,5185.0
CONNECTICUT,2020.0,December,Monthly,Number of Deaths,3868.0
DELAWARE,2020.0,December,Monthly,Number of Deaths,1230.0
DISTRICT OF COLUMBIA,2020.0,December,Monthly,Number of Deaths,585.0
FLORIDA,2020.0,December,Monthly,Number of Deaths,22593.0
GEORGIA,2020.0,December,Monthly,Number of Deaths,10396.0
HAWAII,2020.0,December,Monthly,Number of Deaths,994.0
IDAHO,2020.0,December,Monthly,Number of Deaths,1692.0
ILLINOIS,2020.0,December,Monthly,Number of Deaths,14479.0
INDIANA,2020.0,December,Monthly,Number of Deaths,9011.0
IOWA,2020.0,December,Monthly,Number of Deaths,3904.0
KANSAS,2020.0,December,Monthly,Number of Deaths,4009.0
KENTUCKY,2020.0,December,Monthly,Number of Deaths,6304.0
LOUISIANA,2020.0,December,Monthly,Number of Deaths,5373.0
MAINE,2020.0,December,Monthly,Number of Deaths,1542.0
MARYLAND,2020.0,December,Monthly,Number of Deaths,6149.0
MASSACHUSETTS,2020.0,December,Monthly,Number of Deaths,6298.0
MICHIGAN,2020.0,December,Monthly,Number of Deaths,12387.0
MINNESOTA,2020.0,December,Monthly,Number of Deaths,5656.0
MISSISSIPPI,2020.0,December,Monthly,Number of Deaths,4347.0
MISSOURI,2020.0,December,Monthly,Number of Deaths,8181.0
MONTANA,2020.0,December,Monthly,Number of Deaths,1283.0
NEBRASKA,2020.0,December,Monthly,Number of Deaths,2051.0
NEVADA,2020.0,December,Monthly,Number of Deaths,3662.0
NEW HAMPSHIRE,2020.0,December,Monthly,Number of Deaths,1404.0
NEW JERSEY,2020.0,December,Monthly,Number of Deaths,9304.0
NEW MEXICO,2020.0,December,Monthly,Number of Deaths,2957.0
NEW YORK,2020.0,December,Monthly,Number of Deaths,18116.0
NORTH CAROLINA,2020.0,December,Monthly,Number of Deaths,11212.0
NORTH DAKOTA,2020.0,December,Monthly,Number of Deaths,854.0
OHIO,2020.0,December,Monthly,Number of Deaths,17852.0
OKLAHOMA,2020.0,December,Monthly,Number of Deaths,5819.0
OREGON,2020.0,December,Monthly,Number of Deaths,4090.0
PENNSYLVANIA,2020.0,December,Monthly,Number of Deaths,19078.0
RHODE ISLAND,2020.0,December,Monthly,Number of Deaths,1337.0
SOUTH CAROLINA,2020.0,December,Monthly,Number of Deaths,6163.0
SOUTH DAKOTA,2020.0,December,Monthly,Number of Deaths,1065.0
TENNESSEE,2020.0,December,Monthly,Number of Deaths,9469.0
TEXAS,2020.0,December,Monthly,Number of Deaths,26618.0
UTAH,2020.0,December,Monthly,Number of Deaths,2261.0
VERMONT,2020.0,December,Monthly,Number of Deaths,611.0
VIRGINIA,2020.0,December,Monthly,Number of Deaths,8272.0
WASHINGTON,2020.0,December,Monthly,Number of Deaths,6115.0
WEST VIRGINIA,2020.0,December,Monthly,Number of Deaths,3083.0
WISCONSIN,2020.0,December,Monthly,Number of Deaths,6672.0
WYOMING,2020.0,December,Monthly,Number of Deaths,665.0
PUERTO RICO,2020.0,December,Monthly,Number of Deaths,3088.0
ALABAMA,2021.0,January,Monthly,Number of Deaths,7908.0
ALASKA,2021.0,January,Monthly,Number of Deaths,478.0
ARIZONA,2021.0,January,Monthly,Number of Deaths,10183.0
ARKANSAS,2021.0,January,Monthly,Number of Deaths,4264.0
CALIFORNIA,2021.0,January,Monthly,Number of Deaths,47790.0
COLORADO,2021.0,January,Monthly,Number of Deaths,4356.0
CONNECTICUT,2021.0,January,Monthly,Number of Deaths,3720.0
DELAWARE,2021.0,January,Monthly,Number of Deaths,1210.0
DISTRICT OF COLUMBIA,2021.0,January,Monthly,Number of Deaths,619.0
FLORIDA,2021.0,January,Monthly,Number of Deaths,24606.0
GEORGIA,2021.0,January,Monthly,Number of Deaths,12760.0
HAWAII,2021.0,January,Monthly,Number of Deaths,978.0
IDAHO,2021.0,January,Monthly,Number of Deaths,1515.0
ILLINOIS,2021.0,January,Monthly,Number of Deaths,12284.0
INDIANA,2021.0,January,Monthly,Number of Deaths,7991.0
IOWA,2021.0,January,Monthly,Number of Deaths,3270.0
KANSAS,2021.0,January,Monthly,Number of Deaths,3376.0
KENTUCKY,2021.0,January,Monthly,Number of Deaths,5866.0
LOUISIANA,2021.0,January,Monthly,Number of Deaths,5871.0
MAINE,2021.0,January,Monthly,Number of Deaths,1557.0
MARYLAND,2021.0,January,Monthly,Number of Deaths,6106.0
MASSACHUSETTS,2021.0,January,Monthly,Number of Deaths,6752.0
MICHIGAN,2021.0,January,Monthly,Number of Deaths,10498.0
MINNESOTA,2021.0,January,Monthly,Number of Deaths,4583.0
MISSISSIPPI,2021.0,January,Monthly,Number of Deaths,4552.0
MISSOURI,2021.0,January,Monthly,Number of Deaths,7306.0
MONTANA,2021.0,January,Monthly,Number of Deaths,1045.0
NEBRASKA,2021.0,January,Monthly,Number of Deaths,1785.0
NEVADA,2021.0,January,Monthly,Number of Deaths,3538.0
NEW HAMPSHIRE,2021.0,January,Monthly,Number of Deaths,1441.0
NEW JERSEY,2021.0,January,Monthly,Number of Deaths,9197.0
NEW MEXICO,2021.0,January,Monthly,Number of Deaths,2448.0
NEW YORK,2021.0,January,Monthly,Number of Deaths,20335.0
NORTH CAROLINA,2021.0,January,Monthly,Number of Deaths,11408.0
NORTH DAKOTA,2021.0,January,Monthly,Number of Deaths,612.0
OHIO,2021.0,January,Monthly,Number of Deaths,15155.0
OKLAHOMA,2021.0,January,Monthly,Number of Deaths,5677.0
OREGON,2021.0,January,Monthly,Number of Deaths,3838.0
PENNSYLVANIA,2021.0,January,Monthly,Number of Deaths,16850.0
RHODE ISLAND,2021.0,January,Monthly,Number of Deaths,1235.0
SOUTH CAROLINA,2021.0,January,Monthly,Number of Deaths,7193.0
SOUTH DAKOTA,2021.0,January,Monthly,Number of Deaths,887.0
TENNESSEE,2021.0,January,Monthly,Number of Deaths,9577.0
TEXAS,2021.0,January,Monthly,Number of Deaths,30190.0
UTAH,2021.0,January,Monthly,Number of Deaths,2125.0
VERMONT,2021.0,January,Monthly,Number of Deaths,578.0
VIRGINIA,2021.0,January,Monthly,Number of Deaths,9161.0
WASHINGTON,2021.0,January,Monthly,Number of Deaths,6023.0
WEST VIRGINIA,2021.0,January,Monthly,Number of Deaths,2991.0
WISCONSIN,2021.0,January,Monthly,Number of Deaths,5697.0
WYOMING,2021.0,January,Monthly,Number of Deaths,573.0
PUERTO RICO,2021.0,January,Monthly,Number of Deaths,2934.0
ALABAMA,2021.0,February,Monthly,Number of Deaths,5595.0
ALASKA,2021.0,February,Monthly,Number of Deaths,365.0
ARIZONA,2021.0,February,Monthly,Number of Deaths,6620.0
ARKANSAS,2021.0,February,Monthly,Number of Deaths,3281.0
CALIFORNIA,2021.0,February,Monthly,Number of Deaths,29791.0
COLORADO,2021.0,February,Monthly,Number of Deaths,3445.0
CONNECTICUT,2021.0,February,Monthly,Number of Deaths,2787.0
DELAWARE,2021.0,February,Monthly,Number of Deaths,889.0
DISTRICT OF COLUMBIA,2021.0,February,Monthly,Number of Deaths,493.0
FLORIDA,2021.0,February,Monthly,Number of Deaths,20689.0
GEORGIA,2021.0,February,Monthly,Number of Deaths,9161.0
HAWAII,2021.0,February,Monthly,Number of Deaths,990.0
IDAHO,2021.0,February,Monthly,Number of Deaths,1235.0
ILLINOIS,2021.0,February,Monthly,Number of Deaths,10041.0
INDIANA,2021.0,February,Monthly,Number of Deaths,5901.0
IOWA,2021.0,February,Monthly,Number of Deaths,2527.0
KANSAS,2021.0,February,Monthly,Number of Deaths,2507.0
KENTUCKY,2021.0,February,Monthly,Number of Deaths,4574.0
LOUISIANA,2021.0,February,Monthly,Number of Deaths,4541.0
MAINE,2021.0,February,Monthly,Number of Deaths,1217.0
MARYLAND,2021.0,February,Monthly,Number of Deaths,4914.0
MASSACHUSETTS,2021.0,February,Monthly,Number of Deaths,5339.0
MICHIGAN,2021.0,February,Monthly,Number of Deaths,8585.0
MINNESOTA,2021.0,February,Monthly,Number of Deaths,3741.0
MISSISSIPPI,2021.0,February,Monthly,Number of Deaths,3351.0
MISSOURI,2021.0,February,Monthly,Number of Deaths,5609.0
MONTANA,2021.0,February,Monthly,Number of Deaths,863.0
NEBRASKA,2021.0,February,Monthly,Number of Deaths,1317.0
NEVADA,2021.0,February,Monthly,Number of Deaths,2594.0
NEW HAMPSHIRE,2021.0,February,Monthly,Number of Deaths,1059.0
NEW JERSEY,2021.0,February,Monthly,Number of Deaths,7542.0
NEW MEXICO,2021.0,February,Monthly,Number of Deaths,1818.0
NEW YORK,2021.0,February,Monthly,Number of Deaths,16471.0
NORTH CAROLINA,2021.0,February,Monthly,Number of Deaths,8427.0
NORTH DAKOTA,2021.0,February,Monthly,Number of Deaths,514.0
OHIO,2021.0,February,Monthly,Number of Deaths,11599.0
OKLAHOMA,2021.0,February,Monthly,Number of Deaths,4033.0
OREGON,2021.0,February,Monthly,Number of Deaths,3222.0
PENNSYLVANIA,2021.0,February,Monthly,Number of Deaths,12383.0
RHODE ISLAND,2021.0,February,Monthly,Number of Deaths,937.0
SOUTH CAROLINA,2021.0,February,Monthly,Number of Deaths,5400.0
SOUTH DAKOTA,2021.0,February,Monthly,Number of Deaths,699.0
TENNESSEE,2021.0,February,Monthly,Number of Deaths,6848.0
TEXAS,2021.0,February,Monthly,Number of Deaths,23619.0
UTAH,2021.0,February,Monthly,Number of Deaths,1673.0
VERMONT,2021.0,February,Monthly,Number of Deaths,597.0
VIRGINIA,2021.0,February,Monthly,Number of Deaths,7275.0
WASHINGTON,2021.0,February,Monthly,Number of Deaths,5054.0
WEST VIRGINIA,2021.0,February,Monthly,Number of Deaths,2219.0
WISCONSIN,2021.0,February,Monthly,Number of Deaths,4539.0
WYOMING,2021.0,February,Monthly,Number of Deaths,458.0
PUERTO RICO,2021.0,February,Monthly,Number of Deaths,2384.0
ALABAMA,2021.0,March,Monthly,Number of Deaths,5070.0
ALASKA,2021.0,March,Monthly,Number of Deaths,404.0
ARIZONA,2021.0,March,Monthly,Number of Deaths,6071.0
ARKANSAS,2021.0,March,Monthly,Number of Deaths,3091.0
CALIFORNIA,2021.0,March,Monthly,Number of Deaths,26429.0
COLORADO,2021.0,March,Monthly,Number of Deaths,3794.0
CONNECTICUT,2021.0,March,Monthly,Number of Deaths,2807.0
DELAWARE,2021.0,March,Monthly,Number of Deaths,746.0
DISTRICT OF COLUMBIA,2021.0,March,Monthly,Number of Deaths,489.0
FLORIDA,2021.0,March,Monthly,Number of Deaths,20343.0
GEORGIA,2021.0,March,Monthly,Number of Deaths,8138.0
HAWAII,2021.0,March,Monthly,Number of Deaths,1062.0
IDAHO,2021.0,March,Monthly,Number of Deaths,1360.0
ILLINOIS,2021.0,March,Monthly,Number of Deaths,9708.0
INDIANA,2021.0,March,Monthly,Number of Deaths,5789.0
IOWA,2021.0,March,Monthly,Number of Deaths,2460.0
KANSAS,2021.0,March,Monthly,Number of Deaths,2427.0
KENTUCKY,2021.0,March,Monthly,Number of Deaths,4573.0
LOUISIANA,2021.0,March,Monthly,Number of Deaths,4360.0
MAINE,2021.0,March,Monthly,Number of Deaths,1275.0
MARYLAND,2021.0,March,Monthly,Number of Deaths,4967.0
MASSACHUSETTS,2021.0,March,Monthly,Number of Deaths,5123.0
MICHIGAN,2021.0,March,Monthly,Number of Deaths,8980.0
MINNESOTA,2021.0,March,Monthly,Number of Deaths,3857.0
MISSISSIPPI,2021.0,March,Monthly,Number of Deaths,3124.0
MISSOURI,2021.0,March,Monthly,Number of Deaths,5571.0
MONTANA,2021.0,March,Monthly,Number of Deaths,881.0
NEBRASKA,2021.0,March,Monthly,Number of Deaths,1451.0
NEVADA,2021.0,March,Monthly,Number of Deaths,2483.0
NEW HAMPSHIRE,2021.0,March,Monthly,Number of Deaths,1049.0
NEW JERSEY,2021.0,March,Monthly,Number of Deaths,7339.0
NEW MEXICO,2021.0,March,Monthly,Number of Deaths,1908.0
NEW YORK,2021.0,March,Monthly,Number of Deaths,15802.0
NORTH CAROLINA,2021.0,March,Monthly,Number of Deaths,9130.0
NORTH DAKOTA,2021.0,March,Monthly,Number of Deaths,585.0
OHIO,2021.0,March,Monthly,Number of Deaths,11003.0
OKLAHOMA,2021.0,March,Monthly,Number of Deaths,3696.0
OREGON,2021.0,March,Monthly,Number of Deaths,3512.0
PENNSYLVANIA,2021.0,March,Monthly,Number of Deaths,11837.0
RHODE ISLAND,2021.0,March,Monthly,Number of Deaths,932.0
SOUTH CAROLINA,2021.0,March,Monthly,Number of Deaths,5010.0
SOUTH DAKOTA,2021.0,March,Monthly,Number of Deaths,714.0
TENNESSEE,2021.0,March,Monthly,Number of Deaths,6702.0
TEXAS,2021.0,March,Monthly,Number of Deaths,20568.0
UTAH,2021.0,March,Monthly,Number of Deaths,1704.0
VERMONT,2021.0,March,Monthly,Number of Deaths,513.0
VIRGINIA,2021.0,March,Monthly,Number of Deaths,6789.0
WASHINGTON,2021.0,March,Monthly,Number of Deaths,5238.0
WEST VIRGINIA,2021.0,March,Monthly,Number of Deaths,2221.0
WISCONSIN,2021.0,March,Monthly,Number of Deaths,4566.0
WYOMING,2021.0,March,Monthly,Number of Deaths,451.0
PUERTO RICO,2021.0,March,Monthly,Number of Deaths,2148.0
ALABAMA,2020.0,January,Monthly,Number of Live Births,4928.0
ALASKA,2020.0,January,Monthly,Number of Live Births,816.0
ARIZONA,2020.0,January,Monthly,Number of Live Births,6683.0
ARKANSAS,2020.0,January,Monthly,Number of Live Births,2992.0
CALIFORNIA,2020.0,January,Monthly,Number of Live Births,35944.0
COLORADO,2020.0,January,Monthly,Number of Live Births,4973.0
CONNECTICUT,2020.0,January,Monthly,Number of Live Births,2772.0
DELAWARE,2020.0,January,Monthly,Number of Live Births,830.0
DISTRICT OF COLUMBIA,2020.0,January,Monthly,Number of Live Births,748.0
FLORIDA,2020.0,January,Monthly,Number of Live Births,18229.0
GEORGIA,2020.0,January,Monthly,Number of Live Births,10689.0
HAWAII,2020.0,January,Monthly,Number of Live Births,1348.0
IDAHO,2020.0,January,Monthly,Number of Live Births,1696.0
ILLINOIS,2020.0,January,Monthly,Number of Live Births,11059.0
INDIANA,2020.0,January,Monthly,Number of Live Births,6588.0
IOWA,2020.0,January,Monthly,Number of Live Births,3063.0
KANSAS,2020.0,January,Monthly,Number of Live Births,2778.0
KENTUCKY,2020.0,January,Monthly,Number of Live Births,4320.0
LOUISIANA,2020.0,January,Monthly,Number of Live Births,5029.0
MAINE,2020.0,January,Monthly,Number of Live Births,878.0
MARYLAND,2020.0,January,Monthly,Number of Live Births,5885.0
MASSACHUSETTS,2020.0,January,Monthly,Number of Live Births,5471.0
MICHIGAN,2020.0,January,Monthly,Number of Live Births,8657.0
MINNESOTA,2020.0,January,Monthly,Number of Live Births,5050.0
MISSISSIPPI,2020.0,January,Monthly,Number of Live Births,3106.0
MISSOURI,2020.0,January,Monthly,Number of Live Births,5844.0
MONTANA,2020.0,January,Monthly,Number of Live Births,865.0
NEBRASKA,2020.0,January,Monthly,Number of Live Births,2045.0
NEVADA,2020.0,January,Monthly,Number of Live Births,2761.0
NEW HAMPSHIRE,2020.0,January,Monthly,Number of Live Births,932.0
NEW JERSEY,2020.0,January,Monthly,Number of Live Births,8149.0
NEW MEXICO,2020.0,January,Monthly,Number of Live Births,1821.0
NEW YORK,2020.0,January,Monthly,Number of Live Births,17980.0
NORTH CAROLINA,2020.0,January,Monthly,Number of Live Births,9776.0
NORTH DAKOTA,2020.0,January,Monthly,Number of Live Births,795.0
OHIO,2020.0,January,Monthly,Number of Live Births,10669.0
OKLAHOMA,2020.0,January,Monthly,Number of Live Births,4053.0
OREGON,2020.0,January,Monthly,Number of Live Births,3277.0
PENNSYLVANIA,2020.0,January,Monthly,Number of Live Births,10871.0
RHODE ISLAND,2020.0,January,Monthly,Number of Live Births,832.0
SOUTH CAROLINA,2020.0,January,Monthly,Number of Live Births,4697.0
SOUTH DAKOTA,2020.0,January,Monthly,Number of Live Births,918.0
TENNESSEE,2020.0,January,Monthly,Number of Live Births,6583.0
TEXAS,2020.0,January,Monthly,Number of Live Births,31528.0
UTAH,2020.0,January,Monthly,Number of Live Births,3700.0
VERMONT,2020.0,January,Monthly,Number of Live Births,420.0
VIRGINIA,2020.0,January,Monthly,Number of Live Births,7967.0
WASHINGTON,2020.0,January,Monthly,Number of Live Births,6810.0
WEST VIRGINIA,2020.0,January,Monthly,Number of Live Births,1501.0
WISCONSIN,2020.0,January,Monthly,Number of Live Births,4900.0
WYOMING,2020.0,January,Monthly,Number of Live Births,507.0
PUERTO RICO,2020.0,January,Monthly,Number of Live Births,1654.0
ALABAMA,2020.0,February,Monthly,Number of Live Births,4464.0
ALASKA,2020.0,February,Monthly,Number of Live Births,712.0
ARIZONA,2020.0,February,Monthly,Number of Live Births,6268.0
ARKANSAS,2020.0,February,Monthly,Number of Live Births,2776.0
CALIFORNIA,2020.0,February,Monthly,Number of Live Births,33230.0
COLORADO,2020.0,February,Monthly,Number of Live Births,4715.0
CONNECTICUT,2020.0,February,Monthly,Number of Live Births,2482.0
DELAWARE,2020.0,February,Monthly,Number of Live Births,788.0
DISTRICT OF COLUMBIA,2020.0,February,Monthly,Number of Live Births,657.0
FLORIDA,2020.0,February,Monthly,Number of Live Births,16743.0
GEORGIA,2020.0,February,Monthly,Number of Live Births,9499.0
HAWAII,2020.0,February,Monthly,Number of Live Births,1290.0
IDAHO,2020.0,February,Monthly,Number of Live Births,1627.0
ILLINOIS,2020.0,February,Monthly,Number of Live Births,10423.0
INDIANA,2020.0,February,Monthly,Number of Live Births,6245.0
IOWA,2020.0,February,Monthly,Number of Live Births,2841.0
KANSAS,2020.0,February,Monthly,Number of Live Births,2684.0
KENTUCKY,2020.0,February,Monthly,Number of Live Births,4075.0
LOUISIANA,2020.0,February,Monthly,Number of Live Births,4432.0
MAINE,2020.0,February,Monthly,Number of Live Births,848.0
MARYLAND,2020.0,February,Monthly,Number of Live Births,5290.0
MASSACHUSETTS,2020.0,February,Monthly,Number of Live Births,5203.0
MICHIGAN,2020.0,February,Monthly,Number of Live Births,8289.0
MINNESOTA,2020.0,February,Monthly,Number of Live Births,4929.0
MISSISSIPPI,2020.0,February,Monthly,Number of Live Births,2696.0
MISSOURI,2020.0,February,Monthly,Number of Live Births,5444.0
MONTANA,2020.0,February,Monthly,Number of Live Births,871.0
NEBRASKA,2020.0,February,Monthly,Number of Live Births,1815.0
NEVADA,2020.0,February,Monthly,Number of Live Births,2595.0
NEW HAMPSHIRE,2020.0,February,Monthly,Number of Live Births,861.0
NEW JERSEY,2020.0,February,Monthly,Number of Live Births,7529.0
NEW MEXICO,2020.0,February,Monthly,Number of Live Births,1677.0
NEW YORK,2020.0,February,Monthly,Number of Live Births,16722.0
NORTH CAROLINA,2020.0,February,Monthly,Number of Live Births,9104.0
NORTH DAKOTA,2020.0,February,Monthly,Number of Live Births,804.0
OHIO,2020.0,February,Monthly,Number of Live Births,10139.0
OKLAHOMA,2020.0,February,Monthly,Number of Live Births,3702.0
OREGON,2020.0,February,Monthly,Number of Live Births,3117.0
PENNSYLVANIA,2020.0,February,Monthly,Number of Live Births,10072.0
RHODE ISLAND,2020.0,February,Monthly,Number of Live Births,821.0
SOUTH CAROLINA,2020.0,February,Monthly,Number of Live Births,4259.0
SOUTH DAKOTA,2020.0,February,Monthly,Number of Live Births,873.0
TENNESSEE,2020.0,February,Monthly,Number of Live Births,5977.0
TEXAS,2020.0,February,Monthly,Number of Live Births,28502.0
UTAH,2020.0,February,Monthly,Number of Live Births,3552.0
VERMONT,2020.0,February,Monthly,Number of Live Births,365.0
VIRGINIA,2020.0,February,Monthly,Number of Live Births,7540.0
WASHINGTON,2020.0,February,Monthly,Number of Live Births,6519.0
WEST VIRGINIA,2020.0,February,Monthly,Number of Live Births,1334.0
WISCONSIN,2020.0,February,Monthly,Number of Live Births,4794.0
WYOMING,2020.0,February,Monthly,Number of Live Births,473.0
PUERTO RICO,2020.0,February,Monthly,Number of Live Births,1441.0
ALABAMA,2020.0,March,Monthly,Number of Live Births,4781.0
ALASKA,2020.0,March,Monthly,Number of Live Births,784.0
ARIZONA,2020.0,March,Monthly,Number of Live Births,6357.0
ARKANSAS,2020.0,March,Monthly,Number of Live Births,2960.0
CALIFORNIA,2020.0,March,Monthly,Number of Live Births,34924.0
COLORADO,2020.0,March,Monthly,Number of Live Births,5269.0
CONNECTICUT,2020.0,March,Monthly,Number of Live Births,2861.0
DELAWARE,2020.0,March,Monthly,Number of Live Births,847.0
DISTRICT OF COLUMBIA,2020.0,March,Monthly,Number of Live Births,726.0
FLORIDA,2020.0,March,Monthly,Number of Live Births,17220.0
GEORGIA,2020.0,March,Monthly,Number of Live Births,10035.0
HAWAII,2020.0,March,Monthly,Number of Live Births,1354.0
IDAHO,2020.0,March,Monthly,Number of Live Births,1859.0
ILLINOIS,2020.0,March,Monthly,Number of Live Births,11098.0
INDIANA,2020.0,March,Monthly,Number of Live Births,6566.0
IOWA,2020.0,March,Monthly,Number of Live Births,3036.0
KANSAS,2020.0,March,Monthly,Number of Live Births,2964.0
KENTUCKY,2020.0,March,Monthly,Number of Live Births,4292.0
