Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Cattle,Carcases,Joint Lesions (Incl. Arthritis),2020-12,England,439.0,123531.0,121.0,0.355
Cattle,Carcases,Joint Lesions (Incl. Arthritis),2020-10,Wales,9.0,13998.0,14.0,0.064
Cattle,Carcases,Joint Lesions (Incl. Arthritis),2020-11,Wales,4.0,15215.0,14.0,0.026
Cattle,Carcases,Joint Lesions (Incl. Arthritis),2020-12,Wales,5.0,12840.0,13.0,0.039
Cattle,Carcases,Localised Tuberculosis (suspect) *,2020-10,England,7.0,139261.0,125.0,0.005
Cattle,Carcases,Localised Tuberculosis (suspect) *,2020-11,England,8.0,140191.0,125.0,0.006
Cattle,Carcases,Localised Tuberculosis (suspect) *,2020-12,England,29.0,123531.0,121.0,0.023
Cattle,Carcases,Localised Tuberculosis (suspect) *,2020-10,Wales,1.0,13998.0,14.0,0.007
Cattle,Carcases,Localised Tuberculosis (suspect) *,2020-11,Wales,1.0,15215.0,14.0,0.007
Cattle,Carcases,Localised Tuberculosis (suspect) *,2020-12,Wales,1.0,12840.0,13.0,0.008
Cattle,Carcases,Other,2020-10,England,2045.0,139261.0,125.0,1.468
Cattle,Carcases,Other,2020-11,England,2881.0,140191.0,125.0,2.055
Cattle,Carcases,Other,2020-12,England,1892.0,123531.0,121.0,1.532
Cattle,Carcases,Other,2020-10,Wales,1.0,13998.0,14.0,0.007
Cattle,Carcases,Other,2020-11,Wales,1.0,15215.0,14.0,0.007
Cattle,Carcases,Other,2020-12,Wales,3.0,12840.0,13.0,0.023
Cattle,Head,Contamination,2020-10,England,2450.0,139261.0,125.0,1.759
Cattle,Head,Contamination,2020-11,England,2215.0,140191.0,125.0,1.58
Cattle,Head,Contamination,2020-12,England,1696.0,123531.0,121.0,1.373
Cattle,Head,Contamination,2020-12,Wales,2.0,12840.0,13.0,0.016
Cattle,Head,Cysticercus bovis,2020-10,England,3.0,139261.0,125.0,0.002
Cattle,Head,Cysticercus bovis,2020-11,England,6.0,140191.0,125.0,0.004
Cattle,Head,Cysticercus bovis,2020-12,England,2.0,123531.0,121.0,0.002
Cattle,Head,Hydatid Cyst,2020-10,England,1.0,139261.0,125.0,0.001
Cattle,Head,Hydatid Cyst,2020-10,Wales,1.0,13998.0,14.0,0.007
Cattle,Head,Hydatid Cyst,2020-11,Wales,1.0,15215.0,14.0,0.007
Cattle,Head,Other,2020-10,England,900.0,139261.0,125.0,0.646
Cattle,Head,Other,2020-11,England,1072.0,140191.0,125.0,0.765
Cattle,Head,Other,2020-12,England,802.0,123531.0,121.0,0.649
Cattle,Head,Other,2020-10,Wales,30.0,13998.0,14.0,0.214
Cattle,Head,Other,2020-11,Wales,52.0,15215.0,14.0,0.342
Cattle,Head,Other,2020-12,Wales,59.0,12840.0,13.0,0.46
Cattle,Offal,Contamination,2020-10,England,7162.0,139261.0,125.0,5.143
Cattle,Offal,Contamination,2020-11,England,8011.0,140191.0,125.0,5.714
Cattle,Offal,Contamination,2020-12,England,6535.0,123531.0,121.0,5.29
Cattle,Offal,Contamination,2020-10,Wales,60.0,13998.0,14.0,0.429
Cattle,Offal,Contamination,2020-11,Wales,75.0,15215.0,14.0,0.493
Cattle,Offal,Contamination,2020-12,Wales,73.0,12840.0,13.0,0.569
Cattle,Offal,Cysticercus bovis,2020-10,England,20.0,139261.0,125.0,0.014
Cattle,Offal,Cysticercus bovis,2020-11,England,22.0,140191.0,125.0,0.016
Cattle,Offal,Cysticercus bovis,2020-12,England,10.0,123531.0,121.0,0.008
Cattle,Offal,Cysticercus bovis,2020-11,Wales,3.0,15215.0,14.0,0.02
Cattle,Offal,Fluke Immature,2020-10,England,4639.0,139261.0,125.0,3.331
Cattle,Offal,Fluke Immature,2020-11,England,4157.0,140191.0,125.0,2.965
Cattle,Offal,Fluke Immature,2020-12,England,3313.0,123531.0,121.0,2.682
Cattle,Offal,Fluke Immature,2020-10,Wales,35.0,13998.0,14.0,0.25
Cattle,Offal,Fluke Immature,2020-11,Wales,93.0,15215.0,14.0,0.611
Cattle,Offal,Fluke Immature,2020-12,Wales,55.0,12840.0,13.0,0.428
Cattle,Offal,Fluke Mature,2020-10,England,7268.0,139261.0,125.0,5.219
Cattle,Offal,Fluke Mature,2020-11,England,7634.0,140191.0,125.0,5.445
Cattle,Offal,Fluke Mature,2020-12,England,6710.0,123531.0,121.0,5.432
Cattle,Offal,Fluke Mature,2020-10,Wales,1088.0,13998.0,14.0,7.773
Cattle,Offal,Fluke Mature,2020-11,Wales,1030.0,15215.0,14.0,6.77
Cattle,Offal,Fluke Mature,2020-12,Wales,866.0,12840.0,13.0,6.745
Cattle,Offal,Hepatic Scarring,2020-10,England,3205.0,139261.0,125.0,2.301
Cattle,Offal,Hepatic Scarring,2020-11,England,2814.0,140191.0,125.0,2.007
Cattle,Offal,Hepatic Scarring,2020-12,England,2433.0,123531.0,121.0,1.97
Cattle,Offal,Hepatic Scarring,2020-10,Wales,113.0,13998.0,14.0,0.807
Cattle,Offal,Hepatic Scarring,2020-11,Wales,214.0,15215.0,14.0,1.407
Cattle,Offal,Hepatic Scarring,2020-12,Wales,192.0,12840.0,13.0,1.495
Cattle,Offal,Hydatid Cysts,2020-10,England,71.0,139261.0,125.0,0.051
Cattle,Offal,Hydatid Cysts,2020-11,England,52.0,140191.0,125.0,0.037
Cattle,Offal,Hydatid Cysts,2020-12,England,50.0,123531.0,121.0,0.04
Cattle,Offal,Hydatid Cysts,2020-10,Wales,2.0,13998.0,14.0,0.014
Cattle,Offal,Hydatid Cysts,2020-11,Wales,1.0,15215.0,14.0,0.007
Cattle,Offal,Hydatid Cysts,2020-12,Wales,2.0,12840.0,13.0,0.016
Cattle,Offal,Liver Abscesses,2020-10,England,7115.0,139261.0,125.0,5.109
Cattle,Offal,Liver Abscesses,2020-11,England,7047.0,140191.0,125.0,5.027
Cattle,Offal,Liver Abscesses,2020-12,England,6262.0,123531.0,121.0,5.069
Cattle,Offal,Liver Abscesses,2020-10,Wales,380.0,13998.0,14.0,2.715
Cattle,Offal,Liver Abscesses,2020-11,Wales,288.0,15215.0,14.0,1.893
Cattle,Offal,Liver Abscesses,2020-12,Wales,291.0,12840.0,13.0,2.266
Cattle,Offal,Lungworm,2020-10,England,299.0,139261.0,125.0,0.215
Cattle,Offal,Lungworm,2020-11,England,108.0,140191.0,125.0,0.077
Cattle,Offal,Lungworm,2020-12,England,70.0,123531.0,121.0,0.057
Cattle,Offal,Lungworm,2020-10,Wales,4.0,13998.0,14.0,0.029
Cattle,Offal,Lungworm,2020-12,Wales,2.0,12840.0,13.0,0.016
Cattle,Offal,Other,2020-10,England,8705.0,139261.0,125.0,6.251
Cattle,Offal,Other,2020-11,England,8094.0,140191.0,125.0,5.774
Cattle,Offal,Other,2020-12,England,7555.0,123531.0,121.0,6.116
Cattle,Offal,Other,2020-10,Wales,115.0,13998.0,14.0,0.822
Cattle,Offal,Other,2020-11,Wales,154.0,15215.0,14.0,1.012
Cattle,Offal,Other,2020-12,Wales,259.0,12840.0,13.0,2.017
Cattle,Offal,Pleurisy,2020-10,England,2605.0,139261.0,125.0,1.871
Cattle,Offal,Pleurisy,2020-11,England,2397.0,140191.0,125.0,1.71
Cattle,Offal,Pleurisy,2020-12,England,2189.0,123531.0,121.0,1.772
Cattle,Offal,Pleurisy,2020-10,Wales,41.0,13998.0,14.0,0.293
Cattle,Offal,Pleurisy,2020-11,Wales,11.0,15215.0,14.0,0.072
Cattle,Offal,Pleurisy,2020-12,Wales,34.0,12840.0,13.0,0.265
Cattle,Offal,Pneumonia,2020-10,England,5532.0,139261.0,125.0,3.972
Cattle,Offal,Pneumonia,2020-11,England,4888.0,140191.0,125.0,3.487
Cattle,Offal,Pneumonia,2020-12,England,4014.0,123531.0,121.0,3.249
Cattle,Offal,Pneumonia,2020-10,Wales,161.0,13998.0,14.0,1.15
Cattle,Offal,Pneumonia,2020-11,Wales,161.0,15215.0,14.0,1.058
Cattle,Offal,Pneumonia,2020-12,Wales,232.0,12840.0,13.0,1.807
Cattle,Offal,Traumatic Pericarditis,2020-10,England,634.0,139261.0,125.0,0.455
Cattle,Offal,Traumatic Pericarditis,2020-11,England,722.0,140191.0,125.0,0.515
Cattle,Offal,Traumatic Pericarditis,2020-12,England,509.0,123531.0,121.0,0.412
Cattle,Offal,Traumatic Pericarditis,2020-10,Wales,127.0,13998.0,14.0,0.907
Cattle,Offal,Traumatic Pericarditis,2020-11,Wales,19.0,15215.0,14.0,0.125
Cattle,Offal,Traumatic Pericarditis,2020-12,Wales,48.0,12840.0,13.0,0.374
Cattle,Total Rejections,Abnormal Odour - Uraemia,2020-10,England,10.0,139261.0,125.0,0.007
Cattle,Total Rejections,Abnormal Odour - Uraemia,2020-11,England,3.0,140191.0,125.0,0.002
Cattle,Total Rejections,Abnormal Odour - Uraemia,2020-12,England,2.0,123531.0,121.0,0.002
Cattle,Total Rejections,Abnormal Odour - Uraemia,2020-12,Wales,1.0,12840.0,13.0,0.008
Cattle,Total Rejections,Contamination,2020-10,England,3.0,139261.0,125.0,0.002
Cattle,Total Rejections,Contamination,2020-12,England,46.0,123531.0,121.0,0.037
Cattle,Total Rejections,Cysticercus bovis (Generalised),2020-11,England,1.0,140191.0,125.0,0.001
Cattle,Total Rejections,Cysticercus bovis (Generalised),2020-12,England,7.0,123531.0,121.0,0.006
Cattle,Total Rejections,Generalised Oedema/Emaciation,2020-10,England,170.0,139261.0,125.0,0.122
Cattle,Total Rejections,Generalised Oedema/Emaciation,2020-11,England,98.0,140191.0,125.0,0.07
Cattle,Total Rejections,Generalised Oedema/Emaciation,2020-12,England,63.0,123531.0,121.0,0.051
Cattle,Total Rejections,Generalised Oedema/Emaciation,2020-10,Wales,12.0,13998.0,14.0,0.086
Cattle,Total Rejections,Generalised Oedema/Emaciation,2020-11,Wales,11.0,15215.0,14.0,0.072
Cattle,Total Rejections,Generalised Oedema/Emaciation,2020-12,Wales,8.0,12840.0,13.0,0.062
Cattle,Total Rejections,Generalised TB (Suspect),2020-10,England,88.0,139261.0,125.0,0.063
Cattle,Total Rejections,Generalised TB (Suspect),2020-11,England,86.0,140191.0,125.0,0.061
Cattle,Total Rejections,Generalised TB (Suspect),2020-12,England,89.0,123531.0,121.0,0.072
Cattle,Total Rejections,Generalised TB (Suspect),2020-10,Wales,9.0,13998.0,14.0,0.064
Cattle,Total Rejections,Generalised TB (Suspect),2020-11,Wales,11.0,15215.0,14.0,0.072
Cattle,Total Rejections,Generalised TB (Suspect),2020-12,Wales,38.0,12840.0,13.0,0.296
Cattle,Total Rejections,Jaundice,2020-11,England,1.0,140191.0,125.0,0.001
Cattle,Total Rejections,Jaundice,2020-12,England,3.0,123531.0,121.0,0.002
Cattle,Total Rejections,Navel ill/joint ill for young animals,2020-10,England,1.0,139261.0,125.0,0.001
Cattle,Total Rejections,Navel ill/joint ill for young animals,2020-11,Wales,3.0,15215.0,14.0,0.02
Cattle,Total Rejections,Other,2020-10,England,64.0,139261.0,125.0,0.046
Cattle,Total Rejections,Other,2020-11,England,64.0,140191.0,125.0,0.046
Cattle,Total Rejections,Other,2020-12,England,43.0,123531.0,121.0,0.035
Cattle,Total Rejections,Other,2020-10,Wales,4.0,13998.0,14.0,0.029
Cattle,Total Rejections,Other,2020-12,Wales,1.0,12840.0,13.0,0.008
Cattle,Total Rejections,Pyaemia/ Multiple abscesses,2020-10,England,102.0,139261.0,125.0,0.073
Cattle,Total Rejections,Pyaemia/ Multiple abscesses,2020-11,England,85.0,140191.0,125.0,0.061
Cattle,Total Rejections,Pyaemia/ Multiple abscesses,2020-12,England,84.0,123531.0,121.0,0.068
Cattle,Total Rejections,Pyaemia/ Multiple abscesses,2020-10,Wales,12.0,13998.0,14.0,0.086
Cattle,Total Rejections,Pyaemia/ Multiple abscesses,2020-11,Wales,13.0,15215.0,14.0,0.085
Cattle,Total Rejections,Pyaemia/ Multiple abscesses,2020-12,Wales,11.0,12840.0,13.0,0.086
Cattle,Total Rejections,Septicaemia / Fever,2020-10,England,124.0,139261.0,125.0,0.089
Cattle,Total Rejections,Septicaemia / Fever,2020-11,England,104.0,140191.0,125.0,0.074
Cattle,Total Rejections,Septicaemia / Fever,2020-12,England,139.0,123531.0,121.0,0.113
Cattle,Total Rejections,Septicaemia / Fever,2020-10,Wales,29.0,13998.0,14.0,0.207
Cattle,Total Rejections,Septicaemia / Fever,2020-11,Wales,34.0,15215.0,14.0,0.223
Cattle,Total Rejections,Septicaemia / Fever,2020-12,Wales,54.0,12840.0,13.0,0.421
