CODE,TREE,LOCALITY,SPECIES,LATITUDE,LONGITUDE,ALTITUDE,COUNTRY,ORIGIN,STAND,EXTRACTION #,HAPLOTYPE,Colour
P4-001,1.0,Dinnet,Intermediate,57.074,-2.899,165.0,Scotland,autochthonus,Forest,DIN1,10,White
P4-001,2.0,Dinnet,Quercus robur,57.074,-2.899,165.0,Scotland,autochthonus,Forest,DIN2,10,White
P4-001,3.0,Dinnet,Intermediate,57.074,-2.899,165.0,Scotland,autochthonus,Forest,DIN3,10,White
P4-001,4.0,Dinnet,-,57.074,-2.899,165.0,Scotland,autochthonus,Forest,DIN4,10,White
P4-001,5.0,Dinnet,Intermediate,57.074,-2.899,165.0,Scotland,autochthonus,Forest,DIN5,10,White
P4-002,1.0,Chatelherault,-,55.762,-4.011,76.0,Scotland,autochthonus,Forest,CHAT1,9,Orange
P4-002,2.0,Chatelherault,-,55.762,-4.011,76.0,Scotland,autochthonus,Forest,CHAT2,9,Orange
P4-002,3.0,Chatelherault,-,55.762,-4.011,76.0,Scotland,autochthonus,Forest,CHAT3,9,Orange
P4-002,4.0,Chatelherault,-,55.762,-4.011,76.0,Scotland,autochthonus,Forest,CHAT4,9,Orange
P4-002,5.0,Chatelherault,-,55.762,-4.011,76.0,Scotland,autochthonus,Forest,CHAT5,9,Orange
P4-003,1.0,Mains Estate,-,55.939,-4.347,100.0,Scotland,autochthonus,Forest,MAIN1,9,Orange
P4-003,2.0,Mains Estate,-,55.939,-4.347,100.0,Scotland,autochthonus,Forest,MAIN2,9,Orange
P4-003,3.0,Mains Estate,-,55.939,-4.347,100.0,Scotland,autochthonus,Forest,MAIN3,10,White
P4-003,4.0,Mains Estate,-,55.939,-4.347,100.0,Scotland,autochthonus,Forest,MAIN4,9,Orange
P4-003,5.0,Mains Estate,-,55.939,-4.347,100.0,Scotland,autochthonus,Forest,MAIN5,9,Orange
P4-004,1.0,Muir of Dinnet,Quercus petraea,57.065,-2.932,180.0,Scotland,autochthonus,Forest,DIN6,10,White
P4-004,2.0,Muir of Dinnet,-,57.065,-2.932,180.0,Scotland,autochthonus,Forest,DIN7,10,White
P4-004,3.0,Muir of Dinnet,Intermediate,57.065,-2.932,180.0,Scotland,autochthonus,Forest,DIN8,10,White
P4-004,4.0,Muir of Dinnet,Quercus petraea,57.065,-2.932,180.0,Scotland,autochthonus,Forest,DIN9,10,White
P4-004,5.0,Muir of Dinnet,Intermediate,57.065,-2.932,180.0,Scotland,autochthonus,Forest,DIN11,10,White
P4-005,1.0,Strone,Quercus petraea,56.404,-4.909,76.0,Scotland,autochthonus,Forest,STRO1,9,Orange
P4-005,2.0,Strone,-,56.404,-4.909,76.0,Scotland,autochthonus,Forest,STRO2,9,Orange
P4-005,3.0,Strone,Quercus petraea,56.404,-4.909,76.0,Scotland,autochthonus,Forest,STRO3,9,Orange
P4-005,4.0,Strone,Quercus petraea,56.404,-4.909,76.0,Scotland,autochthonus,Forest,STRO4,9,Orange
P4-005,5.0,Strone,Quercus petraea,56.404,-4.909,76.0,Scotland,autochthonus,Forest,STRO5,9,Orange
P4-006,1.0,Dalavich,Quercus petraea,56.264,-5.28,50.0,Scotland,autochthonus,Forest,DALA1 ,9,Orange
P4-006,2.0,Dalavich,-,56.264,-5.28,50.0,Scotland,autochthonus,Forest,DALA2,9,Orange
P4-006,3.0,Dalavich,Quercus petraea,56.264,-5.28,50.0,Scotland,autochthonus,Forest,DALA3,9,Orange
P4-006,4.0,Dalavich,Quercus petraea,56.264,-5.28,50.0,Scotland,autochthonus,Forest,DALA4,9,Orange
P4-006,5.0,Dalavich,Quercus petraea,56.264,-5.28,50.0,Scotland,autochthonus,Forest,DALA5,9,Orange
P4-007,1.0,Glennant ,Intermediate,56.412,-5.218,76.0,Scotland,autochthonus,Forest,GLNN1,9,Orange
P4-007,2.0,Glennant ,Intermediate,56.412,-5.218,76.0,Scotland,autochthonus,Forest,GLNN2,9,Orange
P4-007,3.0,Glennant ,Intermediate,56.412,-5.218,76.0,Scotland,autochthonus,Forest,GLNN3,9,Orange
P4-007,4.0,Glennant ,Intermediate,56.412,-5.218,76.0,Scotland,autochthonus,Forest,GLNN4,9,Orange
P4-007,5.0,Glennant ,Quercus petraea,56.412,-5.218,76.0,Scotland,autochthonus,Forest,GLNN5,9,Orange
P4-008,1.0,Taynish,-,55.987,-5.646,10.0,Scotland,autochthonus,Forest,TAYN1,9,Orange
P4-008,2.0,Taynish,-,55.987,-5.646,10.0,Scotland,autochthonus,Forest,TAYN2,9,Orange
P4-008,3.0,Taynish,Quercus petraea,55.987,-5.646,10.0,Scotland,autochthonus,Forest,TAYN3,9,Orange
P4-008,4.0,Taynish,-,55.987,-5.646,10.0,Scotland,autochthonus,Forest,TAYN4,9,Orange
P4-008,5.0,Taynish,Quercus petraea,55.987,-5.646,10.0,Scotland,autochthonus,Forest,TAYN5,9,Orange
P4-009,1.0,Glengallain,Quercus robur,56.314,-5.478,122.0,Scotland,autochthonus,Forest,GLEG1,10,White
P4-009,2.0,Glengallain,Intermediate,56.314,-5.478,122.0,Scotland,autochthonus,Forest,GLEG2,10,White
P4-009,3.0,Glengallain,Quercus robur,56.314,-5.478,122.0,Scotland,autochthonus,Forest,GLEG3,10,White
P4-009,4.0,Glengallain,Quercus robur,56.314,-5.478,122.0,Scotland,autochthonus,Forest,GLEG4,10,White
P4-009,5.0,Glengallain,Intermediate,56.314,-5.478,122.0,Scotland,autochthonus,Forest,GLEG5,10,White
P4-010,1.0,Cloanaig,Quercus petraea,55.756,-5.395,30.0,Scotland,autochthonus,Forest,CLOA1,9,Orange
P4-010,2.0,Cloanaig,-,55.756,-5.395,30.0,Scotland,autochthonus,Forest,CLOA2,9,Orange
P4-010,3.0,Cloanaig,Quercus petraea,55.756,-5.395,30.0,Scotland,autochthonus,Forest,CLOA3,9,Orange
P4-010,4.0,Cloanaig,Quercus petraea,55.756,-5.395,30.0,Scotland,autochthonus,Forest,CLOA4,9,Orange
P4-010,5.0,Cloanaig,Quercus petraea,55.756,-5.395,30.0,Scotland,autochthonus,Forest,CLOA5,9,Orange
P4-011,1.0,Dunloskin,Quercus robur,55.958,-4.941,122.0,Scotland,autochthonus,Forest,DUNL1,9,Orange
P4-011,2.0,Dunloskin,Quercus robur,55.958,-4.941,122.0,Scotland,autochthonus,Forest,DUNL2,9,Orange
P4-011,3.0,Dunloskin,Quercus robur,55.958,-4.941,122.0,Scotland,autochthonus,Forest,DUNL3,9,Orange
P4-011,4.0,Dunloskin,Intermediate,55.958,-4.941,122.0,Scotland,autochthonus,Forest,DUNL4,9,Orange
P4-011,5.0,Dunloskin,Intermediate,55.958,-4.941,122.0,Scotland,autochthonus,Forest,DUNL5,9,Orange
P4-012,1.0,Glenan,Quercus petraea,55.879,-5.311,15.0,Scotland,autochthonus,Forest,GLEA1,9,Orange
P4-012,2.0,Glenan,Quercus petraea,55.879,-5.311,15.0,Scotland,autochthonus,Forest,GLEA2,9,Orange
P4-012,3.0,Glenan,Quercus petraea,55.879,-5.311,15.0,Scotland,autochthonus,Forest,GLEA3,9,Orange
P4-012,4.0,Glenan,Intermediate,55.879,-5.311,15.0,Scotland,autochthonus,Forest,GLEA4,9,Orange
P4-012,5.0,Glenan,Intermediate,55.879,-5.311,15.0,Scotland,autochthonus,Forest,GLEA5,9,Orange
P4-013,1.0,North Sannox,Intermediate,55.673,-5.159,15.0,Scotland,autochthonus,Forest,SANN1,9,Orange
P4-013,2.0,North Sannox,Intermediate,55.673,-5.159,15.0,Scotland,autochthonus,Forest,SANN2,9,Orange
P4-013,3.0,North Sannox,Intermediate,55.673,-5.159,15.0,Scotland,autochthonus,Forest,SANN3,9,Orange
P4-013,4.0,North Sannox,Intermediate,55.673,-5.159,15.0,Scotland,autochthonus,Forest,SANN4,9,Orange
P4-013,5.0,North Sannox,Intermediate,55.673,-5.159,15.0,Scotland,autochthonus,Forest,SANN5,9,Orange
P4-014,1.0,Dougarie,Intermediate,55.589,-5.369,76.0,Scotland,autochthonus,Forest,DOUG1,9,Orange
P4-014,2.0,Dougarie,Quercus petraea,55.589,-5.369,76.0,Scotland,autochthonus,Forest,DOUG2,9,Orange
P4-014,3.0,Dougarie,Quercus robur,55.589,-5.369,76.0,Scotland,autochthonus,Forest,DOUG3,9,Orange
P4-014,4.0,Dougarie,Quercus petraea,55.589,-5.369,76.0,Scotland,autochthonus,Forest,DOUG4,9,Orange
P4-014,5.0,Dougarie,Quercus petraea,55.589,-5.369,76.0,Scotland,autochthonus,Forest,DOUG5,9,Orange
P4-015,1.0,Dalkeith,Quercus robur,55.91,-3.043,60.0,Scotland,autochthonus,Forest,DAL1,9,Orange
P4-015,2.0,Dalkeith,Quercus robur,55.91,-3.043,60.0,Scotland,autochthonus,Forest,DAL2,9,Orange
P4-015,3.0,Dalkeith,Quercus petraea,55.91,-3.043,60.0,Scotland,autochthonus,Forest,DAL3,9,Orange
P4-015,4.0,Dalkeith,Quercus petraea,55.91,-3.043,60.0,Scotland,autochthonus,Forest,DAL4,9,Orange
P4-015,5.0,Dalkeith,Quercus petraea,55.91,-3.043,60.0,Scotland,autochthonus,Forest,DAL5,9,Orange
P4-016,1.0,Dunnerdale,Quercus petraea,54.312,-3.191,155.0,England,autochthonus,Forest,DUN1,9,Orange
P4-016,2.0,Dunnerdale,Quercus petraea,54.312,-3.191,155.0,England,autochthonus,Forest,DUN2,9,Orange
P4-016,3.0,Dunnerdale,Quercus petraea,54.312,-3.191,155.0,England,autochthonus,Forest,DUN3,9,Orange
P4-016,4.0,Dunnerdale,Quercus petraea,54.312,-3.191,155.0,England,autochthonus,Forest,DUN4,9,Orange
P4-016,5.0,Dunnerdale,Quercus petraea,54.312,-3.191,155.0,England,autochthonus,Forest,DUN5,9,Orange
P4-017,1.0,Ulfa Fell,Quercus petraea,54.224,-2.836,30.0,England,autochthonus,Forest,ULF1,8,Yellow
P4-017,2.0,Ulfa Fell,Quercus petraea,54.224,-2.836,30.0,England,autochthonus,Forest,ULF2,8,Yellow
P4-017,3.0,Ulfa Fell,Quercus petraea,54.224,-2.836,30.0,England,autochthonus,Forest,ULF3,8,Yellow
P4-017,4.0,Ulfa Fell,Quercus petraea,54.224,-2.836,30.0,England,autochthonus,Forest,ULF4,8,Yellow
P4-017,5.0,Ulfa Fell,Quercus petraea,54.224,-2.836,30.0,England,autochthonus,Forest,ULF5,8,Yellow
P4-018,1.0,Seatle,Quercus petraea,54.245,-2.947,90.0,England,autochthonus,Forest,SEA1,9,Orange
P4-018,2.0,Seatle,Quercus petraea,54.245,-2.947,90.0,England,autochthonus,Forest,SEA2,9,Orange
P4-018,3.0,Seatle,Quercus petraea,54.245,-2.947,90.0,England,autochthonus,Forest,SEA3,9,Orange
P4-018,4.0,Seatle,Quercus petraea,54.245,-2.947,90.0,England,autochthonus,Forest,SEA4,9,Orange
P4-018,5.0,Seatle,Quercus petraea,54.245,-2.947,90.0,England,autochthonus,Forest,SEA5,9,Orange
P4-019,1.0,Scaleswood,Quercus petraea,54.537,-3.291,230.0,England,autochthonus,Forest,SCA1,9,Orange
P4-019,2.0,Scaleswood,Quercus petraea,54.537,-3.291,230.0,England,autochthonus,Forest,SCA2,9,Orange
P4-019,3.0,Scaleswood,Quercus petraea,54.537,-3.291,230.0,England,autochthonus,Forest,SCA3,9,Orange
P4-019,4.0,Scaleswood,Quercus petraea,54.537,-3.291,230.0,England,autochthonus,Forest,SCA4,9,Orange
P4-019,5.0,Scaleswood,Quercus petraea,54.537,-3.291,230.0,England,autochthonus,Forest,SCA5,9,Orange
P4-020,1.0,Naddlelow,Quercus petraea,54.441,-2.779,310.0,England,autochthonus,Forest,NAD1,9,Orange
P4-020,2.0,Naddlelow,Quercus petraea,54.441,-2.779,310.0,England,autochthonus,Forest,NAD2,9,Orange
P4-020,3.0,Naddlelow,Quercus petraea,54.441,-2.779,310.0,England,autochthonus,Forest,NAD3,9,Orange
P4-020,4.0,Naddlelow,Quercus petraea,54.441,-2.779,310.0,England,autochthonus,Forest,NAD4,9,Orange
P4-020,5.0,Naddlelow,Quercus petraea,54.441,-2.779,310.0,England,autochthonus,Forest,NAD5,9,Orange
P4-021,1.0,Ennerdale,Quercus petraea,54.578,-3.352,140.0,England,autochthonus,Forest,ENN1,9,Orange
P4-021,2.0,Ennerdale,Quercus petraea,54.578,-3.352,140.0,England,autochthonus,Forest,ENN2,9,Orange
P4-021,3.0,Ennerdale,Quercus petraea,54.578,-3.352,140.0,England,autochthonus,Forest,ENN3,9,Orange
P4-021,4.0,Ennerdale,Quercus petraea,54.578,-3.352,140.0,England,autochthonus,Forest,ENN4,9,Orange
P4-021,5.0,Ennerdale,Quercus petraea,54.578,-3.352,140.0,England,autochthonus,Forest,ENN5,9,Orange
P4-022,1.0,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200.0,England,autochthonus,Forest,LOW1,9,Orange
P4-022,2.0,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200.0,England,autochthonus,Forest,LOW2,9,Orange
P4-022,3.0,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200.0,England,autochthonus,Forest,LOW3,9,Orange
P4-022,4.0,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200.0,England,autochthonus,Forest,LOW4,9,Orange
P4-022,5.0,Lowwood Hartsop,Quercus petraea,54.509,-2.927,200.0,England,autochthonus,Forest,LOW5,9,Orange
P4-023,1.0,Keskadale,Quercus petraea,54.564,-3.225,385.0,England,autochthonus,Forest,KES1,9,Orange
P4-023,2.0,Keskadale,Quercus petraea,54.564,-3.225,385.0,England,autochthonus,Forest,KES2,9,Orange
P4-023,3.0,Keskadale,Quercus petraea,54.564,-3.225,385.0,England,autochthonus,Forest,KES3,9,Orange
P4-023,4.0,Keskadale,Quercus petraea,54.564,-3.225,385.0,England,autochthonus,Forest,KES4,9,Orange
P4-023,5.0,Keskadale,Quercus petraea,54.564,-3.225,385.0,England,autochthonus,Forest,KES5,9,Orange
P4-024,1.0,Seathwaite,Quercus petraea,54.354,-3.185,140.0,England,autochthonus,Forest,SEAT1,9,Orange
P4-024,2.0,Seathwaite,Quercus petraea,54.354,-3.185,140.0,England,autochthonus,Forest,SEAT2,9,Orange
P4-024,3.0,Seathwaite,Quercus petraea,54.354,-3.185,140.0,England,autochthonus,Forest,SEAT3,9,Orange
P4-024,4.0,Seathwaite,Quercus petraea,54.354,-3.185,140.0,England,autochthonus,Forest,SEAT4,9,Orange
P4-024,5.0,Seathwaite,Quercus petraea,54.354,-3.185,140.0,England,autochthonus,Forest,SEAT5,9,Orange
P4-025,1.0,Greatend Crag,Quercus petraea,54.542,-3.149,155.0,England,autochthonus,Forest,GREAC1,9,Orange
P4-025,2.0,Greatend Crag,Quercus petraea,54.542,-3.149,155.0,England,autochthonus,Forest,GREAC2,9,Orange
P4-025,3.0,Greatend Crag,Quercus petraea,54.542,-3.149,155.0,England,autochthonus,Forest,GREAC3,9,Orange
P4-025,4.0,Greatend Crag,Quercus petraea,54.542,-3.149,155.0,England,autochthonus,Forest,GREAC4,9,Orange
P4-025,5.0,Greatend Crag,Quercus petraea,54.542,-3.149,155.0,England,autochthonus,Forest,GREAC5,9,Orange
P4-026,1.0,Guise Cliff,Quercus petraea,54.065,-1.743,250.0,England,autochthonus,Forest,GC1,9,Orange
P4-026,2.0,Guise Cliff,Quercus petraea,54.065,-1.743,250.0,England,autochthonus,Forest,GC2,9,Orange
P4-026,3.0,Guise Cliff,Quercus petraea,54.065,-1.743,250.0,England,autochthonus,Forest,GC3,9,Orange
P4-026,4.0,Guise Cliff,Quercus petraea,54.065,-1.743,250.0,England,autochthonus,Forest,GC4,9,Orange
P4-026,5.0,Guise Cliff,Quercus petraea,54.065,-1.743,250.0,England,autochthonus,Forest,GC5,9,Orange
P4-027,1.0,Silkstone Fall,Quercus petraea,53.547,-1.654,122.0,England,autochthonus,Forest ,SILK1,8,Yellow
P4-027,2.0,Silkstone Fall,Quercus petraea,53.547,-1.654,122.0,England,autochthonus,Forest ,SILK2,8,Yellow
P4-027,3.0,Silkstone Fall,Quercus petraea,53.547,-1.654,122.0,England,autochthonus,Forest ,SILK3,8,Yellow
P4-027,4.0,Silkstone Fall,Quercus petraea,53.547,-1.654,122.0,England,autochthonus,Forest ,SILK4,8,Yellow
P4-027,5.0,Silkstone Fall,Quercus petraea,53.547,-1.654,122.0,England,autochthonus,Forest ,SILK5,8,Yellow
P4-028,1.0,Tom Royd Wood,Quercus petraea,53.521,-1.554,152.0,England,autochthonus,Forest ,ROYD1,8,Yellow
P4-028,2.0,Tom Royd Wood,Intermediate,53.521,-1.554,152.0,England,autochthonus,Forest ,ROYD2,8,Yellow
P4-028,3.0,Tom Royd Wood,Quercus petraea,53.521,-1.554,152.0,England,autochthonus,Forest ,ROYD3,8,Yellow
P4-028,4.0,Tom Royd Wood,Quercus petraea,53.521,-1.554,152.0,England,autochthonus,Forest ,ROYD4,8,Yellow
P4-028,5.0,Tom Royd Wood,Quercus petraea,53.521,-1.554,152.0,England,autochthonus,Forest ,ROYD5,8,Yellow
P4-029,1.0,Pilley,-,53.547,-1.654,152.0,England,autochthonus,Forest ,PILL1,8,Yellow
P4-029,2.0,Pilley,-,53.547,-1.654,152.0,England,autochthonus,Forest ,PILL6,10,White
P4-029,3.0,Pilley,-,53.547,-1.654,152.0,England,autochthonus,Forest ,PILL3,8,Yellow
P4-029,4.0,Pilley,-,53.547,-1.654,152.0,England,autochthonus,Forest ,PILL4,8,Yellow
P4-029,5.0,Pilley,-,53.547,-1.654,152.0,England,autochthonus,Forest ,PILL5,10,White
P4-030,1.0,Beck Hole,Quercus petraea,54.411,-0.729,107.0,England,autochthonus,Forest,BEC1,9,Orange
P4-030,2.0,Beck Hole,Intermediate,54.411,-0.729,107.0,England,autochthonus,Forest,BEC1,9,Orange
P4-030,3.0,Beck Hole,Quercus petraea,54.411,-0.729,107.0,England,autochthonus,Forest,BEC1,9,Orange
P4-030,4.0,Beck Hole,Quercus petraea,54.411,-0.729,107.0,England,autochthonus,Forest,BEC1,9,Orange
P4-030,5.0,Beck Hole,Quercus petraea,54.411,-0.729,107.0,England,autochthonus,Forest,BEC1,9,Orange
P4-031,1.0,Scar End Wood,Intermediate,54.38,-0.791,213.0,England,autochthonus,Forest,SEW1,9,Orange
P4-031,2.0,Scar End Wood,Quercus petraea,54.38,-0.791,213.0,England,autochthonus,Forest,SEW2,9,Orange
P4-031,3.0,Scar End Wood,Intermediate,54.38,-0.791,213.0,England,autochthonus,Forest,SEW3,9,Orange
P4-031,4.0,Scar End Wood,Intermediate,54.38,-0.791,213.0,England,autochthonus,Forest,SEW4,9,Orange
P4-031,5.0,Scar End Wood,Intermediate,54.38,-0.791,213.0,England,autochthonus,Forest,SEW5,9,Orange
P4-032,1.0,Newtondale,Quercus robur,54.329,-0.731,137.0,England,autochthonus,Forest,NEW1,9,Orange
P4-032,2.0,Newtondale,Quercus robur,54.329,-0.731,137.0,England,autochthonus,Forest,NEW2,9,Orange
P4-032,3.0,Newtondale,Intermediate,54.329,-0.731,137.0,England,autochthonus,Forest,NEW3,9,Orange
P4-032,4.0,Newtondale,Quercus petraea,54.329,-0.731,137.0,England,autochthonus,Forest,NEW4,9,Orange
P4-032,5.0,Newtondale,Intermediate,54.329,-0.731,137.0,England,autochthonus,Forest,NEW5,9,Orange
P4-033,1.0,The Griffs,Quercus petraea,54.322,-0.715,152.0,England,autochthonus,Forest,GRI1,9,Orange
P4-033,2.0,The Griffs,Intermediate,54.322,-0.715,152.0,England,autochthonus,Forest,GRI2,9,Orange
P4-033,3.0,The Griffs,Quercus petraea,54.322,-0.715,152.0,England,autochthonus,Forest,GRI3,9,Orange
P4-033,4.0,The Griffs,Intermediate,54.322,-0.715,152.0,England,autochthonus,Forest,GRI4,-,-
P4-033,5.0,The Griffs,Quercus robur,54.322,-0.715,152.0,England,autochthonus,Forest,GRI5,9,Orange
P4-034,1.0,Horcum,Quercus petraea,54.323,-0.705,183.0,England,autochthonus,Forest,HOR1,9,Orange
P4-034,2.0,Horcum,Quercus petraea,54.323,-0.705,183.0,England,autochthonus,Forest,HOR2,9,Orange
P4-034,3.0,Horcum,Intermediate,54.323,-0.705,183.0,England,autochthonus,Forest,HOR3,9,Orange
P4-034,4.0,Horcum,Intermediate,54.323,-0.705,183.0,England,autochthonus,Forest,HOR4,9,Orange
P4-034,5.0,Horcum,Quercus petraea,54.323,-0.705,183.0,England,autochthonus,Forest,HOR5,9,Orange
P4-035,1.0,Burn Howe Moor,Quercus petraea,54.369,-0.544,122.0,England,autochthonus,Forest,BHM1,9,Orange
P4-035,2.0,Burn Howe Moor,Intermediate,54.369,-0.544,122.0,England,autochthonus,Forest,BHM2,9,Orange
P4-035,3.0,Burn Howe Moor,Quercus petraea,54.369,-0.544,122.0,England,autochthonus,Forest,BHM3,9,Orange
P4-035,4.0,Burn Howe Moor,Quercus petraea,54.369,-0.544,122.0,England,autochthonus,Forest,BHM4,9,Orange
P4-035,5.0,Burn Howe Moor,Quercus petraea,54.369,-0.544,122.0,England,autochthonus,Forest,BHM5,9,Orange
P4-036,1.0,Scar Wood,Intermediate,54.365,-0.542,122.0,England,autochthonus,Forest,SCW1,9,Orange
P4-036,2.0,Scar Wood,Quercus petraea,54.365,-0.542,122.0,England,autochthonus,Forest,SCW2,9,Orange
P4-036,3.0,Scar Wood,Intermediate,54.365,-0.542,122.0,England,autochthonus,Forest,SCW3,9,Orange
P4-036,4.0,Scar Wood,Intermediate,54.365,-0.542,122.0,England,autochthonus,Forest,SCW4,9,Orange
P4-036,5.0,Scar Wood,Intermediate,54.365,-0.542,122.0,England,autochthonus,Forest,SCW5,9,Orange
P4-037,1.0,Levisham Station ,Intermediate,54.31,-0.74,91.0,England,autochthonus,Forest,LEV1,9,Orange
P4-037,2.0,Levisham Station ,Intermediate,54.31,-0.74,91.0,England,autochthonus,Forest,LEV2,9,Orange
P4-037,3.0,Levisham Station ,Quercus petraea,54.31,-0.74,91.0,England,autochthonus,Forest,LEV3,9,Orange
P4-037,4.0,Levisham Station ,Quercus petraea,54.31,-0.74,91.0,England,autochthonus,Forest,LEV4,9,Orange
P4-037,5.0,Levisham Station ,Quercus robur,54.31,-0.74,91.0,England,autochthonus,Forest,LEV5,9,Orange
P4-038,1.0,Ness Head,Intermediate,54.292,-0.729,76.0,England,autochthonus,Forest,NEH1,9,Orange
P4-038,2.0,Ness Head,Quercus robur,54.292,-0.729,76.0,England,autochthonus,Forest,NEH2,9,Orange
P4-038,3.0,Ness Head,Intermediate,54.292,-0.729,76.0,England,autochthonus,Forest,NEH3,9,Orange
P4-038,4.0,Ness Head,Quercus petraea,54.292,-0.729,76.0,England,autochthonus,Forest,NEH4,9,Orange
P4-038,5.0,Ness Head,Quercus petraea,54.292,-0.729,76.0,England,autochthonus,Forest,NEH5,10,White
P4-039,1.0,Coedydd Aber,Quercus petraea,53.232,-4.003,155.0,Wales,autochthonus,Forest,CAB1,9,Orange
P4-039,2.0,Coedydd Aber,Quercus petraea,53.232,-4.003,155.0,Wales,autochthonus,Forest,CAB2,9,Orange
P4-039,3.0,Coedydd Aber,Quercus petraea,53.232,-4.003,155.0,Wales,autochthonus,Forest,CAB3,9,Orange
P4-039,4.0,Coedydd Aber,Quercus petraea,53.232,-4.003,155.0,Wales,autochthonus,Forest,CAB4,9,Orange
P4-039,5.0,Coedydd Aber,Quercus petraea,53.232,-4.003,155.0,Wales,autochthonus,Forest,CAB5,9,Orange
P4-040,1.0,Coed Rheidol,Quercus petraea,52.387,-3.848,155.0,Wales,autochthonus,Forest,CR1,9,Orange
P4-040,2.0,Coed Rheidol,Quercus petraea,52.387,-3.848,155.0,Wales,autochthonus,Forest,CR2,9,Orange
P4-040,3.0,Coed Rheidol,Quercus petraea,52.387,-3.848,155.0,Wales,autochthonus,Forest,CR3,9,Orange
P4-040,4.0,Coed Rheidol,Quercus petraea,52.387,-3.848,155.0,Wales,autochthonus,Forest,CR4,9,Orange
P4-040,5.0,Coed Rheidol,Quercus petraea,52.387,-3.848,155.0,Wales,autochthonus,Forest,CR5,9,Orange
P4-041,1.0,Coed Y Rhygen,Quercus petraea,52.913,-3.962,230.0,Wales,autochthonus,Forest,CYR1,9,Orange
P4-041,2.0,Coed Y Rhygen,Quercus petraea,52.913,-3.962,230.0,Wales,autochthonus,Forest,CYR2,9,Orange
P4-041,3.0,Coed Y Rhygen,Quercus petraea,52.913,-3.962,230.0,Wales,autochthonus,Forest,CYR3,9,Orange
P4-041,4.0,Coed Y Rhygen,Quercus petraea,52.913,-3.962,230.0,Wales,autochthonus,Forest,CYR4,9,Orange
P4-041,5.0,Coed Y Rhygen,Quercus petraea,52.913,-3.962,230.0,Wales,autochthonus,Forest,CYR5,9,Orange
P4-042,1.0,Gallt Y Bwlch,Quercus robur,52.967,-4.465,155.0,Wales,autochthonus,Forest,GYB1,9,Orange
P4-042,2.0,Gallt Y Bwlch,Intermediate,52.967,-4.465,155.0,Wales,autochthonus,Forest,GYB2,9,Orange
P4-042,3.0,Gallt Y Bwlch,Intermediate,52.967,-4.465,155.0,Wales,autochthonus,Forest,GYB3,9,Orange
P4-042,4.0,Gallt Y Bwlch,Intermediate,52.967,-4.465,155.0,Wales,autochthonus,Forest,GYB4,9,Orange
P4-042,5.0,Gallt Y Bwlch,Intermediate,52.967,-4.465,155.0,Wales,autochthonus,Forest,GYB5,9,Orange
P4-043,1.0,Llwyn Y Coed,Quercus petraea,53.134,-4.156,125.0,Wales,autochthonus,Forest,LYC1,9,Orange
P4-043,2.0,Llwyn Y Coed,Quercus petraea,53.134,-4.156,125.0,Wales,autochthonus,Forest,LYC2,9,Orange
P4-043,3.0,Llwyn Y Coed,Quercus petraea,53.134,-4.156,125.0,Wales,autochthonus,Forest,LYC3,-,-
P4-043,4.0,Llwyn Y Coed,Quercus petraea,53.134,-4.156,125.0,Wales,autochthonus,Forest,LYC4,9,Orange
P4-043,5.0,Llwyn Y Coed,Quercus petraea,53.134,-4.156,125.0,Wales,autochthonus,Forest,LYC5,9,Orange
P4-044,1.0,Bovey Valley,-,50.606,-3.738,150.0,England,autochthonus,Forest,BOV1,8,Yellow
P4-044,2.0,Bovey Valley,Quercus petraea,50.606,-3.738,150.0,England,autochthonus,Forest,BOV2,8,Yellow
P4-044,3.0,Bovey Valley,-,50.606,-3.738,150.0,England,autochthonus,Forest,BOV3,8,Yellow
P4-044,4.0,Bovey Valley,-,50.606,-3.738,150.0,England,autochthonus,Forest,BOV4,8,Yellow
P4-044,5.0,Bovey Valley,-,50.606,-3.738,150.0,England,autochthonus,Forest,BOV5,8,Yellow
P4-045,1.0,Horner Woods,-,51.189,-3.584,250.0,England,autochthonus,Forest,HOR1,8,Yellow
P4-045,2.0,Horner Woods,-,51.189,-3.584,250.0,England,autochthonus,Forest,HOR2,8,Yellow
P4-045,3.0,Horner Woods,-,51.189,-3.584,250.0,England,autochthonus,Forest,HOR3,8,Yellow
P4-045,4.0,Horner Woods,-,51.189,-3.584,250.0,England,autochthonus,Forest,HOR4,8,Yellow
P4-045,5.0,Horner Woods,-,51.189,-3.584,250.0,England,autochthonus,Forest,HOR5,8,Yellow
P4-046,1.0,Dizzard,Quercus petraea,50.765,-4.602,10.0,England,autochthonus,Forest,DIZ1,9,Orange
P4-046,2.0,Dizzard,Quercus petraea,50.765,-4.602,10.0,England,autochthonus,Forest,DIZ2,9,Orange
P4-046,3.0,Dizzard,Quercus petraea,50.765,-4.602,10.0,England,autochthonus,Forest,DIZ3,9,Orange
P4-046,4.0,Dizzard,Quercus petraea,50.765,-4.602,10.0,England,autochthonus,Forest,DIZ4,9,Orange
P4-046,5.0,Dizzard,Quercus petraea,50.765,-4.602,10.0,England,autochthonus,Forest,DIZ5,9,Orange
