aacode,cavitywallinsulation,doorframe:wood_doortype:solid,doorframe:wood_doortype:glazed,doorframe:metal_doortype:solid,doorframe:metal_doortype:glazed,doorframe:upvc_doortype:solid,doorframe:upvc_doortype:glazed,doubleglazedwindowframe,elevationtype,externalwallinsulation,externalwallconstructiontype,internalinsulation,percentagedoubleglazed,singleglazedwindowframe,tenthsattached,tenthsopening,tenthspartywall,angleFromNorth
BEIS20,False,0,0,0,0,0,0,uPVC,RIGHT,False,Sandstone,False,100,,0,0,0,3.14159265358979
BEIS80,False,0,0,0,0,0,0,uPVC,RIGHT,True,Sandstone,False,100,,0,0,0,3.14159265358979
BEIS50,False,0,0,0,0,0,0,uPVC,RIGHT,False,Sandstone,False,100,,0,0,0,3.14159265358979
BEIS21,False,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,0,1,0,7.06858347057703
BEIS81,False,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,0,1,0,7.06858347057703
BEIS51,False,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,0,1,0,7.06858347057703
BEIS21,False,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,1,0,3.92699081698724
BEIS81,False,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,1,0,3.92699081698724
BEIS51,False,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,1,0,3.92699081698724
BEIS21,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,100,,7,0,5,2.35619449019234
BEIS81,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,100,,7,0,5,2.35619449019234
BEIS51,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,100,,7,0,5,2.35619449019234
BEIS21,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,0,2,0,5.49778714378214
BEIS81,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,0,2,0,5.49778714378214
BEIS51,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,0,2,0,5.49778714378214
BEIS22,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS82,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS52,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS22,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,2,0,0.0
BEIS82,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,2,0,0.0
BEIS52,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,2,0,0.0
BEIS22,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,75,Wood,10,0,10,-1.5707963267949
BEIS82,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,75,Wood,10,0,10,-1.5707963267949
BEIS52,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,75,Wood,10,0,10,-1.5707963267949
BEIS22,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,1,0,1.5707963267949
BEIS82,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,1,0,1.5707963267949
BEIS52,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,1,0,1.5707963267949
BEIS23,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,2,0,7.85398163397448
BEIS83,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,2,0,7.85398163397448
BEIS53,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,2,0,7.85398163397448
BEIS23,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,3,0,4.71238898038469
BEIS83,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,3,0,4.71238898038469
BEIS53,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,3,0,4.71238898038469
BEIS23,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,75,Wood,10,0,10,3.14159265358979
BEIS83,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,75,Wood,10,0,10,3.14159265358979
BEIS53,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,75,Wood,10,0,10,3.14159265358979
BEIS23,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,1,0,6.28318530717959
BEIS83,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,1,0,6.28318530717959
BEIS53,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,1,0,6.28318530717959
BEIS24,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,0,4,0,7.85398163397448
BEIS84,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,0,4,0,7.85398163397448
BEIS54,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,0,4,0,7.85398163397448
BEIS24,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,5,0,4.71238898038469
BEIS84,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,5,0,4.71238898038469
BEIS54,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,5,0,4.71238898038469
BEIS24,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,0,10,3.14159265358979
BEIS84,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,0,10,3.14159265358979
BEIS54,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,0,10,3.14159265358979
BEIS24,False,0,0,0,0,0,0,uPVC,RIGHT,False,,False,100,,10,0,10,6.28318530717959
BEIS84,False,0,0,0,0,0,0,uPVC,RIGHT,False,,False,100,,10,0,10,6.28318530717959
BEIS54,False,0,0,0,0,0,0,uPVC,RIGHT,False,,False,100,,10,0,10,6.28318530717959
BEIS25,True,1,0,0,0,0,0,,BACK,False,Cavity,False,0,uPVC,0,4,0,7.85398163397448
BEIS85,True,1,0,0,0,0,0,,BACK,False,Cavity,False,0,uPVC,0,4,0,7.85398163397448
BEIS55,True,1,0,0,0,0,0,,BACK,False,Cavity,False,0,uPVC,0,4,0,7.85398163397448
BEIS25,True,0,0,0,0,1,0,,FRONT,False,Cavity,False,0,uPVC,0,3,0,4.71238898038469
BEIS85,True,0,0,0,0,1,0,,FRONT,False,Cavity,False,0,uPVC,0,3,0,4.71238898038469
BEIS55,True,0,0,0,0,1,0,,FRONT,False,Cavity,False,0,uPVC,0,3,0,4.71238898038469
BEIS25,True,0,0,0,0,0,0,,LEFT,False,Cavity,False,0,uPVC,0,0,0,3.14159265358979
BEIS85,True,0,0,0,0,0,0,,LEFT,False,Cavity,False,0,uPVC,0,0,0,3.14159265358979
BEIS55,True,0,0,0,0,0,0,,LEFT,False,Cavity,False,0,uPVC,0,0,0,3.14159265358979
BEIS25,False,0,0,0,0,0,0,,RIGHT,False,,False,0,uPVC,10,0,10,6.28318530717959
BEIS85,False,0,0,0,0,0,0,,RIGHT,False,,False,0,uPVC,10,0,10,6.28318530717959
BEIS55,False,0,0,0,0,0,0,,RIGHT,False,,False,0,uPVC,10,0,10,6.28318530717959
BEIS26,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS86,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS56,True,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS26,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,3,0,0.0
BEIS86,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,3,0,0.0
BEIS56,True,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,3,0,0.0
BEIS26,True,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,75,Wood,0,0,0,-1.5707963267949
BEIS86,True,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,75,Wood,0,0,0,-1.5707963267949
BEIS56,True,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,75,Wood,0,0,0,-1.5707963267949
BEIS26,False,0,0,0,0,0,0,uPVC,RIGHT,False,,False,75,Wood,10,0,10,1.5707963267949
BEIS86,False,0,0,0,0,0,0,uPVC,RIGHT,False,,False,75,Wood,10,0,10,1.5707963267949
BEIS56,False,0,0,0,0,0,0,uPVC,RIGHT,False,,False,75,Wood,10,0,10,1.5707963267949
BEIS27,True,2,0,0,0,0,0,uPVC,BACK,False,Cavity,False,100,,0,3,0,3.14159265358979
BEIS87,True,2,0,0,0,0,0,uPVC,BACK,False,Cavity,False,100,,0,3,0,3.14159265358979
BEIS57,True,2,0,0,0,0,0,uPVC,BACK,False,Cavity,False,100,,0,3,0,3.14159265358979
BEIS27,True,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,100,,0,1,0,0.0
BEIS87,True,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,100,,0,1,0,0.0
BEIS57,True,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,100,,0,1,0,0.0
BEIS27,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,0,10,-1.5707963267949
BEIS87,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,0,10,-1.5707963267949
BEIS57,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,0,10,-1.5707963267949
BEIS27,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,0,0,0,1.5707963267949
BEIS87,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,0,0,0,1.5707963267949
BEIS57,True,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,0,0,0,1.5707963267949
BEIS28,False,1,0,0,0,0,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS88,False,1,0,0,0,0,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS58,False,1,0,0,0,0,0,uPVC,BACK,False,Cavity,False,75,Wood,0,3,0,3.14159265358979
BEIS28,False,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,2,0,0.0
BEIS88,False,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,2,0,0.0
BEIS58,False,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,75,Wood,0,2,0,0.0
BEIS28,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,75,Wood,0,1,0,-1.5707963267949
BEIS88,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,75,Wood,0,1,0,-1.5707963267949
BEIS58,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,75,Wood,0,1,0,-1.5707963267949
BEIS28,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,0,0,1.5707963267949
BEIS88,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,0,0,1.5707963267949
BEIS58,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,75,Wood,0,0,0,1.5707963267949
BEIS29,False,1,0,0,0,0,0,uPVC,BACK,False,Cavity,False,0,uPVC,0,2,0,3.14159265358979
BEIS89,False,1,0,0,0,0,0,uPVC,BACK,False,Cavity,False,0,uPVC,0,2,0,3.14159265358979
BEIS59,False,1,0,0,0,0,0,uPVC,BACK,False,Cavity,False,0,uPVC,0,2,0,3.14159265358979
BEIS29,False,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,0,uPVC,0,2,0,0.0
BEIS89,False,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,0,uPVC,0,2,0,0.0
BEIS59,False,1,0,0,0,0,0,uPVC,FRONT,False,Cavity,False,0,uPVC,0,2,0,0.0
BEIS29,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,0,uPVC,8,0,10,-1.5707963267949
BEIS89,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,0,uPVC,8,0,10,-1.5707963267949
BEIS59,False,0,0,0,0,0,0,uPVC,LEFT,False,Cavity,False,0,uPVC,8,0,10,-1.5707963267949
BEIS29,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,0,uPVC,7,0,8,1.5707963267949
BEIS89,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,0,uPVC,7,0,8,1.5707963267949
BEIS59,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,0,uPVC,7,0,8,1.5707963267949
BEIS30,False,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,7,1,5,3.14159265358979
BEIS90,False,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,7,1,5,3.14159265358979
BEIS60,False,0,0,0,0,1,0,uPVC,BACK,False,Cavity,False,100,,7,1,5,3.14159265358979
BEIS30,False,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,5,0,0.0
BEIS90,False,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,5,0,0.0
BEIS60,False,0,0,0,0,1,0,uPVC,FRONT,False,Cavity,False,100,,0,5,0,0.0
BEIS30,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,3,10,-1.5707963267949
BEIS90,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,3,10,-1.5707963267949
BEIS60,False,0,0,0,0,0,0,uPVC,LEFT,False,,False,100,,10,3,10,-1.5707963267949
BEIS30,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,8,1,10,1.5707963267949
BEIS90,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,8,1,10,1.5707963267949
BEIS60,False,0,0,0,0,0,0,uPVC,RIGHT,False,Cavity,False,100,,8,1,10,1.5707963267949
