NZ Port,Citizenship,Count,Year
Bay of Islands,Taiwan,314.0,2019.0
Bay of Islands,United Kingdom,8709.0,2019.0
Bay of Islands,United States of America,21358.0,2019.0
Bluff,Germany,786.0,2019.0
Dunedin,Argentina,322.0,2019.0
Dunedin,Australia,127201.0,2019.0
Dunedin,Austria,390.0,2019.0
Dunedin,Belgium,182.0,2019.0
Dunedin,Brazil,394.0,2019.0
Dunedin,Bulgaria,106.0,2019.0
Dunedin,Canada,10680.0,2019.0
Dunedin,Chile,242.0,2019.0
Dunedin,China, Peoples Republic of,4091.0,2019.0
Dunedin,Colombia,102.0,2019.0
Dunedin,Denmark,366.0,2019.0
Dunedin,Finland,178.0,2019.0
Dunedin,France,588.0,2019.0
Dunedin,Germany,3983.0,2019.0
Dunedin,Hong Kong (Special Admin Reg),677.0,2019.0
Dunedin,India,380.0,2019.0
Dunedin,Indonesia,386.0,2019.0
Dunedin,Ireland,317.0,2019.0
Dunedin,Israel,505.0,2019.0
Dunedin,Italy,303.0,2019.0
Dunedin,Japan,1039.0,2019.0
Dunedin,Korea, Republic of,352.0,2019.0
Dunedin,Malaysia,639.0,2019.0
Dunedin,Mexico,851.0,2019.0
Dunedin,Netherlands,757.0,2019.0
Dunedin,New Zealand,10960.0,2019.0
Dunedin,Norway,173.0,2019.0
Dunedin,Philippines,489.0,2019.0
Dunedin,Poland,157.0,2019.0
Dunedin,Portugal,226.0,2019.0
Dunedin,Romania,116.0,2019.0
Dunedin,Russia,515.0,2019.0
Dunedin,Singapore,476.0,2019.0
Dunedin,South Africa,384.0,2019.0
Dunedin,Spain,402.0,2019.0
Dunedin,Sweden,297.0,2019.0
Dunedin,Switzerland,536.0,2019.0
Dunedin,Taiwan,750.0,2019.0
Dunedin,Thailand,201.0,2019.0
Dunedin,United Kingdom,13464.0,2019.0
Dunedin,United States of America,52331.0,2019.0
Fiordland,Argentina,315.0,2019.0
Fiordland,Australia,117050.0,2019.0
Fiordland,Austria,391.0,2019.0
Fiordland,Belgium,170.0,2019.0
Fiordland,Brazil,436.0,2019.0
Fiordland,Bulgaria,106.0,2019.0
Fiordland,Canada,10648.0,2019.0
Fiordland,Chile,241.0,2019.0
Fiordland,China, Peoples Republic of,3987.0,2019.0
Fiordland,Colombia,102.0,2019.0
Fiordland,Denmark,370.0,2019.0
Fiordland,Finland,168.0,2019.0
Fiordland,France,520.0,2019.0
Fiordland,Germany,3978.0,2019.0
Fiordland,Hong Kong (Special Admin Reg),676.0,2019.0
Fiordland,India,348.0,2019.0
Fiordland,Indonesia,329.0,2019.0
Fiordland,Ireland,303.0,2019.0
Fiordland,Israel,509.0,2019.0
Fiordland,Italy,292.0,2019.0
Fiordland,Japan,993.0,2019.0
Fiordland,Korea, Republic of,350.0,2019.0
Fiordland,Malaysia,608.0,2019.0
Fiordland,Mexico,836.0,2019.0
Fiordland,Netherlands,729.0,2019.0
Fiordland,New Zealand,11353.0,2019.0
Fiordland,Norway,163.0,2019.0
Fiordland,Philippines,446.0,2019.0
Fiordland,Poland,171.0,2019.0
Fiordland,Portugal,208.0,2019.0
Fiordland,Romania,113.0,2019.0
Fiordland,Russia,536.0,2019.0
Fiordland,Singapore,447.0,2019.0
Fiordland,South Africa,381.0,2019.0
Fiordland,Spain,421.0,2019.0
Fiordland,Sweden,295.0,2019.0
Fiordland,Switzerland,529.0,2019.0
Fiordland,Taiwan,813.0,2019.0
Fiordland,Thailand,196.0,2019.0
Fiordland,United Kingdom,12816.0,2019.0
Fiordland,United States of America,47612.0,2019.0
Gisborne,Australia,14979.0,2019.0
Gisborne,Canada,478.0,2019.0
Gisborne,China, Peoples Republic of,235.0,2019.0
Gisborne,Germany,210.0,2019.0
Gisborne,New Zealand,901.0,2019.0
Gisborne,United Kingdom,1221.0,2019.0
Gisborne,United States of America,3258.0,2019.0
Golden Bay,Germany,426.0,2019.0
Kaikoura,Australia,601.0,2019.0
Kaikoura,Canada,224.0,2019.0
Kaikoura,New Zealand,278.0,2019.0
Kaikoura,United Kingdom,456.0,2019.0
Kaikoura,United States of America,1534.0,2019.0
Lyttelton,Australia,519.0,2019.0
Lyttelton,Austria,100.0,2019.0
Lyttelton,Canada,301.0,2019.0
Lyttelton,Germany,1158.0,2019.0
Lyttelton,New Zealand,217.0,2019.0
Lyttelton,Switzerland,170.0,2019.0
Lyttelton,United Kingdom,612.0,2019.0
Lyttelton,United States of America,5057.0,2019.0
Marlborough Sounds,Australia,51813.0,2019.0
Marlborough Sounds,Austria,220.0,2019.0
Marlborough Sounds,Brazil,177.0,2019.0
Marlborough Sounds,Canada,3817.0,2019.0
Marlborough Sounds,China, Peoples Republic of,1389.0,2019.0
Marlborough Sounds,Denmark,184.0,2019.0
Marlborough Sounds,Finland,107.0,2019.0
Marlborough Sounds,France,356.0,2019.0
Marlborough Sounds,Germany,2328.0,2019.0
Marlborough Sounds,Hong Kong (Special Admin Reg),303.0,2019.0
Marlborough Sounds,India,154.0,2019.0
Marlborough Sounds,Indonesia,227.0,2019.0
Marlborough Sounds,Ireland,153.0,2019.0
Marlborough Sounds,Israel,156.0,2019.0
Marlborough Sounds,Italy,127.0,2019.0
Marlborough Sounds,Japan,187.0,2019.0
Marlborough Sounds,Korea, Republic of,192.0,2019.0
Marlborough Sounds,Malaysia,239.0,2019.0
Marlborough Sounds,Mexico,475.0,2019.0
Marlborough Sounds,Netherlands,432.0,2019.0
Marlborough Sounds,New Zealand,3002.0,2019.0
Marlborough Sounds,Philippines,177.0,2019.0
Marlborough Sounds,Russia,230.0,2019.0
Marlborough Sounds,Singapore,267.0,2019.0
Marlborough Sounds,South Africa,203.0,2019.0
Marlborough Sounds,Spain,179.0,2019.0
Marlborough Sounds,Sweden,150.0,2019.0
Marlborough Sounds,Switzerland,346.0,2019.0
Marlborough Sounds,Taiwan,193.0,2019.0
Marlborough Sounds,Thailand,101.0,2019.0
Marlborough Sounds,United Kingdom,6008.0,2019.0
Marlborough Sounds,United States of America,17889.0,2019.0
Napier,Argentina,221.0,2019.0
Napier,Australia,57837.0,2019.0
Napier,Austria,289.0,2019.0
Napier,Belgium,102.0,2019.0
Napier,Brazil,265.0,2019.0
Napier,Canada,5506.0,2019.0
Napier,Chile,107.0,2019.0
Napier,China, Peoples Republic of,1755.0,2019.0
Napier,Denmark,104.0,2019.0
Napier,France,345.0,2019.0
Napier,Germany,3073.0,2019.0
Napier,Hong Kong (Special Admin Reg),399.0,2019.0
Napier,India,179.0,2019.0
Napier,Indonesia,183.0,2019.0
Napier,Ireland,141.0,2019.0
Napier,Israel,308.0,2019.0
Napier,Italy,153.0,2019.0
Napier,Japan,408.0,2019.0
Napier,Korea, Republic of,227.0,2019.0
Napier,Malaysia,294.0,2019.0
Napier,Mexico,359.0,2019.0
Napier,Netherlands,509.0,2019.0
Napier,New Zealand,5418.0,2019.0
Napier,Philippines,241.0,2019.0
Napier,Poland,111.0,2019.0
Napier,Russia,183.0,2019.0
Napier,Singapore,297.0,2019.0
Napier,South Africa,197.0,2019.0
Napier,Spain,252.0,2019.0
Napier,Sweden,123.0,2019.0
Napier,Switzerland,396.0,2019.0
Napier,Taiwan,335.0,2019.0
Napier,Thailand,129.0,2019.0
Napier,United Kingdom,6536.0,2019.0
Napier,United States of America,28809.0,2019.0
Nelson,Australia,748.0,2019.0
Nelson,Canada,291.0,2019.0
Nelson,Germany,492.0,2019.0
Nelson,New Zealand,248.0,2019.0
Nelson,United Kingdom,421.0,2019.0
Nelson,United States of America,1759.0,2019.0
New Plymouth,Australia,292.0,2019.0
New Plymouth,United States of America,278.0,2019.0
Stewart Island,Australia,723.0,2019.0
Stewart Island,Austria,109.0,2019.0
Stewart Island,Canada,351.0,2019.0
Stewart Island,Germany,1192.0,2019.0
Stewart Island,New Zealand,336.0,2019.0
Stewart Island,Switzerland,160.0,2019.0
Stewart Island,United Kingdom,697.0,2019.0
Stewart Island,United States of America,2744.0,2019.0
Sub-Antarctic islands,Australia,144.0,2019.0
Tauranga,Argentina,335.0,2019.0
Tauranga,Australia,113630.0,2019.0
Tauranga,Austria,552.0,2019.0
Tauranga,Belgium,217.0,2019.0
Tauranga,Brazil,441.0,2019.0
Tauranga,Canada,11117.0,2019.0
Tauranga,Chile,241.0,2019.0
Tauranga,China, Peoples Republic of,3715.0,2019.0
Tauranga,Denmark,434.0,2019.0
Tauranga,Finland,199.0,2019.0
Tauranga,France,1088.0,2019.0
Tauranga,Germany,5387.0,2019.0
Tauranga,Hong Kong (Special Admin Reg),638.0,2019.0
Tauranga,India,291.0,2019.0
Tauranga,Indonesia,316.0,2019.0
Tauranga,Ireland,341.0,2019.0
Tauranga,Israel,490.0,2019.0
Tauranga,Italy,573.0,2019.0
Tauranga,Japan,815.0,2019.0
Tauranga,Korea, Republic of,319.0,2019.0
Tauranga,Malaysia,563.0,2019.0
Tauranga,Mexico,623.0,2019.0
Tauranga,Netherlands,849.0,2019.0
Tauranga,New Zealand,11575.0,2019.0
Tauranga,Norway,209.0,2019.0
Tauranga,Philippines,439.0,2019.0
Tauranga,Poland,187.0,2019.0
Tauranga,Portugal,258.0,2019.0
Tauranga,Russia,494.0,2019.0
Tauranga,Singapore,380.0,2019.0
Tauranga,South Africa,292.0,2019.0
Tauranga,Spain,611.0,2019.0
Tauranga,Sweden,352.0,2019.0
Tauranga,Switzerland,912.0,2019.0
Tauranga,Taiwan,785.0,2019.0
Tauranga,Thailand,146.0,2019.0
Tauranga,Ukraine,119.0,2019.0
Tauranga,United Kingdom,14632.0,2019.0
Tauranga,United States of America,51431.0,2019.0
Wellington,Argentina,276.0,2019.0
Wellington,Australia,122638.0,2019.0
Wellington,Austria,375.0,2019.0
Wellington,Belgium,164.0,2019.0
Wellington,Brazil,346.0,2019.0
Wellington,Canada,9619.0,2019.0
Wellington,Chile,218.0,2019.0
Wellington,China, Peoples Republic of,3539.0,2019.0
Wellington,Denmark,346.0,2019.0
Wellington,Finland,154.0,2019.0
Wellington,France,521.0,2019.0
Wellington,Germany,3897.0,2019.0
Wellington,Hong Kong (Special Admin Reg),628.0,2019.0
Wellington,India,348.0,2019.0
Wellington,Indonesia,262.0,2019.0
Wellington,Ireland,289.0,2019.0
Wellington,Israel,492.0,2019.0
Wellington,Italy,275.0,2019.0
Wellington,Japan,791.0,2019.0
Wellington,Korea, Republic of,318.0,2019.0
Wellington,Malaysia,602.0,2019.0
Wellington,Mexico,713.0,2019.0
Wellington,Netherlands,744.0,2019.0
Wellington,New Zealand,9059.0,2019.0
Wellington,Norway,174.0,2019.0
Wellington,Philippines,454.0,2019.0
Wellington,Poland,191.0,2019.0
Wellington,Portugal,210.0,2019.0
Wellington,Romania,113.0,2019.0
Wellington,Russia,508.0,2019.0
Wellington,Singapore,463.0,2019.0
Wellington,South Africa,333.0,2019.0
Wellington,Spain,389.0,2019.0
Wellington,Sweden,274.0,2019.0
Wellington,Switzerland,592.0,2019.0
Wellington,Taiwan,659.0,2019.0
Wellington,Thailand,197.0,2019.0
Wellington,United Kingdom,12734.0,2019.0
Wellington,United States of America,47335.0,2019.0
Akaroa,Total,127739.0,2015.0
Akaroa,Total,128739.0,2016.0
Akaroa,Total,145391.0,2017.0
Akaroa,Total,127582.0,2018.0
Akaroa,Total,187773.0,2019.0
Auckland,Total,179430.0,2015.0
Auckland,Total,217243.0,2016.0
Auckland,Total,193220.0,2017.0
Auckland,Total,211352.0,2018.0
Auckland,Total,238975.0,2019.0
Bay of Islands,Total,59084.0,2015.0
Bay of Islands,Total,111095.0,2016.0
Bay of Islands,Total,88803.0,2017.0
Bay of Islands,Total,103525.0,2018.0
Bay of Islands,Total,122989.0,2019.0
Bluff,Total,200.0,2016.0
Bluff,Total,1801.0,2017.0
Bluff,Total,164.0,2018.0
Bluff,Total,1073.0,2019.0
Chatham Islands,Total,185.0,2015.0
Dunedin,Total,131407.0,2015.0
Dunedin,Total,145682.0,2016.0
Dunedin,Total,162299.0,2017.0
Dunedin,Total,179564.0,2018.0
Dunedin,Total,237754.0,2019.0
Fiordland,Total,134412.0,2015.0
Fiordland,Total,150063.0,2016.0
Fiordland,Total,164321.0,2017.0
Fiordland,Total,168643.0,2018.0
Fiordland,Total,222161.0,2019.0
Gisborne,Total,28270.0,2016.0
Gisborne,Total,30049.0,2017.0
Gisborne,Total,7129.0,2018.0
Gisborne,Total,22143.0,2019.0
Golden Bay,Total,520.0,2015.0
Golden Bay,Total,264.0,2017.0
Golden Bay,Total,576.0,2019.0
Kaikoura,Total,1496.0,2015.0
Kaikoura,Total,1660.0,2017.0
Kaikoura,Total,1730.0,2018.0
Kaikoura,Total,3464.0,2019.0
Lyttelton,Total,612.0,2015.0
Lyttelton,Total,1286.0,2016.0
Lyttelton,Total,2487.0,2017.0
Lyttelton,Total,4578.0,2018.0
Lyttelton,Total,8507.0,2019.0
Marlborough Sounds,Total,51468.0,2015.0
Marlborough Sounds,Total,73992.0,2016.0
Marlborough Sounds,Total,74864.0,2017.0
Marlborough Sounds,Total,78163.0,2018.0
Marlborough Sounds,Total,92979.0,2019.0
Mercury Bay,Total,264.0,2017.0
Napier,Total,96002.0,2015.0
Napier,Total,80061.0,2016.0
Napier,Total,88262.0,2017.0
Napier,Total,101781.0,2018.0
Napier,Total,116779.0,2019.0
Nelson,Total,1101.0,2015.0
Nelson,Total,2143.0,2017.0
Nelson,Total,834.0,2018.0
Nelson,Total,4302.0,2019.0
New Plymouth,Total,133.0,2016.0
New Plymouth,Total,1182.0,2017.0
New Plymouth,Total,781.0,2019.0
Stewart Island,Total,3132.0,2015.0
Stewart Island,Total,3369.0,2016.0
Stewart Island,Total,4713.0,2017.0
Stewart Island,Total,8325.0,2018.0
Stewart Island,Total,6733.0,2019.0
Sub-Antarctic islands,Total,242.0,2015.0
Sub-Antarctic islands,Total,200.0,2016.0
Sub-Antarctic islands,Total,627.0,2017.0
Sub-Antarctic islands,Total,364.0,2019.0
Tauranga,Total,147518.0,2015.0
Tauranga,Total,164435.0,2016.0
Tauranga,Total,153735.0,2017.0
Tauranga,Total,152509.0,2018.0
Tauranga,Total,227358.0,2019.0
Timaru,Total,2089.0,2015.0
Timaru,Total,2546.0,2017.0
Wellington,Total,139331.0,2015.0
Wellington,Total,161335.0,2016.0
Wellington,Total,163871.0,2017.0
Wellington,Total,162223.0,2018.0
Wellington,Total,222448.0,2019.0
