MsCode,Year,EstCode,Estimate,SE,LowerCIB,UpperCIB,Flag
MEASH,2014,C_Number,171.7,25.9,145.8,197.6,
MEASH,2014,D_ChangeInNumber,2.7,39.1,-36.4,41.8,
MEASH,2014,E_Population,1083.9,,,,
MEASH,2015,A_Proportion,15.5,1.9,13.5,17.4,
MEASH,2015,B_ChangeInProportion,-0.4,3.2,-3.5,2.8,
MEASH,2015,C_Number,168.2,21.2,147.0,189.5,
MEASH,2015,D_ChangeInNumber,-3.5,35.1,-38.6,31.6,
MEASH,2015,E_Population,1087.1,,,,
MEASH,2016,A_Proportion,16.2,2.3,13.9,18.5,
MEASH,2016,B_ChangeInProportion,0.8,2.9,-2.1,3.7,
MEASH,2016,C_Number,177.6,25.2,152.5,202.8,
MEASH,2016,D_ChangeInNumber,9.4,31.8,-22.4,41.2,
MEASH,2016,E_Population,1093.2,,,,
MEASH,2017,A_Proportion,16.1,2.2,13.9,18.4,
MEASH,2017,B_ChangeInProportion,-0.1,3.4,-3.5,3.2,
MEASH,2017,C_Number,178.0,24.4,153.6,202.4,
MEASH,2017,D_ChangeInNumber,0.4,36.7,-36.3,37.1,
MEASH,2017,E_Population,1103.2,,,,
MEASH,2018,A_Proportion,15.7,2.2,13.5,17.8,
MEASH,2018,B_ChangeInProportion,-0.5,3.0,-3.5,2.5,
MEASH,2018,C_Number,174.3,24.6,149.7,198.9,
MEASH,2018,D_ChangeInNumber,-3.7,33.4,-37.1,29.7,
MEASH,2018,E_Population,1113.3,,,,
MEASH,2019,A_Proportion,13.8,1.0,12.8,14.7,
MEASH,2019,B_ChangeInProportion,1.9,2.4,-4.3,0.5,
MEASH,2019,C_Number,156.1,10.8,145.3,166.9,
MEASH,2019,D_ChangeInNumber,-18.3,27.5,-45.8,9.2,
MEASH,2019,E_Population,1132.8,,,,
MEASH,2020,A_Proportion,14.0,1.2,12.7,15.2,
MEASH,2020,B_ChangeInProportion,0.2,1.5,-1.4,1.7,
MEASH,2020,C_Number,159.7,13.8,145.8,173.5,
MEASH,2020,D_ChangeInNumber,3.6,17.5,-13.9,21.1,
MEASH,2020,E_Population,1144.2,,,,
MEASI,2007,A_Proportion,,,,,
MEASI,2007,B_ChangeInProportion,,,,,
MEASI,2007,C_Number,,,,,
MEASI,2007,D_ChangeInNumber,,,,,
MEASI,2007,E_Population,,,,,
MEASI,2008,A_Proportion,,,,,
MEASI,2008,B_ChangeInProportion,,,,,
MEASI,2008,C_Number,,,,,
MEASI,2008,D_ChangeInNumber,,,,,
MEASI,2008,E_Population,,,,,
MEASI,2009,A_Proportion,,,,,
MEASI,2009,B_ChangeInProportion,,,,,
MEASI,2009,C_Number,,,,,
MEASI,2009,D_ChangeInNumber,,,,,
MEASI,2009,E_Population,,,,,
MEASI,2010,A_Proportion,,,,,
MEASI,2010,B_ChangeInProportion,,,,,
MEASI,2010,C_Number,,,,,
MEASI,2010,D_ChangeInNumber,,,,,
MEASI,2010,E_Population,,,,,
MEASI,2011,A_Proportion,,,,,
MEASI,2011,B_ChangeInProportion,,,,,
MEASI,2011,C_Number,,,,,
MEASI,2011,D_ChangeInNumber,,,,,
MEASI,2011,E_Population,,,,,
MEASI,2012,A_Proportion,,,,,
MEASI,2012,B_ChangeInProportion,,,,,
MEASI,2012,C_Number,,,,,
MEASI,2012,D_ChangeInNumber,,,,,
MEASI,2012,E_Population,,,,,
MEASI,2013,A_Proportion,7.7,2.7,5.1,10.4,
MEASI,2013,B_ChangeInProportion,,,,,
MEASI,2013,C_Number,84.0,29.1,54.9,113.1,
MEASI,2013,D_ChangeInNumber,,,,,
MEASI,2013,E_Population,1084.7,,,,
MEASI,2014,A_Proportion,8.4,3.1,5.4,11.5,
MEASI,2014,B_ChangeInProportion,0.7,4.2,-3.5,4.9,
MEASI,2014,C_Number,91.5,33.1,58.4,124.6,
MEASI,2014,D_ChangeInNumber,7.5,45.4,-37.9,52.9,
MEASI,2014,E_Population,1083.9,,,,
MEASI,2015,A_Proportion,8.6,3.4,5.2,11.9,
MEASI,2015,B_ChangeInProportion,0.1,4.8,-4.7,4.9,
MEASI,2015,C_Number,93.0,36.2,56.8,129.3,
MEASI,2015,D_ChangeInNumber,1.5,51.6,-50.1,53.1,
MEASI,2015,E_Population,1087.1,,,,
MEASI,2016,A_Proportion,4.6,1.9,2.7,6.5,
MEASI,2016,B_ChangeInProportion,-4.0,4.0,-8.0,0.0,
MEASI,2016,C_Number,50.2,20.3,30.0,70.5,
MEASI,2016,D_ChangeInNumber,-42.8,43.5,-86.3,0.7,
MEASI,2016,E_Population,1093.2,,,,
MEASI,2017,A_Proportion,6.7,2.1,4.6,8.8,
MEASI,2017,B_ChangeInProportion,2.1,3.0,-0.9,5.1,
MEASI,2017,C_Number,73.6,23.4,50.2,97.0,
MEASI,2017,D_ChangeInNumber,23.4,33.1,-9.7,56.5,
MEASI,2017,E_Population,1103.2,,,,
MEASI,2018,A_Proportion,5.8,1.4,4.4,7.2,
MEASI,2018,B_ChangeInProportion,-0.8,2.6,-3.5,1.8,
MEASI,2018,C_Number,64.8,15.6,49.2,80.4,
MEASI,2018,D_ChangeInNumber,-8.8,28.9,-37.7,20.1,
MEASI,2018,E_Population,1113.3,,,,
MEASI,2019,A_Proportion,5.7,0.6,5.1,6.3,
MEASI,2019,B_ChangeInProportion,-0.1,1.6,-1.8,1.5,
MEASI,2019,C_Number,64.6,7.1,57.5,71.7,
MEASI,2019,D_ChangeInNumber,-0.2,18.2,-18.4,18.0,
MEASI,2019,E_Population,1132.2,,,,
MEASI,2020,A_Proportion,4.5,0.7,3.8,5.2,
MEASI,2020,B_ChangeInProportion,-1.2,0.9,-2.1,-0.3,
MEASI,2020,C_Number,51.6,7.9,43.6,59.5,
MEASI,2020,D_ChangeInNumber,-13.0,10.3,-23.3,-2.7,
MEASI,2020,E_Population,1142.3,,,,
MEASJ,2007,A_Proportion,,,,,
MEASJ,2007,B_ChangeInProportion,,,,,
MEASJ,2007,C_Number,,,,,
MEASJ,2007,D_ChangeInNumber,,,,,
MEASJ,2007,E_Population,,,,,
MEASJ,2008,A_Proportion,,,,,
MEASJ,2008,B_ChangeInProportion,,,,,
MEASJ,2008,C_Number,,,,,
MEASJ,2008,D_ChangeInNumber,,,,,
MEASJ,2008,E_Population,,,,,
MEASJ,2009,A_Proportion,,,,,
MEASJ,2009,B_ChangeInProportion,,,,,
MEASJ,2009,C_Number,,,,,
MEASJ,2009,D_ChangeInNumber,,,,,
MEASJ,2009,E_Population,,,,,
MEASJ,2010,A_Proportion,,,,,
MEASJ,2010,B_ChangeInProportion,,,,,
MEASJ,2010,C_Number,,,,,
MEASJ,2010,D_ChangeInNumber,,,,,
MEASJ,2010,E_Population,,,,,
MEASJ,2011,A_Proportion,,,,,
MEASJ,2011,B_ChangeInProportion,,,,,
MEASJ,2011,C_Number,,,,,
MEASJ,2011,D_ChangeInNumber,,,,,
MEASJ,2011,E_Population,,,,,
MEASJ,2012,A_Proportion,,,,,
MEASJ,2012,B_ChangeInProportion,,,,,
MEASJ,2012,C_Number,,,,,
MEASJ,2012,D_ChangeInNumber,,,,,
MEASJ,2012,E_Population,,,,,
MEASJ,2013,A_Proportion,10.5,3.3,7.2,13.8,
MEASJ,2013,B_ChangeInProportion,,,,,
MEASJ,2013,C_Number,113.8,35.7,78.1,149.4,
MEASJ,2013,D_ChangeInNumber,,,,,
MEASJ,2013,E_Population,1084.7,,,,
MEASJ,2014,A_Proportion,8.9,2.6,6.2,11.5,
MEASJ,2014,B_ChangeInProportion,-1.6,4.2,-5.9,2.6,
MEASJ,2014,C_Number,96.2,28.3,67.9,124.5,
MEASJ,2014,D_ChangeInNumber,-17.6,46.0,-63.6,28.4,
MEASJ,2014,E_Population,1083.9,,,,
MEASJ,2015,A_Proportion,10.2,2.6,7.6,12.8,
MEASJ,2015,B_ChangeInProportion,1.3,3.9,-2.5,5.2,
MEASJ,2015,C_Number,110.9,27.6,83.3,138.5,
MEASJ,2015,D_ChangeInNumber,14.7,41.8,-27.1,56.5,
MEASJ,2015,E_Population,1087.1,,,,
MEASJ,2016,A_Proportion,7.2,2.5,4.7,9.8,
MEASJ,2016,B_ChangeInProportion,-3.0,3.6,-6.6,0.6,
MEASJ,2016,C_Number,78.8,27.8,51.0,106.6,
MEASJ,2016,D_ChangeInNumber,-32.1,39.4,-71.5,7.3,
MEASJ,2016,E_Population,1093.2,,,,
MEASJ,2017,A_Proportion,7.8,2.0,5.8,9.9,
MEASJ,2017,B_ChangeInProportion,0.6,3.5,-2.9,4.1,
MEASJ,2017,C_Number,86.2,22.4,63.8,108.6,
MEASJ,2017,D_ChangeInNumber,7.4,38.2,-30.8,45.6,
MEASJ,2017,E_Population,1103.2,,,,
MEASJ,2018,A_Proportion,8.8,1.8,7.1,10.6,
MEASJ,2018,B_ChangeInProportion,1.0,2.9,-1.9,3.9,
MEASJ,2018,C_Number,98.3,19.5,78.8,117.8,
MEASJ,2018,D_ChangeInNumber,12.1,31.7,-19.6,43.8,
MEASJ,2018,E_Population,1113.3,,,,
MEASJ,2019,A_Proportion,7.7,0.8,6.9,8.5,
MEASJ,2019,B_ChangeInProportion,-1.1,1.9,-3.1,0.8,
MEASJ,2019,C_Number,87.1,9.4,77.7,96.5,
MEASJ,2019,D_ChangeInNumber,-11.2,21.3,-32.5,10.1,
MEASJ,2019,E_Population,1132.8,,,,
MEASJ,2020,A_Proportion,6.6,1.0,5.7,7.6,
MEASJ,2020,B_ChangeInProportion,-1.1,1.2,-2.3,0.1,
MEASJ,2020,C_Number,75.5,10.9,64.6,86.4,
MEASJ,2020,D_ChangeInNumber,-11.6,13.9,-25.5,2.3,
MEASJ,2020,E_Population,1142.3,,,,
