numero,type,procedure,date_notification,titulaire,code_postal,objet,montant_ht
395,Travaux,MAPA,2013-07-01,ISS ESPACES VERTS,44220.0,ACCORD CADRE - cimetières de Nantes - aménagements paysagers et monuments funéraires - 5ème marché subséquent au LOT 1,32592.9
389,Travaux,MAPA,2013-06-24,REVET SOLS,44610.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 10,35452.61
35,Services,AOO,2013-02-04,TFN PROPRETE OUEST,44240.0,Prestations de nettoyage de la salle festive Nantes Nord - Marché subséquent n° 9,24377.01
468,Services,MAPA,2013-08-13,OPIXIDO,44000.0,"Bibliothèque municipale - conception, suivi de réalisation et d'installation d'une application pour table tactile multitouch pour la médiathèque Lisa Bresner",33225.0
611,Services,AOO,2013-12-24,RICHARDEAU,44340.0,"ACCORD CADRE - Maintenance préventive et curative (travaux urgents et ou inférieurs à 50O € HT) des matériels de cuisine professionnels de la VDN, du CCAS et de NM LOT 2",43161.0
29,Services,MAPA,2013-01-22,FILIGRANE PROGRAMMATION,75010.0,Construction d'un équipement de quartier dans le secteur Halvéque -Beaujoire - Mission de programmation et d'assistance à maitrise d'ouvrage,50550.0
179,Services,AOO,2013-04-02,SNC LAVALIN,44312.0,"Missions d'assistance économiques, techniques et financières pour lesopérations de travaux de gros entretien et de rénovation et de mises aux normes LOT 4",72500.0
114,Services,AOO,2013-03-04,APAVE,44803.0,Contrôles et  assistances techniques  sur le patrimoine immobilier et les bâtiments communaux - Contrôles construction et missions de conseil - Années 2013 à 2016  LOT 4,120000.0
364,Travaux,MAPA,2013-04-30,ERECCA,44000.0,GS du 1er degré - programme 2013 d'entretien durable - réhabilitation des sanitaires des écoles maternelles Chataigniers et Urbain Le Verrier LOT 8,25826.62
290,Travaux,MAPA,2013-05-22,ADI,44800.0,GS du 1er degré  - programme 2013 de travaux d'entretien durable - désamiantage et remise en état LOT 2,27274.0
71,Travaux,MAPA,2013-02-22,COFELY AXIMA,44340.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 12",44000.0
583,Travaux,MAPA,2013-11-14,BATP 44,44483.0,Travaux d'amélioration en matière d'assainissement et de sanitaires - terrain familial locatif de la VDN situé 14 chemin de la Clarière LOT 1,46059.5
19,Travaux,MAPA,2013-01-14,ISS ESPACES VERTS,44220.0,Restauration de la portes Saint Pierre du jardin archéologique et du square Coutant LOT 2,101793.63
450,Travaux,MAPA,2013-05-06,PAVAGEAU,85170.0,Plaine de jeux des Bernardières - rénovation des vestiaires - sanitaires LOT 9,28901.26
507,Fournitures,MAPA,2013-08-26,PJV GASTRONOMIE,95100.0,Fourniture de colis cadeaux et de chocolats pour les fêtes LOT 1,47640.0
380,Travaux,MAPA,2013-07-18,GDR CHEPIN,93140.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 1,44824.37
297,Travaux,MAPA,2013-05-22,OUEST COUVERTURE ENERGIE,44334.0,GS du 1er degré - équipements associatifs - programme 2013 de travaux d'entretien durable - réfection des couvertures LOT 2,45960.78
233,Travaux,MAPA,2013-05-06,SITHS,44115.0,Equipements sportifs - programme légionnelle 2013 - site sportif Mangin Beaulieu - gymnase du Croissant - Piscine Durantière - réfection des installations eau chaude sanitaire LOT 3,54000.0
523,Travaux,MAPA,2013-09-26,IMBERT/PERDU/CHERKI/DUMERY/VOLANT,75005.0,Patrimoine municipal - Travaux de restauration de statues LOT 2,109282.01
137,Travaux,MAPA,2013-03-18,BLANDIN,44000.0,Gymnase Emile Morice - travaux de réhabilitation LOT 3,156000.0
382,Travaux,MAPA,2013-06-20,SATEM,44477.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 3,193500.0
31,Fournitures,AOO,2013-02-04,OPTIMUM SECURITE,44483.0,"Télésurveillance et interventions sur les installations de détections de VDN, ESBANM, CCAS et NM",206502.22
42,Services,MAPA,2013-02-25,ARCADIS,44817.0,ACCORD CADRE - Musée d'Art de Nantes - mission d'assistance à maîtrise d'ouvrage 1er marché subséquent,39750.0
32,Services,AOO,2013-02-01,CTV,44120.0,Maintenance préventive et curative des installations télésurveillées de la VDN du CCAS de l'ESBANM et de NM  - Marché subséquent n° 1,43421.4
463,Services,MAPA,2013-08-08,SPL LE VOYAGE A NANTES,44022.0,Exploitation de la HAB GALERIE (Hangar à Bananes),374500.0
136,Travaux,MAPA,2013-03-18,ACM,44980.0,Gymnase Emile Morice - travaux de réhabilitation LOT 2,26140.0
106,Travaux,MAPA,2013-03-11,REVETSOLS,44610.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 8,35217.82
203,Travaux,MAPA,2013-04-05,FORCENERGIE,44800.0,Equipements sportifs - programme légionnelle 2013 - terrain de sports du Pin Sec - rénovation des équipements d'eau chaude sanitaire,48445.23
251,Travaux,MAPA,2013-04-29,METALOBIL,44840.0,Le Lieu Unique - projet de réaménagement du lieu de vie LOT 4,59940.6
437,Travaux,MAPA,2013-07-15,GDR CHEPIN,93140.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 1,61202.32
109,Travaux,MAPA,2013-03-08,ANVOLIA,44240.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 11,71808.36
543,Travaux,MAPA,2013-10-11,DCR,44119.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 2,97641.19
216,Travaux,MAPA,2013-04-09,PAP,44340.0,Museum d'Histoire Naturelle - Rénovation de la clôture du square LOT 2,126000.81
22,Travaux,MAPA,2013-01-14,ETDE,44823.0,Restauration de la portes Saint Pierre du jardin archéologique et du square Coutant LOT 5,147871.5
320,Travaux,MAPA,2013-05-29,LEFEVRE,44985.0,Ravalement des façades du 23 rue de Strasbourg et angle rue Beausoleil LOT 1,265869.98
534,Travaux,AOO,2013-12-28,GUITTENY,44450.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 8,380071.34
307,Fournitures,MAPA,2013-05-28,TECHNI BRUME DIFFUSION,49280.0,Quai Ceineray - jardin des plantes - fourniture et pose de matériels de brumisation LOT 1,23951.19
491,Fournitures,AOO,2013-07-11,DISTRIBUTION SANITAIRE CHAUFFAGE,60550.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 22",45793.51
236,Fournitures,MAPA,2013-04-29,BOIS LOISIRS CREATIONS,44850.0,Quai Ceineray - montage du bateau lavoir et aménagement de terraisses LOT 1,83058.33
571,Services,MAPA,2013-10-25,SYSTEO INDUSTRIE,49120.0,Installation d'un stockage rotatif pour les œuvres roulées dans les réserves muséales des beaux-arts de Nantes,21398.0
614,Services,AOO,2013-12-24,ALTEA,44330.0,"ACCORD CADRE - Maintenance préventive et curative (travaux urgents et ou inférieurs à 50O € HT) des matériels de cuisine professionnels de la VDN, du CCAS et de NM LOT 5",24311.0
600,Services,MAPA,2013-12-20,INGENIERIE TUGEC,78190.0,Projet de renouvellement urbain - secteur Halvêque Beaujoire Ranzay - Nantes - Mission d'assistance à Maîtrise d'Ouvrage : projets d'aménagements de voirie et d'espace public : étude de faisabilités technique et financière,24500.0
391,Travaux,MAPA,2013-06-28,NSA,86280.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 12,23800.0
110,Travaux,MAPA,2013-03-11,SOCOMEC,44240.0,Théâtre Graslin - alimentation statique sans interruption - travaux de remplacement des batteries,26181.0
347,Travaux,MAPA,2013-06-17,ANDRE BTP,44185.0,Hôtel de Ville - Restructuration partielle des locaux niveaux 2 et 3 du 29 rue de Strasbourg LOT 2,59687.51
194,Travaux,MAPA,2013-04-03,ATLANTIQUE OUVERTURES,44360.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 - remplacement des menuiseries extérieures LOT 7,62929.0
553,Travaux,MAPA,2013-10-11,LUCATHERMY,44340.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 12,89003.11
299,Travaux,MAPA,2013-05-22,GUESNEAU COUVERTURE,44800.0,GS du 1er degré - équipements associatifs - programme 2013 de travaux d'entretien durable - réfection des couvertures LOT 4,103000.0
234,Travaux,MAPA,2013-05-02,AMEX LOIRE,44690.0,Réaménagement des abords du local associatif des Marsauderies - aménagements paysagers - aménagement terrain multisports LOT 1,108150.3
171,Travaux,MAPA,2013-03-26,ADHENEO LA TOITURE,49801.0,Eglise Saint Similien - travaux de mise en sécurité LOT 3,109688.35
537,Travaux,AOO,2013-10-14,PIM,83980.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 11,241623.2
542,Travaux,MN,2013-10-11,OGER ROUSSEAU,49280.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 16,515235.62
306,Services,MAPA,2013-05-21,ACCESSMETRIE,13640.0,Bâtiments municipaux - diagnostic accéssibilité handicapés des Etablissements Recevant du Public avec élaboration d'un plan de mise en accessibilité,58000.0
366,Travaux,MAPA,2013-04-29,EMERAUDE DEPOLLUTION,53410.0,GS du 1er degré - programme 2013 d'entretien durable - réhabilitation des sanitaires des écoles maternelles Chataigniers et Urbain Le Verrier LOT 10,24634.17
575,Travaux,MAPA,2013-10-29,SERRES et FERRONNERIES D'ANTAN,41360.0,Jardin des Plantes - remplacement des claies du palmarium LOT 1,52896.66
243,Travaux,MAPA,2013-05-03,LUCATHERMY,44340.0,GS du 1er degré équipements associatifs et petite enfance programme 2013 de travaux d'entretien durable - réfection de réseaux de chauffage intérieurs et de chaufferie LOT 1,192805.6
181,Travaux,MAPA,2013-03-28,LEFEVRE,44985.0,Travaux de restauration de la façade sud du bâtiment de la Psalette LOT 1,228260.63
317,Travaux,MAPA,2013-05-27,E.T.E.,66250.0,Piscine Jules Verne - travaux d'entretien durable - remplacement de l'ensemble de la filtration de la piscine,385550.0
269,Fournitures,AOO,2013-04-25,GAS NATURAL EUROPE,75008.0,"ACCORD CADRE - fourniture et acheminement de gaz naturel pour la VDN, NM et CCAS - LOT 3 - 2 ème marché subséquent",954157.97
610,Services,AOO,2013-12-24,MCI,44300.0,"ACCORD CADRE - Maintenance préventive et curative (travaux urgents et ou inférieurs à 50O € HT) des matériels de cuisine professionnels de la VDN, du CCAS et de NM LOT 1",33204.0
526,Travaux,MAPA,2013-08-26,COFELY SERVICES,44220.0,Château des Ducs de Bretagne - remplacement d'une chaudière,26982.72
215,Travaux,MAPA,2013-04-09,LEFEVRE,44985.0,Museum d'Histoire Naturelle - Rénovation de la clôture du square LOT 1,76755.85
69,Travaux,MAPA,2013-02-22,BRUNET ECTI,44880.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 10",199592.96
480,Fournitures,AOO,2013-07-10,DFC2 DIFFUSION,44840.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 11",37475.41
451,Travaux,MAPA,2013-05-06,ERECCA,44000.0,Plaine de jeux des Bernardières - rénovation des vestiaires - sanitaires LOT 10,30420.6
56,Travaux,AOO,2013-02-04,DLE OUEST,44240.0,Construction d'une base nautique à la Jonelière LOT 19,376867.2
487,Fournitures,AOO,2013-07-10,LEGALLAIS BOUCHARD,14200.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 18",23752.22
617,Services,AOO,2013-12-24,NAS,44300.0,Prestations de nettoyage de vitres pour les bâtiments de la VDN et du CCAS LOT 1,29558.15
38,Services,MAPA,2013-02-04,SOCOTEC,44819.0,Mission de repérage des matériaux et produits contanant de l'amiante. Mise en place des dossiers techniques amiante Ville de Nantes. Programme 2013.,40800.0
252,Travaux,MAPA,2013-04-29,METALOBIL,44840.0,Le Lieu Unique - projet de réaménagement du lieu de vie LOT 5,75532.8
386,Travaux,MAPA,2013-06-20,MGP PLATRERIE,44120.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 7,105800.0
630,Fournitures,AOO,2013-12-20,RDM,95110.0,Acquisition de compacts-disques (CD) et DVD destinés au prêt et à la consultation LOLT 6,37012.26
599,Services,MN,2013-12-18,EDITIONS MEMO,44000.0,"Bibliothèque municipale - 20ème anniversaire des éditions MéMo - Conception, suivi de fabrication, scénographie d'une exposition - Publication d'un guide de visite",39688.96
354,Services,MAPA,2013-06-19,ATELIER JAM,75011.0,Projet de renouvellement urbain - secteur Halvêque Beaujoire Ranzay - Nantes,48871.24
34,Services,AOO,2013-02-01,THYSSENKRUPP,49124.0,"Maintenance des ascenseurs et autres appareils de levage de VDN, CCAS, ESBANM et NM - Marché subséquent n° 1",66185.0
177,Services,AOO,2013-04-02,AURA,44186.0,"Missions d'assistance économiques, techniques et financières pour lesopérations de travaux de gros entretien et de rénovation et de mises aux normes LOT 2",72500.0
67,Travaux,MAPA,2013-02-22,ABH,35742.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 8",22250.0
397,Travaux,MAPA,2013-12-24,LE GAL,44550.0,ACCORD CADRE - cimetières de Nantes - aménagements paysagers et monuments funéraires - 6ème marché subséquent au LOT 3,26836.81
28,Services,AOO,2013-01-21,IDEX ENERGIES,92513.0,Maintenance préventive et curative des installations thermiques de la VDN du CCAS de l'ESBANM et de NM LOT 3 - Marché subséquent n° 1,50636.0
178,Services,AOO,2013-04-02,AURA,44186.0,"Missions d'assistance économiques, techniques et financières pour lesopérations de travaux de gros entretien et de rénovation et de mises aux normes LOT 3",72500.0
287,Travaux,MAPA,2013-05-06,ANCENIS,44150.0,"Equipements sportifs - programme légionnelle 2013 - Gymnase Gaston Turpin - réfection des installations d""eau chaude sanitaire LOT 8",30857.11
346,Travaux,MAPA,2013-06-17,EMERAUDE DEPOLLUTION,53410.0,Hôtel de Ville - Restructuration partielle des locaux niveaux 2 et 3 du 29 rue de Strasbourg LOT 1,34369.16
200,Travaux,MAPA,2013-04-03,MARC,56885.0,Parc des Oblates - mur en limite de propriété,48728.0
388,Travaux,MAPA,2013-06-20,PLAFISOL,44120.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 9,50900.0
352,Travaux,MAPA,2013-06-17,EIFFAGE ENERGIE,44476.0,Hôtel de Ville - Restructuration partielle des locaux niveaux 2 et 3 du 29 rue de Strasbourg LOT 7,58535.11
254,Travaux,MAPA,2013-05-03,LA REGIONALE ELECTRIQUE,44331.0,"GS du 1er degré, équipements petite enfance - programme 2013 de travaux d'entretion durable - mise en sécurité électrique et pose de plafonds suspendus LOT 1",157965.0
80,Fournitures,AOO,2013-02-27,COLLET,44210.0,Fourniture de denrées alimentaires et plats cuisinés pour les écoles publiques et centres de loisirs de la Ville de Nantes LOT 4,69311.56
96,Fournitures,AOO,2013-03-05,RSA COSMOS,42290.0,Planétarium de Nantes - fourniture et pose de l'appareil de projection et maintenance associée,318110.0
105,Travaux,MAPA,2013-03-08,RORTAIS LE PAVEC,44406.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 7,31959.01
249,Travaux,MAPA,2013-06-10,EIFFAGE ENERGIE,44476.0,Le Lieu Unique - projet de réaménagement du lieu de vie LOT 2,112877.98
193,Travaux,MAPA,2013-04-03,BOUVET,49770.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 - remplacement des menuiseries extérieures LOT 6,132039.29
61,Travaux,MAPA,2013-02-22,NOUZILLIER,44340.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 2",218204.46
169,Travaux,MAPA,2013-03-26,LEFEVRE,44985.0,Eglise Saint Similien - travaux de mise en sécurité LOT 1,368901.5
204,Fournitures,AOO,2013-04-09,MANGER BIO 44,44170.0,Produits laitiers issus de l'agriculture biologique destinés aux restaurants scolaires des écoles publiques maternelles et élémentaires et aux centres de loisirs de la Ville de Nantes,86395.77
549,Travaux,MAPA,2013-10-18,MULTIFACES,44100.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 8,21120.0
108,Travaux,MAPA,2013-03-08,ETDE,44823.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 10,54643.98
560,Travaux,MAPA,2013-10-16,ROLLAND Marcel,56140.0,Stade Michel Lecointre - construction de locaux sports et SEVE LOT 4,55575.21
324,Travaux,MAPA,2013-05-29,OUEST DEC'OR,44120.0,Ravalement des façades du 23 rue de Strasbourg et angle rue Beausoleil LOT 5,77149.4
493,Fournitures,AOO,2013-07-11,COMPTOIR DU SUD OUEST,44334.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 24",24879.14
443,Travaux,MAPA,2013-05-13,BOISSEAU,49110.0,Plaine de jeux des Bernardières - rénovation des vestiaires - sanitaires LOT 2,30500.0
323,Travaux,MAPA,2013-05-29,BOURNEUF,72250.0,Ravalement des façades du 23 rue de Strasbourg et angle rue Beausoleil LOT 4,275443.0
81,Fournitures,AOO,2013-02-27,POUPART,44803.0,Fourniture de denrées alimentaires et plats cuisinés pour les écoles publiques et centres de loisirs de la Ville de Nantes LOT 5,74386.54
532,Travaux,MAPA,2013-10-11,ATELIERS DAVID,44352.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 6,410439.82
57,Travaux,AOO,2013-02-04,ISS ESPACES VERTS,44220.0,Construction d'une base nautique à la Jonelière LOT 20,492960.09
435,Fournitures,AOO,2013-07-12,DMBP enseigne DISPANO,59813.0,Acquisition de fournitures de bois divers et de plastiques a vitre pour la VDN et NM LOT 2,33785.74
592,Services,MAPA,2013-12-12,PHOTOMATON,93217.0,Installation et exploitation de cabines photographiques automatiques sur les sites de la VDN,25083.61
64,Travaux,MAPA,2013-02-22,PLAFISOL,44120.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 5",27818.98
248,Travaux,MAPA,2013-06-04,ENVIRONNEMENT 44,44840.0,Le Lieu Unique - projet de réaménagement du lieu de vie LOT 1,32528.95
220,Travaux,MAPA,2013-04-17,ISS ESPACES VERTS,44220.0,GS du 1er degré programme 2013 de travaux d'entretien durable - réfection des clôtures,49882.97
286,Travaux,MAPA,2013-05-06,SITHS,44115.0,"Equipements sportifs - programme légionnelle 2013 - Gymnase Gaston Turpin - réfection des installations d""eau chaude sanitaire LOT 7",53000.0
387,Travaux,MAPA,2013-06-20,AGASSE,44450.0,Quartier Nantes nord - restructuration de l'école élémentaire du Baut LOT 8,141442.76
340,Travaux,MAPA,2013-06-11,OUEST COUVERTURE ENERGIE,44334.0,GS du 1er degré - équipements associatifs et pole santé - programme 2013 de travaux d'entretien durable réfection des étanchéités LOT 1,245664.7
205,Travaux,MAPA,2013-04-05,SPORTINGSOLS,85250.0,Complexes sportifs de la Noë Lambert et de Saint Joseph de Porterie - Création de 2 terrains gazonnés synthétiques éclairés,1180851.97
528,Travaux,AOO,2013-10-11,SOGEA ATLANTIQUE,44815.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 2,1967000.0
613,Services,AOO,2013-12-24,QUIETALIS,44986.0,"ACCORD CADRE - Maintenance préventive et curative (travaux urgents et ou inférieurs à 50O € HT) des matériels de cuisine professionnels de la VDN, du CCAS et de NM LOT 4",20028.04
339,Services,MAPA,2013-06-05,ROBET,75020.0,"Bibliothèque municipale - conception, suivi de fabrication et installation de la scénographie d'une exposition intitulée 'Lisa Bresner, les chemins d'une œuvre""",29307.69
502,Services,MAPA,2013-08-19,LOOM,44000.0,"Signalétique patrimoniale - adaptation de la charte graphique et de la conception de mobiliers, suivi de fabrication et de pose",31640.0
23,Services,MAPA,2013-01-16,UNIVERSITE DE RENNES,35044.0,"Création artistique, mise en page, fabrication, suivi de fabrication, impression, livraison, diffusion commerciale et promotion d'un ouvrage intitulé ""dictionnaire de Nantes""",71688.84
374,Travaux,MAPA,2013-04-29,FORCENERGIE,44860.0,GS du 1er degré - programme 2013 d'entretien durable - réhabilitation des sanitaires des écoles maternelles Chataigniers et Urbain Le Verrier LOT 18,29848.29
454,Travaux,MAPA,2013-07-27,CHARRIER TP,44170.0,Réhabilitation des allées du Parc de Procé,30548.49
224,Travaux,MAPA,2013-04-18,CHARIER TP,44170.0,Réhabilitation des allées du Parc de Procé,61973.5
128,Travaux,AOO,2013-02-28,LESURTEL,49500.0,"Eglise Saint Nicolas - travaux de restauration des parties basses de la nef : bas côtés et chapelle, niveaux intermédiaires LOT 5",106701.39
246,Travaux,MAPA,2013-05-03,ALCIA GENIE CLIMATIQUE,44220.0,GS du 1er degré équipements associatifs et petite enfance programme 2013 de travaux d'entretien durable - réfection de réseaux de chauffage intérieurs et de chaufferie LOT 4,140057.0
231,Travaux,MAPA,2013-05-06,SITHS,44115.0,Equipements sportifs - programme légionnelle 2013 - site sportif Mangin Beaulieu - gymnase du Croissant - Piscine Durantière - réfection des installations eau chaude sanitaire LOT 1,402000.0
530,Travaux,MAPA,2013-10-11,PLOQUIN,49123.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 4,667228.48
572,Fournitures,MN,2013-11-14,NILFISK ADVANCE,91140.0,Acquisition et maintenance de matériels professionnels de nettoyage pour le groupement de commande VDN et CCAS LOT 1,257394.54
510,Services,MN,2013-07-31,METALOBIL,44200.0,"Réalisation, fabrication, et pose d'une aire de jeux au square Mercoeur",238964.0
453,Travaux,MAPA,2013-06-17,MONNIER,44150.0,Plaine de jeux des Bernardières - rénovation des vestiaires - sanitaires LOT 12,29909.01
257,Travaux,MAPA,2013-05-03,PLAFISOL,44120.0,"GS du 1er degré, équipements petite enfance - programme 2013 de travaux d'entretion durable - mise en sécurité électrique et pose de plafonds suspendus LOT 4",31728.9
99,Travaux,MAPA,2013-03-08,ATLANTIC ENVIRONNEMENT,44640.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 1,89668.0
162,Travaux,MAPA,2013-03-26,LUCATHERMY,44340.0,Conservatoire de Nantes - travaux de mise en place d'une ventilation double flux,94500.0
402,Travaux,MAPA,2013-06-28,CHARRIER TP,44170.0,Réhabilitation des espaces verts LOT 1,108735.25
465,Travaux,MAPA,2013-07-11,SPORTINGSOLS,85250.0,Remise en état des terrains stabilisés et gazonnés et aménagments connexes LOT 2,122555.0
264,Travaux,MAPA,2013-03-29,ART DAN/GUINTOLI,44474.0,"Plaine de jeux de la Bernardière - création de deux terrains éclairés, stabilisés et synthétique, et recomposition des espaces internes",921864.29
441,Fournitures,MAPA,2013-07-23,CHANTIER NAUTIQUE DELAVERGNE,85440.0,"Fabrication et livraison de 14 coques de dériveur type ""Nantais"" pour la base nautique de la Jonelière",22800.0
305,Fournitures,AOO,2013-05-22,ACHILLE BERTRAND,85505.0,Fourniture de denrées alimentaires et plats cuisinés pour les écoles publiques et centres de loisirs de la VDN LOT 3,64294.37
467,Services,MAPA,2013-10-23,GINGER CEBTP,44220.0,"ACCORD CADRE - Missions d'assistance à maîtrise d'ouvrage reconnaissance, sondages des sols et études de pollution - Marché consécutif n° 7",33835.0
180,Services,AOO,2013-04-02,SNC LAVALIN,44312.0,"Missions d'assistance économiques, techniques et financières pour lesopérations de travaux de gros entretien et de rénovation et de mises aux normes LOT 5",72500.0
550,Travaux,MAPA,2013-11-14,REVET SOLS,44800.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 9,32713.53
65,Travaux,MAPA,2013-02-22,SOLS CONFORT,44232.0,"Ile de Nantes - Pole de services publics - création et aménagement d'un multi-accueil, d'une mairie annexe et de bureaux LOT 6",95231.16
296,Travaux,MAPA,2013-05-22,BLANDIN,44000.0,GS du 1er degré - équipements associatifs - programme 2013 de travaux d'entretien durable - réfection des couvertures LOT 1,124900.0
33,Services,AOO,2013-01-31,INEO ATLANTIQUE,44300.0,Maintenance préventive et curative des installations télésurveillées de la VDN du CCAS de l'ESBANM et de NM  - Marché subséquent n° 1,46951.07
522,Travaux,MAPA,2013-09-18,TOLLIS,94550.0,Patrimoine municipal - Travaux de restauration de statues LOT 1,60109.18
247,Travaux,MAPA,2013-05-03,LUCATHERMY,44340.0,GS du 1er degré équipements associatifs et petite enfance programme 2013 de travaux d'entretien durable - réfection de réseaux de chauffage intérieurs et de chaufferie LOT 5,65546.48
168,Services,MAPA,2013-03-27,FCNA,44240.0,Promotion de l'image de la Ville de Nantes et à l'achat de places de stade de la Beaujoire au profit de la Ville de Nantes,180704.01
189,Travaux,MAPA,2013-04-03,ATLANTIQUE OUVERTURES,44360.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 - remplacement des menuiseries extérieures LOT 2,219606.0
527,Travaux,AOO,2013-10-11,ATLANTIC ENVIRONNEMENT,44640.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 1,588070.0
476,Fournitures,AOO,2013-07-12,WURTH France,67158.0,"Acquisition de fournitures pour la maintenance générale des bâtiments pour la VDN, le CCAS et l'ESBANM LOT 7",20806.87
94,Services,MAPA,2013-02-28,Association PULSE,44000.0,"Elaboration, confection, impression et diffusion d'un guide pratique des services et activités en direction des jeunes nantais",80892.08
345,Travaux,MAPA,2013-06-18,ERECCA,44000.0,Stade Pascal Laporte - séparation des réseaux EFS (eau froide sanitaire) et gaz LOT 2,31000.0
569,Travaux,MAPA,2013-10-16,ERECCA,44000.0,Stade Michel Lecointre - construction de locaux sports et SEVE LOT 13,41884.0
547,Travaux,MAPA,2013-10-17,MGP PLATRERIE,44120.0,Maison de quartier des Dervallières - aménagement d'une salle festive - travaux de désamiantage - LOT 6,58160.29
104,Travaux,MAPA,2013-03-11,SATI,49600.0,Quartier Nantes - Sud - création d'un accueil sans hébergement Sarah Bernhardt LOT 6,64099.92
185,Travaux,MAPA,2013-04-18,LES METIERS DU BOIS,86240.0,Travaux de restauration de la façade sud du bâtiment de la Psalette LOT 5,99198.6
342,Travaux,MAPA,2013-05-04,SMAC,44801.0,GS du 1er degré - équipements associatifs et pole santé - programme 2013 de travaux d'entretien durable réfection des étanchéités LOT 3,213981.2
18,Travaux,MAPA,2013-01-14,LEFEVRE,44985.0,Restauration de la portes Saint Pierre du jardin archéologique et du square Coutant LOT 1,512701.12
466,Services,MAPA,2013-08-16,GINGER CEBTP,44220.0,"ACCORD CADRE - Missions d'assistance à maîtrise d'ouvrage reconnaissance, sondages des sols et études de pollution - Marché consécutif n° 6",28650.0
210,Travaux,MAPA,2013-04-11,TIJOU,44800.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 de travaux d'entretien durable - traitement des façades LOT 2,66806.95
195,Travaux,MAPA,2013-04-03,ATLANTIQUE OUVERTURES,44360.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 - remplacement des menuiseries extérieures LOT 8,111128.5
209,Travaux,MAPA,2013-04-11,TURPEAU Paul,44800.0,GS du 1er degré - équipements associatifs et jeunesse - programme 2013 de travaux d'entretien durable - traitement des façades LOT 1,239086.56
541,Travaux,AOO,2013-10-11,CESA,44100.0,Construction d'un bâtiment partagé - Le Pont  Supérieur - Conservatoire de Nantes LOT 15,246875.66
434,Fournitures,AOO,2013-07-11,THYSSEN KRUPP CADILLAC PLASTIC,35770.0,Acquisition de fournitures de bois divers et de plastiques a vitre pour la VDN et NM LOT 1,21822.45
455,Fournitures,MAPA,2013-08-02,ECOLES SERVICES,44350.0,GS du 1er degré - prestations de réparation ou de remplacement de sols souples - années 2013 à 2017,46747.9
618,Services,AOO,2013-12-24,SERENET,44100.0,Prestations de nettoyage de vitres pour les bâtiments de la VDN et du CCAS LOT 2,82089.84
