sousDomaine,domaine,departement,nbOffres,nbElevesAyantInteragi,nbElevesInteresses,nbCandidatures,nbConfirmes
matieres-premieres-fabrication-industriesceramique-composites,matieres-premieres-fabrication-industries,49,32,215,97,12,1
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,26,13,28,20,5,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,74,1,1,1,0,0
scienceschimie,sciences,49,6,142,129,30,1
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,49,17,201,126,23,1
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,67,17,84,67,16,0
lettres-langues-enseignementlangues,lettres-langues-enseignement,49,2,36,36,6,0
agriculture-animauxpeche,agriculture-animaux,1,1,2,2,0,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,58,6,8,8,0,0
,environnement-energies-proprete,49,25,129,63,15,1
sante-social-sporttravail-social,sante-social-sport,72,57,920,789,150,20
,arts-culture-artisanat,49,12,141,82,16,1
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,92,40,72,64,10,0
,gestion-des-entreprises-comptabilite,49,17,188,82,15,0
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,56,6,4,2,0,0
matieres-premieres-fabrication-industriesceramique-composites,matieres-premieres-fabrication-industries,26,4,5,2,0,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,62,7,31,17,1,0
,sante-social-sport,49,3,21,3,0,0
banque-assurances-immobilierassurances,banque-assurances-immobilier,45,41,1175,1167,187,21
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,59,44,65,35,0,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,50,15,78,78,10,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,57,11,15,13,2,1
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,50,72,214,214,20,3
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,50,4,17,17,2,1
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,50,3,6,6,0,0
mecaniquemecanique-generalites,mecanique,37,3,1,1,0,0
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,50,20,92,92,7,4
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,42,1,23,23,3,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,50,17,65,65,10,5
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,50,17,65,65,10,5
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,50,17,65,65,10,5
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,50,17,65,65,10,5
sante-social-sportsante-generalites,sante-social-sport,50,13,69,69,6,0
banque-assurances-immobilierassurances,banque-assurances-immobilier,50,6,11,11,3,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,75,29,600,591,88,8
banque-assurances-immobilierassurances,banque-assurances-immobilier,62,1,1,1,1,1
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,77,10,67,66,16,3
banque-assurances-immobilierbanque,banque-assurances-immobilier,50,6,11,11,3,0
economie-droit-politiquedroit-generalites,economie-droit-politique,50,2,4,4,1,0
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,16,3,1,1,0,0
economie-droit-politiquedroit-public,economie-droit-politique,50,2,4,4,1,0
economie-droit-politiquedroit-applique,economie-droit-politique,50,2,4,4,1,0
agriculture-animauxcultures,agriculture-animaux,79,2,2,2,0,0
economie-droit-politiquedroit-prive,economie-droit-politique,50,2,4,4,1,0
economie-droit-politiqueactivite-judiciaire,economie-droit-politique,50,2,4,4,1,0
environnement-energies-propreteamenagement-paysager,environnement-energies-proprete,50,6,39,39,8,2
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,50,2,6,6,0,0
agriculture-animauxpeche,agriculture-animaux,34,3,8,7,0,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,62,1,2,2,0,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,37,32,5,1,0,0
environnement-energies-propreteenergies,environnement-energies-proprete,50,8,25,25,6,2
economie-droit-politiquedroit-international,economie-droit-politique,50,2,4,4,1,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,74,2,8,7,2,0
logistique-transportlogistique,logistique-transport,50,10,11,11,2,0
logistique-transportlogistique,logistique-transport,56,1,5,4,2,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,30,1,2,2,0,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,61,1,1,1,0,0
mecaniqueaeronautique,mecanique,50,5,8,8,1,0
matieres-premieres-fabrication-industriesceramique-composites,matieres-premieres-fabrication-industries,50,6,13,13,1,0
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,75,12,298,298,50,5
environnement-energies-propreteprotection-des-espaces-naturels,environnement-energies-proprete,77,72,36,5,0,0
hotellerie-restauration-tourismetourisme,hotellerie-restauration-tourisme,50,8,19,19,4,1
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,54,21,54,39,14,1
agriculture-animauxcultures,agriculture-animaux,63,1,3,3,0,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,16,8,5,5,2,0
economie-droit-politiqueactivite-judiciaire,economie-droit-politique,72,48,531,429,107,10
sante-social-sportmedical,sante-social-sport,50,7,36,36,3,1
banque-assurances-immobilierbanque,banque-assurances-immobilier,73,1,3,2,0,0
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,94,1,6,6,2,1
matieres-premieres-fabrication-industriesmaintenance-qualite,matieres-premieres-fabrication-industries,50,6,8,8,1,0
sante-social-sportsport,sante-social-sport,50,7,29,29,2,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,79,2,2,2,0,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,42,2,23,23,3,0
lettres-langues-enseignementlangues,lettres-langues-enseignement,50,1,1,1,0,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,50,3,1,1,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,94,13,106,104,13,2
construction-architecture-travaux-publicsequipement-technique,construction-architecture-travaux-publics,54,21,54,39,14,1
agriculture-animauxagriculture-generalites,agriculture-animaux,50,3,1,1,0,0
electricite-electronique-robotiqueelectrotechnique,electricite-electronique-robotique,50,4,4,4,0,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,50,3,13,13,5,0
informatique-internetinformatique-pour-la-recherche,informatique-internet,50,2,1,1,0,0
informatique-internetinformatique-generalites,informatique-internet,50,2,1,1,0,0
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,14,22,79,76,14,1
logistique-transportlogistique,logistique-transport,64,15,21,21,9,1
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,74,1,1,1,0,0
sante-social-sporttravail-social,sante-social-sport,50,9,40,40,5,0
logistique-transportlogistique,logistique-transport,18,3,5,5,0,0
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,53,32,223,179,43,2
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,93,5,86,82,13,0
information-communication-audiovisuelcommunication,information-communication-audiovisuel,50,3,4,4,0,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,87,11,14,14,1,0
mecaniqueautomobile,mecanique,62,3,8,3,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,54,20,45,39,10,1
environnement-energies-propreteamenagement-du-territoire,environnement-energies-proprete,53,29,87,76,11,0
banque-assurances-immobilierassurances,banque-assurances-immobilier,53,3,13,13,1,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,53,3,13,13,1,0
information-communication-audiovisueljournalisme-edition-publicite,information-communication-audiovisuel,75,10,465,465,89,2
logistique-transporttransport,logistique-transport,53,7,23,13,3,0
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,49,17,201,126,23,1
lettres-langues-enseignementenseignement,lettres-langues-enseignement,53,9,31,28,3,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,72,637,5729,3904,608,57
sante-social-sportparamedical,sante-social-sport,53,12,430,36,3,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,68,12,23,23,6,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,53,25,139,113,33,1
logistique-transporttransport,logistique-transport,49,12,75,58,7,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,53,61,425,332,92,3
environnement-energies-propreteenergies,environnement-energies-proprete,75,8,210,210,47,15
informatique-internetinformatique-pour-la-recherche,informatique-internet,53,32,223,179,43,2
agriculture-animauxpeche,agriculture-animaux,50,3,1,1,0,0
informatique-internetinformatique-generalites,informatique-internet,53,32,223,179,43,2
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,53,16,59,43,9,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,25,10,2,2,0,0
logistique-transportlogistique,logistique-transport,42,2,4,3,1,0
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,53,16,59,43,9,0
environnement-energies-propretedechets-pollutions-et-risques,environnement-energies-proprete,53,33,55,42,3,0
environnement-energies-propreteproprete,environnement-energies-proprete,53,33,55,42,3,0
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,53,57,134,101,12,1
environnement-energies-propreteenergies,environnement-energies-proprete,94,1,6,6,2,1
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,53,57,134,101,12,1
information-communication-audiovisueljournalisme-edition-publicite,information-communication-audiovisuel,53,5,108,59,12,0
electricite-electronique-robotiquetelecommunications,electricite-electronique-robotique,53,10,34,30,5,1
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,8,7,6,2,0,0
sante-social-sportparamedical,sante-social-sport,59,2,57,45,9,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,34,86,403,343,46,9
electricite-electronique-robotiqueelectrotechnique,electricite-electronique-robotique,53,10,34,30,5,1
logistique-transportlogistique,logistique-transport,65,6,1,1,0,0
,gestion-des-entreprises-comptabilite,72,24,199,121,32,0
economie-droit-politiquedroit-social,economie-droit-politique,14,2,50,50,13,0
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,75,15,680,680,134,9
electricite-electronique-robotiqueelectronique,electricite-electronique-robotique,53,10,34,30,5,1
informatique-internetinformatique-de-gestion,informatique-internet,87,1,2,2,0,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,36,32,163,30,0,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,53,44,115,70,6,1
mecaniqueautomobile,mecanique,77,37,25,23,5,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,24,13,3,3,2,1
agriculture-animauxcultures,agriculture-animaux,53,44,115,70,6,1
banque-assurances-immobilierassurances,banque-assurances-immobilier,57,10,15,13,2,1
agriculture-animauxpeche,agriculture-animaux,53,44,115,70,6,1
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,74,2,8,7,2,0
matieres-premieres-fabrication-industriesverre,matieres-premieres-fabrication-industries,53,12,26,19,2,0
informatique-internetsystemes-et-reseaux,informatique-internet,67,2,1,0,0,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,69,7,119,108,26,1
economie-droit-politiquedroit-generalites,economie-droit-politique,75,13,111,105,17,3
matieres-premieres-fabrication-industriesceramique-composites,matieres-premieres-fabrication-industries,53,12,26,19,2,0
sante-social-sportmedical,sante-social-sport,53,6,34,12,3,0
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,69,2,12,9,4,0
hotellerie-restauration-tourismetourisme,hotellerie-restauration-tourisme,53,3,10,9,2,0
agriculture-animauxforet,agriculture-animaux,53,14,11,6,0,0
logistique-transportlogistique,logistique-transport,58,6,8,8,0,0
logistique-transportlogistique,logistique-transport,59,44,65,35,0,0
economie-droit-politiqueactivite-judiciaire,economie-droit-politique,75,13,111,105,17,3
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,72,63,450,372,83,9
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,27,5,6,1,0,0
matieres-premieres-fabrication-industriesmaintenance-qualite,matieres-premieres-fabrication-industries,53,21,22,15,1,0
mecaniquemecanique-generalites,mecanique,53,10,51,41,10,0
informatique-internetinformatique-de-gestion,informatique-internet,93,136,636,561,90,3
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,66,2,1,1,1,0
mecaniqueaeronautique,mecanique,53,2,30,30,10,0
information-communication-audiovisuelcommunication,information-communication-audiovisuel,53,36,150,118,35,2
,informatique-internet,53,38,222,138,44,0
informatique-internetinformatique-pour-la-recherche,informatique-internet,42,2,23,23,3,0
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,53,1,4,3,1,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,45,119,4243,4072,634,69
,environnement-energies-proprete,53,13,9,4,0,0
informatique-internetbases-de-donnees,informatique-internet,54,1,26,24,5,1
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,54,1,26,24,5,1
informatique-internetinformatique-pour-la-recherche,informatique-internet,41,5,35,28,7,0
informatique-internetinformatique-generalites,informatique-internet,54,1,26,24,5,1
informatique-internetsystemes-et-reseaux,informatique-internet,54,1,26,24,5,1
informatique-internetinformatique-de-gestion,informatique-internet,54,1,26,24,5,1
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,54,20,45,39,10,1
commerce-marketing-ventecommerce-international,commerce-marketing-vente,54,20,45,39,10,1
information-communication-audiovisueljournalisme-edition-publicite,information-communication-audiovisuel,13,38,510,486,103,4
banque-assurances-immobilierassurances,banque-assurances-immobilier,54,7,23,20,5,1
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,13,233,706,585,70,8
logistique-transporttransport,logistique-transport,54,6,20,17,5,1
arts-culture-artisanatactivites-culturelles,arts-culture-artisanat,78,9,252,247,46,1
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,59,7,18,4,0,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,69,54,1065,930,232,7
agriculture-animauxdeveloppement-agricole,agriculture-animaux,62,1,2,2,0,0
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,54,21,54,39,14,1
logistique-transporttransport,logistique-transport,59,44,65,35,0,0
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,54,21,54,39,14,1
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,54,2,14,12,6,1
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,54,21,54,39,14,1
mecaniquemecanique-generalites,mecanique,54,2,7,6,3,2
agriculture-animauxforet,agriculture-animaux,54,7,21,9,0,0
economie-droit-politiquedroit-international,economie-droit-politique,75,13,111,105,17,3
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,41,86,121,51,21,0
environnement-energies-propretedechets-pollutions-et-risques,environnement-energies-proprete,54,8,18,7,0,0
environnement-energies-propreteproprete,environnement-energies-proprete,54,8,18,7,0,0
arts-culture-artisanatarts-appliques,arts-culture-artisanat,95,4,1,0,0,0
environnement-energies-propretedechets-pollutions-et-risques,environnement-energies-proprete,14,4,23,23,5,1
environnement-energies-propreteamenagement-du-territoire,environnement-energies-proprete,54,8,18,7,0,0
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,26,11,18,11,1,0
environnement-energies-propreteamenagement-paysager,environnement-energies-proprete,54,8,18,7,0,0
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,77,18,79,78,12,1
agriculture-animauxforet,agriculture-animaux,75,3,25,25,5,1
agriculture-animauxagriculture-generalites,agriculture-animaux,62,1,2,2,0,0
matieres-premieres-fabrication-industriesverre,matieres-premieres-fabrication-industries,54,2,2,1,0,0
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,54,1,7,5,1,0
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,54,1,2,1,0,0
environnement-energies-propreteamenagement-du-territoire,environnement-energies-proprete,44,50,712,574,107,10
agriculture-animauxcultures,agriculture-animaux,54,1,2,0,0,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,85,50,598,397,83,3
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,44,13,256,226,36,0
agriculture-animauxpeche,agriculture-animaux,54,1,2,0,0,0
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,45,113,1176,1166,209,12
construction-architecture-travaux-publicsequipement-technique,construction-architecture-travaux-publics,72,63,450,372,83,9
sante-social-sportsport,sante-social-sport,13,107,1706,1643,229,24
agriculture-animauxagriculture-generalites,agriculture-animaux,54,1,2,0,0,0
construction-architecture-travaux-publicsequipement-technique,construction-architecture-travaux-publics,37,32,5,1,0,0
mecaniquemachinisme-agricole,mecanique,75,4,47,47,6,1
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,55,1,2,2,0,0
sante-social-sportsante-generalites,sante-social-sport,45,100,2802,2704,398,53
commerce-marketing-ventecommerce-international,commerce-marketing-vente,55,1,2,2,0,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,85,68,477,430,95,3
logistique-transportlogistique,logistique-transport,55,1,2,2,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,56,1,5,4,2,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,56,1,5,4,2,0
mecaniquemecanique-generalites,mecanique,77,24,13,13,1,0
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,56,6,4,2,0,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,56,6,4,2,0,0
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,56,6,4,2,0,0
arts-culture-artisanatactivites-culturelles,arts-culture-artisanat,53,9,48,43,7,1
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,56,6,4,2,0,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,57,10,15,13,2,1
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,63,1,3,3,0,0
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,37,32,5,1,0,0
logistique-transportlogistique,logistique-transport,57,8,13,11,2,1
logistique-transporttransport,logistique-transport,57,8,13,11,2,1
informatique-internetbases-de-donnees,informatique-internet,50,2,1,1,0,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,59,8,123,94,27,1
sante-social-sportmedical,sante-social-sport,59,1,16,16,7,0
sante-social-sportsport,sante-social-sport,18,18,4,1,0,0
arts-culture-artisanatarts-appliques,arts-culture-artisanat,59,3,32,17,6,1
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,14,4,79,79,23,0
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,59,1,11,6,3,1
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,44,26,345,277,35,0
mecaniquemecanique-generalites,mecanique,62,6,20,8,0,0
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,59,1,11,6,3,1
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,59,2,17,15,5,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,75,3,47,47,6,1
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,72,36,627,578,114,6
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,59,2,6,6,1,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,59,2,1,1,0,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,59,1,1,1,0,0
agriculture-animauxcultures,agriculture-animaux,59,1,1,1,0,0
agriculture-animauxpeche,agriculture-animaux,59,1,1,1,0,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,59,1,1,1,0,0
,informatique-internet,59,6,18,4,0,0
informatique-internetbases-de-donnees,informatique-internet,59,7,18,4,0,0
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,59,7,18,4,0,0
informatique-internetinformatique-generalites,informatique-internet,59,7,18,4,0,0
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,13,34,1015,1001,235,22
banque-assurances-immobilierbanque,banque-assurances-immobilier,26,6,20,13,3,0
sante-social-sporttravail-social,sante-social-sport,60,1,8,8,1,1
sante-social-sportsante-generalites,sante-social-sport,60,1,8,8,1,1
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,60,2,8,8,1,1
environnement-energies-propreteamenagement-paysager,environnement-energies-proprete,18,17,3,0,0,0
,informatique-internet,60,2,1,0,0,0
information-communication-audiovisueljournalisme-edition-publicite,information-communication-audiovisuel,50,2,6,6,0,0
informatique-internetsystemes-et-reseaux,informatique-internet,60,5,2,0,0,0
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,44,9,179,170,37,0
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,54,8,18,7,0,0
environnement-energies-propreteurbanisme,environnement-energies-proprete,72,41,449,382,86,7
informatique-internetinformatique-de-gestion,informatique-internet,60,5,2,0,0,0
lettres-langues-enseignementenseignement,lettres-langues-enseignement,61,1,3,2,0,0
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,36,116,26,2,0,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,17,11,8,7,2,0
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,61,2,3,3,0,0
mecaniquemachinisme-agricole,mecanique,53,8,29,14,2,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,61,1,1,1,0,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,95,4,13,12,1,0
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,8,13,11,10,2,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,61,1,1,1,0,0
arts-culture-artisanatarts-appliques,arts-culture-artisanat,41,2,1,0,0,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,61,2,1,1,0,0
agriculture-animauxpeche,agriculture-animaux,61,1,1,1,0,0
logistique-transporttransport,logistique-transport,61,4,1,1,0,0
informatique-internetinformatique-pour-la-recherche,informatique-internet,44,66,1534,1471,394,12
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,62,28,20,17,2,1
logistique-transportlogistique,logistique-transport,62,30,18,15,1,0
logistique-transporttransport,logistique-transport,62,30,18,15,1,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,31,3,6,5,0,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,62,1,1,1,1,1
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,49,38,406,288,47,4
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,75,101,4808,4784,877,69
environnement-energies-propreteurbanisme,environnement-energies-proprete,44,50,712,574,107,10
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,44,91,496,372,83,3
commerce-marketing-ventecommerce-international,commerce-marketing-vente,62,7,31,17,1,0
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,26,11,18,11,1,0
mecaniquemachinisme-agricole,mecanique,62,2,2,2,0,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,62,2,2,2,0,0
informatique-internetbases-de-donnees,informatique-internet,27,5,6,1,0,0
agriculture-animauxcultures,agriculture-animaux,62,1,2,2,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,78,133,1401,1342,204,9
,informatique-internet,62,2,5,0,0,0
logistique-transporttransport,logistique-transport,16,3,1,1,0,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,62,3,5,0,0,0
informatique-internetinformatique-pour-la-recherche,informatique-internet,62,3,5,0,0,0
informatique-internetinformatique-generalites,informatique-internet,62,3,5,0,0,0
informatique-internetsystemes-et-reseaux,informatique-internet,62,3,5,0,0,0
informatique-internetinformatique-de-gestion,informatique-internet,62,3,5,0,0,0
sante-social-sporttravail-social,sante-social-sport,75,56,1971,1958,311,33
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,63,15,56,56,17,1
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,81,11,25,3,0,0
informatique-internetinformatique-de-gestion,informatique-internet,37,46,107,38,9,0
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,63,1,3,3,0,0
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,13,36,486,454,81,12
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,63,1,3,3,0,0
mecaniquemachinisme-agricole,mecanique,63,2,3,3,0,0
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,77,37,20,18,3,0
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,18,18,4,1,0,0
agriculture-animauxpeche,agriculture-animaux,63,1,3,3,0,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,63,1,3,3,0,0
agriculture-animauxagriculture-generalites,agriculture-animaux,63,1,3,3,0,0
matieres-premieres-fabrication-industriesmaintenance-qualite,matieres-premieres-fabrication-industries,78,6,226,224,44,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,64,16,21,21,9,1
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,64,16,21,21,9,1
logistique-transporttransport,logistique-transport,64,15,21,21,9,1
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,64,2,13,13,1,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,64,2,13,13,1,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,65,6,1,1,0,0
environnement-energies-propreteproprete,environnement-energies-proprete,49,53,374,262,48,3
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,66,12,22,22,2,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,66,12,22,22,2,0
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,93,4,218,218,63,1
banque-assurances-immobilierbanque,banque-assurances-immobilier,29,5,8,8,1,0
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,50,3,26,26,3,1
logistique-transporttransport,logistique-transport,66,13,22,22,2,0
informatique-internetbases-de-donnees,informatique-internet,66,2,3,3,1,0
informatique-internetinformatique-pour-la-recherche,informatique-internet,66,2,3,3,1,0
electricite-electronique-robotiquetelecommunications,electricite-electronique-robotique,50,4,4,4,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,66,1,1,1,1,0
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,94,1,6,6,2,1
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,38,2,1,1,0,0
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,44,91,496,372,83,3
informatique-internetinformatique-generalites,informatique-internet,66,2,3,3,1,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,38,4,23,16,2,0
informatique-internetsystemes-et-reseaux,informatique-internet,66,2,3,3,1,0
informatique-internetinformatique-de-gestion,informatique-internet,66,2,3,3,1,0
information-communication-audiovisuelcommunication,information-communication-audiovisuel,66,2,3,3,1,0
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,66,1,1,1,1,0
