$Code Evamed$,$Motif de demande$,$Code CIS$,$Code CIP$,$Dénomination spécialité$,$Date avis définitif$,$ASMR$,$Valeur ASMR$,$Libellé ASMR$
$CT-15164$,$Renouvellement d'inscription (CT)$,$69641318$,$3400936951037$,"$KENZEN 32 mg, comprimé sécable$",$29/06/2016$,$ASMR$,$V$,"$Dans le traitement de l’hypertension artérielle de l’enfant et l’adolescent de 6 à 18 ans, KENZEN (candésartan) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique comprenant notamment les autres sartans (losartan, valsartan).$"
$CT-15164$,$Renouvellement d'inscription (CT)$,$65430708$,$3400937204279|3400937204569$,"$KENZEN 16 mg, comprimé sécable$",$29/06/2016$,$ASMR$,$V$,"$Dans le traitement de l’hypertension artérielle de l’enfant et l’adolescent de 6 à 18 ans, KENZEN (candésartan) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique comprenant notamment les autres sartans (losartan, valsartan).$"
$CT-15164$,$Renouvellement d'inscription (CT)$,$61315306$,$3400937203739|3400937204040$,"$KENZEN 8 mg, comprimé sécable$",$29/06/2016$,$ASMR$,$V$,"$Dans le traitement de l’hypertension artérielle de l’enfant et l’adolescent de 6 à 18 ans, KENZEN (candésartan) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique comprenant notamment les autres sartans (losartan, valsartan).$"
$CT-15153$,$Inscription (CT)$,$64332894$,$3400930040072$,"$ABASAGLAR 100 unités/ml, solution injectable en stylo prérempli$",$25/05/2016$,$ASMR$,$V$,$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15151$,$Inscription (CT)$,$69139714$,$3400930042106$,"$VITAMINE PP AGUETTANT 500 mg/5 mL, solution injectable$",$20/04/2016$,$ASMR$,$V$,"$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la spécialité VITAMINE PP AGUETTANT 100 mg/2 ml, solution injectable.$"
$CT-15145$,$Extension d'indication$,$64529525$,$3400936511989$,"$LEVEMIR FLEXPEN 100 Unités/ml, solution injectable en stylo prérempli$",$21/09/2016$,$ASMR$,$V$,"$Compte tenu des données cliniques limitées, la Commission considère que LEVEMIR n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à l’insuline dégludec dans la prise en charge du diabète de type 1 de l’enfant âgé de 1 an à 2 ans.$"
$CT-15145$,$Extension d'indication$,$66688750$,$3400936511811$,"$LEVEMIR PENFILL 100 Unités/ml, solution injectable en cartouche$",$21/09/2016$,$ASMR$,$V$,"$Compte tenu des données cliniques limitées, la Commission considère que LEVEMIR n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à l’insuline dégludec dans la prise en charge du diabète de type 1 de l’enfant âgé de 1 an à 2 ans.$"
$CT-15145$,$Extension d'indication$,$66481292$,$3400936512061$,"$LEVEMIR INNOLET 100 Unités/ml, solution injectable en stylo prérempli$",$21/09/2016$,$ASMR$,$V$,"$Compte tenu des données cliniques limitées, la Commission considère que LEVEMIR n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à l’insuline dégludec dans la prise en charge du diabète de type 1 de l’enfant âgé de 1 an à 2 ans.$"
$CT-15139$,$Renouvellement d'inscription (CT)$,$66349230$,$3400933929282$,"$MIRENA 52 mg (20 microgrammes/24 heures), dispositif intra-utérin$",$08/02/2017$,$ASMR$,$V$,"$Prenant en compte : ££-	La majoration du risque de perforation utérine,££-	la qualité de la démonstration (limites et biais méthodologiques), insuffisante pour permettre une évaluation comparative pertinente de l’efficacité contraceptive,££la Commission considère que MIRENA n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux dispositifs intra-utérins au cuivre.$"
$CT-15134$,$Extension d'indication$,$60757264$,$3400937458580|3400937458641$,"$REVOLADE 25 mg, comprimé pelliculé$",$07/09/2016$,$ASMR$,$IV$,"$Compte tenu :££-	des données limitées sur lesquelles se fondent l’évaluation de REVOLADE (eltrombopag) à court terme, dans une étude non comparative réalisée chez 43 patients ayant une aplasie médullaire sévère, réfractaires à un traitement immunosuppresseur ou lourdement prétraités,££-	des incertitudes sur la tolérance concernant la survenue d’anomalies cytogénétiques clonales dans la moelle osseuse,££-	mais considérant le besoin identifié en pratique clinique à ce stade évolutif et peu fréquent,££la commission de la Transparence considère que REVOLADE (eltrombopag) apporte une amélioration mineure du service médical rendu (ASMR IV) dans la prise en charge de l’aplasie médullaire acquise sévère chez les adultes réfractaires à un traitement immunosuppresseur antérieur ou lourdement pré-traités et qui ne sont pas éligibles à une transplantation de cellules souches hématopoïétiques.$"
$CT-15134$,$Extension d'indication$,$61951699$,$3400927642852|3400927642913$,"$REVOLADE 75 mg, comprimé pelliculé$",$07/09/2016$,$ASMR$,$IV$,"$Compte tenu :££-	des données limitées sur lesquelles se fondent l’évaluation de REVOLADE (eltrombopag) à court terme, dans une étude non comparative réalisée chez 43 patients ayant une aplasie médullaire sévère, réfractaires à un traitement immunosuppresseur ou lourdement prétraités,££-	des incertitudes sur la tolérance concernant la survenue d’anomalies cytogénétiques clonales dans la moelle osseuse,££-	mais considérant le besoin identifié en pratique clinique à ce stade évolutif et peu fréquent,££la commission de la Transparence considère que REVOLADE (eltrombopag) apporte une amélioration mineure du service médical rendu (ASMR IV) dans la prise en charge de l’aplasie médullaire acquise sévère chez les adultes réfractaires à un traitement immunosuppresseur antérieur ou lourdement pré-traités et qui ne sont pas éligibles à une transplantation de cellules souches hématopoïétiques.$"
$CT-15134$,$Extension d'indication$,$61736230$,$3400937458870|3400937458931$,"$REVOLADE 50 mg, comprimé pelliculé$",$07/09/2016$,$ASMR$,$IV$,"$Compte tenu :££-	des données limitées sur lesquelles se fondent l’évaluation de REVOLADE (eltrombopag) à court terme, dans une étude non comparative réalisée chez 43 patients ayant une aplasie médullaire sévère, réfractaires à un traitement immunosuppresseur ou lourdement prétraités,££-	des incertitudes sur la tolérance concernant la survenue d’anomalies cytogénétiques clonales dans la moelle osseuse,££-	mais considérant le besoin identifié en pratique clinique à ce stade évolutif et peu fréquent,££la commission de la Transparence considère que REVOLADE (eltrombopag) apporte une amélioration mineure du service médical rendu (ASMR IV) dans la prise en charge de l’aplasie médullaire acquise sévère chez les adultes réfractaires à un traitement immunosuppresseur antérieur ou lourdement pré-traités et qui ne sont pas éligibles à une transplantation de cellules souches hématopoïétiques.$"
$CT-15132$,$Réévaluation ASMR$,$66532840$,$3400958087707|3400958087875$,"$YERVOY 5 mg/ml, solution à diluer pour perfusion$",$07/06/2017$,$ASMR$,$V$,"$Prenant en compte l’absence de données méthodologiquement recevables documentant l’efficacité et la tolérance de YERVOY dans les situations où il est désormais utilisé (2ème ligne thérapeutique et plus en l’absence de mutation B-RAF et 3ème ligne et plus en présence de mutation B-RAF), la Commission considère que YERVOY n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie de prise en charge de ces patients qui comporte la chimiothérapie et les soins de supports.$"
$CT-15131$,$Inscription (CT)$,$60162494$,$3400930048559|3400955017431$,"$SKUDEXUM 75 mg/25 mg, comprimé pelliculé$",$22/06/2016$,$ASMR$,$V$,"$Dans la prise en charge de la douleur aiguë d’intensité moyenne à sévère, la spécialité SKUDEXUM n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux associations antalgiques disponibles (associations AINS et opioïde faible, associations paracétamol et opioïde faible), compte tenu de l’absence de donnée comparative versus ces antalgiques de palier II.$"
$CT-15130$,$Inscription (CT)$,$64499306$,$3400955010517|3400955010524$,"$IASOglio 2 GBq/mL, solution injectable$",$20/07/2016$,$ASMR$,$V$,"$Compte tenu de :££-	l’apport diagnostique de la TEP à la FET qui apparaît intéressant dans certaines indications telles la caractérisation de lésions cérébrales, le guidage de biopsie et la détection des masses tumorales viables après traitement en cas de suspicion de persistance ou de récidive d’un gliome,££-	malgré la faiblesse méthodologique des études présentées,££-	en l’absence de toute démonstration de supériorité aux comparateurs les plus pertinents, à savoir l’IRM cérébrale ou l’imagerie par TEP à la FDOPA, ££IASOGLIO n’apporte pas d’amélioration du service médical rendu (ASMR V), dans la stratégie diagnostique.$"
$CT-15129$,$Inscription (CT)$,$62116606$,$3400955679585$,"$FRAXIPARINE 3 800 U.I. Axa/0,4 ml, solution injectable (SC) en seringue pré-remplie$",$22/06/2016$,$ASMR$,$V$,$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15126$,$Inscription (CT)$,$66661454$,$3400930043226$,"$PARACETAMOL BIOGARAN 500 mg, comprimé$",$20/04/2016$,$ASMR$,$V$,$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15124$,$Inscription (CT)$,$64921540$,$3400926933555$,"$REPAGLINIDE ARROW LAB 1 mg, comprimé$",$20/04/2016$,$ASMR$,$V$,$Ces spécialités sont des génériques qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport au princeps déjà inscrit.$
$CT-15124$,$Inscription (CT)$,$66638135$,$3400926933494$,"$REPAGLINIDE ARROW LAB 0,5 mg, comprimé$",$20/04/2016$,$ASMR$,$V$,$Ces spécialités sont des génériques qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport au princeps déjà inscrit.$
$CT-15124$,$Inscription (CT)$,$65926444$,$3400926934675$,"$REPAGLINIDE ARROW LAB 2 mg, comprimé$",$20/04/2016$,$ASMR$,$V$,$Ces spécialités sont des génériques qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport au princeps déjà inscrit.$
$CT-15121$,$Réévaluation ASMR$,$69597619$,$3400958041570|3400958041631$,"$NULOJIX 250 mg, poudre pour solution à diluer pour perfusion$",$09/11/2016$,$ASMR$,$IV$,"$Compte tenu de :££- 	la confirmation d’une moindre altération de la fonction rénale par rapport à la 	ciclosporine 	maintenue à 7 ans (étude BENEFIT), ££-	l’augmentation du risque de rejet aigu par rapport à la ciclosporine,££- 	l’absence de possibilité de conclure en termes d’efficacité et de tolérance entre le 	bélatacept et le tacrolimus sur les méta-	analyses soumises, ££NULOJIX (bélatacept) conserve une amélioration du service médical rendu mineure (ASMR IV) en termes de moindre altération de la fonction rénale, dans la prise en charge des patients non immunisés avec un statut immunologique positif pour le virus Epstein-Barr.$"
$CT-15118$,$Inscription (CT)$,$68787715$,$3400930036228$,"$PARACETAMOL BIOGARAN 1 g, comprimé$",$20/04/2016$,$ASMR$,$V$,$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15116$,$Inscription (CT)$,$62409751$,$3400930038673|3400955013648|3400955013617|3400930038697$,"$GADOVIST 1,0 mmol/mL, solution injectable en seringue préremplie$",$22/06/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15114$,$Réévaluation SMR et ASMR$,$69756861$,$3400938665796$,"$VELCADE 1 mg, poudre pour solution injectable$",$02/03/2016$,$ASMR$,$III$,"$Dans le cadre du traitement du myélome multiple non traité au préalable, la Commission considère que VELCADE conserve une amélioration du service médical rendu modérée (ASMR III) chez les patients :££- non éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques, en association au melphalan et à la prednisone (schéma MPV) . ££- éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques en traitement d’induction, en association à la dexaméthasone, ou à la dexaméthasone et au thalidomide (schéma VTD).$"
$CT-15114$,$Réévaluation SMR et ASMR$,$62438913$,$3400956495733$,"$VELCADE 3,5 mg, poudre pour solution injectable$",$02/03/2016$,$ASMR$,$III$,"$Dans le cadre du traitement du myélome multiple non traité au préalable, la Commission considère que VELCADE conserve une amélioration du service médical rendu modérée (ASMR III) chez les patients :££- non éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques, en association au melphalan et à la prednisone (schéma MPV) . ££- éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques en traitement d’induction, en association à la dexaméthasone, ou à la dexaméthasone et au thalidomide (schéma VTD).$"
$CT-15113$,$Inscription (CT)$,$60368512$,$3400930047644$,"$TAGRISSO 40 mg, comprimé pelliculé$",$21/09/2016$,$ASMR$,$V$,"$Prenant en compte les seules données disponibles non comparatives ne permettant pas de quantifier l’apport thérapeutique de TAGRISSO et dans l’attente des résultats de l’étude comparative versus la chimiothérapie, la Commission considère que TAGRISSO n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique qui comprend les comparateurs cliniquement pertinents (cf. paragraphe dédié).$"
$CT-15113$,$Inscription (CT)$,$60463095$,$3400930047651$,"$TAGRISSO 80 mg, comprimé pelliculé$",$21/09/2016$,$ASMR$,$V$,"$Prenant en compte les seules données disponibles non comparatives ne permettant pas de quantifier l’apport thérapeutique de TAGRISSO et dans l’attente des résultats de l’étude comparative versus la chimiothérapie, la Commission considère que TAGRISSO n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique qui comprend les comparateurs cliniquement pertinents (cf. paragraphe dédié).$"
$CT-15112$,$Extension d'indication$,$60047271$,$3400934384066|3400934384127$,"$XALATAN 50 microgrammes/ml, collyre en solution$",$20/04/2016$,$ASMR$,$V$,"$XALATAN (latanoprost) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique de prise en charge des patients pédiatriques ayant une pression intraoculaire élevée et souffrant de glaucome pédiatrique qui comprend la chirurgie et les collyres anti-glaucomateux (travoprost, timolol, dorzolamide et brinzolamide).$"
$CT-15111$,$Inscription (CT)$,$62596393$,$3400935634887$,"$DAIVONEX 50 microgrammes/gramme, pommade$",$20/07/2016$,$ASMR$,$IV$,"$DAIVONEX 50 µg/g, pommade conserve une amélioration du service médical rendu mineure (ASMR IV), notamment en termes de tolérance par rapport aux corticoïdes de classe II, dans la prise en charge du psoriasis.$"
$CT-15109$,$Renouvellement d'inscription (CT)$,$60892664$,$3400927561627$,"$GANFORT 0,3 mg/ml + 5 mg/ml, collyre en solution en récipient unidose$",$20/02/2019$,$ASMR$,$V$,"$Les spécialités GANFORT 0,3 mg/ml + 5 mg/ml, collyre en solution et collyre en solution en récipient unidose n’apportent pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge des patients atteints de glaucome à angle ouvert ou d’hypertension oculaire chez qui la réponse aux bêta-bloquants topiques, ou aux analogues des prostaglandines est insuffisante.$"
$CT-15109$,$Renouvellement d'inscription (CT)$,$66489175$,$3400937574136$,"$GANFORT 0,3 mg/ml + 5 mg/ml, collyre en solution$",$20/02/2019$,$ASMR$,$V$,"$Les spécialités GANFORT 0,3 mg/ml + 5 mg/ml, collyre en solution et collyre en solution en récipient unidose n’apportent pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge des patients atteints de glaucome à angle ouvert ou d’hypertension oculaire chez qui la réponse aux bêta-bloquants topiques, ou aux analogues des prostaglandines est insuffisante.$"
$CT-15105$,$Extension d'indication$,$66848183$,$3400938658064$,"$VOLIBRIS 10 mg, comprimé pelliculé$",$08/03/2017$,$ASMR$,$V$,"$Compte-tenu :££­	des seules données cliniques disponibles sur un critère de jugement combiné de morbi-mortalité, associant des sous-critères de pertinence clinique différente et reposant principalement sur la réduction des hospitalisations pour aggravation de l’HTAP et de la progression de la maladie,££­	de l’absence de différence observée en termes de mortalité, en tant que premier événement du critère de jugement principal combiné ou à la fin de l’étude,££­	de l’absence de différence observée en termes de qualité de vie, ££­	de l’augmentation des événements indésirables liée à l’association de VOLIBRIS au tadalafil en utilisation d’emblée,££la Commission considère que VOLIBRIS n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique de prise en charge des patients avec hypertension artérielle pulmonaire en classe fonctionnelle OMS II ou III non préalablement traités.££La Commission salue la réalisation d’une étude ayant évalué le recours à l’association ambrisentan/tadalafil d’emblée dans la prise en charge de l'hypertension artérielle pulmonaire de classe fonctionnelle II et III.$"
$CT-15105$,$Extension d'indication$,$68499606$,$3400938657814$,"$VOLIBRIS 5 mg, comprimé pelliculé$",$08/03/2017$,$ASMR$,$V$,"$Compte-tenu :££­	des seules données cliniques disponibles sur un critère de jugement combiné de morbi-mortalité, associant des sous-critères de pertinence clinique différente et reposant principalement sur la réduction des hospitalisations pour aggravation de l’HTAP et de la progression de la maladie,££­	de l’absence de différence observée en termes de mortalité, en tant que premier événement du critère de jugement principal combiné ou à la fin de l’étude,££­	de l’absence de différence observée en termes de qualité de vie, ££­	de l’augmentation des événements indésirables liée à l’association de VOLIBRIS au tadalafil en utilisation d’emblée,££la Commission considère que VOLIBRIS n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique de prise en charge des patients avec hypertension artérielle pulmonaire en classe fonctionnelle OMS II ou III non préalablement traités.££La Commission salue la réalisation d’une étude ayant évalué le recours à l’association ambrisentan/tadalafil d’emblée dans la prise en charge de l'hypertension artérielle pulmonaire de classe fonctionnelle II et III.$"
$CT-15100$,$Inscription (CT)$,$62268507$,$3400930016299$,$LIKOZAM 2 mg/ml suspension buvable$,$21/09/2016$,$ASMR$,$V$,"$Compte tenu de l’absence de comparaison d’efficacité entre le clobazam sous forme de comprimés et le clobazam sous sa forme en suspension buvable, LIKOZAM n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités URBANYL, clobazam en comprimés, dans le traitement symptomatique à court terme de l'anxiété sévère, invalidante ou responsable d’un état de détresse inacceptable, y compris les états d’anxiété associés à des troubles affectifs.££La commission de la Transparence reconnaît l’intérêt de la forme en suspension buvable du clobazam, particulièrement chez les patients pour qui la forme en comprimés n’est pas adaptée ainsi que chez les enfants âgés de moins de 6 ans.££Cependant, compte tenu de :££-	l’absence de comparaison d’efficacité entre le clobazam sous forme de comprimés et le clobazam sous sa forme en suspension buvable chez l’adulte et l’enfant de plus de 6 ans, ££-	l’absence de données d’efficacité du clobazam sous sa forme en suspension buvable chez l’enfant de plus de 2 ans à 6 ans,££LIKOZAM, en association avec un autre traitement antiépileptique n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie de traitement de l’épilepsie partielle ou généralisée chez les adultes ou les enfants de plus de 2 ans, qui comprend notamment le clobazam sous forme de comprimés jusqu’à 6 ans, en cas d’échec de deux monothérapies consécutives.$"
$CT-15100$,$Inscription (CT)$,$65899602$,$3400930016282$,"$LIKOZAM 1 mg/ml, suspension buvable$",$21/09/2016$,$ASMR$,$V$,"$Compte tenu de l’absence de comparaison d’efficacité entre le clobazam sous forme de comprimés et le clobazam sous sa forme en suspension buvable, LIKOZAM n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités URBANYL, clobazam en comprimés, dans le traitement symptomatique à court terme de l'anxiété sévère, invalidante ou responsable d’un état de détresse inacceptable, y compris les états d’anxiété associés à des troubles affectifs.££La commission de la Transparence reconnaît l’intérêt de la forme en suspension buvable du clobazam, particulièrement chez les patients pour qui la forme en comprimés n’est pas adaptée ainsi que chez les enfants âgés de moins de 6 ans.££Cependant, compte tenu de :££-	l’absence de comparaison d’efficacité entre le clobazam sous forme de comprimés et le clobazam sous sa forme en suspension buvable chez l’adulte et l’enfant de plus de 6 ans, ££-	l’absence de données d’efficacité du clobazam sous sa forme en suspension buvable chez l’enfant de plus de 2 ans à 6 ans,££LIKOZAM, en association avec un autre traitement antiépileptique n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie de traitement de l’épilepsie partielle ou généralisée chez les adultes ou les enfants de plus de 2 ans, qui comprend notamment le clobazam sous forme de comprimés jusqu’à 6 ans, en cas d’échec de deux monothérapies consécutives.$"
$CT-15098$,$Inscription (CT)$,$64793382$,$3400930020029$,"$ICLUSIG 15 mg, comprimé pelliculé$",$06/04/2016$,$ASMR$,$V$,$Ces spécialités sont un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15098$,$Inscription (CT)$,$63894229$,$3400930047613$,"$ICLUSIG 30 mg, comprimé pelliculé$",$06/04/2016$,$ASMR$,$V$,$Ces spécialités sont un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15089$,$Inscription (CT)$,$65428529$,$3400955015314$,"$BIPHOZYL, solution pour hémodialyse/hémofiltration$",$25/05/2016$,$ASMR$,$V$,"$Dans la mesure où des solutions de substitution et de dialyse de caractéristiques et d’usage comparables à BIPHOZYL sont actuellement disponibles, la commission de la Transparence estime que BIPHOZYL n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à ses comparateurs cliniquement pertinents.$"
$CT-15085$,$Inscription (CT)$,$60074795$,$3400955003090|3400955003120|3400955003113|3400955003106$,"$OCTAPLASLG, solution pour perfusion$",$20/07/2016$,$ASMR$,$V$,"$Compte tenu :££- des données d’efficacité disponibles, à savoir des études de bioéquivalence entre OCTAPLAS et OCTAPLASLG, des études cliniques comparatives OCTAPLAS versus le plasma frais congelé standard (unitaire) ou sécurisé par quarantaine ayant inclus peu de patients, mettant en évidence avec un faible niveau de preuve, une efficacité similaire d’OCTAPLASLG uniquement sur des paramètres biologiques essentiels, mais pas sur un critère de jugement clinique pertinent, ££- des données de tolérance disponibles issues d’une part du suivi d’hémovigilance pour les plasmas à statut de produit sanguin labile et du suivi de pharmacovigilance d’OCTAPLASLG,££- des caractéristiques d’OCTAPLASLG plasma frais congelé inactivé par solvant détergent avec des étapes supplémentaires visant à minimiser le risque allergique, immunologique et infectieux, sans démonstration probante d’une supériorité d’OCTAPLASLG vis à vis de ces différents risques (potentiel en ce qui concerne le risque prion) par rapport aux plasmas à statut de produit sanguin labile,££la commission de la Transparence estime que OCTAPLASLG n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux plasmas sous statut de produit sanguin labile actuellement disponibles.$"
$CT-15084$,$Extension d'indication$,$69265912$,$3400956703203$,"$TYGACIL 50 mg, poudre pour solution pour perfusion$",$20/07/2016$,$ASMR$,$V$,"$Compte tenu de :££-	son large spectre d’activité, incluant des bactéries à Gram (+) et à Gram (-) résistantes à plusieurs antibiotiques, ££-	mais de la documentation insuffisante de l’efficacité clinique et de la tolérance chez l’enfant, notamment dans les infections sévères et/ou dues à bactéries multirésistantes,££la Commission considère que TYGACIL n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge.$"
$CT-15080$,$Inscription (CT)$,$68513251$,$3400927897474|3400958682698$,"$DOLIPRANELIQUIZ 300 mg SANS SUCRE, suspension buvable en sachet édulcorée au maltitol liquide et au sorbitol$",$06/04/2016$,$ASMR$,$V$,$Ces spécialités sont un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations à base de paracétamol déjà inscrites.$
$CT-15080$,$Inscription (CT)$,$61735267$,$3400927894114|3400958680458$,"$DOLIPRANELIQUIZ 200 mg SANS SUCRE, suspension buvable en sachet édulcorée au maltitol liquide et au sorbitol$",$06/04/2016$,$ASMR$,$V$,$Ces spécialités sont un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations à base de paracétamol déjà inscrites.$
$CT-15079$,$Inscription (CT)$,$65082408$,$3400955015383|3400955015413|3400955015390$,"$MYDRANE 0,2 mg/ml + 3,1 mg/ml + 10 mg/ml, solution injectable$",$20/07/2016$,$ASMR$,$V$,"$MYDRANE 0,2 mg/ml + 3,1 mg/ml + 10 mg/ml, solution injectable, n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres mydriatiques en collyres et insert ophtalmiques.$"
$CT-15077$,$Inscription (CT)$,$68435468$,$3400930039007$,"$OXYCODONE AGUETTANT 50 mg/mL, solution injectable$",$06/04/2016$,$ASMR$,$V$,"$Ces spécialités sont des génériques qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux princeps (OXYNORM 10 mg/ml et OXYNORM 50 mg/ml, solution injectable).$"
$CT-15077$,$Inscription (CT)$,$62484138$,$3400930039038|3400930039052|3400930039045$,"$OXYCODONE AGUETTANT 10 mg/mL, solution injectable$",$06/04/2016$,$ASMR$,$V$,"$Ces spécialités sont des génériques qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux princeps (OXYNORM 10 mg/ml et OXYNORM 50 mg/ml, solution injectable).$"
$CT-15076$,$Inscription (CT)$,$66151519$,$3400930020258$,"$METOJECT 10 mg/0,20 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$68660276$,$3400930020296$,"$METOJECT 12,5 mg/0,25 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$67791066$,$3400930020432$,"$METOJECT 22,5 mg/0,45 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$60129957$,$3400930020364$,"$METOJECT 17,5 mg/0,35 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$60791708$,$3400930020395$,"$METOJECT 20 mg/0,40 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$64019846$,$3400930020524$,"$METOJECT 30 mg/0,60 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$69472195$,$3400930020197$,"$METOJECT 7,5 mg/0,15 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$66418655$,$3400930020494$,"$METOJECT 27,5 mg/0,55 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$66727840$,$3400930020463$,"$METOJECT 25 mg/0,50 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
$CT-15076$,$Inscription (CT)$,$67670463$,$3400930020326$,"$METOJECT 15 mg/0,30 ml, solution injectable en stylo prérempli$",$16/03/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations de METOJECT déjà inscrites.$
