siret,enseigne,addresse,code_postal,ville,site_web,site_web_vente_en_ligne,compte_facebook,email_contact_client,tel_contact_client,description_commerce,emporter,emporter_horaire_covid,emporter_lundi,lundi_horaire_debut_1,lundi_horaire_fin_1,lundi_horaire_debut_2,lundi_horaire_fin_2,emporter_mardi,mardi_horaire_debut_1,mardi_horaire_fin_1,mardi_horaire_debut_2,mardi_horaire_fin_2,emporter_mercredi,mercredi_horaire_debut_1,mercredi_horaire_fin_1,mercredi_horaire_debut_2,mercredi_horaire_fin_2,emporter_jeudi,jeudi_horaire_debut_1,jeudi_horaire_fin_1,jeudi_horaire_debut_2,jeudi_horaire_fin_2,emporter_vendredi,vendredi_horaire_debut_1,vendredi_horaire_fin_1,vendredi_horaire_debut_2,vendredi_horaire_fin_2,emporter_samedi,samedi_horaire_debut_1,samedi_horaire_fin_1,samedi_horaire_debut_2,samedi_horaire_fin_2,emporter_dimanche,dimanche_horaire_debut_1,dimanche_horaire_fin_1,dimanche_horaire_debut_2,dimanche_horaire_fin_2,livraison,conditions_de_livraison,lundi_plage_1,lundi_plage_2,mardi_plage_1,mardi_plage_2,mercredi_plage_1,mercredi_plage_2,jeudi_plage_1,jeudi_plage_2,vendredi_plage_1,vendredi_plage_2,samedi_plage_1,samedi_plage_2,dimanche_plage_1,dimanche_plage_2,activiteprincipaleetablissement,geolocetablissement,activite_specifique,activite
43289940900028,Shinjuku-world la mangatek,19 Rue Sainte Catherine,45000,Orléans,https://www.shinjuku-world.com,https://www.shinjuku-world.com,https://www.facebook.com/shinjukufred,shinjukufred@hotmail.fr,02 38 54 01 57,"Librairie spécialisé dans le Manga, la bd, le comics et de ses produits dérivés
Bénéficier d’office des 5% de réduction sur tout les livres 
Large choix de figurine Pop 1500 réf en continue 
Large choix de figurines
Carte Magic, Yugioh, Pokémon 
Et très grand choix de Manga d’occasion",Oui,"Mardi 9h30 à 17h
Mercredi 9h30 à 14h
Jeudi 9h30 à 14h
Vendredi 9h30 à 17h
Samedi 11h à 17h",Non,,,,,Oui,09:30,17:00,,,Oui,09:30,14:00,,,Oui,09:30,14:00,,,Oui,09:30,17:00,,,Oui,11:00,17:00,,,Non,,,,,Oui,"Passer votre commande par téléphone 02 38 54 01 57
Une commande à votre Non sera fais sur le site internet www.Shinjuku-world.com
Régler la commande
Vous êtes livré en colissimo suivi ou en direct ( ORLEANS )",,,09:30 > 17:00,,09:30 > 14:00,,09:30 > 14:00,,09:30 > 17:00,,11:00 > 17:00,,,,47.78C,"47.900553,1.905398",Divers,"Vêtements et accessoires de mode (vente, retouches et confection)"
85165071300015,LA CASA DEL HOMBRE,272 RUE DE BOURGOGNE,45000,Orléans,,,,,,VENTES PRET A PORTER HOMME,Oui,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,47.71Z,"47.899968,1.907023",Vêtements,"Vêtements et accessoires de mode (vente, retouches et confection)"
41893522700011,INSTITUT SIMONE MAHLER,16 Rue Sainte Catherine,45000,Orléans,https://institut.simonemahler.com/24-institut-mahler-orleans?utm_source=gmb,,,orleans@institutmahler.fr,02 38 81 16 81,"Au coeur d'Orléans à 2 mn à pied des Halles Châtelet, dans un lieu chaleureux dédié à votre bien être depuis 1986, Odile et toute son équipe vous accueillent dans une ambiance de détente absolue.
Vous y trouverez nos soins multiples et variés",Oui,Ouverture de la boutique pour le click and collect  : Mardi et vendredi après midis de 14h00 à 18h00,Oui,14:00,18:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:00,18:00,,,Non,,,,,Oui,Livraison offerte à partir de 60 € d'achat. Livraison par la Poste. En dessous de 60 € d'achat : me contacter.,14:00 > 18:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:00 > 18:00,,,,96.02B,"47.900264,1.905568",Soins de beautés,"Coiffure, soins de beauté, parfumerie et cosmétique"
83269911000017,LA CAVE DE BENJAMIN,53 Rue du Faubourg Bannier,45000,Orléans,,,https://www.facebook.com/lacavedeBenjamin/,benjam_denis@yahoo.fr,02 38 84 27 97,"Vins de toute la France. Sélection personnelle à dominante bio choisie par mes soins. Large choix de whiskys, Rhums et bières artisanales",Oui,Ouvert aux horaires normaux,Non,,,,,Oui,09:30,13:00,15:00,19:00,Oui,09:30,13:00,15:00,19:00,Oui,09:30,13:00,15:00,19:00,Oui,09:30,13:00,15:00,19:00,Oui,09:30,19:00,,,Non,,,,,Oui,Livraison gratuite à domicile dans la Métropole d'Orléans.,,,09:30 > 13:00,15:00 > 15:00,09:30 > 13:00,15:00 > 19:00,09:30 > 13:00,15:00 > 19:00,09:30 > 13:00,15:00 > 19:00,09:30 > 19:00,,,,47.25Z,"47.909857,1.900655",Caviste,Boissons et alcools (vente et consommation)
82113112500014,SORENCY IN THE CITY,2 place du Châtelet,45000,Orléans,,,,christine@sorencyinthecity.com,02 38 43 00 91,"Concept store de décoration, art de vivre",Oui,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,14:00,18:00,,,Oui,14:00,18:00,,,Non,,,,,Oui,,,,,,,,,,14:00 > 18:00,,14:00 > 18:00,,,,,,,
85294366100011,URBAN CORNER,16 RUE LOUIS ROGUET,45000,Orléans,https://urbancornershop.com/,https://urbancornershop.com/,https://www.facebook.com/urbancorner45,modes.up@hotmail.com,06 62 97 06 12,"Votre boutique Urban Corner est spécialisée dans la mode streetwear pour homme. Retrouvez des marques tendances comme Project X Paris, Von Dutch, New Era, Capslab, Sixth June ou encore Goorin Bros. Nous sommes aussi spécialisé dans les bijoux homme avec une collection de plus de 100 bagues 100% acier inoxydable ou encore des colliers, des pendentifs, des chaînes, des bracelets et des boucles d'oreilles et là aussi, 100% acier inoxydable. Venez également découvrir la plus grande collection de bijoux mode hip hop de la région.",Oui,Prises de RDV en MP via mail ou Facebook ou Instagram.,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,Réservation des produits par téléphone au 06.62.97.06.12 et livraison gratuite sur toute l'agglo. Paiement lors de la livraison.,,,,,,,,,,,,,,,47.71Z,"47.900292,1.906376",Vêtements,"Vêtements et accessoires de mode (vente, retouches et confection)"
85247539100011,V and B Orléans Châtelet,1 place du Châtelet,45000,Orléans,https://vandb.fr/v-and-b-orleans-chatelet.html,https://vandb.fr/,https://www.facebook.com/VandBOrleansChatelet,orleanschatelet@vandb.fr,02 38 54 17 39,"Envie de faire plaisir et de passer un bon moment à la maison ? 
Venez choisir parmi + de 1000 références :
Bières Locales, Craft, Françaises & Internationales.
Vins Rouges, Rosés, Blancs, Bulles & Champagnes.
Whiskies, Rhums & Spiritueux, Coffrets & Carte Cadeau !
Retrouvez toutes nos actualités produits sur notre page Facebook & notre Instagram !",Oui,,Oui,15:00,19:30,,,Oui,10:00,13:00,15:00,19:30,Oui,10:00,13:00,15:00,19:30,Oui,10:00,13:00,15:00,19:30,Oui,10:00,19:30,,,Oui,10:00,19:30,,,Non,,,,,Oui,"Gratuite pour un minimum de 50 € sur toute la métropole d'Orléans [Livraison tous les Soirs]
En dessous 5€
Hors Agglomération nous consulter",15:00 > 19:30,,10:00 > 13:00,15:00 > 15:00,10:00 > 13:00,15:00 > 19:30,10:00 > 13:00,15:00 > 19:30,10:00 > 19:30,,10:00 > 19:30,,,,47.25Z,"47.898567,1.907187",Caviste,Boissons et alcools (vente et consommation)
50164464500019,COTE SAVEURS,55 ROUTE D'ORLEANS,45380,La Chapelle-Saint-Mesmin,http://www.cotesaveurs.com/,http://www.cotesaveurs.com/,https://www.facebook.com/cote.saveurs,resto.cs@free.fr,02 38 72 29 51,"Le restaurant gastronomique Côté Saveurs vous accueille dans un cadre arboré et verdoyant. Cette maison bourgeoise du début du 19 ème siècle entièrement redécorée, offre de multiples possibilités d’accueil de part ses 2 niveaux et ses différents salons.
Jean-Charles Dartigues, chef du restaurant Côté Saveurs, vous propose une cuisine aux multiples saveurs essentiellement basée sur les herbes et les épices.
Le chef vous propose des produits de saison, pour se faire la carte est renouvelée 5 fois par an.",Oui,"Suite aux directives du gouvernement, le restaurant coté saveurs est fermé pendant tout le confinement cependant vous trouverez sur notre site un menu et plats à emporter ainsi qu'une sélection de vins. Merci de passer vos commandes au plus tard le mercredi 18h30 afin d'organiser les départs le jeudi et vendredi entre 17h00 et 19h00 ainsi que le samedi entre 10h30 et 12h30.Réservation par mail: resto.cs@free.fr ou répondeur au 02 38 72 29 51.",Non,,,,,Non,,,,,Non,,,,,Oui,17:00,19:00,,,Oui,17:00,19:00,,,Oui,10:30,12:30,,,Non,,,,,Non,,,,,,,,17:00 > 19:00,,17:00 > 19:00,,10:30 > 12:30,,,,56.10A,"47.893617,1.850122",Restauration traditionnelle,Restauration traditionnelle et rapide
49347695600013,ECOCART,23 Quai de Prague,45000,Orléans,http://ecocart.orleansboutique.com/,http://ecocart.orleansboutique.com/,,contact@ecocart.fr,02 38 66 19 80,"Chez Ecocart on propose des produits et des services de dépannage et assistance informatique et la recharge de cartouches d'encres pour imprimantes. N'hésitez pas à  nous contacter, nous vous conseillerons au mieux !",Oui,,Oui,14:30,19:00,,,Oui,10:00,13:00,14:30,19:00,Oui,10:00,13:00,14:30,19:00,Oui,10:00,13:00,14:30,19:00,Oui,10:00,13:00,14:30,19:00,Oui,10:00,13:00,,,Non,,,,,Oui,Livraison gratuite pour les professionnels sur la Métropole Orléanaise,14:30 > 19:00,,10:00 > 13:00,14:30 > 14:30,10:00 > 13:00,14:30 > 19:00,10:00 > 13:00,14:30 > 19:00,10:00 > 13:00,14:30 > 19:00,10:00 > 13:00,,,,82.92Z,"47.894699,1.902687",Equipement informatique,Téléphonie et informatique (vente et réparation)
80439279300019,GET OUT,4 Rue du Faubourg Madeleine,45000,Orléans,https://orleans.getout.fr/,https://orleans.getout.fr/,https://www.facebook.com/getoutorleans,orleans@getout.fr,07 71 67 34 41,"Piégés dans une salle pleine d'indices, vous et votre équipe de détectives disposez de 60 minutes pour percer les mystères et résoudre l’énigme de ""l'atelier Tesla"" ou de ""l'affaire Cunningham"". perspicacité, réflexion et cohésion sont les clefs de votre réussite. Sortirez-vous à temps ? Bienvenue dans Get Out ! Maintenant, il faut en sortir.",Oui,Fermé durant le confinement,Non,,,,,Oui,13:30,20:30,,,Oui,13:30,20:30,,,Oui,13:30,21:30,,,Oui,10:00,21:30,,,Oui,10:00,22:00,,,Oui,10:00,19:00,,,Non,,,,13:30 > 20:30,,13:30 > 20:30,,13:30 > 21:30,,10:00 > 21:30,,10:00 > 22:00,,10:00 > 19:00,,,,,
53746257400014,PIZZERIA MARTINO,78 Boulevard Alexandre Martin,45000,Orléans,,,https://www.facebook.com/pages/category/Pizza-Place/Pizzeria-Martino-161895520489091/,martinoalcami@gmail.com,02 38 53 24 77,Aidez votre commerçant local et régalez vous avec nos délicieuses pizzas !,Oui,"Ouverts du lundi au vendredi de 12h00 à 14h00
et mardi, mercredi vendredi samedi de 19h00 à 22h00",Oui,12:00,14:00,,,Oui,12:00,14:00,19:00,22:00,Oui,12:00,14:00,19:00,22:00,Oui,12:00,14:00,19:00,22:00,Oui,12:00,14:00,19:00,22:00,Oui,12:00,14:00,19:00,22:00,Non,,,,,Oui,Retrouvez très bientôt sur Uber Eat !,12:00 > 14:00,,12:00 > 14:00,19:00 > 19:00,12:00 > 14:00,19:00 > 22:00,12:00 > 14:00,19:00 > 22:00,12:00 > 14:00,19:00 > 22:00,12:00 > 14:00,19:00 > 22:00,,,56.10A,"47.906496,1.907043",Restauration traditionnelle,Restauration traditionnelle et rapide
83888968100014,CASSAGNE,5 Rue des Pivoines,45000,Orléans,,,https://www.facebook.com/pages/category/Hair-Salon/Cassagne-Coiffure-240697236493351/,,02 38 56 18 19,Venez passer un moment de détente (sièges massants et massages du cuir chevelu). Notre équipe est présente pour vous conseiller au mieux dans un cadre familial et chaleureux.,Oui,Le click and collect est disponible pour toute commande de produits durant le confinement.,Non,,,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,09:00,17:00,,,Non,,,,,Non,,,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,09:00 > 17:00,,,,96.02A,"47.886626,1.90953",Coiffeur,"Coiffure, soins de beauté, parfumerie et cosmétique"
53041245100029,La Cordonnerie du Petit Chasseur,126 rue du petit Chasseur,45140,Saint-Jean-de-la-Ruelle,http://cordonnerie-serrurerie-saint-jean-de-la-ruelle.fr,http://cordonnerie-serrurerie-saint-jean-de-la-ruelle.fr,https://www.facebook.com/cordonneriedupetitchasseur,cordonneriedupetitchasseur@gmail.com,02 38 43 83 88,Dépannage ouvertue de porte voiture Reproduction tout type de clés -reproduction/ programmation/réparation  clés de voiture-reproduction badges-réparation chaussures et maroquinerie-vente produits entretien cuir-tampons-photocopies,Oui,,Non,,,,,Oui,08:30,12:30,14:30,19:00,Oui,08:30,12:30,14:30,19:00,Oui,08:30,12:30,14:30,19:00,Oui,08:30,12:30,14:30,19:00,Oui,08:30,12:30,14:30,18:00,Non,,,,,Non,,,,08:30 > 12:30,14:30 > 14:30,08:30 > 12:30,14:30 > 19:00,08:30 > 12:30,14:30 > 19:00,08:30 > 12:30,14:30 > 19:00,08:30 > 12:30,14:30 > 18:00,,,95.23Z,"47.906556,1.878853",Cordonnerie et services minutes,Chaussures (vente et réparation) et maroquinerie
82132529700017,SUSHI NINJA,156 RUE DE BOURGOGNE,45000,Orléans,http://sushininja.fr/,http://sushininja.fr/,,,02 38 83 72 91,restaurant japonais,Oui,"Mardi - Dimanche11h00 - 14h30
18h00 - 22h30",Non,,,,,Oui,11:00,14:30,18:00,22:30,Oui,11:00,14:30,18:00,22:30,Oui,11:00,14:30,18:00,22:30,Oui,11:00,14:30,18:00,22:30,Oui,11:00,14:30,18:00,22:30,Oui,11:00,14:30,18:00,22:30,Oui,livraison à partir de 15 euros,,,11:00 > 14:30,18:00 > 18:00,11:00 > 14:30,18:00 > 22:30,11:00 > 14:30,18:00 > 22:30,11:00 > 14:30,18:00 > 22:30,11:00 > 14:30,18:00 > 22:30,11:00 > 14:30,18:00 > 22:30,56.10C,"47.900379,1.912038",Restauration rapide,Restauration traditionnelle et rapide
88198218500012,CHEZ ANTOINETTE,182 rue de bourgogne,45000,Orléans,,,https://www.facebook.com/Chez-Antoinette-108822227567821/,lalotaurelein@gmail.com,09 88 48 27 47,"Bar a vins, épicerie fine spécialisée sur les produits corses.
Plateau de charcuterie et fromage a emporter
Coppa, lonzo, jambon, à la coupe.
Confiture, miel, vins, terrines etc...",Oui,Du mardi au samedi de 14h à 19h,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,56.10A,"47.900311,1.911156",Restauration traditionnelle,Restauration traditionnelle et rapide
82420029900017,Diet&Gourmandise,9 rue du vieux marché,45000,Orléans,http://www.diet-et-gourmandise.fr,https://fairemescourses.fr/orleans/diet-gourmandises-epicerie-fine-et-consultations-dietetiques-sur-rdv,https://www.facebook.com/dieteticiennes.loiret/,orleans@diet-et-gourmandise.fr,02 38 54 36 79,"Nous proposons des produits artisanaux, français et bios (sauf les biscottes). 
Des produits bons et sains pour se faire plaisir en prenant soin de sa santé :)
Vous trouverez une gamme de thés et infusions Premium (+ calendrier de l'avent), aliments Raw-food, tartinables apéritifs, remplacement de confiture par du 100% issus de fruits !
Egalement des cosmétiques zéro-déchets naturels et fabriqués à la main.",Oui,mardi et jeudi de 9h à 13h et de 15h à 19h sur rendez-vous.,Non,,,,,Oui,09:00,13:00,15:00,19:00,Non,,,,,Oui,09:00,13:00,15:00,19:00,Non,,,,,Non,,,,,Non,,,,,Oui,"Livraison gratuite (dès 30.00€ de commande)
À Orléans et Saint-Jean-le-Blanc

Livraison gratuite (dès 50.00€ de commande)
À Saint-Denis-en-Val, Saint-Jean-de-la-Ruelle, Fleury-les-Aubrais, Saint-Pryvé-Saint-Mesmin, Combleux, Semoy, Saran, Saint-Cyr-en-Val, La Chapelle-Saint-Mesmin et Saint-Hilaire-Saint-Mesmin

Retrait au Centre
mardi et jeudi de 9h à 19h. 9 place du vieux marché à Orléans (45000)

Livraison jusqu'à 15 kms du Centre
mercredi et vendredi

Livraison à plus de 15 kms du Centre
à partir de 50€ d'achat, sur demande : orleans@diet-et-gourmandise.fr ou au 02.38.54.36.79

Envoi en colis possible",,,09:00 > 13:00,15:00 > 15:00,,,09:00 > 13:00,15:00 > 19:00,,,,,,,47.29Z,"47.898986,1.903352",Epicerie fine,"Epicerie fine et du monde, thés et cafés"
48776654500023,ADH Paysages,"6 rue de la Chistera, 45380 La Chapelle-Saint-Mesmin",45380,La Chapelle-Saint-Mesmin,https://www.adh-paysages.com/,,,contact@adh-paysages.com,02 38 25 10 30,"Spécialiste de la conception et de la construction de jardins et piscines sur mesure autour d'Orléans et sa région depuis 2005, nous réalisons également la rénovation de jardins et de piscines existants ainsi que leur dépannage, leur réparation, leur maintenance et leur entretien. Vous trouverez dans notre magasin un large choix d'équipements et d'accessoires de piscines, de produits de traitements d'eau et de pièces détachées, mais aussi de mobilier de jardin. Vous y trouverez aussi une présentation de nos différentes gammes de spas, saunas et hammams. N'hésitez pas : venez nous rencontrer !",Oui,,Oui,09:00,19:00,,,Oui,09:00,19:00,,,Oui,09:00,19:00,,,Oui,09:00,19:00,,,Oui,09:00,19:00,,,Non,,,,,Non,,,,,Oui,,09:00 > 19:00,,09:00 > 19:00,,09:00 > 19:00,,09:00 > 19:00,,09:00 > 19:00,,,,,,,,,
83145501900016,PIVOINE ART TATOO PIERCING,3 Rue des Minimes,45000,Orléans,http://pivoinetattoo.com,http://www.pivoinepiercing.fr/,http://www.facebook.com/pivoinetattoo/,pivoine.tattoo@gmail.com,09 80 68 02 38,"Vente en ligne de bijoux de piercing, masques tissus et bons cadeaux tatouage.",Oui,,Non,,,,,Oui,12:30,18:30,,,Oui,12:30,18:30,,,Oui,12:30,18:30,,,Oui,12:30,18:30,,,Oui,10:30,18:00,,,Non,,,,,Non,,,,12:30 > 18:30,,12:30 > 18:30,,12:30 > 18:30,,12:30 > 18:30,,10:30 > 18:00,,,,96.09Z,"47.902059,1.902553",Salon de toilettage,Salon de toilettage
51036473000026,Astro ink tattoo,13 Rue Pothier,45000,Orléans,https://www.astroinktattoo.com,https://www.astroinktattoo.com,https://www.facebook.com/astroinktattoo45/,astroinktattoo45@gmail.com,09 87 50 60 10,"Astro Ink Tattoo vous accompagne pour l’élaboration de votre tatouage de A à Z. Que vous ayez une vague idée ou un projet bien établi, nous saurons vous apporter une écoute attentive. De l’accueil à la cicatrisation, Astro InkTattoo vous offre un suivi professionnel et bienveillant pour réaliser votre tattoo sereinement. Notre tatoueur dessine et pourra donc personnaliser chaque projet. La maîtrise des protocoles d’hygiène et de salubrité au sein du salon vous donne l’assurance d’être tatoué dans un environnement sain. Nous travaillons uniquement avec des aiguilles et buses à usage unique, jetées après utilisation. Pour prendre RDV : Par tel au 09 87 50 60 10 ou sur les pages FB et Insta Astro Ink Tattoo.",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,,,,
79385689900018,Il Don Vittorio - La Bottega,"3 rue jean Hupeau
45000 Orléans",45000,Orléans,http://www.il-don-vittorio.fr,https://www.il-don-vittorio.fr,https://www.facebook.com/ildonvittorio,ildonvittorio@yahoo.fr,02 34 50 64 65,"Emportez vos pizzas à la maison et retrouvez tous nos produits en attendant la réouverture du restaurant.
Notre Boutique ""La Bottega by Il Don Vittorio"" reste ouverte, retrouvez notre épicerie fine et une sélection de produits et plats à emporter. Nos pizzas sont également disponibles. Passez votre commande au 02 34 50 64 65 ou au 02 38 91 53 36.",Oui,"Notre Boutique ""La Bottega by Il Don Vittorio"" reste ouverte, retrouvez notre épicerie fine et une sélection de produits et plats à emporter. Nos pizzas sont également disponibles. Passez votre commande au 02 34 50 64 65 ou au 02 38 91 53 36.",Non,,,,,Oui,10:00,14:00,16:00,21:00,Oui,10:00,14:00,16:00,21:00,Oui,10:00,14:00,16:00,21:00,Oui,10:00,14:00,16:00,21:00,Oui,10:00,14:00,16:00,21:00,Non,,,,,Non,,,,10:00 > 14:00,16:00 > 16:00,10:00 > 14:00,16:00 > 21:00,10:00 > 14:00,16:00 > 21:00,10:00 > 14:00,16:00 > 21:00,10:00 > 14:00,16:00 > 21:00,,,56.10A,"47.898372,1.904706",Restauration traditionnelle,Restauration traditionnelle et rapide
48486213100014,LE BANNIER,13 Rue du Faubourg Bannier,45000,Orléans,https://hotelrestolebannier.eatbu.com/?lang=fr,,https://www.facebook.com/vincent.malaquin.9,hotelrestolebannier@gmail.com,02 38 53 25 86,Petit hôtel ** familial qui a été rénové en 2014. Possibilité de dîner. Chaque chambre est différente avec un accueil personnalisé.  La réservation en direct est préférable car moins chère.,Oui,ouvert de 8h00 à 15h00. Vente à emporter de plats. Nous contacter.,Oui,07:00,21:00,,,Oui,07:00,21:00,,,Oui,07:00,21:00,,,Oui,07:00,21:00,,,Oui,07:00,21:00,,,Oui,07:00,15:00,,,Non,,,,,Non,,07:00 > 21:00,,07:00 > 21:00,,07:00 > 21:00,,07:00 > 21:00,,07:00 > 21:00,,07:00 > 15:00,,,,55.10Z,"47.908395,1.901005",Hôtel,Hôtellerie
39811044504038,OXYBUL,16 Rue des Halles,45000,Orléans,https://www.oxybul.com/magasins-jouets/magasin-orleans/54,https://www.oxybul.com/magasins-jouets/magasin-orleans/54,https://www.facebook.com/Oxybul.eveil.et.jeux/,,02 38 77 20 12,"Nous sommes ravis de pouvoir de nouveau vous accueillir dans nos magasins. Jouer est essentiel pour le bien-être des enfants, et cette année plus que jamais, les fêtes de fin d'année seront un moment de partage. Toutes nos équipes se mobilisent pour continuer à vous servir dans le respect des nouvelles consignes gouvernementales.",Oui,Ouverts les dimanches de décembre de 10h00 à 18h00,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Non,,,,,Oui,Voir site internet.,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,,,47.65Z,"47.898567,1.907187",Jouets et jeux,Jouets et jeux
49164820000013,CYCLES MOTOS SERVICES,5 Rue de la Gabelière,45000,Orléans,,,,cms045@orange.fr,02 38 22 06 69,"Spécialiste des cycles et motos, toutes marques, n'hésitez pas à venir, conseil personnalisé.",Oui,,Non,,,,,Oui,09:00,12:00,14:00,19:00,Oui,09:00,12:00,14:00,19:00,Oui,09:00,12:00,14:00,19:00,Oui,09:00,12:00,14:00,19:00,Oui,09:00,12:00,14:00,18:00,Non,,,,,Non,,,,09:00 > 12:00,14:00 > 14:00,09:00 > 12:00,14:00 > 19:00,09:00 > 12:00,14:00 > 19:00,09:00 > 12:00,14:00 > 19:00,09:00 > 12:00,14:00 > 18:00,,,45.40Z,"47.887937,1.831086",Cycles et motos,Sports et loisirs
33044262500027,B.GLACIER,Halles Châtelet,45000,Orléans,http://www.bglacier.fr/,http://www.bglacier.fr/,https://www.facebook.com/artisanbglacier/,b.glacier@wanadoo.fr,02 38 53 58 34,"Artisan fabricant glacier installé depuis 1975 aux Halles Châtelet  : glaces, sorbets, entremets glacés, marmites de fruits et bols de truffes, macarons ... produits d'exception pour les fêtes (bûches, igloos, chalets)",Oui,Horaires ouvertures normaux,Non,,,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:30,,,Oui,10:00,13:00,,,Oui,Livraison gratuite qui peut être regroupée avec les autres commerçants des Halles (livraison par Marie Noelle ou un autre des Halles),,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:30,,10:00 > 13:00,,47.11A,"47.897986,1.908971",Glacier,"Chocolats, glaces et confiseries"
47879250000017,AUX PALETS OR,15 Rue Bannier,45000,Orléans,https://www.palets-or.com/,,https://www.facebook.com/auxpaletsor,auxpaletsor@live.fr,02 38 53 22 70,Votre artisan pâtissier chocolatier sera heureux de vous accueillir,Oui,,Non,,,,,Oui,08:00,19:30,,,Oui,08:00,19:30,,,Oui,08:00,19:30,,,Oui,08:00,19:30,,,Oui,08:00,19:30,,,Oui,08:00,13:00,,,Oui,Gratuit à partir de 25 € d'achat dans la Métropole d'Orléans,,,08:00 > 19:30,,08:00 > 19:30,,08:00 > 19:30,,08:00 > 19:30,,08:00 > 19:30,,08:00 > 13:00,,10.71D,"47.903477,1.903332",Pâtisserie,"Boulangerie, pâtisserie et viennoiseries"
87871983000019,LUNETTES AU LOGIS,4 Rue des Pastoureaux,45000,Orléans,https://linktr.ee/LALOrleans,,https://www.facebook.com/amandine.lunettes/,amandine@lunettesaulogis.fr,06 31 82 28 21,"Amandine vous reçoit sur rendez-vous du lundi au samedi de 7h à 22h au showroom ou sur le lieu de votre choix dans tout le Loiret.

Une démarche écoresponsable, éthique et humaine 🙂
Des lunettes françaises ou d’entreprises françaises et engagées. Des matériaux originaux comme de l’acétate bio sourcé, du bois, des coquillages, des pépins de raisins, du métal recyclé ...

Profitez d’un moment privilégié adapté à votre mode de vie !

Déplacements gratuits - tiers payant sécurité sociale et mutuelles - sav offert dans la majorité des cas - aussi : Lunettes pour enfants & Lunettes de soleil & lentilles de contact",Oui,,Oui,07:00,22:00,,,Oui,07:00,22:00,,,Oui,07:00,22:00,,,Oui,07:00,22:00,,,Oui,07:00,22:00,,,Oui,07:00,22:00,,,Non,,,,,Oui,Dans tout le Loiret sur rendez-vous.,07:00 > 22:00,,07:00 > 22:00,,07:00 > 22:00,,07:00 > 22:00,,07:00 > 22:00,,07:00 > 22:00,,,,47.78A,"47.900233,1.907662",Opticien,"Optique, audioprothèses et appareillage médical"
82395575200014,LA BRIOCHE CHAUDE,91 Rue Royale,45000,Orléans,,,,nguyen.thihanh45@yahoo.fr,02 38 54 16 87,"Salon de thé pour une pause sucrée ou salée vente de viennoiseries, pâtisseries, sandwich, quiche...",Oui,,Oui,11:00,19:00,,,Oui,07:00,19:00,,,Oui,07:00,19:00,,,Oui,07:00,19:00,,,Oui,07:00,19:00,,,Oui,08:00,19:00,,,Non,,,,,Non,,11:00 > 19:00,,07:00 > 19:00,,07:00 > 19:00,,07:00 > 19:00,,07:00 > 19:00,,08:00 > 19:00,,,,10.71D,"47.901886,1.903801",Pâtisserie,"Boulangerie, pâtisserie et viennoiseries"
