nomAttribuant,idAttribuant,dateConvention,referenceDecision,nomBeneficiaire,idBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriode Versement,pourcentageSubvention,type
Département de la Somme,22800001400016,2020/02/26,19.3.21,AMEVA,25800468800028,MISE EN OEUVRE DES AT SATESE SATEP SATANC 2020.,"115 925,00",aide en numéraire,"La participation financière du Département sera versée selon l’échéancier suivant : une avance unique peut, sur demande du syndicat mixte AMEVA, lui être versée jusqu’à hauteur de 50 % du montant prévisionnel de la subvention; des acomptes peuvent, sur demande du syndicat mixte AMEVA, lui être versés jusqu’à hauteur de 40 % du montant prévisionnel de la subvention, sur présentation du compte-rendu des activités réalisées au jour de la demande d’acompte, le solde ne peut être versé que sur présentation du rapport d’activités visé à l’article 12 qui comprend à minima les indicateurs visés à l’article 10 et sur production du compte administratif de l’année n, au plus tard au mois de juillet de l’année n+1.",2020/02/26_2022/02/24,1,fonctionnement
Département de la Somme,22800001400016,2020/02/26,23,MISSION LOCALE HAUTE SOMME,42513217200056,Accompagnement des bénéficiaires du RSA vers l'emploi,"33 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/02/26_2022/02/24,1,fonctionnement
Département de la Somme,22800001400016,2020/03/02,62,Agence de Développement et de Réservation Touristiques Somme Tourisme,78061024200023,attribution d'une subvention de fonctionnement au titre de l'année 2020.,"810 796,00",aide en numéraire,Avance accordée lors du BP d'un montant de 553 865 € correspondant à 40 % du montant de la subvention annuelle.,2020/03/02_2022/03/01,1,fonctionnement
Département de la Somme,22800001400016,2020/03/02,62,FESTIVAL DE L'OISEAU ET DE LA NATURE,38262447600018,organisation de la 30ème édition du festival de l'oiseau et de la nature qui se tiendra à Abbeville du 11 au 19 avril 2020.,"30 000,00",aide en numéraire,La subvention accordée est de 30 000 €. Une avance unique de 50 % peut être demandée par le bénéficiaire. Des acomptes d'au minimum 500 € peuvent être  versés sur présentation des justificatifs et le solde (10%) sur production de l'ensemble des justificatifs.,2020/03/02_2022/03/01,1,fonctionnement
Département de la Somme,22800001400016,2020/03/04,32,SM BAIE SOMME LITTORAL PICARD,25800192400186,Suvention de fonctionnement 2020 et gestion des ENS,"670 000,00",aide en numéraire,"Subvention départementale versée selon les modalités suivantes : un acompte de 80 % au 1er août 2020, sur la base d’une situation au 30 juin 2020 présentée dans le tableau de bord de suivi et d’évaluation du programme de gestion des espaces naturels prévu à l’article 3 de la présente convention, et le solde, sur présentation dans un délai maximum de 6 mois suivant la clôture de l’exercice, d’un bilan technique et financier relatif au programme de gestion des espaces naturels, certifié par le Comptable public et visé par le Président du Syndicat Mixte ainsi que le bilan détaillé du Plan Vélo et les livrables relatifs aux études et plans de gestion des sites naturels.",2020/03/04_2022/03/03,1,fonctionnement
Département de la Somme,22800001400016,2020/03/16,22,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,Accompagnement des BRSA vers l'emploi par toutes les structures hors IAE,"72 000,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/03/16_2022/03/15,1,fonctionnement
Département de la Somme,22800001400016,2020/03/16,22,CCAS POIX DE PICARDIE,26800659000015,Accompagnement social des bénéficiaires du RSA,"28 000,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/03/16_2022/03/15,1,fonctionnement
Département de la Somme,22800001400016,2020/03/16,22,CTRE COM ACTION SOCIALE DE LE CROTOY,26800286200012,Accompagnement social des bénéficiaires du RSA,"26 250,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/03/16_2022/03/15,1,fonctionnement
Département de la Somme,22800001400016,2020/03/17,53,UNION SPORTIVE ENS DU 1ER DEGRE,42430895500048,aide au fonctionnement sur l'année 2019/2020.,"56 000,00",aide en numéraire,"Le règlement de la subvention interviendra selon l’échéancier suivant : une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention soit un montant de 28 000 € et le solde sur production de l’ensemble des pièces justificatives.",2020/03/17_2022/03/16,1,fonctionnement
Département de la Somme,22800001400016,2020/03/19,3.1,CONSERVAT.BOTANIQUE NATIONAL,34402187800014,partenariat 2020 pour les actions à conduire pour la connaissance et la préservation de la flore dans le cadre de la convention pluriannuelle d'objectifs 2018-2020.,"38 000,00",aide en numéraire,"Une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50 % du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du Bénéficiaire, lui être versés, si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le solde ne peut être versé que sur production de l’ensemble des pièces justificatives décrites à l’article 5 de la présente convention, dans les conditions et délai prévus par ce même article. Le montant du solde doit être supérieur ou égal à 10% du montant total de la subvention.",2020/03/19_2022/03/18,1,fonctionnement
Département de la Somme,22800001400016,2020/03/19,31,CONSERVATOIRE d'ESPACES NATURELS DE PICARDIE,38122640600035,"partenariat 2020 pour le développement d'un réseau de sites préservés, gérés et mis en valeur dans la Somme dans le cadre de la convention pluriannuelle d'objectifs 2018-2020.","192 000,00",aide en numéraire,"Le règlement de la subvention interviendra selon l’échéancier suivant : une avance peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur 50 % du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du Bénéficiaire, lui être versés,  si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant total de la subvention.",2020/03/19_2022/03/18,1,fonctionnement
Département de la Somme,22800001400016,2020/05/18,51,CMF SOMME-FEDERATION MUSICALE DE LA SOMME,31773332700017,réalisation de son programme d'ativités 2020,"35 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/05/18_2022/05/17,1,fonctionnement
Département de la Somme,22800001400016,2020/05/19,6.2,CHEMIN DE FER BAIE DE SOMME,32774369600020,programme d'investissement 2020,"71 000,00",aide en numéraire,La subvention accordée est de 71 000 €. Une avance unique de 30 % peut être demandée par le bénéficiaire. Des acomptes d'au minimum 500 € peuvent être  versés sur présentation des justificatifs et le solde (10%) sur production de l'ensemble des justificatifs.,2020/05/19_2024/05/18,1,investissement
Département de la Somme,22800001400016,2020/06/04,22,ASSOCIATION APREMIS,38488500000032,Fonds social européen,"42 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80 % du montant FSE prévisionnel. L’avance éventuellement consentie au bénéficiaire est déduite au plus tard lors du versement du solde.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/04,22,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,Fonds social européen,"36 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80 % du montant FSE prévisionnel. L’avance éventuellement consentie au bénéficiaire est déduite au plus tard lors du versement du solde.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/04,22,LES JARDINS DE LA BRESLE,41344003300012,ateliers chantiers d'insertion,"47 916,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/04,22,SYNAPSE 3I,80328733300022,ateliers chantiers d'insertion,"122 364,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/04,23,AMIENS AVENIR JEUNES,32776460100024,Fonds social européen,"34 067,33",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80 % du montant FSE prévisionnel. L’avance éventuellement consentie au bénéficiaire est déduite au plus tard lors du versement du solde.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/04,23,ARTOIS INSERTION RESSOURCERIE,38745382200034,Fonds social européenn,"31 500,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80 % du montant FSE prévisionnel. L’avance éventuellement consentie au bénéficiaire est déduite au plus tard lors du versement du solde.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/04,23,ASS VIMEU INSERTION FORMA JEUN,32642184900083,Fonds social européen,"75 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80 % du montant FSE prévisionnel. L’avance éventuellement consentie au bénéficiaire est déduite au plus tard lors du versement du solde.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/04,23,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,Fonds social européenn,"25 699,45",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80 % du montant FSE prévisionnel. L’avance éventuellement consentie au bénéficiaire est déduite au plus tard lors du versement du solde.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/04,23,LES ASTELLES,41102590100017,Fonds social européenn,"31 500,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80 % du montant FSE prévisionnel. L’avance éventuellement consentie au bénéficiaire est déduite au plus tard lors du versement du solde.",2020/06/04_2022/06/03,1,fonctionnement
Département de la Somme,22800001400016,2020/06/18,55,AMIENS SPORTING CLUB FOOTBALL,78061017600049,AIDE AU FONCTIONNEMENT 2020,"50 000,00",aide en numéraire,Le règlement de la subvention départementale interviendra en une seule fois à la notification de la subvention.,2020/06/18_2022/06/17,1,fonctionnement
Département de la Somme,22800001400016,2020/06/18,55,ASS AMIENS METROPOLE NATATION,38308220300027,AIDE AU FONCTIONNEMENT 2020,"26 192,00",aide en numéraire,Le règlement de la subvention départementale interviendra en une seule fois à la notification de la subvention.,2020/06/18_2022/06/17,1,fonctionnement
Département de la Somme,22800001400016,2020/07/03,22,ADI 80,37978330100011,Fonds social européenn,"67 500,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80% du montant FSE prévisionnel. La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d'exécution et à la réalisation du contrôle de service fait.",2020/07/03_2022/07/02,1,fonctionnement
Département de la Somme,22800001400016,2020/07/10,22,ARTOIS INSERTION RESSOURCERIE,38745382200034,Accompagnement socio-professionnel par les structures de l'IAE,"114 840,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/10_2022/07/09,1,fonctionnement
Département de la Somme,22800001400016,2020/07/20,22,ABBEVILLE,21800001600012,Fonds social européen,"67 500,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80% du montant FSE prévisionnel. La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d'exécution et à la réalisation du contrôle de service fait.",2020/07/20_2022/07/19,1,fonctionnement
Département de la Somme,22800001400016,2020/07/20,22,VILLE D'AMIENS,21800019800018,Fonds social européen,"27 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80% du montant FSE prévisionnel. La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d'exécution et à la réalisation du contrôle de service fait.",2020/07/20_2022/07/19,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,ADI 80,37978330100011,ateliers chantiers d'insertion,"154 440,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,AMIENS AVENIR JEUNES,32776460100024,ateliers chantiers d'insertion,"71 676,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,ASS VIMEU INSERTION FORMA JEUN,32642184900083,ateliers chantiers d'insertion,"157 014,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,ASSOCIATION DES JARDINS PAYSAGERS DES HAUTS-DE-FRANCE ET DES HORTILLONNAGES,53362467200010,alteliers chantiers d'insertion,"26 532,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,ateliers chantiers d'insertion,"72 468,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,ASSOCIATION RECUP'AIRE,44259611000043,entreprises d'insertion,"28 200,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,ASSOCIATION SOMME NATURE SERVICES,39083965200042,ateliers chantiers d'insertion,"63 360,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,CC DU GRAND ROYE,20007097700018,ateliers chantiers d'insertion,"28 116,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,CCAS ROYE,26800710100010,ateliers chantiers d'insertion,"51 084,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,LES ATELIERS SAVOIR FER,40294223900045,ateliers chantiers d'insertion,"27 720,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,MAIS ACC L'ILOT,78475328700050,ateliers chantiers d'insertion,"138 402,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,MENAGE SERVICE PARTICULIERS,33406938200060,entreprises d'insertion,"69 000,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,MENAGE SERVICE PROFESSIONNELS,42817748900039,ateliers chantiers d'insertion,"62 172,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,22,MENAGE SERVICE PROFESSIONNELS,42817748900039,entreprises d'insertion,"25 050,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/21,3.1,SOMME PATRIMOINE EPCC,20007368200011,PARTENARIAT 2020,"140 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/07/21_2022/07/20,1,fonctionnement
Département de la Somme,22800001400016,2020/07/24,3.1,CONSERVATOIRE d'ESPACES NATURELS DE PICARDIE,38122640600035,REALISATION DE 3 PLANS DE GESTION EN 2020,"36 727,00",aide en numéraire,"une avance unique d’un minimum de 10 000 € peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 5% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/07/24_2024/07/23,1,investissement
Département de la Somme,22800001400016,2020/07/27,3.1,CONSERVATOIRE d'ESPACES NATURELS DE PICARDIE,38122640600035,PROGRAMME 2020 DE TRAVAUX D'ENTRETIEN DE ZONES HUMIDES ET DE PELOUSES SECHES,"72 627,00",aide en numéraire,"une avance unique d’un minimum de 10 000 € peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 5% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/07/27_2024/07/26,1,investissement
Département de la Somme,22800001400016,2020/07/29,22,RECYCLERIE VIMEU BRESLE,75344620200016,ateliers chantiers d'insertion,"25 146,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/07/29_2022/07/28,1,fonctionnement
Département de la Somme,22800001400016,2020/07/29,23,RECYCLERIE VIMEU BRESLE,75344620200016,Fonds social européen,"25 500,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80% du montant FSE prévisionnel. La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d'exécution et à la réalisation du contrôle de service fait.",2020/07/29_2022/07/28,1,fonctionnement
Département de la Somme,22800001400016,2020/08/13,22,ABBEVILLE,21800001600012,ateliers chantiers d'insertion,"164 736,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 €; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/13_2022/08/12,1,fonctionnement
Département de la Somme,22800001400016,2020/08/13,22,AEFTI PICARDIE,33405661100026,Accompagnement social des bénéficiaires du RSA,"120 750,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/13_2022/08/12,1,fonctionnement
