NUMERO,NOM PRODUIT,N° VOIE,VOIE,COMPL. ADR,CP,COMMUNE,LATITUDE,LONGITUDE,COMMENTAIRE 1,TEL (PRESTATAIRE),TEL 2 (PRESTATAIRE),FAX (PRESTATAIRE),MAIL (PRESTATAIRE),SITE WEB (PRESTATAIRE),Classement en étoiles,Type de structure touristique,Label national tourisme et handicap - Auditif,Label national tourisme et handicap - Mental,Label national tourisme et handicap - Moteur,Label national tourisme et handicap - Visuel,Classement office de tourisme
244000807,Point information du SI du Pays de Pechelbronn,1,place de l'église,,67250,Kutzenhausen,"48,93361111","7,862222222","Ouverture: du 1er octobre au 31 mars (fermé en janvier), les mercredis, dimanches et jours fériés 14H-18H / du 1er avril au 30 septembre, du mardi au vendredi 10H-12H et 14H-18H, les dimanches et jours fériés 14H-18H / en juillet-août ouvert également les samedis 14H-18H.",03 88 80 53 00,,03 88 80 63 33,maison.rurale@musees-vosges-nord.org,www.tourisme-nordalsace.fr,,Office de tourisme,NON,NON,NON,NON,
244000808,Syndicat d'Initiative du Pays de Pechelbronn,1,route de Lobsann,,67250,Merkwiller Pechelbronn,"48,93934053","7,827822409","Ouvert toute l'année, du lundi au samedi ( sauf jours fériés ) de 10h à 12h. En dehors de ces horaires, possibilité de se renseigner au Point Information 1, place de l'Eglise 67250 Kutzenhausen",03 88 80 72 36,,,,,,Office de tourisme,NON,NON,NON,NON,
244001174,Office de Tourisme intercommunal Sauer-Pechelbronn,1,rue de l'Obermatt,,67360,Durrenbach,"48,90965631","7,750095802","L'office vous informe et documente sur tous les attraits touristiques du territoire Sauer-Pechelbronn , de l'Alsace du Nord du Parc naturel régional des Vosges du Nord,de  la région Alsace et régions transfrontalières (Palatinat et Bade). Le bureau d'accueil est situé à Lembach au 2 route de Bitche, points d'informations à la Maison des associations et des services à Durrenbach, l'établissement thermal de Morsbronn les Bains et au syndicat d'initiative du pays de Pechelbronn à Merkwiller-Pechelbronn.",03 88 94 43 16,,03 88 94 20 04,info@tourisme-nordalsace.fr,www.tourisme-nordalsace.fr,2 Etoiles,Office de tourisme,NON,NON,NON,NON,
245000036,Office de Tourisme de Kintzheim-Orschwiller,,Route de Sélestat,,67600,Kintzheim,"48,25370677","7,400139845","Horaires d'ouvertures :<br>
<br>
Du 14 juin au 7 juillet:<br>	 
Du lundi au samedi: de 10h00 à 12h30 et de 14h00 à 18h00<br>
Dimanche: Fermé<br>
<br>
Du 8 juillet au 31 août:<br>
Du lundi au dimanche: de 10h00 à 12h30 et de 14h00 à 18h00 
",03 88 82 09 90,,03 88 82 79 70,ot.kintzheim-orschwiller@evc.net,www.ot-kintzheim-orschwiller.fr,1 Etoile,Office de tourisme,NON,NON,NON,NON,
246000995,Office de Tourisme du Pays de Brisach,6,Place d'Armes,Palais du Gouverneur,68600,Neuf Brisach,"48,0176449","7,527372837","L'Office de Tourisme du Pays de Brisach couvre un secteur qui s'étend autour de Neuf-Brisach à 15 kms à l'Est de Colmar, au bord du Rhin. 38 communes font partie de l'OT, qui se divise en cinq entitées, sises respectivement à Biesheim, Fessenheim, Neuf-Brisach, Vogelgrun et Ottmarsheim.
Le bureau principal de Neuf-Brisach est situé au coeur de la place forte construite par Vauban sur ordre de LOUIS XIV en 1699. Les fortifications de Vauban ont été classées au patrimoine mondial de l'Unesco le 7 juillet 2008, Neuf-Brisach fait partie des 12 sites qui ont été inscrits. ",03 89 72 56 66,,,info@tourisme-paysdebrisach.com,www.tourisme-paysdebrisach.com,2 Etoiles,Office de tourisme,NON,OUI,NON,NON,
246000997,Point infos de Vogelgrun,,Pont du Rhin,Ile du Rhin,68600,Vogelgrun,"48,02190759","7,579665184","Le point information touristique fait partie de l'Office de Tourisme du Pays de Brisach et est ouvert de mi-mai  à mi-septembre. A la belle saison le Point i vous propose de découvrir l'Ile du Rhin, les pistes cyclables, les promenades en bateau, ainsi que la ville de Breisach adossée au Kayserstuhl en Allemagne, à deux pas de là.",03 89 72 56 66,,,info@tourisme-paysdebrisach.com,www.tourisme-paysdebrisach.com,2 Etoiles,,NON,NON,NON,NON,
246000998,Point infos de Biesheim,,place de la Mairie,Le Capitole,68600,Biesheim,"48,04113553","7,542929649","En Alsace Centrale, découvrez BIESHEIM, au Bord du Rhin. A voir absolument, les musées de la ville : le musée de l'Instrumentation optique présente une collection de 400 objets qui décrivent l'évolution de l'optique au cours des trois derniers siècles dans des domaines variés tels que la topographie, la microscopie, la marine, l'astronomie, le laser, l'holographie. Le musée gallo-romain qui rassemble le matériel découvert dans une importante bourgade implantée sur le ban communal.
Promenade en barque sur le Giessen, ancien bras mort du Rhin. Tennis, pêche, pétanque, volley-ball, ball-trap, karting. 
Circuits pédestres et pistes cyclables au bord du Giessen et sur les anciens chemins de halage. En forêt, un parcours de santé. Biesheim possède une télévision locale. Gastronomie et accueil : deux hôtels des restaurants, un camping, un port de plaisance sur l'Ile du Rhin.",,06 41 60 33 47,,josee.ketterer@sca.com,,,,NON,NON,NON,NON,
246000999,Point infos à la Maison de l'Essor du Rhin,2,Rue du Rhin,Communauté de Communes Essor du Rhin,68740,Fessenheim,"47,91501895","7,538337708","Cet espace est en appoint de celui situé à la Ruche. Il permet de disposer d'informations sur tout le territoire et la région à des horaires administratifs. 

Il est localisé dans une très belle maison alsacienne récemment réhabilitée pour un accueil et une accessibilité cordiales. ",03 89 48 62 30,,03 89 48 59 07,,www.cc-essordurhin.fr,,,NON,NON,NON,NON,
246002716,Point infos La Ruche,1,Rue de l'Europe,,68740,Fessenheim,"47,917306","7,566673","Ce point I est situé dans un bâtiment BBC récent, destiné au développement économique et à la formation. <br>
<br>
Son architecture chaleureuse est agrémentée d'une mare écologique fréquentée par des batraciens dont le concert de 16h30 sera réputé ! mais aussi par toute une ribambelle d'insectes étonnants comme le sont les libellules ou encore une variété d'espèces végétales précieuses pour notre environnement et pour la biodiversité. <br>
<br>
L'accueil des publics touristiques est donc optimisé par cet espace lumineux et serein où des présentoirs richement garnis permettent de se renseigner sur le territoire transfrontalier (Communauté de communes Essor du Rhin et communes allemandes rassemblées dans un groupement de coopération). <br>
<br>
Par ailleurs, des informations et documents sur toute l'Alsace sont aussi à la disposition des visiteurs.<br>
<br>
Les sites touristiques spécifiques au territoire sont nombreux : Maison des énergies, Poney Parc, musée de la Hardt, écluses et belvédères au-dessus de la Centrale Hydraulique, forêt de la Hardt et Iles d Rhin, villes touristiques allemandes de Staufen, Heitersheim, Bad Krozingen...",03 89 33 53 00,,,pointinfo@cc-essordurhin.fr,www.cc-essordurhin.fr,,,NON,NON,NON,NON,
247000479,Office de Tourisme du Pays de Hanau et du Val de Moder,89,rue du Général Goureau,,67340,Ingwiller,"48,870346","7,480515","Horaires d'ouverture :
- Toute l'année :
du lundi au vendredi de 10h à 12h et de 14h à 18h, le samedi de 10h à 12h
- Du 1er juillet au 15 septembre :
également ouvert le samedi de 14h à 17h, dimanches et  jours fériés de 10h à 12h",03 88 89 23 45,,03 88 89 60 27,info@tourisme-hanau-moder.fr,tourisme-hanau-moder.fr,2 Etoiles,Office de tourisme,NON,NON,NON,NON,
247000792,Point d'Information Touristique,24,rue du Docteur Schweitzer,,67350,Pfaffenhoffen,"48,8448128","7,6116748","Horaires d'ouverture :
du 2 mai au 30 septembre : mardi de 14h à 18h, mercredi de 10h à 12h et 14h à 18h, du jeudi au dimanche de 14h à 18h.
Du 1er octobre au 30 avril :
Mardi, jeudi et vendredi de 14h à 17h, mercredi de 10h à 12h et de 14h à 17h, samedi et dimanche de 14h à 18h.",03 88 07 80 05,,03 88 07 80 09,musee.image@musees-vosges-nord.org,www.tourisme-hanau-moder.fr,,Office de tourisme,NON,NON,NON,NON,
247000874,Point d' Information Touristique,3,Place du Château,,67330,Bouxwiller,"48,820804","7,441672","Ouvert toute l'année du 16 septembre au 30 juin du mercredi au dimanche de 14h à 18h et du 1er juillet au 15 septembre du mercredi au vendredi de 10h00 à 12h30 et de 14h00 à 18h00, samedi et dimanche de 14h00 à 18h00.",03 88 03 30 15,,03 88 03 30 15,tourisme.bouxwiller@wanadoo.fr,www.tourisme-hanau-moder.fr,,Office de tourisme,NON,NON,NON,NON,
251000006,Office de Tourisme du Soultzerland,8,rue des Barons de Fleckenstein,,67250,Soultz sous Forêts,"48,92627776","7,906980515",,03 88 80 47 33,,,office.tourisme.soultz@orange.fr,www.cc-soultzerland.fr,,Office de tourisme,NON,NON,NON,NON,
252000477,"Office de Tourisme du Pays de Saint-Louis, Région des 3 Pays",81,rue Vauban,Maison de Haute Alsace,68128,Village Neuf,"47,60029538","7,579450607",,03 89 70 04 49,,03 89 67 30 80,info@alsace-cotesud.com,www.saintlouis-tourisme.fr,2 Etoiles,Office de tourisme,NON,NON,NON,NON,
252002318,Syndicat d'Initiative,55,rue Rogg-Haas,,68510,Sierentz,"47,64848142","7,460919478",,03 89 28 59 17,,03 89 81 60 49,tourisme@pays-de-sierentz.com,www.pays-de-sierentz.com/,,,NON,NON,NON,NON,
253000039,Office de Tourisme d'Eguisheim et environs,22a,Grand Rue,,68420,Eguisheim,"48,04251278","7,307571173","Eguisheim et ses environs est un territoire propice à la découverte au long des quatre saisons.<br>
Au printemps, les villages sont magnifiquement fleuris et les parfums embaument les ruelles guidant les curieux dans leur visite. Sous la chaleur de l'été, une multitude d'animations accompagnent le quotidien de la population locale et des visiteurs qui découvrent ainsi les traditions centenaires de notre région.<br>
Durant l'automne, une agitation toute particulière s'étend dans ce berceau du vignoble si généreux, c'est aussi la saison des vendanges. Puis tandis que les couleurs de l'automne s'intensifient, l'hiver arrive pas à pas et amène avec lui la magie des fêtes de Noël durant lesquelles les villages brillent de mille feux.<br><br>

L'accueil à l'office de tourisme est ouvert toute l'année.",03 89 23 40 33,,03 89 41 86 20,info@ot-eguisheim.fr,www.ot-eguisheim.fr,2 Etoiles,Office de tourisme,NON,NON,NON,NON,
254000094,Office de Tourisme du Pays de  Marmoutier,1,Rue du Général Leclerc,,67440,Marmoutier,"48,69086124","7,381267548","L'Office de Tourisme est ouvert tous les jours  en pleine saison et du lundi après midi au samedi midi en saison creuse.
Doté d'un local exposition, vous y découvrirez des expositions ponctuelles proposées par des artistes de tous horizons.
Possibilité de visites guidée pour groupes sur rendez-vous:
Visite de l'Abbatiale et de la crypte archéologique: 100 euros pour groupe de - de 30 personnes, 4€ par personne supplémentaire. demi tarif enfant. Concert orgue: 50 euros.
Visite du Musée du Patrimoine et du Judaïsme Alsacien: 4 euros par personne,
Un pass pour la journée est proposée au prix de 25 euros par personne, repas inclus. <br> Borne Wifi sécurisée gratuite permettant l'accès à Internet.",03 88 71 46 84,,,ot-accueil@paysdemarmoutier.eu,www.marmoutier.net,2 Etoiles,Office de tourisme,NON,NON,OUI,NON,
255000277,Syndicat d'Initiative de Wangenbourg-Engenthal,32a,rue du Général de Gaulle,,67710,Wangenbourg Engenthal,"48,62227174","7,309545279",Nous sommes heureux de vous accueillir au coeur du plus grand massif forestier des Vosges.,06 21 42 32 19,,,tourisme.wangenbourg@wanadoo.fr,,,Office de tourisme,NON,OUI,OUI,NON,
255000280,Office de Tourisme la Suisse d'Alsace - bureau de Wasselonne,13,Place du Marché,,67310,Wasselonne,"48,637388","7,447376",Nous sommes heureux de vous accueillir dans nos locaux afin de vous indiquer les lieux et sites à découvrir lors de votre passage dans notre Région !,03 88 59 12 00,,03 88 59 12 22,wasselonne-en-fete@wasselonne.org,www.wasselonne.fr,Non classé,Office de tourisme,NON,NON,NON,NON,
255000312,Office de Tourisme Intercommunal  La Suisse d'Alsace,32a,rue du Général de Gaulle,,67710,Wangenbourg Engenthal,"48,62225756","7,309491634","Tonique, passionnée, authentique, chaleureuse ... La Suisse d'Alsace s'offre à vous au fil des saisons.

Entre vignoble et montagne, laissez-vous séduire par la diversité de ses paysages, la richesse de son patrimoine, la farandole de ses fêtes et l'accueil convivial de ses habitants.

Nous vous souhaitons la Bienvenue!",03 88 87 33 50,,03 88 87 32 23,suisse.alsace@wanadoo.fr,www.suisse-alsace.com,2 Etoiles,Office de tourisme,NON,OUI,OUI,NON,
257000038,Office de Tourisme de la Lauter - Lauterbourg,21,rue de la 1ère Armée,Hôtel de Ville,67630,Lauterbourg,"48,97477357","8,176429868","Altitude 115 m. - 5000 habitants - Paris 500 km. - S.N.C.F (Gare de Lauterbourg) - Lauterbourg, coquette petite ville bâtie sur une hauteur baignée par la Lauter, à 2 km du Rhin. Ses villages : Neewiller - Niederlauterbach - Oberlauterbach - Salmbach - Scheibenhard - Communauté de Communes de la Lauter.",03 88 94 66 10,,03 88 54 61 33,info@ot-lauter.com,,1 Etoile,Office de tourisme,NON,NON,NON,NON,
258000080,Syndicat d'initiative de Boersch-Klingenthal-Saint-Léonard,1,place de l'Hôtel de Ville,,67530,Boersch,"48,47751714","7,441058968","organisation de visites guidées pour groupes toute l'année sur rendez-vous:
-de la ville:1h, gratuit.
-du sentier viticole: 1h, gratuit.",03 88 95 82 43,,,,,,Office de tourisme,NON,NON,NON,NON,
258000081,Syndicat d'Initiative d'Ottrott,46,rue principale,,67530,Ottrott,"48,458419","7,426574",,03 88 95 83 84,,03 88 95 83 84,contact@ottrott.com,www.ottrott.com,,Office de tourisme,NON,NON,NON,NON,
258000551,Office de Tourisme de Rosheim,94,rue du Général de Gaulle,,67560,Rosheim,"48,496113","7,467724",,03 88 50 75 38,,03 88 50 45 49,accueil@rosheim.com,www.tourisme-rosheim.com,,Office de tourisme,NON,NON,NON,NON,Catégorie 2
258000760,Groupement Touristique du Mont Sainte-Odile,94,rue du Général de Gaulle,,67560,Rosheim,"48,49633877","7,469319105",,03 88 49 20 76,,03 88 49 20 76,contact@paysdumontsainteodile.com,www.paysdumontsainteodile.com,,,NON,NON,NON,NON,
261000030,Office de Tourisme du Grand Ried - Bureau d'accueil de Rhinau,35,rue du Rhin,,67860,Rhinau,"48,31395308","7,712187767","<p><strong>Horaires d'ouverture 2014:</strong></p>
<p><span style=""text-decoration: underline,"">janvier&nbsp,</span>: ferm&eacute,</p>
<p><span style=""text-decoration: underline,"">F&eacute,vrier - mars - octobre - novembre - d&eacute,cembre</span>&nbsp,: lundi, mardi, jeudi et vendredi de 10h &agrave, 12h et de 14h &agrave, 18h</p>
<p><span style=""text-decoration: underline,"">avril - mai - juin - septembre</span>&nbsp,: lundi au vendredi de 9h &agrave, 12h et de 14h &agrave, 18h, samedi, dimanche et jours f&eacute,ri&eacute,s de 10h &agrave, 13h et de 14h &agrave, 17h</p>
<p><span style=""text-decoration: underline,"">juillet et ao&ucirc,t</span>&nbsp,: lundi au vendredi de 9h &agrave, 13h et de 14h &agrave, 18h, samedi, dimanche et jours f&eacute,ri&eacute,s de 10h &agrave, 13h et de 14h &agrave, 17h</p>",03 88 74 68 96,,03 88 58 51 53,rhinau@grandried.fr,www.grandried.fr,,Office de tourisme,OUI,OUI,OUI,OUI,
261001101,Office de Tourisme du Grand Ried - Bureau d'accueil d'Erstein,16,Rue du Général de Gaulle,,67152,Erstein,"48,420799","7,659938","<p style=""text-align: justify,"">Le Pays d'Erstein situ&eacute, &agrave, 20 km au sud de Strasbourg, au milieu des rivi&egrave,res, des pr&eacute,s et des for&ecirc,ts,&nbsp, offre toute une gamme d'activit&eacute,s : promenades &agrave, travers la ville et la for&ecirc,t &agrave, pied &agrave, v&eacute,lo ou en barque &agrave, fond plat, d&eacute,couvertes de la r&eacute,serve naturelle, visites guid&eacute,es du mus&eacute,e d'art moderne et contemporain W&uuml,rth France Erstein ainsi que du village d'Hindisheim, visites de choucrouterie, des soir&eacute,es folkloriques,&hellip,<br />H&eacute,bergements de qualit&eacute, (h&ocirc,tels, chambres chez l'habitant, g&icirc,tes&hellip,), gastronomie traditionnelle et raffin&eacute,e font partie du Pays d'Erstein.<br />Sans oublier les multiples manifestations : Festival du Sucre fin ao&ucirc,t, March&eacute, aux Sucreries et Marche de la St Nicolas en d&eacute,cembre,...</p>
<p style=""text-align: justify,""><br />Le bureau d'accueil est situ&eacute, &agrave, l'entr&eacute,e de ville dans le batiment de l'Etappenstall.</p>
<p style=""text-align: justify,""></p>
<p><strong>Horaires d'ouverture 2014:</strong></p>
<p><span style=""text-decoration: underline,"">janvier&nbsp,</span>: lundi, mercredi, jeudi et vendredi de 14h &agrave, 17h</p>
<p><span style=""text-decoration: underline,"">F&eacute,vrier - mars - octobre - novembre - d&eacute,cembre</span>&nbsp,: &nbsp,lundi, mercredi, jeudi et vendredi&nbsp,de 10h &agrave, 12h et de 14h &agrave, 18h</p>
<p><span style=""text-decoration: underline,"">avril - mai - juin - septembre</span>&nbsp,: lundi au vendredi de 9h &agrave, 12h et de 14h &agrave, 18h, samedi de 10h &agrave, 13h</p>
<p><span style=""text-decoration: underline,"">juillet et ao&ucirc,t</span>&nbsp,: lundi au vendredi de 9h &agrave, 13h et de 14h &agrave, 18h, samedi, de 10h &agrave, 13h</p>",03 88 98 14 33,,03 88 98 12 32,erstein@grandried.fr,www.grandried.fr,,Office de tourisme,NON,OUI,OUI,NON,
261002072,Office de Tourisme du Grand Ried - Bureau d'accueil de Benfeld,,place de la République,Hôtel de Ville,67230,Benfeld,"48,36914426","7,594985962","<p>Le bureau d'accueil de Benfeld a le plaisir de vous inviter &agrave, la d&eacute,couverte du Ried. Quand en fl&acirc,nant dans notre cit&eacute,, vous aurez admir&eacute, le patrimoine b&acirc,ti de Benfeld, il vous suffira de franchir l'Ill pour entrer dans l'une des plus riches r&eacute,gions naturelles d'Alsace : le Grand Ried. Plusieurs circuits p&eacute,destres ont &eacute,t&eacute, cr&eacute,&eacute,s afin de susciter votre envie de d&eacute,couvrir et partager les secrets (nature, histoire, patrimoine, activit&eacute,s ...) des villages du Grand Ried. Nous vous proposons &eacute,galement d'autres possibilit&eacute,s : &agrave, v&eacute,lo, en cal&egrave,che ou en cano&euml,.</p>
<p></p>
<p><strong>Horaires d'ouverture 2014:</strong></p>
<p><span style=""text-decoration: underline,"">janvier&nbsp,</span>: lundi, mardi, mercredi et vendredi de 14h &agrave, 17h</p>
<p><span style=""text-decoration: underline,"">F&eacute,vrier - mars - octobre - novembre - d&eacute,cembre</span>&nbsp,:&nbsp,&nbsp,lundi, mardi, mercredi et vendredi&nbsp,de 10h &agrave, 12h et de 14h &agrave, 18h</p>
<p><span style=""text-decoration: underline,"">avril - mai - juin - septembre</span>&nbsp,: lundi au vendredi de 9h &agrave, 12h et de 14h &agrave, 18h</p>
<p><span style=""text-decoration: underline,"">juillet et ao&ucirc,t</span>&nbsp,: lundi au vendredi de 9h &agrave, 13h et de 14h &agrave, 18h, samedi, de 10h &agrave, 13h</p>",03 88 74 04 02,,03 88 58 10 45,benfeld@grandried.fr,www.grandried.fr,,Office de tourisme,NON,NON,NON,NON,
261002432,Office de Tourisme du Grand Ried - Bureau d'accueil de Marckolsheim,13,rue du Maréchal Foch,,67390,Marckolsheim,"48,16343769","7,543643117","<p></p>
<p><strong>Situation</strong> : Allemagne : 6km, Colmar : 22 km, Strasbourg : 50km.</p>
<p><strong>Horaires d'ouverture 2014:</strong></p>
<p><span style=""text-decoration: underline,"">janvier </span>: mardi au vendredi de 14h &agrave, 17h</p>
<p><span style=""text-decoration: underline,"">F&eacute,vrier - mars - octobre - novembre - d&eacute,cembre</span> : mardi au vendredi de 10h &agrave, 12h et de 14h &agrave, 18h</p>
<p><span style=""text-decoration: underline,"">avril - mai - juin - septembre</span> : lundi au vendredi de 9h &agrave, 12h et de 14h &agrave, 18h, samedi de 10h &agrave, 13h</p>
<p><span style=""text-decoration: underline,"">juillet et ao&ucirc,t</span> : lundi au vendredi de 9h &agrave, 13h et de 14h &agrave, 18h, samedi, de 10h &agrave, 13h</p>",03 88 92 56 98,,,marckolsheim@grandried.fr,www.grandried.fr,,Office de tourisme,NON,OUI,OUI,NON,
265000062,"Office de Tourisme du Hattgau, Betschdorf-Hatten",1,rue des Francs,,67660,Betschdorf,"48,89879256","7,901798487",,03 88 54 44 92,,,info@tourisme-hattgau.com,www.tourisme-haguenau-potiers.com,2 Etoiles,Office de tourisme,NON,NON,NON,NON,
266000003,Office de Tourisme de Soufflenheim,20b,Grand Rue,,67620,Soufflenheim,"48,829658","7,962552","Bienvenue à Soufflenheim, Terre de Potiers! <br> 
Horaires d'accueil: Du lundi au vendredi de 9h à 12h  <br> et de 14h à 17h.<br> Le samedi de 10h à 17h.<br>
Fermé les dimanches et jours fériés.",03 88 86 74 90,,,infos@ot-soufflenheim.fr,www.ot-soufflenheim.fr,1 Etoile,Office de tourisme,NON,NON,NON,NON,
267000003,Office de tourisme de Seltz,2,avenue du Général Schneider,,67470,Seltz,"48,89267146","8,105750622","Informations et documentations touristiques sur le pays de SELTZ, l'Alsace, le Parc Rhénan PAMINA, la région transfrontalière (Bade et Palatinat)et tous les départements de France. Visite guidée de la ville, de l'église et de l'apiculture sur RDV - Expositions à thèmes tout au long de l'année dans les locaux de l'Office de Tourisme de Seltz.",03 88 05 59 79,,03 88 05 59 77,tourisme@seltz.fr,tourisme-seltz.fr,1 Etoile,Office de tourisme,NON,NON,NON,NON,
268000005,Office de Tourisme de Mothern,7,rue du Kabach,Maison de la Wacht,67470,Mothern,"48,93565755","8,153834939",Le bureau d'accueil est ouvert du lundi au vendredi de 14h à 18h - de mai à septembre le samedi de 14h à 17h. Fermé les jours fériés.,03 88 94 86 67,,,office.tourisme.mothern@orange.fr,www.mothern-tourisme.fr,1 Etoile,Office de tourisme,NON,NON,NON,NON,
270000043,Office de tourisme de l'Alsace Bossue,90,rue principale,,67430,Lorentzen,"48,95237046","7,176727653","L'Alsace Bossue, le Pays Secret...
Située au nord-ouest de l'Alsace, l'Alsace Bossue marque la transition entre le plateau lorrain et les Vosges du Nord. Les paysages ouverts et préservés que l'on peut découvrir au travers de nombreux sentiers balisés, les vergers, les villages nichés à flanc de colline confèrent à cette région un charme particulier.
Au détour de chaque chemin, l'Alsace Bossue nous livre un secret de son histoire. Les nombreux vestiges de son passé archéologique et les diverses empreintes de son patrimoine rural riche en témoignent.
Venez vous imprégnez de la douceur de vivre en Alsace Bossue. Partez à la découverte de ce terroir aux multiples facettes où les traditions se conjuguent au présent.
Heures d'ouverture :
* Janvier / février / mars / avril / octobre / novembre / décembre : du mardi au vendredi : 10h – 12h / 14h – 17h
* Mai / juin / septembre : du mardi au vendredi de 10h à 12h et de 14h à 17h. Le dimanche de 14h à 17h et les jours fériés
* Juillet / août : lundi 14h – 18h , mardi au vendredi : 10h – 12h / 14h –18h , dimanche et jours férié : 14h – 18h
* Fermé les 25 et 26 décembre, ainsi que le 1er janvier et le 1er mai",03 88 00 40 39,,03 88 00 55 57,tourisme@alsace-bossue.net,www.tourisme.alsace-bossue.net,,Office de tourisme,NON,OUI,OUI,NON,
271000025,Office de Tourisme La Porte du Vignoble,11,Place du Kaufhaus,,67520,Marlenheim,"48,62101644","7,488362789","L’Office de Tourisme est ouvert au public :<br>
<b>Janvier, février, mars</b> : du lundi au vendredi de 14h à 17h<br>
<b>Avril, mai</b> : du lundi au vendredi de 10h à 12h30 et de 14h à 17h<br>
<b>Juin, juillet, août</b> : du mardi au vendredi de 10h à 12h30 et de 14h à 17h30, le samedi de 10h à 12h30 et de 14h à 16h30<br>
<b>Septembre, octobre</b> : du lundi au vendredi de 10h à 12h30 et de 14h à 17h<br>
<b>Novembre, décembre</b> : du lundi au vendredi de 14h à 17h",03 88 87 75 80,,09 72 33 25 89,info@laporteduvignoblealsace.fr,www.laporteduvignoblealsace.fr,1 Etoile,Office de tourisme,NON,NON,NON,NON,
272000056,Office de Tourisme de Hunspach,3,route de Hoffen,,67250,Hunspach,"48,95416667","7,949166667",,03 88 80 59 39,,03 88 80 41 46,maison-ungerer@wanadoo.fr,www.hunspach.com,1 Etoile,,NON,NON,NON,NON,
277000061,Passage309 - site rhénan Gambsheim/Rheinau et environs,,aux écluses du Rhin,Pavillon de tourisme,67760,Gambsheim,"48,68569795","7,910424471","Situé au bord du Rhin, vous trouverez  dans ce point d'accueil touristique transfrontalier des informations bilingues sur l'Alsace et la Forêt Noire en Allemagne. ",03 88 96 44 08,,03 88 59 73 11,info@passage309.eu,www.passage309.eu,En cours de classement,Office de tourisme,NON,NON,NON,NON,
288000066,Point infos La Route Romane,20,rue du Général de Gaulle,,68490,Ottmarsheim,"47,78697953","7,507030964","Ottmarsheim possède une Abbatiale renommée, d'architecture romane du XI ème siècle et fait partie du circuit touristique de la Route Romane d'Alsace, gérée par VIA ROMANICA. 

La cité accueille un grand nombre de touristes, aussi possède-t-elle un Point d'Information et d'Accueil où divers services sont proposés. Vous désirez vous informer sur la vie de la commune, les animations annuelles proposées à Ottmarsheim et les visites de l'Abbatiale romane Saints Pierre et Paul, Céline ROMANI et Bénédicte CLEMENCON vous accueillent toute l'année.
La Route Romane organise au courant de l'année des expositions et des animations. 
Au local du Point I, vous trouverez des souvenirs, divers articles (cartes postales, reproductions de l'Abbatiale, dépliants ….) sont à votre disposition.
",03 89 26 27 57,,03 89 28 00 42,tourisme@ottmarsheim.com,www.ottmarsheim.com,,,NON,NON,NON,NON,
329000016,Point Accueil,14,rue Thierry Schoeré,,68410,Les Trois Epis,"48,1010117","7,237014771",,,,,,,,,NON,NON,NON,NON,
